# Bräker - Biglenwald - FASY - ITRDB SWIT298
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/16864
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-16864.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/swit298-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; swit298-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/swit298.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/swit298.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2010-06-10
#--------------------
# File_Last_Modified_Date
#   Date: 2010-06-10
#--------------------
# Title
#   Study_Name: Bräker - Biglenwald - FASY - ITRDB SWIT298
#--------------------
# Investigators
#   Investigators: Bräker, O.U.; Zingg, A.
#--------------------
# Description_Notes_and_Keywords
#   Description: Collection purpose: 
# # Plentering
# # 
# # 
# # Cores are stored at: 
# # disposed
# # 
# # 
# # Notes: 
# # Slope W 0.3
# # Formerly Landiswil_Buche_n18_1989.fh
# # 
# # References:
# # Schmid, S.; Zingg, A.; Biber, P.; Bugmann, H., 2006: 
# # Evaluation of the forest growth model SILVA along an elevational gradient in Switzerland. 
# # Eur. J. For. Res. 125: 43-55. ; Zingg, A.; Erni, V.; Mohr, C., (1997): Selection Forests - A Concept for Sustain NOAA Template Raw Measurements file added 2019-02-05.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Biglenwald
#   Location: Switzerland
#   Northernmost_Latitude: 46.9494
#   Southernmost_Latitude: 46.9494
#   Easternmost_Longitude: 7.6619
#   Westernmost_Longitude: 7.6619
#   Elevation_m: 920
#--------------------
# Data_Collection
#   Collection_Name: SWIT298
#   First_Year: 1920
#   Last_Year: 1989
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Fagus sylvatica L.
#   Common_Name: European beech
#   Tree_Species_Code: FASY
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## BI0733B2_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BI0733B2; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BI1253B2_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BI1253B2; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BI1255B2_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BI1255B2; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BI1260B2_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BI1260B2; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BI2300B2_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BI2300B2; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BI3221B2_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BI3221B2; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BI3713B2_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BI3713B2; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BI3839B2_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BI3839B2; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BI3861B2_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BI3861B2; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BI3891B2_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BI3891B2; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BI3893B2_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BI3893B2; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BI3900B2_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BI3900B2; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BI3937B2_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BI3937B2; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BI4102B2_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BI4102B2; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BI4103B2_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BI4103B2; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BI4104B2_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BI4104B2; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BI4111B2_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BI4111B2; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	BI0733B2_raw	BI1253B2_raw	BI1255B2_raw	BI1260B2_raw	BI2300B2_raw	BI3221B2_raw	BI3713B2_raw	BI3839B2_raw	BI3861B2_raw	BI3891B2_raw	BI3893B2_raw	BI3900B2_raw	BI3937B2_raw	BI4102B2_raw	BI4103B2_raw	BI4104B2_raw	BI4111B2_raw
1920	NA	NA	1.37	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1921	NA	NA	2.43	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1922	NA	NA	2.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1923	NA	NA	2.85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1924	NA	1.17	1.54	1.69	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1925	NA	2.16	1.37	2.22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1926	NA	2.12	1.45	2.21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1927	NA	1.84	1.59	2.19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1928	NA	1.36	1.2	1.99	NA	NA	NA	NA	NA	0.77	NA	NA	NA	NA	NA	NA	NA
1929	NA	1.29	1.34	2.27	NA	NA	NA	NA	NA	0.55	NA	NA	NA	NA	0.68	NA	NA
1930	NA	0.54	1.37	2.81	NA	NA	NA	NA	NA	0.52	NA	NA	NA	NA	0.46	NA	1.03
1931	NA	0.71	1.36	2.39	NA	NA	NA	NA	NA	0.65	NA	NA	NA	1.15	0.48	0.71	0.27
1932	NA	1.08	1.3	1.14	NA	NA	0.63	NA	NA	0.94	NA	NA	NA	0.8	0.55	1.72	1.08
1933	NA	1.02	1.07	0.58	1.13	NA	0.61	NA	NA	1.35	5.01	NA	0.5	0.92	1.84	0.97	1.46
1934	NA	1.4	0.75	1.25	3.36	NA	0.51	0.97	NA	0.31	0.82	NA	0.22	0.86	0.7	0.65	1.2
1935	NA	1.31	0.86	1.3	2.72	NA	0.44	1.26	NA	1.11	0.9	NA	0.31	0.9	1	0.85	1.23
1936	1.81	1.19	1	1.51	1.45	NA	0.66	0.63	0.78	0.9	0.59	NA	0.41	1.15	0.66	0.6	1.22
1937	1.25	0.7	1.69	1.55	1.44	NA	1.07	0.86	0.51	1.25	0.46	NA	0.62	1	0.81	0.95	1.27
1938	0.87	0.86	1.07	0.8	1.16	NA	0.77	0.63	0.24	0.82	0.6	NA	0.3	1.22	0.84	1.32	1.08
1939	0.66	1.85	1.49	0.61	0.74	NA	1.06	0.79	1.05	0.52	1	NA	0.44	1.2	0.85	1.13	1.15
1940	0.44	1.8	1.48	0.68	1.16	NA	0.92	0.68	1.19	0.42	1.26	NA	0.35	0.83	0.73	0.94	1.02
1941	1.05	1.93	1.13	0.78	1.27	NA	1.56	0.56	1.22	0.26	0.68	NA	0.48	1.13	0.81	1.31	1.19
1942	0.98	1.41	0.76	0.81	1.61	NA	1.7	0.88	0.89	0.32	0.95	NA	0.34	1.94	1.32	2.78	1.81
1943	1.33	0.43	1.31	1.11	2.71	NA	2.53	1.47	0.94	0.97	1.33	NA	0.72	2.65	1.77	2.56	1.33
1944	0.83	0.54	1.1	1.03	2.27	NA	2.33	1.3	0.91	0.69	0.86	NA	0.89	2.32	1.71	2.53	1.42
1945	0.4	0.46	0.47	0.82	0.89	NA	1.49	0.9	0.42	0.31	0.43	NA	0.54	1.15	1.22	1.54	0.59
1946	1.15	0.61	0.91	0.91	2.1	NA	1	0.89	0.97	0.61	1.26	0.8	0.41	1.8	0.81	1.67	0.96
1947	1.38	0.51	0.93	1.35	2.78	NA	1.27	1.3	0.99	0.9	0.83	1.09	0.98	1.94	1.13	2.48	0.62
1948	0.99	1.12	0.9	1.15	2.04	NA	1.25	0.9	1.03	0.8	0.89	1.42	0.77	1.7	0.94	2.96	0.58
1949	1	0.69	0.7	0.89	2.32	NA	0.74	0.91	0.71	0.64	0.59	1.19	0.8	0.69	0.87	1.93	0.25
1950	1.1	0.19	0.51	1.19	1.91	NA	1.4	1.12	0.66	0.64	1.06	1.24	1.83	1.3	1.35	2.97	0.84
1951	0.92	0.25	0.54	1.2	2.05	2.22	1.64	0.94	1.26	1.39	1.32	1.51	1.27	0.92	1.28	2.48	0.35
1952	1.22	0.53	1.09	1.95	2.89	1.73	1.42	1.51	1.78	2.02	1.83	1.81	2.33	1.23	1.5	1.86	0.85
1953	0.8	0.44	1.14	1.39	2.63	1.13	2.21	1.37	2.08	0.86	2	1.52	2.39	1.98	2.19	3.16	1.09
1954	0.84	0.62	0.7	0.8	1.89	1.41	1.28	0.83	1.26	0.51	1.42	0.99	1.96	1.97	1.35	2.59	1.12
1955	0.76	0.55	1.01	1.16	2.2	1.17	1.47	0.76	2.43	0.64	1.27	0.96	1.74	2.69	1.65	2.27	1.33
1956	0.85	0.37	0.57	0.88	2.04	1.21	1.59	0.62	2.48	0.38	1.43	1.26	2.42	2.3	1.58	2.13	1.31
1957	0.63	0.38	0.62	0.99	1.5	0.92	1.84	0.36	1.6	0.52	1.62	1.3	2.85	1.57	1.34	2.07	0.38
1958	0.9	0.32	1	1.47	2.38	1.83	2.18	0.82	2.22	1.31	2.04	2.21	3.73	2.89	1.79	3.49	1.33
1959	0.92	0.16	0.74	1.31	1.91	2.08	1.67	1.39	2.78	1.31	1.94	2.02	3.37	1.89	1.23	2.65	1.08
1960	0.96	0.18	0.84	1.1	1.98	1.5	1.95	1.03	2.03	1.12	2.16	2.11	2.75	1.69	0.9	1.86	0.8
1961	1.22	0.29	1.24	1.69	2.68	1.01	2.13	1.27	2.5	1.67	2.7	1.97	1.39	1.99	1.22	1.96	0.86
1962	1.16	0.3	1.51	2	3.04	1.6	1.73	1.21	2.33	1.1	2.18	2.14	2.11	2.63	2.19	1.91	1.81
1963	0.53	0.14	1.23	0.95	1.25	1.12	1.34	0.33	0.55	0.29	0.8	0.34	0.54	1.55	0.85	1.85	0.34
1964	1.54	0.16	1.56	0.97	1.98	1.73	1.75	0.87	1	1.6	1.09	1.9	2.38	2.67	1.73	3.26	1.12
1965	1.15	0.4	1.44	0.98	2.15	1.04	1.77	0.37	1.17	0.98	1.96	1.31	2.75	2.93	1.28	1.72	1.29
1966	1.29	0.55	1.36	1.33	2.18	1.29	1.7	0.65	1.04	0.73	2.81	1.4	2.8	3.24	1.33	1.41	1.41
1967	1.8	0.87	1.63	1.32	2.78	2.19	2.91	1.04	1.64	1.23	2.83	1.83	3.76	3.09	1.63	1.87	1.72
1968	1.34	0.56	0.99	0.78	2.21	1.79	1.98	0.76	1.19	1.05	2.03	1.35	3.13	2.07	1.4	2.28	1.5
1969	1.68	0.79	1.08	1.1	2.96	2.25	2.3	1.2	1.73	1.33	2.17	1.77	3.89	2.07	1.8	2.97	1.38
1970	1.21	0.47	1.07	0.58	3.24	2.22	1.64	0.41	1.01	0.83	2.41	1.4	1.72	1.76	1.57	2.03	1.21
1971	0.76	0.51	0.84	0.48	2.79	1.71	1.26	0.24	0.95	0.55	1.31	0.81	1.05	2.27	1.68	1.51	1.45
1972	0.98	0.32	0.66	0.31	1.96	1.34	1.32	0.42	0.67	0.69	1.36	1.17	0.97	1.92	1.39	1.59	1.06
1973	1.12	0.33	0.62	0.49	2.63	2.1	1.28	0.27	1.42	1.15	1.4	1.85	0.99	2.42	1.39	1.68	0.61
1974	1.27	0.61	0.81	0.67	2.67	2.48	1.48	0.38	1.35	2.23	1.98	2.08	2	2.33	1.51	1.74	1.58
1975	2	0.95	0.76	0.89	3.45	0.44	1.78	1.06	1.71	2.76	2.7	2.43	2.43	2.56	1.56	2.26	1.71
1976	1.27	0.93	0.63	0.88	2.79	0.68	0.74	0.47	1.35	1.98	1.81	1.7	1.87	1.42	0.89	1.07	1.28
1977	0.89	0.6	0.35	0.97	1.79	1.1	1.1	0.35	1.57	2.2	1.45	1.38	1.85	2.39	1.11	1.38	1.52
1978	0.98	0.65	0.56	1.01	1.68	0.85	1.13	0.26	1.03	1.64	1.22	1.05	1.56	1.48	1	1.31	1.23
1979	0.83	0.99	0.65	1.32	2.03	0.8	1.04	0.32	1.14	1.39	1.52	0.95	2.13	1.82	0.91	1.76	1.05
1980	1.06	1.13	0.81	1.16	2.09	0.73	0.89	0.24	1.2	1.56	1.12	1.01	1.82	1.74	0.94	2.93	1.6
1981	0.78	0.86	0.76	0.96	2.52	0.49	0.7	0.38	1.94	1.46	0.58	0.77	2.26	1.79	1.09	1.8	1.37
1982	1.46	1.15	0.75	1.17	2.14	0.7	1.24	0.94	2.68	1.69	1.49	1.6	1.79	2.6	1.08	1.85	1.44
1983	1.66	1.01	0.6	0.98	2.77	1.8	1.32	1.33	2.69	2.27	2.92	2.47	3.22	2.61	1.2	1.41	1.3
1984	1.54	0.74	0.55	1.31	1.92	2.07	1.19	1.32	2.46	2.48	3.37	2.23	4.1	3.66	1.71	2.11	2.03
1985	1.79	1.32	0.64	1.47	1.85	2.13	0.98	1.79	3.49	2.98	3.69	2.56	4.17	2.89	1.8	3.1	2.24
1986	1.69	1.61	0.6	1.17	1.77	2.22	0.75	1.06	2.19	3.07	3.01	2.48	3.31	3.15	1.61	2.4	1.92
1987	1.44	0.99	0.63	0.92	1.51	2.29	0.63	0.62	1.56	2.09	3	1.86	2	3.1	1.65	1.99	1.92
1988	2.01	1.48	0.76	1.27	2.12	1.19	1.31	1.72	1.46	2.64	2.79	2.51	3.26	3.81	2.16	1.83	1.94
1989	1.72	1.13	0.69	1.43	2.24	1.22	1.4	2.19	1.7	2.09	2.53	2.14	3.48	3.21	2.16	2.22	1.86
