# Brown - Armagh Observatory - QUSP - ITRDB BRIT058
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/10512
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-10512.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/brit058-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; brit058-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/brit058.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/brit058.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2010-07-27
#--------------------
# File_Last_Modified_Date
#   Date: 2010-07-27
#--------------------
# Title
#   Study_Name: Brown - Armagh Observatory - QUSP - ITRDB BRIT058
#--------------------
# Investigators
#   Investigators: Brown, D.M.; Garcia Suarez, A.-M.
#--------------------
# Description_Notes_and_Keywords
#   Description: Purpose of Collection: 
# # Age structure and to be used for climate 
# # reconstruction. 
# # 
# # Cross-sections are stored at: 
# # School of Geography, Archaeology and Palaeoecology, 
# # Queens University Belfast. 
# # Available for examination 
# # 
# # Notes: 
# # Urban parkland. 
# # Tree-ring widths in 1/100th mm.  
# # 
# #  NOAA Template Raw Measurements file added 2019-02-05.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Armagh Observatory
#   Location: United Kingdom
#   Northernmost_Latitude: 54.35
#   Southernmost_Latitude: 54.35
#   Easternmost_Longitude: -6.65
#   Westernmost_Longitude: -6.65
#   Elevation_m: 54
#--------------------
# Data_Collection
#   Collection_Name: BRIT058
#   First_Year: 1845
#   Last_Year: 2001
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Quercus spp. L.
#   Common_Name: oak
#   Tree_Species_Code: QUSP
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## Q10177_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: Q10177; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## Q10182_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: Q10182; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## Q10181_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: Q10181; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## Q10183_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: Q10183; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## Q10176_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: Q10176; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## Q10178_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: Q10178; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## Q10174_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: Q10174; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## Q10179_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: Q10179; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## Q10180_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: Q10180; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## Q10172M_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: Q10172M; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## Q10184_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: Q10184; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## Q10175_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: Q10175; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## Q10173_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: Q10173; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	Q10177_raw	Q10182_raw	Q10181_raw	Q10183_raw	Q10176_raw	Q10178_raw	Q10174_raw	Q10179_raw	Q10180_raw	Q10172M_raw	Q10184_raw	Q10175_raw	Q10173_raw
1845	2.19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1846	1.57	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1847	1.61	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1848	2.23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1849	1.96	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1850	2.24	2.81	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1851	1.86	3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1852	2.54	3.31	2.24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1853	1.39	2.53	1.96	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1854	1.45	2.88	2.55	1.65	NA	NA	NA	NA	NA	NA	NA	NA	NA
1855	1.45	2.1	1.83	1.92	NA	NA	NA	NA	NA	NA	NA	NA	NA
1856	1.37	1.92	1.35	1.67	NA	NA	NA	NA	NA	NA	NA	NA	NA
1857	1.9	2.9	1.82	2.21	NA	NA	NA	NA	NA	NA	NA	NA	NA
1858	2.51	2.27	1.85	2.47	5.21	NA	NA	NA	NA	NA	NA	NA	NA
1859	2.98	2.5	2.12	2.72	3.63	2.42	NA	NA	NA	NA	NA	NA	NA
1860	2.99	2.46	2.1	2.11	2.12	1.78	NA	NA	NA	NA	NA	NA	NA
1861	2.12	2.19	2.54	1.55	2.62	1.42	NA	NA	NA	NA	NA	NA	NA
1862	1.41	2.26	2.49	1.45	1.91	1.41	NA	NA	NA	NA	NA	NA	NA
1863	1.88	1.87	2.78	1.87	1.9	1.06	2.09	NA	NA	NA	NA	NA	NA
1864	1.68	2.02	2.14	1.71	2.81	1.81	1.52	NA	NA	NA	NA	NA	NA
1865	2.22	2.12	1.87	1.89	2.2	1.46	1.54	NA	NA	NA	NA	NA	NA
1866	1.77	1.89	2.28	2.12	2.35	1.64	1.79	NA	NA	NA	NA	NA	NA
1867	0.93	1.86	2.92	1.95	2.39	1.58	1.67	NA	NA	NA	NA	NA	NA
1868	2.11	1.45	3.55	2.37	2.48	1.67	1.57	NA	NA	NA	NA	NA	NA
1869	1.15	1.23	2.13	1.68	1.71	1.98	1.17	NA	NA	NA	NA	NA	NA
1870	1.88	1.77	2.03	2.05	2.05	2.21	2.17	NA	NA	NA	NA	NA	NA
1871	2.37	2.06	2.09	2.45	2.85	2.13	1.96	NA	NA	NA	NA	NA	NA
1872	0.94	1.2	0.94	1.44	2.32	1.55	1.25	NA	NA	NA	NA	NA	NA
1873	2.02	1.33	1.88	1.94	2.13	2.13	1.81	NA	NA	NA	NA	NA	NA
1874	1.6	1.23	1.36	2.1	1.69	1.99	1.09	2.83	NA	NA	NA	NA	NA
1875	1.83	1.87	1.85	2.35	2.08	1.71	1.49	3.15	NA	NA	NA	NA	NA
1876	0.8	1.08	1.63	2.22	1.75	1.91	0.67	1.74	NA	NA	NA	NA	NA
1877	0.37	0.67	1.31	1.36	1.06	1.32	0.58	0.83	0.73	NA	NA	NA	NA
1878	0.76	1.19	1.08	1.69	1.7	1.99	0.91	1.27	1.58	NA	NA	NA	NA
1879	0.99	1.07	1.17	1.43	1.61	2.15	0.77	1	0.91	NA	NA	NA	NA
1880	0.51	0.9	0.63	1.27	1.47	1.12	0.97	0.65	1.37	NA	NA	NA	NA
1881	0.83	0.7	1.14	2.02	1.05	1.29	0.64	1.31	1.3	NA	NA	NA	NA
1882	1.08	0.96	1.47	1.55	1.6	1.43	1.06	1.51	1.52	NA	NA	NA	NA
1883	0.69	0.7	1.35	1.45	1.36	1.03	0.87	1.49	1.26	NA	NA	NA	NA
1884	0.99	0.97	1.56	1.74	1.41	0.77	1.06	1.52	1.32	NA	NA	NA	NA
1885	0.55	0.89	1.6	1.06	1.23	0.73	0.51	1.02	1.08	NA	NA	NA	NA
1886	0.77	0.87	2.47	1.11	1.3	1.64	1.19	1.68	1.22	NA	NA	NA	NA
1887	0.56	0.87	1.79	1.13	1.27	0.59	0.59	1.35	1.16	NA	NA	NA	NA
1888	0.56	0.77	1.74	0.98	1.84	0.73	1.21	1.57	0.66	NA	NA	NA	NA
1889	0.58	1.1	1.7	1.13	1.46	0.7	0.77	1.29	1.12	NA	NA	NA	NA
1890	1.14	1.29	2.01	1.06	1.97	1.59	1.07	1.35	1.41	1.32	NA	NA	NA
1891	0.76	1.08	1.31	0.9	1.74	0.85	0.85	1.27	1.21	0.97	NA	NA	NA
1892	1.28	1.03	2.1	1.04	1.97	1.08	1.09	1.15	1.33	0.96	NA	NA	NA
1893	0.86	0.89	1.12	0.64	1.74	0.73	1.15	0.85	1.26	0.49	NA	NA	NA
1894	0.39	0.55	0.73	0.62	0.88	0.72	0.35	0.74	0.63	0.51	NA	NA	NA
1895	0.82	0.79	1.46	0.62	1.24	1.01	0.69	0.87	0.98	0.85	NA	NA	NA
1896	0.64	1.06	1.53	0.74	1.73	1.89	1	1.44	1.33	1.67	NA	NA	NA
1897	0.89	1.25	1.7	0.72	1.62	1.12	1.01	1.24	1.46	1.2	NA	NA	NA
1898	0.15	0.6	0.76	0.49	0.97	0.6	0.36	0.74	0.7	0.73	NA	NA	NA
1899	0.57	0.73	1.02	0.8	1.19	0.85	1.06	1.25	1.06	0.51	NA	NA	NA
1900	0.4	1.18	1.11	0.87	1.39	0.91	0.91	0.98	1.27	0.83	1.57	NA	NA
1901	0.58	1.02	1.38	1.11	1.2	1.01	1.37	1.33	1.19	0.75	1.57	NA	NA
1902	0.37	0.92	0.96	0.46	0.64	0.79	0.77	0.63	0.82	0.64	1.6	NA	NA
1903	0.51	1.17	1.51	0.52	1.3	0.96	1.22	0.94	0.99	1.25	1.77	1.6	NA
1904	0.64	1.04	1.51	0.78	1.41	1.37	0.98	0.84	0.88	1.39	1.88	2.19	NA
1905	0.61	0.97	1.16	0.54	1.02	1.01	0.89	0.93	0.97	1.27	1.36	1.71	NA
