# Génova - Sierra de las Nieves 2 - ABPN - ITRDB SPAI076
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/23672
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-23672.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/spai076-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; spai076-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/spai076.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/spai076.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2018-02-22
#--------------------
# File_Last_Modified_Date
#   Date: 2018-02-22
#--------------------
# Title
#   Study_Name: Génova - Sierra de las Nieves 2 - ABPN - ITRDB SPAI076
#--------------------
# Investigators
#   Investigators: Génova, M.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-02-05.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Sierra de las Nieves 2
#   Location: Spain
#   Northernmost_Latitude: 36.6833
#   Southernmost_Latitude: 36.6833
#   Easternmost_Longitude: -4.9667
#   Westernmost_Longitude: -4.9667
#   Elevation_m: 1500
#--------------------
# Data_Collection
#   Collection_Name: SPAI076
#   First_Year: 1886
#   Last_Year: 1998
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Abies pinsapo Boiss.
#   Common_Name: Spanish fir
#   Tree_Species_Code: ABPN
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## NIE01NN_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NIE01NN; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NIE01SS_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NIE01SS; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NIE02NN_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NIE02NN; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NIE02SS_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NIE02SS; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NIE03NN_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NIE03NN; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NIE03EE_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NIE03EE; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NIE04NN_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NIE04NN; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NIE04SS_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NIE04SS; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NIE05EE_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NIE05EE; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NIE05WW_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NIE05WW; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NIE06NN_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NIE06NN; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NIE06SE_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NIE06SE; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NIE07SW_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NIE07SW; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NIE08SE_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NIE08SE; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NIE09EE_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NIE09EE; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NIE10EE_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NIE10EE; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NIE10WW_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NIE10WW; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NIE11NN_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NIE11NN; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NIE11WW_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NIE11WW; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NIE12NN_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NIE12NN; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NIE12WW_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NIE12WW; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NIE13EE_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NIE13EE; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NIE13WW_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NIE13WW; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NIE14EE_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NIE14EE; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NIE14SS_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NIE14SS; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	NIE01NN_raw	NIE01SS_raw	NIE02NN_raw	NIE02SS_raw	NIE03NN_raw	NIE03EE_raw	NIE04NN_raw	NIE04SS_raw	NIE05EE_raw	NIE05WW_raw	NIE06NN_raw	NIE06SE_raw	NIE07SW_raw	NIE08SE_raw	NIE09EE_raw	NIE10EE_raw	NIE10WW_raw	NIE11NN_raw	NIE11WW_raw	NIE12NN_raw	NIE12WW_raw	NIE13EE_raw	NIE13WW_raw	NIE14EE_raw	NIE14SS_raw
1886	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.44	NA	NA	NA	NA	NA	NA
1887	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.29	NA	NA	NA	NA	NA	NA
1888	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.34	NA	NA	NA	NA	NA	NA
1889	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.45	NA	NA	NA	NA	NA	NA
1890	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.71	NA	NA	NA	NA	NA	NA
1891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.25	NA	NA	NA	NA	NA	NA
1892	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.2	NA	NA	NA	NA	NA	NA
1893	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.41	NA	NA	NA	NA	NA	NA
1894	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.83	NA	NA	NA	NA	NA	NA
1895	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.03	NA	NA	NA	NA	NA	NA	NA	3.63	NA	3.87	NA	NA	NA	NA
1896	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.54	NA	NA	NA	NA	NA	NA	NA	2.82	NA	3.36	NA	4.74	NA	NA
1897	7.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.06	NA	NA	NA	NA	NA	NA	2.06	3.04	NA	4.32	NA	3.51	NA	NA
1898	3.26	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.25	NA	NA	NA	NA	NA	NA	1.45	2.96	NA	3.08	NA	2.19	NA	NA
1899	2.98	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.08	NA	NA	NA	NA	NA	NA	2.51	5.9	NA	4.03	NA	4.32	NA	NA
1900	5.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.16	NA	NA	NA	NA	NA	NA	1.91	6.17	NA	5.96	NA	3.15	NA	NA
1901	6.78	NA	NA	NA	NA	5.76	NA	NA	NA	NA	3.18	NA	NA	NA	NA	NA	NA	2.54	6.38	NA	6.37	NA	3.35	NA	NA
1902	9.06	NA	NA	NA	NA	6.58	NA	NA	NA	NA	2.53	NA	NA	NA	NA	NA	NA	3.72	5.95	NA	4.11	NA	4.11	NA	NA
1903	14.3	NA	NA	NA	NA	9.09	NA	NA	NA	NA	3.53	NA	NA	NA	NA	NA	NA	4.48	8.31	7.39	3.3	NA	5.19	NA	NA
1904	10.36	NA	NA	NA	NA	4	3.7	NA	NA	NA	3.36	NA	NA	NA	NA	NA	NA	4.58	8.27	6.76	4.47	NA	3.17	NA	NA
1905	9.59	NA	NA	NA	NA	2.87	3.13	NA	NA	NA	3.29	NA	NA	NA	NA	NA	NA	3.37	5.54	3.82	2.64	NA	3.17	NA	NA
1906	9.36	NA	NA	NA	NA	2.98	4.11	NA	NA	NA	2.95	NA	NA	NA	NA	NA	NA	2.73	4.78	4.69	4	NA	2.98	NA	NA
1907	5.31	NA	NA	NA	NA	3.37	3.8	NA	NA	NA	3.4	NA	NA	NA	NA	NA	NA	2.13	4.72	5.07	4.44	NA	2.46	NA	NA
1908	6.45	NA	NA	NA	NA	4.39	3.45	NA	NA	NA	6.33	NA	NA	NA	7.65	NA	NA	2.9	5.4	6.52	5.72	NA	2.71	NA	NA
1909	4.48	NA	NA	NA	NA	4.37	3.18	NA	NA	NA	5.14	NA	NA	NA	5.89	NA	NA	2.6	5.85	5.55	6.63	NA	2.76	NA	NA
1910	4.9	NA	NA	NA	NA	2.24	3.14	NA	NA	NA	5.33	NA	NA	NA	5.77	NA	NA	2.11	5.75	8.21	7	NA	3.89	NA	NA
1911	4.92	NA	NA	NA	NA	1.91	4.03	NA	NA	NA	5.38	NA	NA	NA	5.07	NA	NA	1.52	4.43	5.49	4.64	NA	4.66	NA	NA
1912	3.92	4.39	NA	NA	NA	2.01	6.92	NA	NA	NA	3.99	NA	NA	NA	5.65	NA	NA	1.5	4.31	3.83	4.23	NA	3.97	NA	NA
1913	4.96	3.67	NA	NA	NA	2.59	5.8	NA	NA	NA	7.7	NA	NA	NA	3.45	NA	NA	1.42	3.99	3.08	3.84	NA	4.81	NA	6.93
1914	4.96	3.8	NA	NA	NA	2.77	6.26	NA	NA	NA	3.83	NA	NA	NA	3.92	NA	NA	2.73	5.88	6.26	6.26	NA	5.18	NA	6.04
1915	4.47	3.97	NA	7.62	NA	3.16	6.91	NA	NA	NA	3.43	NA	NA	NA	2.37	NA	NA	2.76	5.24	6.01	6.3	NA	3.54	NA	4.4
1916	4.38	4.28	NA	7.9	NA	3.62	5.6	NA	NA	NA	3.1	NA	NA	NA	1.93	NA	NA	2.48	3.24	3.28	3.47	NA	3.64	4.31	2.5
1917	4.15	2.97	NA	7.62	NA	3.07	2.32	NA	NA	NA	3.8	NA	NA	NA	2.21	NA	NA	1.73	3.3	4.81	3.61	NA	3.49	5.69	4.37
1918	2.93	2.93	8.83	6.64	NA	3.03	2.34	NA	NA	NA	3.83	NA	NA	NA	2.26	NA	NA	1.8	2.4	2.54	2.98	NA	2.95	4.56	3.03
1919	3.89	2.58	10.34	6.71	NA	3.29	2.14	NA	NA	NA	3.17	NA	NA	NA	2.51	NA	NA	1.41	2.39	3.17	4	NA	2.81	5.93	3.7
1920	5.72	4.81	10.19	7.94	NA	3.04	2.09	NA	NA	NA	2.64	NA	NA	NA	2.81	NA	NA	1.72	2.8	5.55	3.47	NA	2.62	6.56	5.53
1921	5.39	5.35	6	7.83	NA	3.27	2.15	NA	NA	NA	2.07	NA	NA	NA	2.64	NA	NA	1.78	2.44	2.87	2.44	NA	2.69	7.05	4.2
1922	3.33	5.74	4.88	6.64	NA	3.27	2.82	NA	NA	NA	1.78	NA	4.35	NA	3.32	NA	NA	1.69	1.87	4.85	1.81	NA	1.63	5.26	3.21
1923	2.64	4.8	3.75	6.89	NA	2.95	3.19	NA	NA	NA	2.25	NA	5.18	NA	2.7	NA	NA	1.9	2.02	6.96	2.25	NA	1.6	5.95	3.9
1924	1.61	2.43	1.92	4.46	NA	2.39	2.25	NA	NA	NA	0.96	NA	4.33	NA	1.7	NA	NA	1.9	1.61	3.13	1.39	NA	1.1	3.06	1.83
1925	2.06	2.52	1.05	0.9	NA	3.8	2.78	NA	NA	NA	1.33	NA	6.86	4.92	2.05	8.74	9.72	1.82	1.71	4.14	2.31	NA	1.67	5.79	3.28
1926	1.81	2.76	3.5	1.38	NA	4.9	2.21	NA	NA	NA	0.87	NA	7.4	3.92	3.87	10.19	15.77	1.73	2.11	5.37	2.4	NA	2.65	6.92	4.32
1927	1.96	3.39	1.41	2.85	NA	5.04	2.02	NA	NA	NA	1.11	NA	6.62	3.37	1.94	9.24	8.67	1.78	2.12	4.73	2.41	NA	2.04	4.5	2.66
1928	1.59	3.75	2.15	3.38	NA	4.81	2	NA	NA	NA	0.95	NA	3.27	2.84	1.75	8.49	6.69	1.97	1.55	5.65	3.92	NA	2.1	4.97	3.01
1929	1.77	4.76	2.51	4.29	NA	4.49	1.71	NA	NA	NA	1.12	NA	4.22	3.7	2.93	9.07	6.7	2.06	2.14	5.2	6.01	NA	3.17	5.27	3.07
1930	1.22	3.07	4.43	4.88	NA	5.59	2.79	NA	NA	NA	1.53	NA	5.5	3.93	3.71	9.19	7.82	1.66	1.87	5	6.39	NA	3.36	6.34	2.9
1931	0.99	2.42	4.75	2.84	NA	3.12	1.63	NA	NA	NA	1.02	NA	4.02	2.51	2.74	6.36	4.37	1.46	1.14	2.14	2.95	NA	1.7	4.49	1.8
1932	1.35	2.76	3.52	5.18	NA	3.91	1.7	NA	NA	NA	1.12	NA	4.19	3.07	2.79	8.56	7.07	1.41	1.23	3.57	3.27	NA	1.76	3.67	1.88
