# Linderholm - Tyresta - PISY - ITRDB SWED328
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/6142
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-6142.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/swed328-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; swed328-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/swed328.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/swed328.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2008-06-05
#--------------------
# File_Last_Modified_Date
#   Date: 2008-06-05
#--------------------
# Title
#   Study_Name: Linderholm - Tyresta - PISY - ITRDB SWED328
#--------------------
# Investigators
#   Investigators: Linderholm, H.W.(https://orcid.org/0000-0002-1522-8919)
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-19. NOAA Template Raw Measurements file added 2019-02-05.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Tyresta
#   Location: Sweden
#   Northernmost_Latitude: 59.18
#   Southernmost_Latitude: 59.18
#   Easternmost_Longitude: 18.27
#   Westernmost_Longitude: 18.27
#   Elevation_m: 60
#--------------------
# Data_Collection
#   Collection_Name: SWED328
#   First_Year: 1694
#   Last_Year: 2000
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Pinus sylvestris L.
#   Common_Name: Scots pine
#   Tree_Species_Code: PISY
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## ARSJO911_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ARSJO911; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ARSJO905_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ARSJO905; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ARSJO920_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ARSJO920; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ARSJO90X_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ARSJO90X; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BLAMO914_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BLAMO914; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BLAMO918_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BLAMO918; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BLAMO915_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BLAMO915; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ARSJO924_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ARSJO924; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ARSJO906_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ARSJO906; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BLAMO919_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BLAMO919; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ARSJO915_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ARSJO915; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ARSJO919_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ARSJO919; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ARSJO932_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ARSJO932; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ARSJO933_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ARSJO933; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BLAMO913_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BLAMO913; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ARSJO918_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ARSJO918; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ARSJO017_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ARSJO017; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BLAMO423_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BLAMO423; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ARSJO013_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ARSJO013; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	ARSJO911_raw	ARSJO905_raw	ARSJO920_raw	ARSJO90X_raw	BLAMO914_raw	BLAMO918_raw	BLAMO915_raw	ARSJO924_raw	ARSJO906_raw	BLAMO919_raw	ARSJO915_raw	ARSJO919_raw	ARSJO932_raw	ARSJO933_raw	BLAMO913_raw	ARSJO918_raw	ARSJO017_raw	BLAMO423_raw	ARSJO013_raw
1694	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.2	NA	NA
1695	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.27	NA	NA
1696	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.38	NA	NA
1697	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.44	NA	NA
1698	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.87	NA	NA
1699	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.3	NA	NA
1700	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.89	NA	NA
1701	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.93	NA	NA
1702	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.52	NA	NA
1703	NA	NA	1.45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.36	NA	NA
1704	NA	NA	1.22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.3	NA	NA
1705	NA	NA	1.37	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.33	NA	NA
1706	NA	NA	1.34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.32	NA	NA
1707	NA	NA	1.29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.58	NA	NA
1708	NA	NA	1.29	NA	NA	NA	NA	NA	NA	1.11	NA	NA	NA	NA	NA	NA	1.18	NA	NA
1709	NA	NA	1.8	NA	NA	NA	NA	NA	NA	2.44	NA	NA	NA	NA	NA	NA	1.42	NA	NA
1710	NA	NA	1.41	NA	NA	NA	NA	NA	NA	1.7	NA	NA	NA	NA	NA	NA	1.08	NA	NA
1711	NA	NA	1.67	NA	NA	NA	NA	NA	NA	0.72	NA	NA	NA	NA	NA	NA	1.23	NA	NA
1712	NA	NA	1.62	NA	NA	NA	NA	NA	NA	2.48	NA	NA	NA	NA	NA	NA	1.04	NA	NA
1713	NA	NA	1.97	NA	NA	NA	NA	NA	NA	2.46	NA	NA	NA	NA	NA	NA	0.76	NA	NA
1714	NA	NA	1.8	NA	NA	NA	NA	NA	NA	2.05	NA	NA	NA	NA	NA	NA	0.92	NA	NA
1715	NA	NA	1.56	NA	NA	NA	NA	NA	NA	1.98	NA	NA	NA	NA	NA	NA	0.74	NA	NA
1716	NA	NA	2.21	NA	NA	NA	NA	NA	NA	1.48	NA	NA	NA	NA	NA	NA	1.17	NA	NA
1717	NA	NA	1.21	NA	NA	NA	NA	NA	NA	2.19	NA	NA	NA	NA	NA	NA	0.78	NA	NA
1718	NA	NA	1.16	NA	NA	NA	NA	NA	NA	3.3	NA	NA	NA	NA	NA	NA	0.86	NA	NA
1719	NA	NA	1.17	NA	NA	NA	NA	NA	NA	1.82	NA	NA	NA	NA	NA	NA	1.43	NA	NA
1720	NA	NA	1.21	NA	NA	NA	NA	NA	NA	1.02	NA	NA	NA	NA	NA	NA	1.09	NA	NA
1721	NA	NA	1.53	NA	NA	NA	NA	NA	NA	1.41	NA	NA	NA	NA	NA	NA	1.26	NA	NA
1722	NA	NA	1.03	NA	NA	NA	NA	NA	NA	1.54	NA	NA	NA	NA	NA	NA	1.03	NA	NA
1723	NA	NA	1.08	NA	NA	NA	NA	NA	NA	1.61	NA	NA	NA	NA	NA	NA	0.63	NA	NA
1724	NA	NA	1.24	NA	NA	NA	NA	NA	NA	1.15	NA	NA	NA	NA	NA	NA	0.7	NA	NA
1725	NA	NA	0.87	NA	NA	NA	NA	NA	NA	1.51	NA	NA	NA	NA	NA	NA	0.95	NA	NA
1726	NA	NA	0.93	NA	NA	NA	NA	NA	NA	1.04	NA	NA	NA	NA	NA	NA	1.86	NA	NA
1727	NA	NA	0.43	NA	NA	NA	NA	NA	NA	0.57	NA	NA	NA	NA	NA	NA	0.83	NA	NA
1728	NA	NA	0.91	NA	NA	NA	NA	NA	NA	0.64	NA	NA	NA	NA	NA	NA	0.87	NA	NA
1729	NA	NA	0.27	NA	NA	NA	NA	NA	NA	1.01	NA	NA	NA	NA	NA	NA	0.51	NA	NA
1730	NA	NA	0.4	NA	NA	NA	NA	NA	NA	0.78	NA	NA	NA	NA	NA	NA	0.63	NA	NA
1731	NA	NA	0.34	NA	NA	0.63	NA	NA	NA	0.92	NA	NA	NA	NA	NA	NA	0.91	NA	NA
1732	NA	NA	0.63	0.93	NA	0.69	NA	NA	NA	1.09	NA	NA	NA	NA	NA	NA	1.33	NA	NA
1733	NA	NA	0.71	1.62	NA	0.41	NA	NA	NA	0.96	NA	NA	NA	NA	NA	NA	1.48	NA	NA
1734	NA	NA	0.96	1.68	NA	0.24	NA	NA	NA	0.88	NA	NA	NA	NA	NA	NA	2.05	NA	NA
1735	NA	NA	1.17	0.9	NA	0.17	NA	NA	NA	0.71	NA	NA	NA	NA	NA	NA	1.42	NA	NA
1736	NA	NA	1.15	0.81	NA	0.14	NA	NA	NA	0.55	NA	NA	NA	NA	NA	NA	1.04	NA	NA
1737	NA	NA	1.25	1.13	NA	0.47	NA	NA	NA	0.71	NA	NA	NA	NA	NA	NA	1.77	NA	NA
1738	NA	NA	0.95	1.03	NA	0.62	NA	NA	NA	0.72	NA	NA	NA	NA	NA	NA	2.63	NA	NA
1739	NA	NA	0.72	0.55	NA	0.7	NA	NA	NA	0.64	NA	NA	NA	NA	NA	NA	1.89	NA	NA
1740	NA	NA	0.74	0.69	NA	0.5	NA	NA	NA	0.57	NA	NA	NA	NA	NA	NA	1.33	NA	NA
1741	NA	NA	0.9	0.93	NA	0.29	NA	NA	NA	0.57	NA	NA	NA	NA	NA	NA	1.25	NA	NA
1742	NA	NA	0.73	1.23	NA	0.86	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	1.67	NA	NA
1743	NA	NA	0.87	0.19	NA	0.97	NA	NA	NA	0.63	NA	NA	NA	NA	NA	NA	0.99	NA	NA
1744	NA	NA	1.11	0.25	NA	1.22	NA	NA	NA	0.75	NA	NA	NA	NA	NA	NA	1.32	NA	NA
1745	NA	NA	1.22	0.38	NA	0.81	NA	NA	NA	0.88	NA	NA	NA	NA	NA	NA	1.69	NA	NA
1746	NA	NA	0.71	0.39	NA	0.55	NA	NA	NA	0.67	NA	NA	NA	NA	NA	NA	1.2	NA	NA
1747	NA	NA	0.56	0.34	NA	0.27	NA	NA	NA	0.56	NA	NA	NA	NA	NA	NA	1.15	NA	NA
1748	NA	NA	0.64	0.28	NA	0.26	NA	NA	NA	0.53	NA	NA	NA	NA	NA	NA	1.03	NA	NA
1749	NA	NA	0.4	0.3	NA	0.45	NA	NA	NA	0.41	NA	NA	NA	NA	NA	NA	1.12	NA	NA
