# Conedera - Valli Copera - PIST - ITRDB SWIT227
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/14039
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-14039.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/swit227-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; swit227-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/swit227.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/swit227.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2010-06-10
#--------------------
# File_Last_Modified_Date
#   Date: 2010-06-10
#--------------------
# Title
#   Study_Name: Conedera - Valli Copera - PIST - ITRDB SWIT227
#--------------------
# Investigators
#   Investigators: Conedera, M.; Fonti, P.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-02-05.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Valli Copera
#   Location: Switzerland
#   Northernmost_Latitude: 46.15
#   Southernmost_Latitude: 46.15
#   Easternmost_Longitude: 8.9931
#   Westernmost_Longitude: 8.9931
#   Elevation_m: 565
#--------------------
# Data_Collection
#   Collection_Name: SWIT227
#   First_Year: 1963
#   Last_Year: 2000
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Pinus strobus L.
#   Common_Name: eastern white pine
#   Tree_Species_Code: PIST
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## cod0059x_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: cod0059x; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## cod0059y_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: cod0059y; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## cod0120x_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: cod0120x; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## cod0120y_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: cod0120y; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## cod0139x_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: cod0139x; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## cod0139y_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: cod0139y; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## cod1147x_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: cod1147x; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## cod2084x_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: cod2084x; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## cod2084y_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: cod2084y; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## cod2113x_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: cod2113x; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## cod2113y_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: cod2113y; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## cod2117x_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: cod2117x; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## cod2117y_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: cod2117y; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## cod2182x_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: cod2182x; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## cod2182y_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: cod2182y; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## cod2232x_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: cod2232x; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## cod2232y_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: cod2232y; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## cod2273x_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: cod2273x; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## cod2273y_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: cod2273y; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## cod1147y_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: cod1147y; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	cod0059x_raw	cod0059y_raw	cod0120x_raw	cod0120y_raw	cod0139x_raw	cod0139y_raw	cod1147x_raw	cod2084x_raw	cod2084y_raw	cod2113x_raw	cod2113y_raw	cod2117x_raw	cod2117y_raw	cod2182x_raw	cod2182y_raw	cod2232x_raw	cod2232y_raw	cod2273x_raw	cod2273y_raw	cod1147y_raw
1963	1.49	1.59	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1964	2.77	2.77	NA	NA	NA	NA	NA	2.78	2.66	NA	NA	1.53	1.38	NA	NA	NA	NA	NA	NA	NA
1965	3.58	3.74	NA	NA	NA	NA	NA	3.09	2.48	1.26	1.19	1.8	2.05	NA	NA	0.85	0.9	NA	NA	NA
1966	4.61	4.05	3.53	3.54	NA	NA	1.93	2.84	2.86	1.27	1.2	4.24	3.91	NA	NA	3.74	4.07	NA	NA	1.98
1967	4.55	3.75	1.63	1.52	1.2	1.06	2.99	3.46	3.89	1.94	2.28	4.56	4.33	NA	NA	4.9	6	1.25	1.37	2.49
1968	5.26	4.03	5.13	4.2	5.13	4.81	7.62	4.87	3.83	4.2	3.95	6.11	6.24	NA	NA	6.22	6.72	3.69	3.25	6.83
1969	7.03	4.65	5.29	3.81	5.83	5.93	8.05	4.56	3.76	5.08	4.97	6.85	6.29	4.76	4.37	7.58	7.69	5.28	4.72	6.27
1970	5.69	4.09	7.04	4.62	5.91	5.58	8.68	4.29	3.97	6.36	6.05	6.08	5.55	4.72	4.78	8.56	7.93	6.04	5.54	6.6
1971	6.03	4.22	7.76	7.46	5.67	4.97	8.75	3.88	5.42	5.34	6.33	5.97	5.43	7.19	6.86	9.65	7.89	6.5	6.18	5.7
1972	5.11	3.38	7.97	5.92	6.74	3.81	7.49	4.34	5.07	4.93	5.49	5.25	4.96	7.49	6.8	8.97	5.87	6.98	5.99	5.27
1973	4.42	3.63	6.94	4.39	6.04	2.75	6.25	4.39	3.75	5.42	5.72	4.92	4.2	6.58	5.45	7.92	5.4	7.05	5.81	4.99
1974	4.32	3.04	6.82	5.26	5.16	2.6	6.55	5.76	4.14	6.29	6.21	3.39	3.73	6.09	5.41	8	5.53	6.65	6.82	4.99
1975	3.92	3.25	6.24	4.72	4.32	3.58	6.12	5.62	4.46	6.33	6.39	4.49	3.32	6.05	6.16	8.58	7.32	6.21	6.78	5.13
1976	3.04	2.68	5.17	4.46	3.85	3.62	5.07	4.5	3.79	5.31	5.89	3.68	2.49	5.4	4.42	7.1	5.91	5.79	6.03	4.32
1977	3.22	1.95	7.11	4.4	3.53	2.29	5.86	8.42	4.46	5.77	6.8	4.48	3.4	7.84	6.73	7.09	7.03	6.63	6.48	4.39
1978	3.1	2.17	8.21	6.14	2.66	2.27	4.95	6.35	5.91	6.04	6.94	5.54	3.41	7.2	6.07	7.11	7.21	6.64	6.95	4.51
1979	2.14	1.9	7.22	5.63	2.04	1.56	4.79	4.08	4.97	5.43	7.07	3.57	2.37	6.13	4.89	6.93	6.38	7.25	7.62	6.63
1980	2.5	2.21	7.65	5.37	2.4	1.81	5.5	5.69	4.94	6.13	6.76	4.16	3.57	6.94	5.73	6.58	7.2	7.12	7.85	5.9
1981	2.15	2.62	5.96	4.61	2.44	1.79	5.06	4.69	5.82	5.42	5.99	3.76	3.13	6.27	5.87	6.3	5.75	6.82	6.64	4.98
1982	2.5	3.15	5.9	5.09	2.97	2.94	4.95	3.07	5.41	4.82	6.12	3.19	3.83	7.09	6.1	6.06	5.59	7.46	7.83	2.5
1983	1.78	2.89	4.43	4.37	4.08	3.38	5.09	2.46	5.18	3.89	5.29	3.13	3.18	6.26	5.6	5.09	4.25	6.57	6.51	3.24
1984	2.28	2.79	4.29	4	2.83	3.12	4.34	1.98	4.57	3.83	5.12	2.58	2.4	5.76	5.04	4.73	4.05	7.06	6.97	3.4
1985	2.28	2.56	4.76	4.65	2.21	2.87	4.07	3.15	3.84	3.72	5.4	2.77	2.1	6.86	6.26	4.71	5	7.42	5.93	3.47
1986	1.69	2.03	3.37	4.04	1.58	2.29	3.73	3.04	3.08	3.78	5.47	2.38	1.75	5.71	4.89	3.53	4.47	5.92	4.38	2.57
1987	2.4	2.65	4.67	4.58	2.52	2.66	3.88	3.05	3.39	4.1	5.82	2.81	2.58	5.7	5.32	3.96	5.07	6.91	5.16	3.19
1988	2.55	2.01	5.51	5.08	2.02	2.01	3.83	2.75	3.26	4.13	5.57	3.03	2.9	5.72	5.35	3.86	4.6	6.62	5.14	3.48
1989	1.63	0.93	4.35	3.91	1.8	2.05	3.22	3.08	2.41	4.02	4.81	1.85	2.25	4.02	4.5	2.79	3.77	6.49	4.8	3.05
1990	1.76	0.88	3.52	3.83	2	2.41	3.46	3.33	2.37	4.87	4.08	1.54	1.61	3.41	4.4	3.55	3.28	6.76	5.35	3.1
1991	1.57	0.78	3.63	3.19	1.72	3.39	3.14	3.11	2.7	4.03	4.35	1.47	1.09	3.32	4.35	2.36	3.16	6.54	5.52	2.44
1992	1.49	0.67	3.57	2.55	2.02	2.67	3.01	4.94	3.37	4.56	3.79	1.41	1.47	3.15	4.32	2.82	2.98	6.39	4.77	2.69
1993	2.17	0.94	4.86	3.19	1.73	1.61	3.36	5.37	4.84	6.19	4.14	2.14	2.14	4.84	5.48	3.83	3.33	6	3.55	2.14
1994	1.64	0.83	5.28	3.61	2.14	2.02	3.04	4.85	3.57	5.07	4.02	1.81	1.98	4.82	6.19	4.08	3.5	6.95	4.31	2.82
1995	1.63	0.86	3.59	2.54	2.24	2.35	2.74	3.39	2.29	4.93	4.11	1.79	1.95	4.54	5.69	2.78	4.17	4.99	3.75	3.35
1996	1.22	0.55	3.69	3.03	2.69	3.66	2.58	3.24	2.14	4.66	3.39	1.78	1.69	4.63	6.31	2.95	3.45	4.77	3.71	2.92
1997	0.93	0.44	3.48	2.59	2.98	3.31	2.22	3.34	2.16	4.45	3.59	2.12	1.98	4.41	5.61	3.39	4.36	5.81	4.26	2.86
1998	0.74	0.23	3.02	2.23	3.07	2.62	2.16	2.91	2.12	4.5	3.65	1.57	1.69	4.4	4.73	3.34	4.01	5.64	4.49	2.3
1999	0.48	0.01	3.58	3.1	2.82	3.66	2.4	2.49	2.22	5.85	3.86	1.83	1.87	5.34	5.74	3.08	3.92	6.95	6.57	3.49
2000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.7	1.51	NA	NA	NA	NA	NA	NA	NA
