# Melvin - Charlbury - QUSP - ITRDB BRIT059
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/13748
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-13748.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/brit059-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; brit059-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/brit059.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/brit059.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2012-05-01
#--------------------
# File_Last_Modified_Date
#   Date: 2012-05-01
#--------------------
# Title
#   Study_Name: Melvin - Charlbury - QUSP - ITRDB BRIT059
#--------------------
# Investigators
#   Investigators: Melvin, T.M.; Briffa, K.R.(https://orcid.org/0000-0003-3323-3639)
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-02-05.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: Climate Dynamics
#   Published_Title: A millennial long March-July precipitation reconstruction  for southern-central England
#   Published_Date_or_Year: 2012
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 10.1007/s00382-012-1318-z
#   Full_Citation: Wilson, R., D. Miles, N.J. Loader, T. Melvin, L. Cunningham, 
R. Cooper, and K. Briffa. 2012. 
A millennial long March-July precipitation reconstruction 
for southern-central England. 
Climate Dynamics, Vol. 40, Issue 3-4, pp. 997-1017, February 2013. 
doi:10.1007/s00382-012-1318-z 
#   Abstract: We present a millennial long dendroclimatic reconstruction # of spring/summer precipitation for southern-central England. # Previous research identified a significant moisture stress # signal in ring-width data measured from oak trees growing # in southern England. In this study, we build upon this earlier # work, specifically targeting south-central England, to derive # a well replicated oak ring-width composite chronology using # both living and historical material.  The data-set includes # 352 living trees (AD 1629-2009) and 1540 individual historical # series (AD 663-1925). The period expressed by at least 50 trees # in any year is AD 980-2009.  Calibration experiments identify # the optimal seasonal predictand target as March-July precipitation # (1901-2007: r2 = 0.33). However, comparison with the long Kew # Gardens precipitation record indicates a weakening in tree-growth/# climate response from ~1800 to 1920 which we speculate may be # related to smoke and sulphur dioxide (SO2) emissions at that # time which may have also contributed to a decrease in tree # productivity. The time-series derived using the regional curve # standardisation method to capture lower frequency information # shows a mediaeval period with alternating multi-decade-long dry # and wet periods, with AD 1153-1172 being the wettest reconstructed # 20-year period in the whole record. Drier conditions are prevalent # from ~1300 to the early sixteenth century followed by a period of # increasing precipitation levels. The most recent four centuries # of the record appear similar to the mediaeval period with multiple # decade-long dry and wet periods. The late twentieth century is # the second reconstructed wettest period. These centennial # hydroclimatic trends are in broad agreement with independent # regional scale hydroclimatic reconstructions from tree-ring # (East Anglia), historical, speleothem and peat water level # proxy archives in the United Kingdom and appear coupled # with reconstructed sea surface temperature changes in the # North Atlantic which in turn influence the Atlantic meridional # overturning circulation and westerly airflow across the UK. 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Charlbury
#   Location: United Kingdom
#   Northernmost_Latitude: 51.8667
#   Southernmost_Latitude: 51.8667
#   Easternmost_Longitude: -1.5
#   Westernmost_Longitude: -1.5
#   Elevation_m: 130
#--------------------
# Data_Collection
#   Collection_Name: BRIT059
#   First_Year: 1828
#   Last_Year: 1979
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Quercus spp. L.
#   Common_Name: oak
#   Tree_Species_Code: QUSP
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## KB01AA_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KB01AA; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KB02AA_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KB02AA; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KB03AA_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KB03AA; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KB04AA_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KB04AA; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KB05AA_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KB05AA; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KB09AA_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KB09AA; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KB10AA_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KB10AA; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KB11AA_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KB11AA; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KB12AA_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KB12AA; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KB13AA_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KB13AA; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KB14AA_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KB14AA; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KB15AA_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KB15AA; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KB16AA_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KB16AA; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KB17AA_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KB17AA; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KB19AA_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KB19AA; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KB20AA_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KB20AA; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KB21AA_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KB21AA; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	KB01AA_raw	KB02AA_raw	KB03AA_raw	KB04AA_raw	KB05AA_raw	KB09AA_raw	KB10AA_raw	KB11AA_raw	KB12AA_raw	KB13AA_raw	KB14AA_raw	KB15AA_raw	KB16AA_raw	KB17AA_raw	KB19AA_raw	KB20AA_raw	KB21AA_raw
1828	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.57	NA	NA	NA
1829	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.16	NA	NA	NA
1830	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.7	NA	NA	NA
1831	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.14	NA	NA	2.83
1832	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.96	NA	NA	2.92
1833	NA	NA	NA	NA	NA	NA	NA	NA	1.46	NA	NA	NA	NA	2.65	NA	NA	2.41
1834	NA	NA	NA	NA	NA	NA	NA	NA	1.73	NA	NA	1.83	NA	2.63	NA	NA	2.85
1835	NA	NA	NA	NA	NA	NA	NA	NA	1.35	NA	NA	1.34	NA	2.52	NA	NA	3.07
1836	NA	NA	NA	NA	NA	NA	NA	NA	1.37	NA	NA	1.43	NA	2.11	NA	NA	2.14
1837	NA	NA	NA	NA	NA	NA	NA	NA	1.61	NA	NA	1.53	NA	1.94	NA	NA	2.1
1838	NA	NA	NA	NA	NA	NA	NA	NA	0.73	NA	NA	1.17	NA	1.34	NA	NA	2.35
1839	NA	NA	NA	NA	NA	NA	NA	NA	0.85	NA	NA	1.48	NA	2.65	NA	NA	2.61
1840	NA	NA	NA	NA	NA	NA	NA	NA	0.84	NA	NA	1.45	NA	1.92	NA	NA	2.66
1841	NA	NA	NA	NA	NA	NA	NA	NA	1.1	NA	NA	2.22	NA	2.04	NA	NA	3.1
1842	NA	NA	NA	NA	NA	NA	NA	NA	1.31	NA	NA	1.79	NA	2.73	NA	NA	3.22
1843	NA	NA	NA	NA	NA	NA	NA	NA	0.92	NA	NA	1.54	NA	2.23	NA	NA	3.79
1844	NA	NA	NA	NA	NA	NA	NA	NA	0.52	NA	NA	0.67	NA	1.51	NA	NA	1.72
1845	NA	NA	NA	NA	NA	NA	NA	NA	1.01	NA	NA	1.44	NA	2.35	NA	NA	2.54
1846	NA	NA	NA	NA	NA	1.15	NA	NA	1.06	NA	NA	2.21	NA	6.03	4.36	NA	4.14
1847	NA	NA	NA	NA	NA	1.4	NA	NA	0.75	NA	NA	1.74	NA	2.8	3.74	NA	3.04
1848	NA	NA	NA	NA	2.42	1.77	NA	NA	0.65	NA	NA	1.55	NA	2.76	2.15	NA	3.91
1849	NA	NA	NA	1.37	1.98	1.53	NA	NA	0.79	NA	NA	1.85	NA	2.21	3.53	NA	3.4
1850	NA	NA	NA	2.13	1.98	1.62	NA	NA	0.97	NA	1.34	1.99	2	2.8	4.14	NA	4.12
1851	NA	NA	NA	1.97	2.2	1.97	NA	NA	1.05	NA	1.92	2.36	2.01	2.71	4.45	NA	4.31
1852	NA	NA	NA	1.63	1.82	1.59	NA	NA	0.61	NA	1.31	1.28	1.57	1.99	3.24	NA	2.88
1853	NA	NA	NA	1.98	1.74	1.45	NA	NA	0.71	NA	1.69	1.73	1.6	2.54	4.85	NA	3.54
1854	NA	NA	NA	1.35	1.19	1.31	NA	NA	0.41	NA	1.29	0.93	0.96	1.37	3.48	NA	2.8
1855	NA	NA	NA	1.79	1.6	1.71	NA	NA	0.56	NA	1.12	1.29	1.46	2.2	3.74	NA	3.58
1856	NA	NA	1.14	1.13	1.56	1.59	NA	NA	0.71	NA	0.89	1.43	1.28	2.91	3.72	1.64	3.42
1857	NA	NA	1.44	1.8	1.77	1.81	NA	NA	0.99	NA	1.04	1.13	1.83	3.42	4.19	2.64	3.71
1858	NA	NA	1.11	1.81	1.26	1.29	NA	NA	0.68	NA	0.91	1.05	1.03	2.56	3.22	1.6	2.93
1859	NA	NA	1.46	1.79	1.73	1.59	1.47	NA	0.81	1.52	1.24	1.12	1.71	2.35	4.1	1.95	3.67
1860	NA	NA	1.1	1.77	1.48	1.53	0.97	NA	0.42	1.16	1.11	0.64	1.41	1.99	2.82	1.2	2.57
1861	NA	NA	1.3	2	2.14	1.44	1.62	NA	0.93	0.91	1.5	1.33	1.42	2.32	3.24	1.82	3.19
1862	NA	NA	0.97	0.95	1.49	1.57	1.25	NA	0.56	1.23	1.6	0.75	1.32	1.98	2.44	1.64	3.12
1863	NA	NA	0.84	1.66	1.35	1.23	0.83	1.89	0.41	1.17	1.28	0.54	1.2	2.35	2.58	1.31	2.44
1864	NA	NA	0.88	1	1.33	1.06	1.39	1.84	0.55	1.1	1.01	0.6	1.13	1.83	2.34	1.36	2.68
1865	NA	NA	1.44	1.4	1.64	1.35	1.05	2.03	0.57	1.25	1.19	0.89	1.31	2.21	2.6	1.34	2.85
1866	NA	NA	1.38	1.44	1.77	1.64	1.24	2.42	0.61	1.26	1.4	1.25	1.19	2.67	3.29	1.62	4.17
1867	NA	1.09	2.2	0.95	1.75	2.05	1.24	1.98	0.82	1.7	1.84	1.01	1.51	3.12	3.76	2.39	4.59
1868	NA	1.43	1.3	1.52	1.17	1.16	1.17	1.16	1.14	0.85	1.04	0.86	0.78	2.18	2.91	1.16	2.76
1869	2.25	1.35	1.99	1.38	1.24	1.21	1.07	1.32	1.45	0.69	1.18	0.7	1.37	2.39	3.69	1.72	2.9
1870	1.86	1.7	1.37	1.39	1.35	1.07	1.14	1.28	1.05	0.63	0.94	0.85	1.14	2.1	2.77	0.6	2.99
1871	2.22	1.86	1.86	1.61	1.72	1.27	1.18	1.7	0.94	0.81	0.82	0.65	1.79	2.24	3.19	2.38	2.5
1872	2.5	1.72	1.39	1.47	1.65	1.24	1.06	1.44	0.99	1.01	1.1	1.4	1.9	3.18	2.89	1.49	3.76
1873	2.02	1.21	1.87	1.62	1.25	1.1	1.25	1.21	0.85	1.24	1.15	1.31	1.7	2.51	3.81	1.72	3.61
1874	1.35	2.04	1.34	0.94	0.88	0.83	1.04	0.88	0.58	1.15	0.72	0.74	0.73	1.57	2.06	1.15	2.27
1875	2.36	1.21	2.08	1.37	1.57	1.38	1.34	1.94	1.03	1.94	1.23	1.06	1.34	2.47	2.82	1.97	1.89
1876	1.11	1.48	1.06	1.27	1.17	1.1	1.24	1.03	0.81	1.2	0.77	0.96	0.76	1.78	2.06	1.15	1.65
1877	1.87	1.68	1.5	1.19	1.28	1.48	1.12	0.89	1.11	1.56	1.15	1.15	1.49	2.69	2.74	1.68	2.44
1878	1.87	1.55	1.53	0.95	1.2	1.45	1.2	0.98	0.8	1.22	1.52	1	1.24	3.07	2.77	1.28	3.03
1879	1.56	1.68	1.19	1.04	1.09	1.3	1.08	1.02	0.62	1.39	1.23	0.8	1.25	2.22	2.34	1.43	2.59
1880	1.57	1.4	1.52	1.07	1.12	1.18	1.52	1.36	0.7	1.25	1.15	0.97	1.02	2	2.86	1.54	2.43
1881	1.28	1.14	0.85	0.47	0.77	0.98	0.93	0.91	0.24	1.21	0.54	0.52	0.67	1.68	1.56	0.98	1.06
1882	1.03	1.25	0.94	0.82	0.74	0.92	0.91	0.83	0.4	0.55	0.7	0.46	1.03	2.27	1.7	0.94	1.78
1883	1.35	1.12	1.16	0.94	0.87	0.9	1.1	1.04	0.61	0.81	1.28	0.75	1.04	2.02	2.55	1.05	2.2
1884	1.23	0.86	1.41	0.91	0.85	0.93	1.11	1.09	0.7	0.8	1.22	0.75	0.68	1.94	2.67	1.21	2.39
1885	1.16	1.33	1.1	0.69	0.66	0.84	0.89	0.94	0.51	0.67	0.71	0.64	0.67	1.66	2.1	0.95	1.66
1886	1.47	0.99	1.25	1.04	0.92	1.28	1.31	0.95	0.6	1.09	1.28	1.03	0.18	2.16	2.91	1.23	1.62
1887	1.07	1.09	1	0.89	0.81	0.92	1.15	0.93	0.6	0.87	1.02	0.81	0.64	1.89	1.82	0.89	1.31
1888	1.3	1.09	0.87	0.49	0.72	1.01	0.69	0.7	0.46	1.03	0.61	0.61	1.15	1.5	1.32	0.9	0.66
1889	1.25	1.11	1.2	0.88	0.77	0.77	0.6	0.53	0.53	1.16	0.79	1.03	1.06	2.57	1.65	0.89	1.61
1890	1.42	1.2	1.36	0.72	0.84	0.95	1.12	1.06	0.75	1.38	1.15	0.95	1.13	2.38	1.94	1.42	1.54
1891	1.17	1.45	1.06	1	1.17	1.19	1.24	1.33	1.06	1.45	1.23	1	1.19	2.36	2.89	1.15	1.63
