# Linderholm - Årsön - PISY - ITRDB SWED318
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/6130
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-6130.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/swed318-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; swed318-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/swed318.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/swed318.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2008-06-05
#--------------------
# File_Last_Modified_Date
#   Date: 2008-06-05
#--------------------
# Title
#   Study_Name: Linderholm - Årsön - PISY - ITRDB SWED318
#--------------------
# Investigators
#   Investigators: Linderholm, H.W.(https://orcid.org/0000-0002-1522-8919)
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-19. NOAA Template Raw Measurements file added 2019-02-05.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Årsön
#   Location: Sweden
#   Northernmost_Latitude: 63.25
#   Southernmost_Latitude: 63.25
#   Easternmost_Longitude: 12.5
#   Westernmost_Longitude: 12.5
#   Elevation_m: 525
#--------------------
# Data_Collection
#   Collection_Name: SWED318
#   First_Year: 1835
#   Last_Year: 1996
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Pinus sylvestris L.
#   Common_Name: Scots pine
#   Tree_Species_Code: PISY
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## JAOP0029_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JAOP0029; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JAOP0039_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JAOP0039; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JAOP0049_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JAOP0049; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JAOP0059_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JAOP0059; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JAOP0079_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JAOP0079; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JAOP0089_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JAOP0089; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JAOP0099_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JAOP0099; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JAOP0129_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JAOP0129; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JAOP0149_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JAOP0149; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JAOP0159_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JAOP0159; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JAOP0179_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JAOP0179; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JAOP0199_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JAOP0199; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JAOP0219_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JAOP0219; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JAOP0229_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JAOP0229; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JAOP0239_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JAOP0239; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JAOP0249_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JAOP0249; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JAOP0269_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JAOP0269; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	JAOP0029_raw	JAOP0039_raw	JAOP0049_raw	JAOP0059_raw	JAOP0079_raw	JAOP0089_raw	JAOP0099_raw	JAOP0129_raw	JAOP0149_raw	JAOP0159_raw	JAOP0179_raw	JAOP0199_raw	JAOP0219_raw	JAOP0229_raw	JAOP0239_raw	JAOP0249_raw	JAOP0269_raw
1835	NA	0.86	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1836	NA	1.13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1837	NA	0.89	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1838	NA	0.77	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1839	NA	0.57	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1840	NA	0.54	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1841	NA	0.87	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1842	NA	0.93	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1843	NA	0.16	NA	NA	NA	NA	NA	1.1	NA	NA	NA	NA	NA	NA	NA	NA	NA
1844	NA	0.29	NA	NA	NA	NA	NA	1.41	NA	NA	NA	NA	NA	NA	NA	NA	NA
1845	NA	0.09	NA	NA	NA	NA	NA	1.59	NA	NA	NA	NA	NA	NA	NA	NA	NA
1846	NA	0.13	NA	NA	NA	NA	NA	1.18	NA	NA	NA	NA	NA	NA	NA	NA	NA
1847	NA	0.11	NA	NA	NA	NA	NA	1.31	NA	NA	NA	NA	NA	NA	NA	NA	NA
1848	NA	0.15	NA	NA	NA	NA	NA	1.07	NA	NA	NA	NA	NA	NA	NA	NA	NA
1849	NA	0.08	NA	NA	NA	NA	NA	1.04	NA	NA	NA	NA	NA	NA	NA	NA	NA
1850	NA	0.19	NA	NA	NA	NA	NA	1.33	NA	NA	NA	NA	NA	NA	NA	NA	NA
1851	NA	0.23	NA	NA	NA	NA	NA	0.62	NA	NA	NA	NA	NA	NA	NA	NA	NA
1852	NA	0.41	NA	NA	NA	NA	NA	1.16	NA	NA	NA	NA	NA	NA	NA	NA	NA
1853	0.37	0.25	NA	NA	NA	NA	NA	2.13	NA	NA	NA	NA	NA	NA	NA	NA	NA
1854	0.68	0.34	NA	NA	NA	NA	NA	2.03	NA	NA	0.62	NA	NA	NA	NA	NA	NA
1855	1.17	0.69	NA	NA	NA	NA	NA	1.4	NA	NA	0.63	NA	NA	NA	NA	NA	NA
1856	1.44	0.92	NA	NA	NA	NA	NA	0.8	NA	NA	0.53	NA	NA	NA	NA	NA	NA
1857	0.63	0.79	NA	NA	NA	NA	NA	0.8	NA	NA	0.77	NA	NA	NA	NA	NA	NA
1858	1.36	0.83	NA	NA	NA	NA	NA	2.28	NA	NA	1.07	NA	NA	NA	NA	NA	NA
1859	0.93	0.78	NA	NA	1.28	NA	NA	1.55	NA	NA	1	NA	NA	NA	NA	NA	NA
1860	1.11	1.18	NA	NA	1.07	NA	NA	3.01	NA	NA	1.11	NA	NA	NA	NA	NA	NA
1861	1.03	1.02	NA	NA	1.18	NA	NA	3.13	NA	NA	0.98	NA	NA	NA	NA	NA	NA
1862	1.28	1.04	NA	NA	1.08	NA	NA	1.82	NA	NA	0.89	NA	1.42	NA	NA	NA	NA
1863	1.13	0.81	NA	NA	0.72	NA	NA	1.3	NA	NA	0.62	NA	1.08	NA	NA	NA	NA
1864	0.94	0.94	NA	NA	0.65	NA	NA	0.86	NA	NA	0.69	NA	1.24	NA	NA	NA	NA
1865	0.7	0.55	NA	NA	0.41	NA	NA	0.58	NA	NA	0.7	NA	1.06	NA	NA	NA	NA
1866	0.67	0.5	NA	NA	0.73	NA	NA	1.05	NA	NA	0.7	NA	1.34	NA	NA	NA	NA
1867	0.71	0.69	NA	NA	0.61	NA	NA	1.63	NA	NA	0.75	NA	1.37	NA	NA	NA	NA
1868	0.8	1.01	NA	NA	0.63	NA	NA	1.99	NA	NA	0.93	NA	1.77	NA	1.34	NA	NA
1869	0.55	0.81	NA	NA	0.43	NA	NA	0.86	NA	NA	0.73	1.75	1.22	NA	1.17	NA	NA
1870	0.64	0.81	NA	NA	0.28	NA	NA	1.23	NA	NA	0.76	1.59	0.79	NA	1.18	NA	NA
1871	0.6	0.51	NA	NA	0.31	NA	NA	1.16	NA	NA	0.58	1.94	0.63	NA	1.52	NA	NA
1872	0.53	0.54	NA	NA	0.47	NA	NA	1.11	NA	NA	0.5	1.87	0.72	NA	1.84	NA	NA
1873	0.45	0.75	NA	NA	0.43	NA	NA	0.97	NA	NA	0.59	1.77	0.79	NA	2.05	NA	NA
1874	0.37	0.64	NA	NA	0.31	NA	NA	0.57	NA	NA	0.46	1.39	0.77	NA	1.49	NA	NA
1875	0.38	0.79	NA	NA	0.42	NA	NA	0.73	NA	NA	0.71	1.56	0.85	NA	1.94	NA	NA
1876	0.28	0.68	NA	NA	0.39	NA	NA	0.79	NA	NA	0.57	1.21	0.47	NA	1.8	NA	NA
1877	0.33	0.68	NA	NA	0.49	NA	NA	0.84	NA	NA	0.56	1.25	0.64	NA	1.65	NA	NA
1878	0.3	0.69	NA	NA	0.52	NA	NA	0.89	NA	NA	0.56	1.41	0.46	NA	1.27	NA	NA
1879	0.3	0.66	NA	NA	0.51	NA	NA	1.25	NA	NA	0.55	1.75	0.65	NA	1.86	0.25	NA
1880	0.31	0.52	NA	NA	0.44	NA	NA	1.25	NA	NA	0.69	1.69	0.76	NA	1.9	0.27	NA
1881	0.42	0.39	NA	NA	0.25	NA	NA	0.85	NA	NA	0.48	0.82	0.66	NA	0.97	0.2	NA
1882	0.48	0.42	NA	NA	0.34	NA	NA	0.55	NA	NA	0.39	1.05	0.26	NA	1.2	0.11	NA
1883	0.55	0.45	NA	NA	0.28	NA	NA	0.57	NA	NA	0.42	1.42	0.35	NA	1.36	0.22	NA
1884	0.52	0.47	NA	NA	0.35	NA	NA	0.64	NA	NA	0.42	1.64	0.47	NA	1.37	0.19	NA
1885	0.55	0.41	NA	NA	0.27	NA	NA	0.77	NA	NA	0.33	1.46	0.49	NA	0.74	0.2	NA
1886	0.63	0.46	NA	NA	0.3	NA	NA	0.54	NA	NA	0.36	1.27	0.47	NA	0.83	0.21	NA
1887	0.54	0.52	NA	NA	0.32	NA	NA	0.74	NA	NA	0.42	1.35	0.45	NA	1.12	0.3	NA
1888	0.46	0.42	NA	NA	0.32	NA	NA	0.85	NA	NA	0.28	1.01	0.44	NA	0.79	0.29	NA
1889	0.32	0.26	NA	NA	0.24	NA	NA	1.08	NA	NA	0.22	0.96	0.38	NA	0.68	0.23	NA
1890	0.32	0.33	NA	NA	0.37	NA	NA	0.78	NA	NA	0.29	1.01	0.48	NA	1.01	0.26	NA
