# Genova Fuster - Boqueron - PINI - ITRDB SPAI009
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/3284
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-3284.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/spai009-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; spai009-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/spai009.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/spai009.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-04-26
#--------------------
# File_Last_Modified_Date
#   Date: 2002-04-26
#--------------------
# Title
#   Study_Name: Genova Fuster - Boqueron - PINI - ITRDB SPAI009
#--------------------
# Investigators
#   Investigators: Genova Fuster, M.; Fernandez-Cancio, A.; Perez Antelo, A.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-19. NOAA Template Raw Measurements file added 2019-02-05.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Boqueron
#   Location: Spain
#   Northernmost_Latitude: 40.35
#   Southernmost_Latitude: 40.35
#   Easternmost_Longitude: -2.13
#   Westernmost_Longitude: -2.13
#   Elevation_m: 1250
#--------------------
# Data_Collection
#   Collection_Name: SPAI009
#   First_Year: 1688
#   Last_Year: 1988
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Pinus nigra J.F. Arnold
#   Common_Name: Austrian pine
#   Tree_Species_Code: PINI
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## SC202EPN_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SC202EPN; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SC202OPN_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SC202OPN; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SC209NPN_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SC209NPN; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SC209SPN_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SC209SPN; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SC210NPN_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SC210NPN; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SC210SPN_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SC210SPN; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SC211NPN_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SC211NPN; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SC211SPN_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SC211SPN; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SC212EPN_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SC212EPN; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SC212OPN_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SC212OPN; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SC213SPN_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SC213SPN; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SC213OPN_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SC213OPN; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	SC202EPN_raw	SC202OPN_raw	SC209NPN_raw	SC209SPN_raw	SC210NPN_raw	SC210SPN_raw	SC211NPN_raw	SC211SPN_raw	SC212EPN_raw	SC212OPN_raw	SC213SPN_raw	SC213OPN_raw
1688	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.8
1689	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.46
1690	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.85
1691	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.04
1692	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.53
1693	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.77
1694	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.51
1695	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.06
1696	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.74
1697	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.01
1698	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.24
1699	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.77
1700	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.68
1701	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.17
1702	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.84
1703	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.39
1704	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.04
1705	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.93
1706	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.12
1707	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.63
1708	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.11
1709	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.54
1710	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.2
1711	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.37
1712	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.24
1713	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.31
1714	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.79
1715	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.02
1716	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.51
1717	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.54	1.56
1718	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.65	1.73
1719	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.97	2.26
1720	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.64	1.75
1721	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.61	2.01
1722	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.75	2.7
1723	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.78	2.09
1724	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.35	2.29
1725	NA	NA	NA	NA	1.36	NA	NA	NA	NA	NA	1.38	1.09
1726	NA	NA	NA	NA	1.04	NA	NA	NA	NA	NA	0.26	0.33
1727	NA	NA	NA	NA	1.01	NA	NA	NA	NA	NA	1.08	1.17
1728	NA	NA	NA	NA	1.49	NA	NA	NA	NA	NA	1.62	1.8
1729	NA	NA	NA	NA	1.07	NA	NA	NA	NA	NA	3.48	2.96
1730	NA	NA	NA	NA	1.23	NA	NA	NA	NA	NA	2.21	1.63
1731	NA	NA	NA	NA	0.43	NA	NA	NA	NA	NA	1.08	1.02
1732	NA	NA	NA	NA	0.87	NA	NA	NA	NA	NA	1.39	1.62
1733	NA	NA	NA	NA	1.08	NA	NA	NA	NA	NA	2.23	1.69
1734	NA	NA	NA	NA	1.32	NA	NA	NA	NA	NA	2.69	1.91
1735	NA	NA	NA	NA	1.46	NA	NA	NA	NA	NA	2.13	1.88
1736	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	2.19	1.61
1737	NA	NA	NA	NA	0.65	NA	NA	NA	NA	NA	2.24	2.23
1738	NA	NA	NA	NA	0.71	NA	NA	1.72	NA	NA	0.35	1
1739	NA	NA	NA	NA	0.31	NA	NA	1.53	NA	NA	0.63	0.42
1740	NA	NA	NA	NA	0.27	NA	NA	3.44	NA	NA	1.25	1.62
1741	NA	NA	NA	NA	0.58	NA	NA	3.28	NA	NA	1.78	1.98
1742	NA	NA	NA	NA	0.51	NA	NA	1.83	NA	NA	1.11	1.35
1743	NA	NA	NA	NA	0.59	NA	NA	2.83	NA	NA	1.35	0.92
1744	NA	NA	NA	NA	1.3	NA	NA	3.66	NA	NA	1.77	1.84
1745	NA	NA	NA	NA	1.09	NA	NA	1.87	NA	NA	1.24	0.94
1746	NA	NA	NA	NA	1.16	NA	NA	2.96	NA	NA	1.67	1.61
1747	NA	NA	NA	NA	0.71	NA	1.46	1.75	NA	NA	1.19	0.69
1748	NA	NA	NA	NA	0.98	NA	1.66	1.95	NA	NA	1.32	1.07
1749	2.36	NA	NA	NA	0.73	NA	1.47	1.8	NA	0.9	0.96	1.03
1750	3.06	NA	NA	NA	0.75	NA	1.48	1.87	NA	1.02	1.06	1.03
1751	3.5	NA	NA	NA	0.82	NA	1.87	2.18	NA	1.45	1.42	1.57
1752	3.04	NA	NA	NA	0.51	NA	0.9	1.71	NA	0.65	0.95	0.94
1753	2.59	NA	NA	NA	0.47	NA	0.97	1.31	NA	0.26	0.86	0.75
1754	2.25	NA	NA	NA	0.48	NA	0.78	0.92	NA	0.68	0.59	0.65
1755	1.57	NA	NA	NA	0.39	NA	1.19	0.88	NA	0.4	0.66	0.44
1756	2.04	NA	NA	NA	0.43	NA	1.16	1	NA	0.59	0.85	0.83
