# Bigler - Lucomagno TI Selvasecca - PIMG - ITRDB SWIT282
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/16843
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-16843.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/swit282-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; swit282-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/swit282.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/swit282.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2013-11-06
#--------------------
# File_Last_Modified_Date
#   Date: 2013-11-06
#--------------------
# Title
#   Study_Name: Bigler - Lucomagno TI Selvasecca - PIMG - ITRDB SWIT282
#--------------------
# Investigators
#   Investigators: Bigler, C.; Bianchi, E.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-19. NOAA Template Raw Measurements file added 2019-02-05.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Lucomagno TI Selvasecca
#   Location: Switzerland
#   Northernmost_Latitude: 46.54
#   Southernmost_Latitude: 46.54
#   Easternmost_Longitude: 8.83
#   Westernmost_Longitude: 8.83
#   Elevation_m: 1920
#--------------------
# Data_Collection
#   Collection_Name: SWIT282
#   First_Year: 1761
#   Last_Year: 2012
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Pinus mugo Turra = Pinus montana Mill.
#   Common_Name: mountain pine
#   Tree_Species_Code: PIMG
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## AMU41_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AMU41; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AMU42_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AMU42; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AMU43.1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AMU43.1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AMU44_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AMU44; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AMU45_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AMU45; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AMU46_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AMU46; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AMU47kor_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AMU47kor; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AMU48kor_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AMU48kor; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AMU49_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AMU49; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AMU50_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AMU50; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AMU51cut_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AMU51cut; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AMU52_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AMU52; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AMU54_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AMU54; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AMU55_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AMU55; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AMU56_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AMU56; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AMU57_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AMU57; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AMU58_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AMU58; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AMU59kor_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AMU59kor; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AMU60cut_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AMU60cut; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AMU61_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AMU61; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AMU62_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AMU62; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AMU63kor_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AMU63kor; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	AMU41_raw	AMU42_raw	AMU43.1_raw	AMU44_raw	AMU45_raw	AMU46_raw	AMU47kor_raw	AMU48kor_raw	AMU49_raw	AMU50_raw	AMU51cut_raw	AMU52_raw	AMU54_raw	AMU55_raw	AMU56_raw	AMU57_raw	AMU58_raw	AMU59kor_raw	AMU60cut_raw	AMU61_raw	AMU62_raw	AMU63kor_raw
1761	NA	0.78	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1762	NA	0.97	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1763	NA	1.12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1764	NA	1.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1765	NA	0.92	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1766	NA	1.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1767	NA	1.32	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1768	NA	1.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1769	NA	1.12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1770	NA	1.12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1771	NA	0.72	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1772	NA	0.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1773	NA	0.89	NA	NA	NA	NA	NA	NA	2.08	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1774	NA	0.71	NA	NA	NA	NA	NA	NA	1.92	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1775	NA	0.6	NA	NA	NA	NA	NA	NA	1.96	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1776	NA	0.58	NA	NA	NA	NA	NA	NA	2.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1777	NA	0.55	NA	NA	1.65	NA	NA	NA	2.39	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1778	NA	0.48	NA	NA	1.38	NA	NA	NA	1.34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1779	NA	0.39	NA	NA	1.23	NA	NA	NA	1.72	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1780	NA	0.6	1.04	NA	1.47	NA	NA	NA	1.86	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1781	NA	0.7	1.2	NA	1.76	NA	NA	NA	1.57	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1782	NA	0.6	1.17	NA	1.42	NA	NA	NA	1.67	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1783	NA	0.69	1.59	NA	1.75	NA	NA	NA	1.63	NA	NA	NA	NA	NA	NA	NA	NA	1.43	NA	NA	NA	NA
1784	NA	0.74	1.5	NA	1.86	NA	NA	0.91	1.69	NA	NA	NA	NA	NA	NA	NA	NA	1.77	NA	NA	NA	NA
1785	NA	0.58	1.38	NA	1.28	NA	NA	0.97	1.78	NA	NA	NA	NA	NA	NA	NA	NA	1.1	NA	NA	NA	NA
1786	NA	0.47	1.43	NA	1.55	NA	NA	0.99	1.67	NA	NA	NA	NA	NA	NA	NA	NA	0.7	NA	NA	NA	NA
1787	NA	0.44	1.17	NA	1.27	NA	NA	1.02	2.35	NA	NA	NA	NA	NA	NA	NA	NA	1.5	NA	NA	NA	NA
1788	NA	0.62	1.28	NA	1.39	NA	NA	0.9	2.22	NA	NA	NA	NA	NA	NA	NA	NA	1.58	NA	NA	NA	NA
1789	NA	0.62	1.31	NA	1.39	NA	NA	0.61	1.53	NA	NA	NA	NA	NA	NA	NA	NA	0.69	NA	NA	NA	NA
1790	NA	0.45	1.36	NA	1.38	0.7	NA	0.36	1.54	NA	NA	NA	NA	NA	NA	NA	NA	0.56	NA	NA	NA	NA
1791	NA	0.58	1.63	NA	1.48	0.97	NA	0.71	2.28	NA	NA	NA	NA	NA	NA	NA	NA	1.22	NA	NA	NA	NA
1792	NA	1.2	1.48	NA	1.39	0.79	0.59	0.59	1.32	NA	NA	NA	NA	NA	NA	NA	NA	1.02	NA	NA	NA	NA
1793	NA	1.24	1.64	NA	1.56	0.96	0.63	0.49	1.13	NA	NA	NA	NA	NA	NA	NA	NA	1.32	NA	NA	NA	NA
1794	NA	1.41	1.68	NA	2.41	1.84	1	0.73	1.57	NA	NA	NA	NA	NA	NA	NA	NA	1.94	NA	NA	NA	NA
1795	NA	0.87	1.41	NA	1.78	1.72	1.28	0.54	1.3	NA	NA	NA	NA	NA	NA	NA	NA	1.32	NA	NA	NA	NA
1796	NA	0.59	1.48	NA	1.37	1.88	1.06	0.46	1.21	NA	NA	NA	NA	NA	NA	NA	NA	1.29	NA	NA	NA	NA
1797	NA	0.46	1.48	NA	1.21	1.66	0.95	0.45	1.02	NA	NA	NA	NA	NA	NA	NA	NA	1.39	NA	NA	NA	NA
1798	NA	0.46	1.54	NA	1.51	2.1	0.96	0.67	1.29	NA	NA	NA	NA	NA	NA	NA	NA	1.64	NA	NA	NA	NA
1799	NA	0.59	1.77	NA	1.34	2.26	1.04	0.65	1.62	NA	NA	NA	NA	NA	NA	NA	NA	1.58	NA	NA	NA	NA
1800	NA	0.69	1.72	NA	1.55	2.04	1.01	0.49	1.76	NA	NA	NA	0.98	NA	1.01	NA	NA	1.68	NA	NA	NA	NA
1801	NA	0.74	1.08	NA	1.34	1.75	0.79	0.46	2.03	NA	NA	NA	0.97	NA	0.82	NA	NA	1.57	NA	NA	NA	NA
1802	NA	0.69	0.93	NA	1.54	1.47	0.78	0.42	2.02	NA	NA	NA	1.07	NA	0.98	NA	NA	1.53	NA	NA	NA	NA
1803	NA	0.54	1.06	NA	1.35	1.67	0.86	0.34	1.92	NA	NA	NA	0.81	NA	1.09	NA	NA	1.32	NA	NA	NA	NA
1804	NA	0.64	1.3	NA	0.83	1.62	0.86	0.39	1.98	NA	NA	NA	0.72	NA	1.2	NA	NA	1.35	NA	NA	NA	NA
1805	1.87	0.55	1.27	NA	0.86	1.92	1.13	0.47	1.52	NA	NA	NA	0.86	NA	1.38	NA	NA	1.39	NA	NA	NA	NA
1806	1.8	0.66	1.62	NA	0.79	1.94	1.19	0.61	1.76	NA	NA	NA	0.91	NA	1.45	NA	NA	1.65	NA	NA	NA	NA
1807	1.72	0.8	2.58	NA	1.11	2.64	1.43	1.06	2.38	NA	NA	NA	1.12	NA	1.61	NA	NA	2.09	NA	NA	NA	NA
1808	2.9	1.41	2	NA	0.69	2.4	1.24	1.13	1.63	NA	NA	NA	1.35	NA	1.4	NA	NA	1.85	NA	NA	NA	NA
1809	2.27	0.96	1.62	NA	0.68	1.32	1.18	0.72	0.77	NA	NA	NA	1.14	NA	1.09	NA	NA	1.59	NA	NA	NA	NA
1810	1.72	1.02	1.79	NA	0.88	1.31	1.33	0.84	0.91	NA	NA	NA	1.19	NA	1.51	NA	NA	1.54	NA	NA	NA	NA
