# Melvin - Radley - QUSP - ITRDB BRIT061
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/13750
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-13750.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/brit061-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; brit061-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/brit061.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/brit061.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2012-05-01
#--------------------
# File_Last_Modified_Date
#   Date: 2012-05-01
#--------------------
# Title
#   Study_Name: Melvin - Radley - QUSP - ITRDB BRIT061
#--------------------
# Investigators
#   Investigators: Melvin, T.M.; Briffa, K.R.(https://orcid.org/0000-0003-3323-3639)
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-02-05.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: Climate Dynamics
#   Published_Title: A millennial long March-July precipitation reconstruction  for southern-central England
#   Published_Date_or_Year: 2012
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 10.1007/s00382-012-1318-z
#   Full_Citation: Wilson, R., D. Miles, N.J. Loader, T. Melvin, L. Cunningham, 
R. Cooper, and K. Briffa. 2012. 
A millennial long March-July precipitation reconstruction 
for southern-central England. 
Climate Dynamics, Vol. 40, Issue 3-4, pp. 997-1017, February 2013. 
doi:10.1007/s00382-012-1318-z 
#   Abstract: We present a millennial long dendroclimatic reconstruction # of spring/summer precipitation for southern-central England. # Previous research identified a significant moisture stress # signal in ring-width data measured from oak trees growing # in southern England. In this study, we build upon this earlier # work, specifically targeting south-central England, to derive # a well replicated oak ring-width composite chronology using # both living and historical material.  The data-set includes # 352 living trees (AD 1629-2009) and 1540 individual historical # series (AD 663-1925). The period expressed by at least 50 trees # in any year is AD 980-2009.  Calibration experiments identify # the optimal seasonal predictand target as March-July precipitation # (1901-2007: r2 = 0.33). However, comparison with the long Kew # Gardens precipitation record indicates a weakening in tree-growth/# climate response from ~1800 to 1920 which we speculate may be # related to smoke and sulphur dioxide (SO2) emissions at that # time which may have also contributed to a decrease in tree # productivity. The time-series derived using the regional curve # standardisation method to capture lower frequency information # shows a mediaeval period with alternating multi-decade-long dry # and wet periods, with AD 1153-1172 being the wettest reconstructed # 20-year period in the whole record. Drier conditions are prevalent # from ~1300 to the early sixteenth century followed by a period of # increasing precipitation levels. The most recent four centuries # of the record appear similar to the mediaeval period with multiple # decade-long dry and wet periods. The late twentieth century is # the second reconstructed wettest period. These centennial # hydroclimatic trends are in broad agreement with independent # regional scale hydroclimatic reconstructions from tree-ring # (East Anglia), historical, speleothem and peat water level # proxy archives in the United Kingdom and appear coupled # with reconstructed sea surface temperature changes in the # North Atlantic which in turn influence the Atlantic meridional # overturning circulation and westerly airflow across the UK. 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Radley
#   Location: United Kingdom
#   Northernmost_Latitude: 51.7
#   Southernmost_Latitude: 51.7
#   Easternmost_Longitude: -1.2167
#   Westernmost_Longitude: -1.2167
#   Elevation_m: 70
#--------------------
# Data_Collection
#   Collection_Name: BRIT061
#   First_Year: 1812
#   Last_Year: 1979
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Quercus spp. L.
#   Common_Name: oak
#   Tree_Species_Code: QUSP
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## KC01AA_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KC01AA; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KC02AA_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KC02AA; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KC03AA_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KC03AA; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KC04AA_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KC04AA; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KC07AA_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KC07AA; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KC08AA_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KC08AA; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KC09AA_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KC09AA; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KC10AA_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KC10AA; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KC11AA_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KC11AA; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KC13AA_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KC13AA; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KC14AA_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KC14AA; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KC15AA_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KC15AA; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KC17AA_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KC17AA; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KC18AA_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KC18AA; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KC19AA_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KC19AA; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KC20AA_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KC20AA; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KC21AA_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KC21AA; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KC22AA_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KC22AA; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	KC01AA_raw	KC02AA_raw	KC03AA_raw	KC04AA_raw	KC07AA_raw	KC08AA_raw	KC09AA_raw	KC10AA_raw	KC11AA_raw	KC13AA_raw	KC14AA_raw	KC15AA_raw	KC17AA_raw	KC18AA_raw	KC19AA_raw	KC20AA_raw	KC21AA_raw	KC22AA_raw
1812	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.12	NA
1813	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.05	NA
1814	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.22	NA
1815	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.98	NA
1816	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.53	NA
1817	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.61	NA
1818	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.94	NA
1819	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.57	NA
1820	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.1	NA
1821	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.29	NA
1822	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.03	NA
1823	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.05	NA
1824	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.22	NA
1825	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.06	NA	NA	NA	2.34	NA
1826	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.99	NA	NA	NA	2.37	NA
1827	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.05	NA	NA	NA	3.05	NA
1828	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.12	NA	NA	NA	3.6	NA
1829	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.46	NA	NA	NA	2.67	NA
1830	2.08	NA	NA	NA	2.58	NA	NA	NA	NA	NA	NA	NA	3.24	NA	NA	NA	3.34	NA
1831	1.63	NA	NA	NA	1.37	NA	NA	NA	NA	NA	NA	NA	2.2	NA	NA	NA	2.25	NA
1832	1.82	NA	NA	NA	1.65	1.99	NA	NA	NA	NA	NA	NA	2.29	NA	NA	NA	2.67	NA
1833	1.99	NA	NA	NA	1.32	1.39	NA	NA	NA	NA	NA	NA	2.01	NA	NA	NA	2.34	NA
1834	2.58	NA	NA	NA	2.2	1.8	NA	NA	NA	NA	NA	NA	2.84	NA	NA	4.57	4.12	NA
1835	2.01	NA	NA	NA	2.53	1.11	NA	NA	NA	NA	NA	NA	2.86	NA	NA	2.91	3.86	NA
1836	1.61	NA	NA	NA	2.27	0.85	NA	NA	NA	NA	NA	NA	2.39	NA	NA	3.19	4.74	1.61
1837	1.94	NA	NA	NA	2.65	0.78	NA	NA	NA	NA	NA	0.52	2.48	NA	NA	3.29	3.74	1.2
1838	1.44	NA	NA	NA	1.84	0.68	NA	NA	NA	NA	NA	0.59	1.65	NA	NA	2.08	1.82	0.66
1839	1.51	NA	NA	NA	0.82	0.9	NA	NA	NA	NA	NA	1.46	1.58	NA	NA	5.54	2.77	0.73
1840	1.27	NA	NA	NA	0.87	1.01	NA	NA	NA	NA	1.13	0.66	1.42	NA	NA	1.3	1.51	0.52
1841	0.97	NA	NA	NA	0.63	1.96	NA	NA	NA	NA	1.49	0.73	0.97	NA	NA	1.04	0.8	1.35
1842	0.94	NA	NA	NA	0.75	1.49	NA	NA	NA	NA	1.68	0.94	0.73	NA	NA	1.94	0.97	1.2
1843	1.32	NA	NA	NA	0.75	2.27	NA	NA	NA	NA	1.94	2.27	1.91	2.03	NA	2.91	0.85	0.75
1844	0.9	NA	NA	NA	0.63	1.3	NA	NA	NA	NA	1.91	0.9	1.18	0.85	NA	1.8	0.78	0.56
1845	1.23	NA	NA	NA	1.01	2.06	NA	NA	NA	NA	2.86	2.01	2.44	1.65	NA	2.93	1.51	1.7
1846	1.04	NA	NA	NA	0.61	1.49	NA	NA	NA	NA	1.8	1.23	1.49	1.68	NA	2.18	0.82	1.2
1847	2.2	NA	NA	NA	1.13	2.34	NA	NA	NA	NA	3.29	2.06	2.1	2.01	NA	2.89	1.25	1.65
1848	2.82	NA	3.08	NA	1.65	3.17	NA	NA	NA	NA	3.81	2.77	2.67	2.44	NA	3.93	1.8	2.06
1849	2.39	NA	2.67	NA	2.32	3.03	NA	1.42	NA	NA	4.38	2.48	3.27	2.46	NA	3.43	2.34	1.51
1850	2.22	NA	2.18	NA	2.29	4.14	NA	1.25	NA	NA	3.91	2.6	3.08	3.08	NA	3.74	1.56	1.35
1851	1.99	NA	2.18	NA	2.25	3.53	NA	0.9	1.89	NA	3.17	2.67	2.2	3.08	NA	3.05	1.87	1.84
1852	1.75	NA	1.84	NA	2.46	3.81	NA	1.35	1.99	NA	2.82	2.58	2.25	3	NA	2.22	1.16	1.27
1853	1.68	NA	2.29	NA	2.48	4.1	NA	1.7	2.15	NA	3.15	3.24	2.63	3.43	NA	3.64	1.42	1.65
1854	1.42	NA	1.42	NA	1.89	3.1	2.65	1.37	2.39	NA	2.84	2.34	1.65	2.89	NA	2.06	1.39	1.49
1855	1.75	NA	1.61	NA	3.12	3.69	3.41	2.48	4.1	NA	4.19	3.12	2.1	4.17	NA	3.74	2.1	2.22
1856	2.91	NA	2.93	NA	2.77	3.46	2.79	2.72	4.1	NA	3.5	3.43	3.03	4.31	NA	3.31	2.22	2.51
1857	3.05	NA	3.43	NA	3.41	3.76	3.29	2.79	3.81	NA	4.1	3.03	2.58	4.76	NA	3.5	2.58	2.48
1858	2.27	NA	2.48	NA	2.18	2.82	2.77	2.48	4	NA	3.72	2.53	2.6	3.1	NA	4.12	3.46	3
1859	2.58	NA	1.91	NA	3.15	3.19	3.15	2.74	4.85	NA	4	3.55	2.84	3.31	NA	3.27	2.93	2.72
1860	2.2	NA	2.08	NA	2.82	3.17	2.67	2.34	3.27	NA	2.79	3.36	3.08	3.36	NA	2.46	2.22	3
1861	1.75	NA	1.8	NA	2.63	3.57	1.73	1.04	1.73	NA	2.77	2.96	2.29	2.44	NA	3.15	1.73	3.29
1862	1.7	3.67	1.49	3.17	1.3	2.41	2.1	1.63	2.82	NA	2.18	2.84	2.51	3.15	NA	2.27	1.96	3.24
1863	2.53	4.69	2.96	4.47	1.54	3.15	2.13	1.91	3.05	NA	2.46	2.93	2.32	2.86	NA	3.05	1.82	2.77
1864	3.41	5.99	3.34	5.28	1.99	2.72	2.27	2.48	3.53	5	3.17	2.91	2.1	3	NA	2.79	2.77	2.74
1865	3.43	7.32	3.93	5.14	4.05	3.1	2.74	3.1	6.23	4.43	4.02	4.05	4.21	5.26	4.59	4.76	2.82	3
1866	3.17	5.68	3.43	5.11	3.6	5.02	3.12	3.5	5.61	7.2	4.19	3.36	4.62	4.62	4.26	4.83	3.46	3.38
1867	2.2	6.39	2.89	4.88	4.14	3.55	3.5	4.05	5	6.37	4.17	3.17	4.62	3.76	4.05	4.02	3.62	4.12
1868	2.55	3.93	2.7	4.33	2.39	2.65	2.13	2.39	3.57	5.28	3.43	2.41	3	2.89	3.27	2.18	3.29	2.84
1869	2.08	6.13	3.38	5.3	2.84	3	3.08	3.67	4.33	5.49	3.31	2.89	3.98	3.72	4.85	2.41	3.48	4.19
1870	2.2	4.55	2.74	3.76	2.29	2.89	2.03	2.86	3.38	4.05	2.37	2.55	3.03	2.82	3.46	2.74	3.34	3.67
1871	3.46	4.88	2.46	3	2.74	2.22	2.22	3.93	3.08	3.74	2.7	2.15	3.48	4.14	3.55	2.08	2.67	4.33
1872	2.67	5.9	3.43	6.13	3.1	4	2.67	4.97	4.66	4.33	2.86	3.5	3.86	5.3	3.53	5.07	3.57	5.26
1873	2.15	5.66	2.86	6.7	2.84	4.19	3.6	4.1	4.81	3.29	3.03	2.89	4.21	4	3.29	3.29	2.77	4.05
1874	2.98	4.24	1.65	4.74	2.29	2.65	2.44	3.53	3.72	2.51	3.36	1.84	2.7	2.51	2.44	2.91	3.53	3.62
1875	2.7	6.68	3.27	6.32	4.05	4.92	3.29	6.73	7.41	4.02	3.72	2.77	4.78	4.55	3.98	4.31	3.76	6.7
