# Bräker - Alp Holzmatten - PCAB - ITRDB SWIT253
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/14089
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-14089.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/swit253-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; swit253-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/swit253.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/swit253.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2010-06-10
#--------------------
# File_Last_Modified_Date
#   Date: 2010-06-10
#--------------------
# Title
#   Study_Name: Bräker - Alp Holzmatten - PCAB - ITRDB SWIT253
#--------------------
# Investigators
#   Investigators: Bräker, O.U.; Zingg, A.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-02-05.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Alp Holzmatten
#   Location: Switzerland
#   Northernmost_Latitude: 47.3831
#   Southernmost_Latitude: 47.3831
#   Easternmost_Longitude: 8.1072
#   Westernmost_Longitude: 8.1072
#   Elevation_m: 1020
#--------------------
# Data_Collection
#   Collection_Name: SWIT253
#   First_Year: 1902
#   Last_Year: 1996
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Picea abies (L.) H. Karst.
#   Common_Name: Norway spruce
#   Tree_Species_Code: PCAB
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## hm026a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: hm026a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## hm026b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: hm026b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## hm027a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: hm027a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## hm027b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: hm027b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## hm028a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: hm028a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## hm028b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: hm028b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## hm042a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: hm042a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## hm042b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: hm042b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## hm049a1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: hm049a1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## hm049b1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: hm049b1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## hm056a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: hm056a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## hm056b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: hm056b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## hm057a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: hm057a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## hm057b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: hm057b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## hm058a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: hm058a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## hm058b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: hm058b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## hm059a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: hm059a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## hm059b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: hm059b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## hm060a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: hm060a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## hm060b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: hm060b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## hm065a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: hm065a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## hm065b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: hm065b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## hm066a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: hm066a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## hm066b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: hm066b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## hm068a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: hm068a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## hm068b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: hm068b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## hm073a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: hm073a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## hm073b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: hm073b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## hm075a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: hm075a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## hm075b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: hm075b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## hm084a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: hm084a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## hm084b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: hm084b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## hm086a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: hm086a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## hm086b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: hm086b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## hm087a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: hm087a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## hm087b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: hm087b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## hm099a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: hm099a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## hm099b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: hm099b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	hm026a_raw	hm026b_raw	hm027a_raw	hm027b_raw	hm028a_raw	hm028b_raw	hm042a_raw	hm042b_raw	hm049a1_raw	hm049b1_raw	hm056a_raw	hm056b_raw	hm057a_raw	hm057b_raw	hm058a_raw	hm058b_raw	hm059a_raw	hm059b_raw	hm060a_raw	hm060b_raw	hm065a_raw	hm065b_raw	hm066a_raw	hm066b_raw	hm068a_raw	hm068b_raw	hm073a_raw	hm073b_raw	hm075a_raw	hm075b_raw	hm084a_raw	hm084b_raw	hm086a_raw	hm086b_raw	hm087a_raw	hm087b_raw	hm099a_raw	hm099b_raw
1902	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.43	0.62	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1903	NA	NA	NA	NA	0.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.43	0.39	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1904	NA	NA	NA	NA	0.22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.64	0.58	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1905	NA	NA	NA	NA	0.18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.76	0.82	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1906	NA	NA	NA	NA	0.21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.5	0.78	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1907	NA	NA	NA	NA	0.19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.28	0.45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1908	NA	NA	NA	NA	0.34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.28	0.31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1909	NA	NA	NA	NA	0.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.33	0.26	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1910	NA	NA	NA	NA	0.62	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.24	0.21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1911	NA	NA	NA	NA	0.58	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.25	0.19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1912	NA	NA	NA	NA	0.96	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.2	0.19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.61	0.64	NA	NA	NA	NA	NA	NA
1913	NA	NA	NA	NA	0.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.1	0.11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.78	0.71	NA	NA	NA	NA	NA	NA
1914	NA	NA	NA	NA	0.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.12	0.24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.08	0.89	NA	NA	NA	NA	NA	NA
1915	NA	NA	NA	NA	0.94	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.16	0.28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.03	0.39	NA	NA	NA	NA	NA	NA
1916	NA	NA	NA	NA	0.79	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.4	0.38	NA	NA	0.18	0.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.16	1.12	NA	NA	NA	NA	NA	NA
1917	NA	NA	NA	NA	0.53	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.39	0.35	NA	NA	0.16	0.13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.17	0.94	NA	NA	NA	NA	NA	NA
1918	NA	NA	NA	NA	1.09	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48	0.46	NA	NA	0.15	0.19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.15	1.1	NA	NA	NA	NA	NA	NA
1919	NA	NA	NA	NA	1.09	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.81	0.57	NA	NA	0.09	0.24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.1	1.61	NA	NA	NA	NA	NA	NA
1920	NA	NA	NA	NA	0.83	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.29	0.23	NA	NA	0.03	0.13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.28	0.54	NA	NA	NA	NA	NA	NA
1921	NA	NA	NA	NA	1.11	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.36	0.5	NA	NA	0.05	0.16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.84	0.5	NA	NA	NA	NA	NA	NA
1922	NA	NA	NA	NA	0.95	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.27	0.34	NA	NA	0.05	0.13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.59	0.34	NA	NA	NA	NA	NA	NA
1923	NA	NA	NA	NA	1.72	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.28	0.28	NA	NA	0.09	0.18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.42	0.27	NA	NA	NA	NA	NA	NA
1924	NA	NA	NA	NA	1.35	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.31	0.28	NA	NA	0.11	0.11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.24	0.25	NA	NA	NA	NA	NA	NA
1925	NA	NA	NA	NA	1.44	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.42	0.56	NA	NA	0.07	0.14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.43	0.55	NA	NA	NA	NA	NA	NA
1926	NA	NA	NA	NA	0.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.31	0.41	NA	NA	0.14	0.13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.47	0.32	NA	NA	NA	NA	NA	NA
1927	NA	NA	NA	NA	1.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.27	0.34	NA	NA	0.11	0.17	NA	NA	NA	NA	0.23	0.22	NA	NA	NA	NA	0.64	0.41	NA	NA	NA	NA	NA	NA
1928	NA	NA	NA	NA	1.11	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.26	0.43	NA	NA	0.11	0.27	NA	NA	NA	NA	0.26	0.24	NA	NA	NA	NA	0.76	0.55	NA	NA	NA	NA	NA	NA
1929	NA	NA	NA	NA	1.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.37	0.44	NA	NA	0.13	0.35	NA	NA	NA	NA	0.22	0.21	NA	NA	NA	NA	0.65	0.86	NA	NA	NA	NA	NA	NA
1930	NA	NA	NA	NA	1.23	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.37	0.51	NA	NA	0.26	0.46	NA	NA	NA	NA	0.3	0.3	NA	NA	NA	NA	1.17	1.14	NA	NA	NA	NA	NA	NA
1931	NA	NA	NA	NA	0.68	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.4	0.64	NA	0.62	0.23	0.46	NA	NA	0.4	0.35	0.24	0.27	NA	NA	NA	NA	1.28	1.42	NA	NA	NA	NA	NA	NA
1932	NA	NA	NA	NA	1.17	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.45	0.8	0.89	0.87	0.26	0.4	NA	NA	0.34	0.28	0.37	0.28	NA	NA	NA	NA	0.83	2.08	NA	NA	NA	NA	NA	NA
1933	NA	NA	NA	NA	1.13	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.37	0.69	1.17	1.11	0.3	0.25	NA	NA	0.39	0.31	0.27	0.2	NA	NA	NA	NA	0.91	1.83	NA	NA	NA	NA	NA	NA
1934	NA	NA	NA	NA	1.31	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.41	0.73	1.2	1.47	0.43	0.24	1.35	1.32	0.48	0.44	0.33	0.23	NA	NA	NA	NA	0.88	1.6	NA	NA	NA	NA	NA	NA
1935	0.79	1	NA	NA	1.19	NA	NA	NA	NA	NA	1.82	NA	NA	NA	1.2	0.75	1.54	1.33	0.52	0.64	1.62	1.39	0.76	0.46	0.31	0.19	NA	NA	NA	NA	0.89	1.42	NA	NA	NA	NA	NA	NA
1936	1.1	1.22	NA	NA	1.2	NA	NA	NA	NA	NA	1.89	NA	NA	NA	0.73	0.78	1.16	1.15	0.52	0.45	1.38	1.22	0.49	0.57	0.57	0.38	NA	NA	NA	NA	0.92	1.42	NA	NA	NA	NA	NA	NA
1937	0.64	1.21	NA	NA	1.26	NA	NA	NA	NA	NA	1.32	1.77	NA	NA	0.83	0.86	0.72	1.23	0.4	0.39	0.81	1.19	0.36	0.72	0.43	0.33	NA	NA	NA	NA	0.25	0.55	NA	NA	NA	NA	NA	NA
1938	1.29	1.73	NA	NA	1.3	NA	NA	NA	NA	NA	1.79	1.87	NA	NA	0.59	1.07	0.89	0.93	0.32	0.35	1.22	1.34	0.78	0.56	0.65	0.57	NA	NA	NA	NA	0.28	0.37	NA	NA	NA	NA	NA	NA
1939	0.93	1.66	NA	NA	1.36	NA	NA	NA	NA	NA	1.52	1.73	NA	NA	0.56	1.15	0.83	0.94	0.5	0.43	2.47	2.35	1.07	0.42	1.41	1.83	NA	NA	NA	NA	0.57	0.25	NA	NA	NA	NA	NA	NA
1940	0.52	0.71	NA	NA	1.44	NA	NA	NA	NA	NA	1.53	1.7	NA	NA	0.5	0.89	0.52	0.71	0.33	0.34	1.76	1.35	0.66	0.27	0.71	0.83	NA	NA	NA	NA	0.41	0.01	NA	NA	NA	NA	NA	NA
1941	1.05	1.41	NA	NA	1.96	0.78	NA	NA	NA	NA	1.41	1.37	NA	NA	0.55	0.64	0.61	0.71	0.27	0.22	1.83	1.1	0.49	0.28	0.35	0.53	NA	NA	NA	NA	0.39	0.31	NA	NA	NA	NA	NA	NA
1942	0.92	1.47	NA	NA	2.95	0.48	NA	NA	NA	NA	1.73	1.78	NA	NA	0.67	0.78	0.75	0.66	0.32	0.25	1.32	0.62	0.48	0.35	0.19	0.44	NA	NA	NA	NA	0.41	0.41	NA	NA	NA	NA	NA	NA
