# Tessier - L'Orgere B - PISY - ITRDB FRAN014
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/5109
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-5109.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/fran014-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; fran014-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/fran014.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/fran014.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 1996-05-08
#--------------------
# File_Last_Modified_Date
#   Date: 1996-05-08
#--------------------
# Title
#   Study_Name: Tessier - L'Orgere B - PISY - ITRDB FRAN014
#--------------------
# Investigators
#   Investigators: Tessier, L.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-19. NOAA Template Raw Measurements file added 2019-02-05.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: L'Orgere B
#   Location: France
#   Northernmost_Latitude: 45.22
#   Southernmost_Latitude: 45.22
#   Easternmost_Longitude: 6.68
#   Westernmost_Longitude: 6.68
#   Elevation_m: 2100
#--------------------
# Data_Collection
#   Collection_Name: FRAN014
#   First_Year: 1735
#   Last_Year: 1973
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Pinus sylvestris L.
#   Common_Name: Scots pine
#   Tree_Species_Code: PISY
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## 207 13_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 207 13; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 207 17_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 207 17; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 207 21_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 207 21; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 207 23_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 207 23; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 207 27_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 207 27; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 207 31_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 207 31; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 207 33_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 207 33; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 207 37_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 207 37; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 207 41_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 207 41; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 207 43_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 207 43; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 207 44_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 207 44; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 207 52_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 207 52; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 207 53_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 207 53; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 207 54_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 207 54; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 207 62_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 207 62; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 207 63_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 207 63; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 207 64_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 207 64; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 207 72_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 207 72; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 207 73_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 207 73; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 207 82_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 207 82; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 207 84_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 207 84; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 207 85_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 207 85; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 207 91_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 207 91; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 207 93_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 207 93; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 207 97_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 207 97; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 207102_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 207102; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 207105_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 207105; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	207 13_raw	207 17_raw	207 21_raw	207 23_raw	207 27_raw	207 31_raw	207 33_raw	207 37_raw	207 41_raw	207 43_raw	207 44_raw	207 52_raw	207 53_raw	207 54_raw	207 62_raw	207 63_raw	207 64_raw	207 72_raw	207 73_raw	207 82_raw	207 84_raw	207 85_raw	207 91_raw	207 93_raw	207 97_raw	207102_raw	207105_raw
1735	NA	NA	NA	NA	NA	NA	1.32	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1736	NA	NA	NA	NA	NA	NA	1.32	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1737	NA	NA	NA	NA	NA	NA	1.57	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1738	NA	NA	NA	NA	NA	NA	1.76	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1739	NA	NA	NA	NA	NA	NA	1.19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1740	NA	NA	NA	NA	NA	NA	0.81	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1741	NA	NA	NA	NA	NA	NA	0.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1742	NA	NA	NA	NA	NA	NA	0.68	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1743	NA	NA	NA	NA	NA	NA	1.01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1744	NA	NA	NA	NA	NA	NA	1.24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1745	NA	NA	NA	NA	NA	NA	1.57	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1746	NA	NA	NA	NA	NA	NA	1.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1747	NA	NA	NA	NA	NA	NA	3.22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1748	NA	NA	NA	NA	NA	NA	2.71	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1749	NA	NA	NA	NA	NA	NA	2.51	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1750	NA	NA	NA	NA	NA	NA	2.37	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.13	NA
1751	NA	NA	NA	NA	NA	NA	1.58	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.94	NA
1752	NA	NA	NA	NA	NA	NA	1.13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.02	NA
1753	NA	NA	NA	NA	NA	NA	0.84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.8	NA
1754	NA	NA	NA	3.26	NA	NA	0.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.4	NA
1755	NA	NA	NA	3.22	NA	NA	0.96	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.93	NA
1756	NA	NA	NA	2.87	NA	NA	1.06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.58	NA
1757	NA	NA	NA	2.66	NA	NA	1.01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.45	NA
1758	NA	NA	NA	2.25	2.62	NA	1.36	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.16	NA
1759	NA	NA	NA	2.67	2.39	NA	1.71	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.45	NA
1760	NA	NA	NA	2.41	2.29	NA	1.85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.39	NA	NA	3.05	NA
1761	NA	NA	NA	2.76	2.12	NA	2.05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.86	NA	NA	3.93	NA
1762	NA	NA	NA	1.81	1.99	NA	1.58	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.6	NA	NA	3.15	NA
1763	NA	NA	NA	1.32	1.53	NA	1.44	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.37	NA	NA	3.73	NA
1764	NA	NA	NA	1.42	1.42	NA	1.33	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.74	NA	NA	3.4	NA
1765	NA	NA	NA	1.55	1.41	NA	1.38	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.36	NA	NA	2.88	NA
1766	NA	NA	NA	1.88	1.85	NA	1.29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.74	NA	NA	1.58	NA
1767	NA	NA	NA	1.9	1.5	NA	0.73	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.63	NA	NA	4.43	NA
1768	NA	NA	NA	2.5	3.09	2.04	0.79	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.62	NA	NA	4.59	NA
1769	NA	NA	NA	2.29	3.02	2.19	0.73	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.91	NA	NA	3.94	NA
1770	NA	NA	NA	1.93	3.26	2.76	0.76	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.11	NA	1.96	NA	NA	2.37	NA	NA	3.32	NA
1771	NA	NA	1.77	2.28	3.16	3.08	0.89	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.21	NA	1.89	NA	NA	2.49	NA	NA	3.04	NA
1772	NA	NA	1.86	2.54	3.09	3.19	1.06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.29	NA	1.55	NA	NA	2.63	NA	NA	2.46	NA
1773	NA	NA	2.01	2.53	3.14	4.02	1.17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.37	NA	2.06	NA	NA	2.57	NA	NA	3.65	NA
1774	NA	NA	1.76	2.44	2.58	4.46	1.07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.24	NA	2.22	NA	NA	2.97	2.92	NA	3.57	NA
1775	NA	NA	1.74	2.2	2.8	4.15	1.06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.17	NA	2.58	NA	NA	2.93	2.26	NA	3.69	NA
1776	NA	NA	1.87	1.98	2.56	3.74	1.26	NA	NA	NA	NA	NA	NA	NA	NA	1.07	NA	2.06	NA	2.37	NA	NA	2.65	2.84	NA	2.68	NA
1777	NA	NA	1.91	2.53	2.58	4.55	1.79	NA	NA	NA	NA	NA	NA	NA	NA	1.56	NA	2.28	NA	2.79	NA	NA	2.49	2.4	NA	3.17	NA
1778	NA	NA	2.07	2.29	2.32	4.53	1.33	NA	NA	NA	NA	NA	NA	NA	NA	2.36	NA	2.19	NA	2.76	NA	NA	2.52	2.78	NA	3.49	NA
1779	NA	NA	2.25	2.69	2.08	3.57	1.08	NA	NA	NA	NA	NA	NA	NA	NA	2.13	NA	2	NA	2.08	NA	NA	2.57	2.11	NA	2.97	NA
1780	NA	NA	1.76	2.61	1.94	3.22	1.2	NA	NA	NA	NA	NA	NA	NA	NA	2.44	NA	2.31	NA	2.77	NA	3.52	2.63	1.86	2.76	3.18	NA
