# Bräker - Baden - PCAB - ITRDB SWIT206
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/10777
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-10777.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/swit206-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; swit206-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/swit206.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/swit206.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2010-06-10
#--------------------
# File_Last_Modified_Date
#   Date: 2010-06-10
#--------------------
# Title
#   Study_Name: Bräker - Baden - PCAB - ITRDB SWIT206
#--------------------
# Investigators
#   Investigators: Bräker, O.U.; Zingg, A.
#--------------------
# Description_Notes_and_Keywords
#   Description: Purpose of Collection: 
# # Ozone study
# # 
# # References:
# # Struktur und Dynamik der oberen Grenze des Larchen-Arvenwaldes im Bereich aufgelassener Alpweiden im Oberengadin.
# # Institut fur Landschaftsokologie, WWU Munster, 2001.Struktur und Dynamik der oberen Grenze des Larchen-Arvenwaldes im Bereich aufgelassener A 
# # 
# # Notes: 
# # Formerly Baden_Fichte_Muetherthis_n20_1996.fh
# # 
# #  NOAA Template Raw Measurements file added 2019-02-05.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Baden
#   Location: Switzerland
#   Northernmost_Latitude: 47.4667
#   Southernmost_Latitude: 47.4667
#   Easternmost_Longitude: 8.3
#   Westernmost_Longitude: 8.3
#   Elevation_m: 400
#--------------------
# Data_Collection
#   Collection_Name: SWIT206
#   First_Year: 1907
#   Last_Year: 1995
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Picea abies (L.) H. Karst.
#   Common_Name: Norway spruce
#   Tree_Species_Code: PCAB
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## BAD10A00_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BAD10A00; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BAD10B00_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BAD10B00; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BAD1A000_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BAD1A000; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BAD1B000_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BAD1B000; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BAD2A000_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BAD2A000; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BAD2B000_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BAD2B000; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BAD3A000_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BAD3A000; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BAD3B000_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BAD3B000; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BAD4A000_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BAD4A000; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BAD4B000_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BAD4B000; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BAD5A000_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BAD5A000; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BAD5B000_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BAD5B000; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BAD6A000_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BAD6A000; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BAD6B000_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BAD6B000; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BAD7A000_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BAD7A000; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BAD7B000_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BAD7B000; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BAD8A000_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BAD8A000; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BAD8B000_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BAD8B000; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BAD9A000_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BAD9A000; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BAD9B000_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BAD9B000; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	BAD10A00_raw	BAD10B00_raw	BAD1A000_raw	BAD1B000_raw	BAD2A000_raw	BAD2B000_raw	BAD3A000_raw	BAD3B000_raw	BAD4A000_raw	BAD4B000_raw	BAD5A000_raw	BAD5B000_raw	BAD6A000_raw	BAD6B000_raw	BAD7A000_raw	BAD7B000_raw	BAD8A000_raw	BAD8B000_raw	BAD9A000_raw	BAD9B000_raw
1907	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.08
1908	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.21
1909	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.01
1910	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.93
1911	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.47	NA	NA	NA	0.96
1912	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.49	NA	NA	NA	0.89
1913	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.03	NA	NA	NA	0.84
1914	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.71	NA	NA	NA	0.74
1915	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.67	NA	NA	NA	0.55
1916	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.62	NA	NA	NA	0.98
1917	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.57	2.41	2.27	NA	NA	NA	0.48
1918	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.78	2.59	2.06	NA	NA	NA	0.66
1919	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.53	2.19	1.49	NA	NA	NA	0.43
1920	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.71	3.17	2.25	NA	NA	NA	0.78
1921	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.6	3	2.3	NA	NA	NA	0.85
1922	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.75	1.76	2.67	NA	NA	NA	0.35
1923	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.36	2.82	3.12	NA	NA	NA	0.61
1924	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.41	2.01	2.22	NA	NA	NA	0.49
1925	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.27	2.14	1.66	NA	NA	NA	0.38
1926	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.27	2.21	2.37	NA	NA	NA	0.73
1927	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.34	0.28	2.15	1.96	0.7	NA	NA	0.46
1928	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.54	0.22	2.77	1.9	0.93	NA	NA	0.66
1929	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.31	0.44	1.99	2.23	1.04	NA	NA	0.45
1930	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.6	0.22	3.69	4.29	1.63	NA	NA	0.67
1931	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.33	0.58	4.06	4.19	1.49	NA	NA	1.92
1932	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.42	0.18	2.85	3.86	2.8	NA	NA	2.95
1933	2.29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.6	0.32	3.14	3.35	2.37	NA	3.31	3.02
1934	1.67	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.39	0.36	3.74	3.82	1.5	NA	2.76	2.47
1935	1.95	NA	NA	NA	NA	NA	1.29	NA	NA	NA	NA	NA	0.39	0.22	3.37	2.34	2.16	NA	2.78	2.52
1936	1.69	NA	2.73	NA	NA	NA	1.21	NA	NA	NA	NA	NA	0.53	1.07	5.52	2.71	3.32	NA	3.63	3.29
1937	2.79	1.91	2.72	NA	NA	NA	2.26	NA	2.71	NA	NA	NA	0.43	0.65	4.57	4.7	2.5	NA	5.03	2.9
1938	2.23	2.05	2.17	NA	NA	NA	3.34	NA	2.41	NA	NA	NA	0.55	0.97	3.99	3.38	3.49	NA	3.69	3.04
1939	2.93	2.64	2.86	NA	NA	NA	4.36	NA	3.95	NA	NA	NA	0.42	0.79	6.09	4.28	2.32	NA	4.07	3
1940	2.94	2.8	2.63	NA	NA	NA	4.69	NA	3.63	NA	NA	NA	0.44	1.85	7.64	5.93	2.91	NA	4.94	4.22
1941	2.51	2.37	2.77	NA	NA	NA	2.58	NA	3.34	4.29	NA	2.79	0.66	2.88	5.24	4.44	3.3	NA	4.77	3.98
1942	2.47	2.79	3.02	NA	NA	NA	3.6	NA	3.36	4.2	NA	3.56	0.35	1.39	4.39	4.83	2	5	4.85	3.67
1943	2.32	2.5	2.34	NA	NA	NA	3.65	2.8	2.32	2.6	NA	2.58	0.66	1.21	4.43	4.12	1.88	2.97	3.34	2.91
1944	2.23	2.45	2.22	2.77	NA	NA	3.2	2.31	2.68	2.77	NA	2.54	0.46	0.64	3.89	3.91	1.36	2.64	3.89	3.38
1945	2.28	3.21	3.74	3.45	NA	NA	3.77	3.77	4.66	4.54	NA	2.77	0.55	0.87	4.57	4.02	2.32	2.63	5.65	3.76
1946	2.98	4.28	3.36	2.92	5.22	4.11	5.58	3.99	5.42	4.35	NA	3.45	0.86	0.71	3.62	3.56	2.96	2.95	6.09	4.96
1947	2.13	3.71	2.84	3.22	4.38	2.44	4.43	4.06	4.58	3.99	NA	2.59	0.63	1.16	3.02	3.06	1.93	2.14	4.35	4.13
1948	2.29	3.24	1.95	2.91	4.48	3.83	4.74	4.23	5.73	3.88	NA	2.44	0.91	1.66	3.27	3.59	1.45	3.01	6.64	5.64
1949	1.93	3.3	2.54	3.28	3.5	4.83	3.27	4.25	4.28	3.41	NA	3.11	0.85	2.12	4.94	5.34	2.15	3.19	5.67	3.9
1950	2.24	3.08	3.46	3.64	3.76	2.72	3.77	5.18	5.33	4.03	NA	3.4	1.29	2.26	5.05	5.34	2.21	4.21	6.08	4.4
1951	3.28	4.09	5.33	4.58	3.56	3.29	3.5	5.07	6.22	5.87	NA	4.46	1.73	4.07	2.73	5.14	3.58	5.65	7.62	6.05
1952	2.17	2.82	4.55	3.91	3.58	3.89	2.39	3.35	4.33	3.29	NA	2.96	1.95	3.04	3.08	3.73	2.29	2.89	4.85	3.99
1953	1.93	2.06	4.97	3.96	3.36	2.97	2.38	3.28	3.46	3.95	NA	2.84	2.03	3.44	3.39	6.95	1.34	2.42	4.94	4.18
1954	2.54	2.28	5.9	4.62	3.74	3.24	2.34	3.53	5.4	4.66	NA	3.55	3.15	3.67	3.26	6.38	2.19	2.49	5.01	6.41
1955	3.34	3.53	6.71	4.89	2.58	2.45	1.44	3.09	6.58	5.33	NA	3.69	2.8	3.55	5.03	7.44	2.27	3.8	6.44	7.7
1956	3.87	3.73	8.28	4.31	3.47	2.66	2.65	4.22	6.61	5.09	5	3.79	3.37	4.28	6.76	7.22	2.04	4.17	6.43	6.93
1957	2.99	3	6.56	5.02	3.8	2.74	2.96	3.85	6.36	5.49	4.08	3.59	3.24	3.81	6.72	6.19	2.66	3.5	6.31	5.23
1958	3.66	3.31	7.4	3.6	2.88	2.53	3.19	3.74	5.59	5.31	5.07	3.99	4.39	3.69	5.89	5.33	2.17	2.58	6.01	5.94
