# Hartl - Berchtesgaden, Klausbachtal - PCAB - ITRDB DEU344
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/37543
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-37543.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords:
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/deu344-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/deu344.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/deu344.txt
#   Supplemental_Description: Text File; Correlation Stats
#--------------------
# Contribution_Date
#   Date: 2023-02-17
#--------------------
# File_Last_Modified_Date
#   Date: 2023-02-17
#--------------------
# Title
#   Study_Name: Hartl - Berchtesgaden, Klausbachtal - PCAB - ITRDB DEU344
#--------------------
# Investigators
#   Investigators: Hartl, Claudia; Dittmar, Christoph; Zang, Christian; Rothe, Andreas
#--------------------
# Description_Notes_and_Keywords
#   Description: nan
#--------------------
# Publication
#   Authors: Hartl-Meier, C; C Zang; C Dittmar; J Esper; A Göttlein; A Rothe
#   Published_Date_or_Year: 2014
#   Published_Title: Vulnerability of Norway spruce to climate change in mountain forests of the European Alps
#   Journal_Name: Clim. Res.
#   Volume: 
#   Edition:
#   Issue:
#   Pages: 
#   DOI: 10.3354/cr01226
#   Full_Citation:
#   Abstract:
#--------------------
# Publication
#   Authors: Hartl-Meier, Claudia; Christoph Dittmar; Christian Zang; Andreas Rothe
#   Published_Date_or_Year: 2014
#   Published_Title: Mountain forest growth response to climate change in the Northern Limestone Alps
#   Journal_Name: Trees
#   Volume: 
#   Edition:
#   Issue:
#   Pages: 
#   DOI: 10.1007/s00468-014-0994-1
#   Full_Citation:
#   Abstract:
#--------------------
# Funding_Agency
#   Funding_Agency_Name: Bavarian State Minister of the Environment and Consumer Protection
#   Grant: FO 03/5/16
#--------------------
# Funding_Agency
#   Funding_Agency_Name:  Berchtesgaden National Park
#   Grant:   J00183
#--------------------
# Site_Information
#   Site_Name: Berchtesgaden, Klausbachtal
#   Location: Germany
#   Northernmost_Latitude: 47.574
#   Southernmost_Latitude: 47.574
#   Easternmost_Longitude: 12.803
#   Westernmost_Longitude: 12.803
#   Elevation_m: 960
#--------------------
# Data_Collection
#   Collection_Name: DEU344
#   First_Year: 1842
#   Last_Year: 2008
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords: width
#   Notes:
#--------------------
# Species
#   Species_Name: Picea abies (L.) H. Karst.
#   Common_Name: Norway spruce
#   Tree_Species_Code: PCAB
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## NGEW102G_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NGEW102G_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NGEW102K_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NGEW102K_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NGEW104G_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NGEW104G_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NGEW104K_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NGEW104K_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NGEW105G_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NGEW105G_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NGEW105K_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NGEW105K_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NGEW107G_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NGEW107G_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NGEW107K_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NGEW107K_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NGEW110G_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NGEW110G_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NGEW110K_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NGEW110K_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NGEW111G_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NGEW111G_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NGEW111K_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NGEW111K_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NGEW112G_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NGEW112G_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NGEW112K_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NGEW112K_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NGEW113G_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NGEW113G_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NGEW113K_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NGEW113K_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NGEW118K_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NGEW118K_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NGEW118O_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NGEW118O_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NGEW121G_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NGEW121G_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NGEW121K_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NGEW121K_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	NGEW102G_raw	NGEW102K_raw	NGEW104G_raw	NGEW104K_raw	NGEW105G_raw	NGEW105K_raw	NGEW107G_raw	NGEW107K_raw	NGEW110G_raw	NGEW110K_raw	NGEW111G_raw	NGEW111K_raw	NGEW112G_raw	NGEW112K_raw	NGEW113G_raw	NGEW113K_raw	NGEW118K_raw	NGEW118O_raw	NGEW121G_raw	NGEW121K_raw
1842	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.8	NA	NA	NA	NA	NA	NA
1843	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.27	NA	NA	NA	NA	NA	NA
1844	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.29	NA	NA	NA	NA	NA	NA
1845	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.03	NA	NA	NA	NA	NA	NA
1846	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.23	NA	NA	NA	NA	NA	NA
1847	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.21	NA	NA	NA	NA	NA	NA
1848	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.17	NA	NA	NA	NA	NA	NA
1849	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.18	NA	NA	NA	NA	NA	NA
1850	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.61	NA	NA	NA	NA	NA	NA
1851	NA	1.51	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.66	NA	NA	NA	NA	NA	NA
1852	NA	1.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.57	NA	NA	NA	NA	NA	NA
1853	NA	1.39	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.39	NA	NA	NA	NA	NA	NA
1854	NA	0.86	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.46	NA	NA	NA	NA	NA	NA
1855	NA	1.17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.59	NA	NA	NA	NA	NA	NA
1856	0.8	0.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.68	NA	NA	NA	NA	NA	NA
1857	1.05	1.11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.71	NA	NA	NA	NA	NA	NA
1858	1.05	1.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA
1859	0.79	1.07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.94	NA	NA	NA	NA	NA	NA
1860	0.54	0.69	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.72	NA	NA	NA	NA	NA	NA
1861	0.67	0.74	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.58	NA	NA	NA	NA	NA	NA
1862	0.62	0.45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.62	1.96	NA	NA	NA	NA	NA
1863	0.47	0.39	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.55	1.98	NA	NA	NA	NA	NA
1864	0.45	0.49	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.53	1.88	NA	NA	NA	NA	NA
1865	0.27	0.46	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.18	1.33	NA	NA	NA	NA	NA
1866	0.48	0.74	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.6	1.76	NA	NA	NA	NA	NA
1867	0.58	0.69	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.47	2.09	NA	NA	NA	NA	NA
1868	0.52	0.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.7	3.51	NA	NA	NA	NA	NA
1869	0.86	0.97	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.84	3.65	NA	NA	NA	NA	NA
1870	0.79	1.16	NA	1.75	0.22	NA	NA	NA	NA	NA	NA	NA	NA	0.68	3.9	NA	NA	NA	NA	NA
1871	1.02	1.28	NA	1.79	0.17	NA	NA	NA	NA	NA	NA	NA	NA	1.13	2.05	NA	NA	NA	NA	NA
1872	1.13	1.4	NA	2.8	0.26	NA	NA	NA	NA	NA	NA	NA	NA	1.39	2.67	NA	NA	NA	NA	NA
1873	1.05	1.4	NA	2.34	0.36	NA	NA	NA	NA	NA	NA	NA	NA	1.07	2.59	NA	NA	NA	NA	NA
1874	0.91	1.42	NA	1.89	0.34	NA	NA	NA	NA	NA	NA	NA	NA	0.85	4.1	4.01	NA	NA	NA	NA
1875	1.29	1.97	NA	2.94	0.17	NA	NA	NA	NA	NA	NA	NA	NA	1.24	3.81	4.37	NA	NA	NA	NA
1876	1.33	1.64	NA	2.35	0.18	NA	NA	NA	NA	NA	NA	NA	NA	1.51	3.22	3.54	NA	NA	NA	NA
1877	0.92	1.65	NA	1.94	0.09	NA	NA	NA	NA	NA	3.29	NA	NA	0.84	2.3	2.92	NA	NA	NA	NA
1878	0.89	1.35	NA	1.64	0.08	NA	NA	NA	NA	NA	3.94	NA	NA	1.01	3.35	3.01	NA	NA	NA	NA
1879	1.15	1.86	NA	1.58	0.1	NA	NA	NA	2.85	NA	3.33	NA	NA	0.95	3.13	2.6	NA	NA	NA	NA
1880	1.26	1.75	NA	1.95	0.09	NA	NA	NA	2.89	NA	2.84	NA	NA	0.99	3.65	3.51	NA	NA	NA	NA
1881	1.67	2.13	NA	1.72	0.07	NA	NA	NA	3.45	NA	3.05	NA	NA	1.33	4.28	3.16	NA	NA	NA	NA
1882	1.57	1.5	NA	1.54	0.13	NA	NA	NA	3.41	NA	3.35	NA	2.02	1.16	3.61	2.61	NA	NA	NA	NA
1883	1.56	1.71	NA	1.7	0.25	NA	NA	2.77	2.49	4.25	2.57	NA	2.33	0.71	2.57	2.8	NA	NA	NA	NA
1884	1.56	1.74	1.01	2.09	0.35	NA	NA	2.95	3.27	3.61	2.47	NA	1.52	0.72	2.69	3.1	NA	NA	NA	NA
1885	1.41	1.67	1.22	2.02	0.22	NA	NA	3.32	2.66	3.29	2.48	NA	1.5	1.08	3.46	2.69	NA	NA	NA	NA
1886	1.12	1.49	0.82	1.73	0.21	NA	NA	3.47	2.34	3.11	2.02	NA	1.42	0.82	3.34	1.98	NA	NA	NA	NA
1887	1.43	1.81	1.32	2.19	0.29	NA	NA	3.8	2.98	3.69	2.39	NA	1.62	0.97	3.25	2.38	NA	NA	NA	NA
1888	1.64	2.02	1.51	2.17	0.64	NA	NA	3.6	2.49	2.94	2.24	NA	1.94	1.41	3.96	2.88	NA	NA	NA	NA
1889	1.55	2.23	1.9	2.32	0.59	NA	NA	3.61	3.45	3.4	1.9	NA	1.79	0.97	3.42	2.74	NA	NA	NA	NA
1890	1.48	1.93	1.48	2.18	0.72	NA	NA	3.1	2.45	3.44	1.81	2.39	1.29	0.86	2.34	2.42	NA	NA	NA	NA
1891	1.12	1.66	1.21	1.39	0.75	NA	NA	2.75	1.76	2.89	1.7	1.95	1.14	0.66	2.17	2.4	NA	NA	NA	NA
1892	1.04	1.77	1.15	1.65	0.67	NA	NA	2.7	1.75	2.9	1.25	1.31	1.04	0.73	1.63	1.77	NA	NA	NA	NA
1893	0.93	1.59	1.56	1.88	0.64	NA	NA	2.85	1.67	3.2	1.55	1.8	1.52	0.95	2.1	1.89	NA	NA	NA	NA
1894	0.96	1.92	1.53	1.96	0.82	NA	2.67	2.71	1.4	2.82	1.71	1.86	1.4	1.27	2.1	2.67	NA	NA	NA	NA
1895	1.32	2.15	1.22	1.83	1.02	NA	2.78	2.56	1.59	3.02	1.85	1.62	1.48	1.34	2.05	2.28	NA	NA	NA	NA
1896	1.41	2.58	1.66	1.89	0.84	NA	2.63	2.82	1.84	3.06	1.75	1.74	1.37	1.53	2.08	2.23	NA	NA	NA	NA
1897	1.31	2.02	1.1	1.11	0.85	NA	2.22	2.46	2.13	2.96	1.47	1.29	1.19	1.34	1.75	2.05	NA	NA	NA	4.11
1898	1.23	1.71	1.34	1.29	0.73	NA	1.95	2.4	1.89	2.54	1.45	1.3	1.19	1.2	1.3	1.64	NA	NA	NA	3.46
1899	1.23	2.01	1.48	1.36	1.04	NA	2.4	2.28	2.26	3.02	1.65	1.34	1.36	1.12	1.66	1.85	NA	NA	NA	4.19
1900	1.03	1.89	1.4	1.15	0.84	NA	1.92	1.93	1.75	2.29	1.22	1.06	1.29	1.09	1.52	1.55	NA	2.25	NA	3.44
1901	1.43	2.23	1.76	1.21	0.92	NA	2.56	2.59	2.55	2.84	1.57	1.67	1.39	1.17	1.78	1.84	NA	3.05	4.56	4.34
1902	1.35	2.22	1.46	0.95	0.84	NA	2.12	2.05	2.46	2.43	1.53	1.51	1.12	0.98	1.47	1.77	NA	3.02	3.69	3.49
1903	1.41	2.55	1.61	1.38	1.04	NA	2.38	2.42	2.74	2.65	1.65	1.93	1.24	1.01	1.34	1.62	3.36	3	2.71	2.82
1904	1.99	3.37	1.39	1.57	1.19	NA	3.36	3.1	3.06	3.18	1.93	1.75	1.51	1.2	1.7	2.09	4.21	3.18	4.32	4.73
1905	1.64	3.08	1.17	1.53	1.23	NA	2.4	1.84	2.73	3.23	1.68	1.47	1.33	1.2	1.76	1.77	2.63	2.46	3.26	3.87
1906	1.43	2.33	1.24	1.22	1.05	1.11	2.13	1.96	2.76	2.85	1.59	1.32	1.08	1.03	1.34	1.19	2.92	2.82	2.97	3.82
1907	1.27	2.21	1.27	1.24	1.3	1.98	2.75	2.43	3.29	3.55	1.76	1.39	1.05	1.31	1.53	1.58	4.67	3.13	3.14	3.99
1908	1.26	2.59	1.49	1.09	1.2	1.49	2.42	2.02	2.98	3.32	1.54	1.89	0.98	1.08	1.56	1.21	2.9	3.2	3.5	3.62
1909	1.28	2.97	1.29	1.2	1.1	1.53	2.47	2.14	2.36	3.09	1.52	2.07	1.09	1.21	1.25	1.18	2.95	3.07	2.88	3.29
1910	1.74	2.9	1.5	1.32	1.47	1.52	2.61	2.53	2.38	2.87	1.38	1.22	0.83	1.11	1.08	1.66	3.15	2.67	1.46	3.63
1911	1.57	2.12	1.46	1.25	1.01	1	2.05	1.99	2.13	3.37	0.95	1.09	0.77	1.19	0.87	1.37	2.5	2.3	1.23	2.51
1912	1.72	2.44	1.75	1.49	1.05	1.36	2.62	2.3	2.42	3.62	1.32	1.17	0.8	1.02	1.16	1.9	2.23	1.98	1.83	3.27
1913	1.3	2.14	1.52	1.2	0.98	0.96	2.37	2.28	1.77	2.64	0.98	1.2	0.85	0.79	1.35	1.54	1.88	1.7	1.69	2.31
1914	1.04	2.13	1.53	1.25	0.89	1.08	1.99	1.91	2.15	1.22	0.58	0.37	0.32	0.14	1.14	1.97	2.72	2.46	1.84	2.3
1915	1.43	1.84	1.33	1.07	1.3	1.38	2.17	2.05	2.59	1.26	0.84	0.46	0.54	0.18	1.24	2.51	2.44	2.3	2.44	2.92
1916	2.08	2.15	1.68	1.21	1.33	1.2	2.05	2.18	3.91	2.07	1.05	0.97	0.91	0.31	1.3	1.99	2.16	2.53	2.6	2.97
1917	1.37	2.35	1.47	1.07	1.21	1.09	1.9	1.97	3.8	1.85	0.9	1.11	0.85	0.51	1.5	2.08	2.26	1.75	1.86	2.15
1918	2	2.67	1.91	1.28	1.44	1.55	2.17	2.18	2.89	1.28	1.37	1.62	1.31	0.91	1.71	2.31	2.74	2.88	2.01	2.37
1919	1.88	2.21	1.55	1.08	1.45	1.53	1.96	2.76	3.29	1.46	1.5	1.21	1.05	1.16	1.7	2.14	2.77	2.68	1.89	2.26
1920	1.86	1.8	1.77	1.32	1.54	1.68	2.09	2.19	2.78	1.39	1.93	1.33	1.04	0.85	1.78	2.64	2.86	2.93	1.69	2.07
