# Bräker - Vorhegi - FASY - ITRDB SWIT354
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/16928
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-16928.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/swit354-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; swit354-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/swit354.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/swit354.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2010-06-10
#--------------------
# File_Last_Modified_Date
#   Date: 2010-06-10
#--------------------
# Title
#   Study_Name: Bräker - Vorhegi - FASY - ITRDB SWIT354
#--------------------
# Investigators
#   Investigators: Bräker, O.U.; Zingg, A.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-02-05.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Vorhegi
#   Location: Switzerland
#   Northernmost_Latitude: 47.6575
#   Southernmost_Latitude: 47.6575
#   Easternmost_Longitude: 8.755
#   Westernmost_Longitude: 8.755
#   Elevation_m: 445
#--------------------
# Data_Collection
#   Collection_Name: SWIT354
#   First_Year: 1899
#   Last_Year: 1998
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Fagus sylvatica L.
#   Common_Name: European beech
#   Tree_Species_Code: FASY
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## BS00720A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BS00720A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BS00740G_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BS00740G; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BS00740P_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BS00740P; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BS00970A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BS00970A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BS03287G_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BS03287G; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BS03287P_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BS03287P; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BS06200A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BS06200A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BS06205G_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BS06205G; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BS06205P_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BS06205P; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BS06290X_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BS06290X; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BS09066G_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BS09066G; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BS09066P_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BS09066P; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	BS00720A_raw	BS00740G_raw	BS00740P_raw	BS00970A_raw	BS03287G_raw	BS03287P_raw	BS06200A_raw	BS06205G_raw	BS06205P_raw	BS06290X_raw	BS09066G_raw	BS09066P_raw
1899	NA	NA	NA	0.53	NA	NA	NA	NA	NA	NA	NA	NA
1900	NA	NA	NA	1.78	NA	NA	NA	NA	NA	1.01	NA	NA
1901	NA	NA	NA	2.18	NA	NA	1.42	NA	NA	1.91	NA	NA
1902	NA	NA	NA	1.46	NA	NA	1.03	NA	NA	2.57	NA	NA
1903	NA	NA	NA	0.39	NA	NA	1.24	NA	NA	3.37	NA	NA
1904	NA	NA	NA	0.98	NA	NA	1.46	NA	NA	2.55	NA	NA
1905	NA	NA	NA	1.96	NA	NA	1.41	NA	NA	2.21	NA	NA
1906	NA	NA	NA	0.89	NA	NA	0.95	NA	NA	2.67	NA	NA
1907	NA	NA	NA	1.52	NA	NA	0.67	NA	NA	1.72	NA	NA
1908	NA	NA	NA	1.88	NA	NA	1.11	NA	NA	1.3	NA	NA
1909	NA	NA	NA	0.91	NA	NA	0.17	NA	NA	2.48	NA	NA
1910	NA	NA	NA	2.14	NA	NA	1.55	NA	NA	0.83	NA	NA
1911	NA	NA	NA	1.41	NA	NA	0.99	NA	NA	1.36	NA	NA
1912	NA	NA	NA	1.63	NA	NA	0.84	NA	NA	1.48	NA	NA
1913	NA	NA	NA	1.42	NA	NA	0.58	NA	NA	3.22	NA	NA
1914	NA	NA	NA	1.64	NA	NA	0.94	NA	NA	2.37	NA	NA
1915	NA	NA	NA	0.63	NA	NA	0.5	NA	NA	2.36	NA	NA
1916	NA	NA	NA	1.57	NA	NA	0.91	NA	NA	1.39	NA	NA
1917	NA	NA	NA	1.7	NA	NA	1.03	NA	NA	1.6	NA	NA
1918	NA	NA	NA	0.36	NA	NA	0.98	NA	NA	2.08	NA	NA
1919	NA	NA	NA	3.63	NA	NA	1.58	NA	NA	0.13	NA	NA
1920	NA	NA	NA	3.59	NA	NA	1.52	NA	NA	1.47	NA	NA
1921	NA	NA	NA	0.49	NA	NA	0.31	NA	NA	0.43	NA	NA
1922	NA	NA	NA	4.32	NA	NA	0.88	NA	NA	2.3	NA	NA
1923	NA	NA	NA	4.21	1.09	1.54	0.79	1.05	1.4	1.54	NA	NA
1924	NA	NA	NA	1.63	0.68	0.35	0.94	0.32	0.24	1.54	NA	NA
1925	NA	NA	NA	2.6	0.96	0.53	1.22	0.69	0.73	1.12	1.06	0.92
1926	NA	NA	NA	3.16	1.67	1.64	1.6	0.62	0.74	1.38	1.33	1.65
1927	NA	NA	NA	1.93	1.04	1.32	1.94	0.54	0.36	0.95	1.6	1.44
1928	NA	NA	NA	1.78	2.13	1.78	1.36	0.58	1.13	0.46	1.56	1.73
1929	NA	NA	NA	1.26	2.4	2.43	1.56	1.84	1.84	0.66	2.35	2.31
1930	NA	NA	NA	1.87	1.06	0.95	1.37	1.06	1.21	1.04	1.37	1.42
1931	NA	NA	NA	3.73	2.66	1.95	1.2	1.85	1.85	1.6	2.22	3.07
1932	NA	NA	NA	4.25	2.83	2.06	1.34	1.84	1.97	2.24	2.5	3.24
1933	NA	NA	NA	2.51	2.08	1.73	1.03	1.49	1.62	2.3	2.45	1.78
1934	NA	NA	NA	1.92	2.21	1.78	2.1	2.46	2.16	2.41	2.3	2.41
1935	NA	NA	NA	1.96	2.39	1.88	2.47	2.57	3.03	2.19	2.39	2.57
1936	NA	NA	NA	0.94	1.7	1.06	1.23	1.54	1.7	1.84	1.32	0.98
1937	NA	NA	NA	2.05	2.43	1.64	0.86	1.76	1.95	1.96	2.19	1.69
1938	NA	NA	NA	4.94	3.49	2.2	1.31	2.73	2.94	3.55	4.76	3.16
1939	NA	NA	NA	2.01	1.78	1.42	1.66	1.7	2.34	1.07	2.57	0.83
1940	0.96	1.44	1.55	3.32	2.45	2.46	1.94	2.03	2.95	1.85	2.79	1.69
1941	1.71	0.71	1.92	2.68	1.7	1.62	1.22	2.07	2.18	2.06	2.82	1.86
1942	1.37	0.94	1.73	0.26	1.15	0.71	1.31	1.35	1.97	1.46	1.8	0.88
1943	2.08	1.16	1.64	1.41	1.12	0.84	1	1.25	1.6	1.33	1.38	0.98
1944	2.09	1.66	1.89	2.7	1.63	1.99	0.83	2.41	2.47	3.45	2.11	1.73
1945	2.37	1.46	1.68	1.16	0.49	0.5	0.75	1.54	1.49	1.39	0.87	0.63
1946	3.03	1.7	1.97	3.03	0.57	1	0.51	1.84	1.62	1.57	1.04	1.32
1947	4	1.39	0.92	2.78	0.76	1.3	1.41	1.8	1.95	1.38	1.19	1.26
1948	1.73	1.45	1.28	0.39	0.14	0.27	1.44	0.73	2	0.89	0.86	0.75
1949	1.08	1.09	1.49	1.2	0.57	0.74	1.52	1.12	2.19	1.14	0.98	1.08
1950	1.93	0.16	0.74	2.13	0.92	1.24	4.32	1.86	2.73	2.92	1.39	1.61
1951	1.97	0.64	0.81	2.48	1.34	1.72	2.88	2.84	2.11	2.66	2.47	2.47
1952	2.05	1.04	1.51	2.26	2.36	2.95	2.02	3.05	2.29	2.1	2.07	2.35
1953	1.99	1.09	1.73	2.27	3.21	3.22	2.96	2.78	2.82	2.09	2.16	2.43
1954	1.83	0.83	1.17	2.63	3.34	2.25	2.65	2.23	3.71	1.77	2.15	2.69
1955	2.17	1.11	2.34	4.61	3.14	3.82	3.43	2.75	3.46	1.72	2.56	2.83
1956	2.03	0.87	1.44	4.51	2.52	3.21	3.23	2.52	2.59	1.29	1.88	2.6
1957	0.5	0.74	1.17	2.17	0.93	1.09	2.33	1.01	1.16	0.81	1.32	1.68
1958	1.61	0.78	0.94	4.06	3.01	4.15	4.86	2.29	1.41	1.08	2.98	2.47
