# Neuwirth - Nordrhein-Westfalen/Niedersauerland drp05 - FASY - ITRDB GERM212
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/16745
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-16745.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/germ212-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; germ212-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/germ212.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/germ212.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2014-02-27
#--------------------
# File_Last_Modified_Date
#   Date: 2014-02-27
#--------------------
# Title
#   Study_Name: Neuwirth - Nordrhein-Westfalen/Niedersauerland drp05 - FASY - ITRDB GERM212
#--------------------
# Investigators
#   Investigators: Neuwirth, B.(https://orcid.org/0000-0001-7473-462X)
#--------------------
# Description_Notes_and_Keywords
#   Description: Purpose of Collection:
# # climate/growth relationship NOAA Template Raw Measurements file added 2019-02-05.
#--------------------
# Publication
#   Authors: Stefanie Fischer and Burkhard Neuwirth
#   Journal_Name: ISRN Forestry
#   Published_Title: Vulnerability of Trees to Climate Events in Temperate Forests of West Germany
#   Published_Date_or_Year: 2013
#   Volume: 2013
#   Pages: 
#   Issue: 201360
#   Report_Number: 
#   DOI: 10.1155/2013/201360
#   Full_Citation: None
#   Abstract: An improved understanding of the spatiotemporal climate/growth relationship of our forests is of particular importance for assessing the consequences of climate warming. A total of 67 stands of beech (Fagus sylvatica L.), pedunculate oak (Quercus robur L.), sessile oak (Quercus petraea (Matt.) Liebl.), Scots pine (Pinus sylvestris L.), and spruce (Picea abies Karst.) from sites located in the transition zone from the lowlands to the low mountain ranges of West Germany have been analysed. A combination of pointer year and cluster analysis was used to find groups with similar growth anomaly patterns over the 1941-2000 period. Shifted reaction patterns especially characterise differences in the growth behaviour of the clusters. These are controlled by different reactions to the climate conditions in winter and spring and are determined by a complex system of forcing factors. Results of this study reflect the enormous importance of the length of the growing season. Increasing the duration of the vegetation period climate warming can change the climate/growth relationship of trees, thereby confounding climate reconstructions which use tree rings. Since forcing factors have been detected that are more important than the tree species, we recommend the application of growth-specific approaches for the analysis of tree species' vulnerability to climate.
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Nordrhein-Westfalen/Niedersauerland drp05
#   Location: Germany
#   Northernmost_Latitude: 51.4333
#   Southernmost_Latitude: 51.4333
#   Easternmost_Longitude: 8.1167
#   Westernmost_Longitude: 8.1167
#   Elevation_m: 350
#--------------------
# Data_Collection
#   Collection_Name: GERM212
#   First_Year: 1801
#   Last_Year: 2006
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Fagus sylvatica L.
#   Common_Name: European beech
#   Tree_Species_Code: FASY
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## drp0512m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: drp0512m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## drp0511m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: drp0511m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## drp0510m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: drp0510m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## drp0509m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: drp0509m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## drp0508m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: drp0508m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## drp0507m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: drp0507m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## drp0506m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: drp0506m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## drp0504m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: drp0504m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## drp0503m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: drp0503m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## drp0502m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: drp0502m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	drp0512m_raw	drp0511m_raw	drp0510m_raw	drp0509m_raw	drp0508m_raw	drp0507m_raw	drp0506m_raw	drp0504m_raw	drp0503m_raw	drp0502m_raw
1801	NA	NA	NA	NA	NA	NA	2.25	NA	NA	NA
1802	NA	NA	NA	NA	NA	NA	1.25	NA	NA	NA
1803	NA	NA	NA	NA	NA	NA	1.61	NA	NA	NA
1804	NA	NA	NA	NA	NA	NA	1.18	NA	NA	NA
1805	NA	NA	NA	NA	NA	NA	1.29	NA	NA	NA
1806	NA	NA	NA	NA	NA	NA	0.8	NA	NA	1.93
1807	NA	NA	NA	NA	NA	NA	1.88	NA	NA	1.87
1808	NA	NA	NA	NA	NA	NA	2.29	NA	NA	2.13
1809	NA	NA	NA	NA	NA	NA	2.9	NA	NA	2.26
1810	NA	NA	NA	NA	NA	NA	2.97	NA	NA	1.88
1811	NA	NA	NA	NA	NA	NA	2.13	NA	NA	1.15
1812	NA	NA	NA	NA	NA	NA	3.04	2.83	NA	1.46
1813	NA	NA	NA	NA	NA	NA	2.94	2.49	NA	2.02
1814	NA	NA	NA	NA	NA	NA	2.24	1.67	NA	1.54
1815	NA	NA	NA	NA	NA	NA	2.09	1.45	NA	1.23
1816	NA	NA	NA	NA	NA	NA	2.18	0.9	NA	1.26
1817	NA	NA	NA	NA	1.28	NA	2.08	1.18	NA	1.82
1818	NA	NA	NA	NA	1.1	NA	1.64	0.96	NA	1
1819	1.38	NA	NA	NA	0.94	NA	1.28	1.22	0.92	0.93
1820	1.14	NA	NA	NA	1.56	NA	1.82	1.9	0.65	0.88
1821	1.73	NA	NA	NA	1.27	NA	2.08	1.44	0.84	1.14
1822	1.06	NA	NA	NA	1.41	NA	1.34	1.02	0.66	0.75
1823	2.75	NA	NA	NA	1.92	NA	2.41	1.76	0.65	1.39
1824	4.44	0.93	NA	NA	1.22	NA	2.45	1.26	0.87	1.2
1825	3.16	0.8	NA	NA	0.77	NA	2.82	1.82	0.86	0.97
1826	4.1	1.42	NA	NA	1.5	NA	3.68	3.22	2.9	1.39
1827	3.62	1.32	NA	2.94	1.52	NA	3.5	2.75	2.35	1.28
1828	2.99	1.2	NA	2.43	1.55	NA	3.42	2.6	1.86	1.72
1829	3.16	2.26	NA	3.04	1.94	3.05	3.76	2.72	1.11	2.3
1830	2.98	2.02	NA	3.2	1.68	2.87	3.92	2.53	1.2	2.66
1831	3.06	1.56	NA	2.92	0.86	2.15	3.04	2.27	1.38	1.96
1832	2.74	1.3	NA	3.02	0.68	1.2	2.64	1.84	1.51	1.78
1833	1.8	0.78	NA	2.25	0.6	0.67	1.63	1.22	0.86	0.89
1834	3	1.08	NA	2.56	0.76	1.17	2.07	1.98	1.22	0.92
1835	2.24	1.04	NA	2.02	1.05	1.03	2.06	1.58	1.05	0.85
1836	3.02	1.44	NA	2.24	1.56	1.31	2.58	2.1	0.98	1.42
1837	3.6	1.66	NA	2.36	1.66	1.06	2.37	2.18	0.88	1.59
1838	2.36	1.46	NA	1.96	1.32	0.76	1.92	1.74	0.86	1.36
1839	2.25	1.29	NA	2.72	1.5	0.84	1.79	1.8	0.97	1.53
1840	2.18	1.35	NA	3.29	1.34	0.81	1.32	1.87	0.95	1.51
1841	2.06	0.88	NA	2.17	1.12	0.66	0.96	1.4	0.75	1.18
1842	1.6	0.68	NA	1.98	0.96	0.76	1.16	1.57	0.83	1.02
1843	1.86	0.91	1.52	2.22	1.22	0.82	1.83	1.84	1	1.06
1844	1.98	1.18	1.38	2.44	1.1	0.88	2.2	1.56	1.23	1.59
1845	1.74	1.32	1.5	2.66	1.12	0.96	1.82	1.64	2.15	1.54
1846	1.14	0.81	0.79	1.77	0.85	0.66	1.14	1.08	0.92	1.03
1847	1.26	1.39	1.5	2.03	1.18	0.95	1.62	1.14	1.61	1.25
1848	1.3	1.12	1.25	2.14	1.37	1.12	1.57	1.38	1.08	1.17
1849	1.21	1.12	1.24	2.18	1.27	1.14	1.52	1.62	1.34	1.14
1850	1.16	1.1	1.28	2.33	1.46	1.3	1.59	1.49	1.88	1.1
1851	1.66	1.8	1.48	2.82	1.76	1.28	1.68	1.69	1.41	1.38
1852	1.98	1.49	1.46	2.57	1.5	1.36	1.66	2	1.4	1.67
1853	2.07	1.4	1.52	2.14	1.44	1.1	1.84	2.12	1.2	1.56
1854	0.36	1.18	0.35	1.7	0.97	0.36	0.36	1.94	0.83	1.29
1855	0.72	1.13	1.38	1.8	1.04	0.72	1.34	1.85	1.09	1.37
1856	0.82	1.12	1.68	1.96	1.3	0.82	1.14	2.08	1.8	1.58
1857	1.16	0.8	1.42	1.74	1.17	1.28	1.18	1.58	0.68	1.16
1858	0.88	0.5	0.94	1.21	1.02	0.92	1.04	0.89	0.16	0.69
1859	1.33	0.78	1.45	2.16	1.38	1.36	1.36	1.3	0.85	1.1
1860	2.26	1.4	1.6	2.68	1.92	1.84	1.92	1.87	0.91	1.72
1861	2.24	1.24	2.01	2.76	1.94	1.96	2.03	1.62	1.72	1.35
1862	1.76	0.89	1.93	2.43	1.72	1.5	1.29	2.18	1.71	1.96
1863	2	0.77	1.8	2.1	1.44	1.82	1.22	2.28	1.78	1.45
1864	1.58	0.88	1.79	2.04	1.39	1.7	1.24	2.35	1.4	1.46
1865	1.02	0.58	1.26	1.48	0.76	0.98	0.9	1.16	0.94	0.94
1866	1.54	0.93	1.6	2.26	1.18	1.42	1.52	1.84	1.51	1.27
1867	1.32	1.01	1.55	2.57	1.34	1.96	1.68	2.13	1.77	1.34
1868	1.01	1.1	1.22	1.75	1.06	1.96	1.23	1.59	1.39	1
1869	0.84	0.88	1.31	1	1.24	2.08	1.22	0.84	1.4	0.8
1870	0.72	0.87	1.18	1.26	1.32	2.04	0.93	0.7	1.25	0.87
1871	0.73	0.98	1.25	1.64	1.31	1.6	0.96	0.88	1.11	1.13
1872	0.84	0.92	1.1	1.86	1.12	1.93	1.04	1.18	1.37	1.34
1873	0.14	0.49	0.32	0.74	0.78	0.38	0.1	0.88	0.39	0.94
1874	0.32	0.64	0.68	1.16	0.59	0.86	0.42	0.92	0.78	1.11
1875	0.46	0.76	0.78	1.4	0.82	1.8	0.7	0.71	1.06	1.42
1876	0.53	1.02	0.88	1.7	1	1.44	0.91	1	1.32	1.64
1877	0.54	0.73	0.89	1.3	0.76	0.86	0.49	0.75	0.92	1.13
1878	0.5	0.95	1.4	1.7	1.02	1.76	0.48	1.07	1.09	1.32
1879	0.57	1.04	1.55	1.8	1.38	1.9	0.48	1.02	1.58	1.86
