# Hartl - Höllengebirge, Salzberg C - ABAL - ITRDB AUT121
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/37483
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-37483.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords:
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/aut121-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/aut121.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/aut121.txt
#   Supplemental_Description: Text File; Correlation Stats
#--------------------
# Contribution_Date
#   Date: 2023-02-17
#--------------------
# File_Last_Modified_Date
#   Date: 2023-02-17
#--------------------
# Title
#   Study_Name: Hartl - Höllengebirge, Salzberg C - ABAL - ITRDB AUT121
#--------------------
# Investigators
#   Investigators: Hartl, Claudia; Rothe, Andreas
#--------------------
# Description_Notes_and_Keywords
#   Description: nan
#--------------------
# Publication
#   Authors: Zang, Christian; Claudia Hartl-Meier; Christoph Dittmar; Andreas Rothe; Annette Menzel
#   Published_Date_or_Year: 2014
#   Published_Title: Patterns of drought tolerance in major European temperate forest trees: climatic drivers and levels of variability
#   Journal_Name: Glob Change Biol
#   Volume: 
#   Edition:
#   Issue:
#   Pages: 
#   DOI: 10.1111/gcb.12637
#   Full_Citation:
#   Abstract:
#   Authors:
#   Published_Date_or_Year:
#   Published_Title:
#   Journal_Name:
#   Volume:
#   Edition:
#   Issue:
#   Pages:
#   DOI:
#   Full_Citation: Hartl-Meier C, Rothe A (2014) Zuwachsreaktionen des Bergwaldes auf Klimaänderungen. LWF aktuell 99, 42–44. 
#   Abstract:
#--------------------
# Funding_Agency
#   Funding_Agency_Name: Bavarian State Ministry for Food, Agriculture and Forestry
#   Grant: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:  EU program INTERREG 
#   Grant:   J00183
#--------------------
# Site_Information
#   Site_Name: Höllengebirge, Salzberg C
#   Location: Austria
#   Northernmost_Latitude: 47.803
#   Southernmost_Latitude: 47.803
#   Easternmost_Longitude: 13.591
#   Westernmost_Longitude: 13.591
#   Elevation_m: 978
#--------------------
# Data_Collection
#   Collection_Name: AUT121
#   First_Year: 1759
#   Last_Year: 2010
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords: width
#   Notes:
#--------------------
# Species
#   Species_Name: Abies alba Mill.
#   Common_Name: silver fir
#   Tree_Species_Code: ABAL
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## MWSC301C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWSC301C_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWSC301O_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWSC301O_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWSC302C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWSC302C_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWSC302O_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWSC302O_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWSC304C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWSC304C_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWSC304O_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWSC304O_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWSC305C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWSC305C_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWSC305O_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWSC305O_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWSC306C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWSC306C_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWSC306O_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWSC306O_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWSC310C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWSC310C_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWSC310O_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWSC310O_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWSC311C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWSC311C_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWSC311O_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWSC311O_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWSC312C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWSC312C_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWSC312O_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWSC312O_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWSC313C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWSC313C_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWSC313O_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWSC313O_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWSC314C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWSC314C_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWSC314O_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWSC314O_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	MWSC301C_raw	MWSC301O_raw	MWSC302C_raw	MWSC302O_raw	MWSC304C_raw	MWSC304O_raw	MWSC305C_raw	MWSC305O_raw	MWSC306C_raw	MWSC306O_raw	MWSC310C_raw	MWSC310O_raw	MWSC311C_raw	MWSC311O_raw	MWSC312C_raw	MWSC312O_raw	MWSC313C_raw	MWSC313O_raw	MWSC314C_raw	MWSC314O_raw
1759	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.31	NA	NA	NA	NA	NA	NA	NA	NA	NA
1760	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.16	NA	NA	NA	NA	NA	NA	NA	NA	NA
1761	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.42	NA	NA	NA	NA	NA	NA	NA	NA	NA
1762	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.32	NA	NA	NA	NA	NA	NA	NA	1.46	NA
1763	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.93	NA	NA	NA	NA	NA	NA	NA	1.62	NA
1764	NA	NA	NA	NA	NA	NA	1.29	NA	NA	NA	0.4	NA	NA	NA	NA	NA	NA	NA	0.53	NA
1765	NA	NA	NA	NA	NA	NA	1.4	NA	NA	NA	1.15	NA	NA	NA	NA	NA	NA	NA	0.82	NA
1766	NA	NA	NA	NA	NA	NA	1.21	NA	NA	NA	1.39	NA	NA	NA	NA	NA	NA	NA	0.74	NA
1767	NA	NA	NA	NA	NA	NA	1.24	NA	NA	NA	1.61	NA	NA	NA	NA	NA	NA	NA	1.09	NA
1768	NA	NA	NA	NA	NA	NA	1.21	NA	NA	NA	1.36	NA	NA	NA	NA	NA	NA	NA	1.39	NA
1769	NA	NA	NA	NA	NA	NA	1.32	NA	NA	NA	1.53	NA	NA	NA	NA	NA	NA	NA	1.25	NA
1770	NA	NA	NA	2.59	NA	NA	1.16	NA	NA	NA	1.06	NA	NA	NA	NA	NA	NA	NA	1.35	NA
1771	NA	NA	1.77	2.31	NA	NA	0.47	0.64	NA	NA	1.03	NA	NA	NA	NA	NA	NA	NA	1.44	NA
1772	NA	NA	2.27	2.6	NA	NA	0.46	0.62	NA	NA	1.59	NA	NA	NA	NA	NA	NA	NA	1.93	NA
1773	NA	NA	1.58	1.76	NA	NA	0.29	0.47	NA	NA	1.11	NA	NA	NA	NA	NA	NA	NA	0.91	NA
1774	NA	NA	1.94	2.04	NA	NA	0.44	0.51	NA	NA	1.4	NA	NA	NA	NA	NA	NA	NA	0.98	NA
1775	NA	NA	2.65	2.59	NA	NA	0.75	0.67	NA	NA	1.78	NA	NA	NA	NA	NA	NA	NA	1.46	NA
1776	NA	NA	2.27	2.35	NA	NA	0.9	0.75	NA	NA	1.53	NA	NA	NA	NA	NA	NA	NA	1	NA
1777	NA	NA	2.25	2.29	NA	NA	0.8	0.68	NA	NA	1.58	NA	NA	NA	NA	NA	NA	NA	1.01	NA
1778	NA	NA	1.87	1.72	NA	NA	0.81	0.68	NA	NA	1.59	NA	NA	NA	NA	NA	NA	NA	1.01	NA
1779	NA	NA	1.47	1.43	NA	NA	0.79	0.51	NA	NA	1.42	NA	NA	NA	NA	NA	NA	NA	0.76	NA
1780	NA	NA	1.53	1.88	NA	NA	0.87	0.64	NA	NA	1.49	NA	NA	NA	NA	NA	NA	NA	0.91	NA
1781	NA	NA	1.19	1.39	NA	NA	0.55	0.88	NA	NA	1.47	NA	NA	NA	NA	NA	NA	NA	0.74	NA
1782	NA	NA	1.33	1.35	NA	NA	0.99	0.66	NA	NA	1.34	1.26	NA	1.03	NA	NA	NA	NA	0.98	NA
1783	NA	NA	1.38	1.29	NA	NA	0.79	0.61	NA	NA	1.33	1.2	NA	1.52	NA	NA	NA	NA	1	NA
1784	NA	NA	1.17	1.25	NA	NA	0.71	0.58	NA	NA	1.05	0.95	NA	1.42	NA	NA	NA	NA	0.6	NA
1785	NA	NA	1.29	1.27	NA	NA	0.92	1.15	NA	NA	1.15	1.18	NA	1.39	NA	NA	NA	NA	1.09	NA
1786	NA	NA	1.13	1.38	NA	NA	0.82	1.1	NA	NA	1.18	1.05	1.75	1.7	NA	NA	NA	NA	1.31	NA
1787	NA	NA	1.39	1.8	NA	NA	1.25	0.84	NA	NA	1.53	1.34	2	2.17	NA	NA	NA	NA	1.48	NA
1788	NA	NA	0.98	1.45	NA	NA	1.07	0.71	NA	NA	1.8	1.31	1.77	1.96	NA	NA	NA	NA	0.88	NA
1789	NA	NA	0.59	0.94	NA	NA	0.65	0.4	NA	NA	0.93	0.77	1.23	1.31	NA	NA	NA	NA	0.54	NA
1790	NA	NA	0.72	1.08	NA	NA	0.75	0.48	NA	NA	1.1	0.87	1.61	1.47	NA	NA	NA	NA	0.43	NA
1791	NA	NA	0.81	1.12	NA	NA	0.7	0.3	NA	NA	1.13	1.09	1.54	1.72	NA	NA	NA	NA	0.55	NA
1792	NA	NA	0.59	0.84	NA	NA	0.65	0.28	NA	NA	0.94	0.87	1.5	1.53	NA	NA	NA	NA	0.73	NA
1793	NA	NA	0.6	0.68	NA	NA	0.63	0.47	NA	NA	0.72	0.68	1.37	1.55	NA	NA	NA	NA	0.74	NA
1794	NA	NA	0.26	0.31	NA	NA	0.37	0.33	NA	NA	0.53	0.44	1.02	0.96	NA	NA	NA	NA	0.7	NA
1795	NA	NA	0.51	0.61	NA	NA	1.05	0.85	NA	NA	0.88	0.82	1.36	1.44	NA	NA	NA	NA	1.02	NA
1796	NA	NA	0.63	0.68	NA	NA	1.23	0.88	NA	NA	1.12	1.2	1.57	1.54	NA	NA	NA	NA	1.41	NA
1797	NA	NA	0.57	0.5	NA	NA	0.95	0.66	NA	NA	0.55	0.54	1.48	1.94	NA	NA	NA	NA	0.94	NA
1798	NA	NA	0.76	0.66	NA	NA	1.24	0.89	NA	NA	0.84	0.66	1.51	1.75	NA	NA	NA	NA	0.96	NA
1799	NA	NA	1.07	0.77	NA	NA	1.3	0.83	NA	NA	0.82	0.81	1.53	1.55	NA	NA	NA	NA	1.05	NA
1800	NA	NA	0.98	0.7	NA	NA	1.03	0.68	NA	NA	0.52	0.5	1.47	1.4	NA	NA	NA	NA	0.75	NA
1801	NA	NA	1.07	0.68	NA	NA	1.1	0.65	NA	NA	0.71	0.64	1.45	1.38	NA	0.76	NA	NA	0.91	1.16
1802	NA	NA	2.29	0.89	NA	NA	1.2	0.87	NA	NA	0.9	0.7	1.76	1.89	NA	1	NA	NA	1.16	1.55
1803	NA	NA	1.18	0.5	NA	NA	0.65	0.6	NA	1.47	0.61	0.44	1.07	1	NA	0.26	NA	NA	0.69	1.11
1804	NA	NA	1.59	0.64	NA	2.25	1	0.7	NA	1.94	0.85	0.55	1.21	1.52	0.83	0.54	NA	NA	1.36	1.16
1805	NA	NA	1.53	1.03	NA	1.95	1.4	0.89	NA	1.79	0.8	0.81	1.43	1.68	1.01	0.65	NA	NA	1.19	1.29
1806	NA	NA	1.65	1.13	NA	2	1.32	0.98	NA	1.32	0.76	0.76	1.44	1.98	0.78	0.63	NA	NA	1.07	1.39
1807	NA	NA	1.75	1.36	NA	2.42	1.67	0.97	NA	1.77	1.11	1.13	1.3	1.59	1.04	0.73	NA	NA	1.56	1.45
1808	NA	NA	0.94	1.14	NA	1.54	0.94	0.57	NA	0.99	0.57	0.55	0.98	1.06	0.55	0.44	NA	NA	1	0.88
1809	NA	NA	0.91	1.34	NA	1.95	1.1	0.71	NA	0.95	0.69	0.7	1.14	1.14	0.54	0.69	NA	NA	1.19	1.07
1810	NA	NA	1	1.62	NA	1.79	1.43	0.86	1.19	1.21	1.09	1.27	1.31	1.24	0.49	0.59	NA	NA	1.15	1.06
1811	NA	NA	0.53	0.9	NA	1.22	1.14	0.61	0.74	0.74	0.78	0.88	0.97	0.76	0.26	0.27	NA	NA	0.53	0.69
1812	NA	NA	0.45	1.12	NA	1.34	1.01	0.56	0.93	0.94	0.75	0.73	1.05	0.87	0.52	0.37	NA	NA	0.4	0.6
1813	NA	NA	0.33	0.69	NA	1.32	1.16	0.62	0.8	0.69	0.62	0.68	0.94	0.89	0.85	0.8	NA	NA	0.39	0.47
1814	NA	NA	0.6	1.12	NA	1.55	1.71	0.98	0.95	0.84	1.02	1.2	1.11	1.19	1.14	1.05	NA	NA	0.79	0.73
