# Kuniholm - Gumushane Torul Isletmesi - PISY - ITRDB TURK004
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/3805
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-3805.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/turk004-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; turk004-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/turk004.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/turk004.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2007-07-10
#--------------------
# File_Last_Modified_Date
#   Date: 2007-07-10
#--------------------
# Title
#   Study_Name: Kuniholm - Gumushane Torul Isletmesi - PISY - ITRDB TURK004
#--------------------
# Investigators
#   Investigators: Kuniholm, P.I.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-19. NOAA Template Raw Measurements file added 2019-02-05.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Gumushane  Torul Isletmesi
#   Location: Turkey
#   Northernmost_Latitude: 40.57
#   Southernmost_Latitude: 40.57
#   Easternmost_Longitude: 39.28
#   Westernmost_Longitude: 39.28
#   Elevation_m: 1300
#--------------------
# Data_Collection
#   Collection_Name: TURK004
#   First_Year: 1717
#   Last_Year: 1988
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Pinus sylvestris L.
#   Common_Name: Scots pine
#   Tree_Species_Code: PISY
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## 129101_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 129101; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 129051_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 129051; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 129061_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 129061; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 129000_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 129000; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 129071_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 129071; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	129101_raw	129051_raw	129061_raw	129000_raw	129071_raw
1973	0.17	0.67	0.64	0.18	0.2
1974	0.19	0.37	0.55	0.17	0.15
1975	0.25	0.45	0.63	0.25	0.26
1976	0.23	0.6	0.38	0.21	0.19
1977	0.23	0.49	0.42	0.21	0.2
1978	0.2	0.42	0.47	0.19	0.19
1979	0.09	0.46	0.55	0.13	0.17
1980	0.19	0.57	0.58	0.17	0.16
1981	0.22	0.55	0.47	0.21	0.2
1982	0.19	0.55	0.2	0.22	0.26
1983	0.2	0.67	0.33	0.2	0.2
1984	0.18	0.51	0.42	0.18	0.19
1985	0.18	0.57	0.48	0.18	0.18
1986	0.29	0.75	0.8	0.27	0.25
1987	0.2	0.75	0.71	0.2	0.2
1988	NA	0.89	0.87	NA	NA
