# Kuniholm - Gumushane Torul Isletmesi - PISY - ITRDB TURK004
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/3805
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-3805.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/turk004-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; turk004-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/turk004.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/turk004.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2007-07-10
#--------------------
# File_Last_Modified_Date
#   Date: 2007-07-10
#--------------------
# Title
#   Study_Name: Kuniholm - Gumushane Torul Isletmesi - PISY - ITRDB TURK004
#--------------------
# Investigators
#   Investigators: Kuniholm, P.I.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-19. NOAA Template Raw Measurements file added 2019-02-05.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Gumushane  Torul Isletmesi
#   Location: Turkey
#   Northernmost_Latitude: 40.57
#   Southernmost_Latitude: 40.57
#   Easternmost_Longitude: 39.28
#   Westernmost_Longitude: 39.28
#   Elevation_m: 1300
#--------------------
# Data_Collection
#   Collection_Name: TURK004
#   First_Year: 1717
#   Last_Year: 1988
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Pinus sylvestris L.
#   Common_Name: Scots pine
#   Tree_Species_Code: PISY
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## 129101_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 129101; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 129051_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 129051; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 129061_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 129061; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 129000_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 129000; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 129071_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 129071; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	129101_raw	129051_raw	129061_raw	129000_raw	129071_raw
1717	0.98	NA	NA	0.96	0.94
1718	1.74	NA	NA	1.76	1.78
1719	1.49	NA	NA	1.49	1.49
1720	1.12	NA	NA	1.12	1.12
1721	1.49	NA	NA	1.47	1.45
1722	2.03	NA	NA	2.02	2.02
1723	1.42	NA	NA	1.46	1.5
1724	1.33	NA	NA	1.33	1.33
1725	0.23	NA	NA	0.19	0.15
1726	0.1	NA	NA	0.08	0.06
1727	0.19	NA	NA	0.19	0.2
1728	0.08	NA	NA	0.07	0.06
1729	0.13	NA	NA	0.13	0.14
1730	0.22	NA	NA	0.2	0.18
1731	0.1	NA	NA	0.1	0.11
1732	0.24	NA	NA	0.23	0.23
1733	0.33	NA	NA	0.31	0.3
1734	0.46	NA	NA	0.46	0.47
1735	0.69	NA	NA	0.69	0.69
1736	0.68	NA	NA	0.68	0.69
1737	0.91	NA	NA	0.92	0.94
1738	0.54	NA	NA	0.53	0.53
1739	1.08	NA	NA	1.07	1.06
1740	1.15	NA	NA	1.18	1.21
1741	0.91	NA	NA	0.92	0.93
1742	1.03	NA	NA	1.03	1.03
1743	1.37	NA	NA	1.35	1.33
1744	1.1	NA	NA	1.08	1.07
1745	0.98	NA	NA	0.96	0.94
1746	0.9	NA	NA	0.9	0.91
1747	0.98	NA	NA	0.96	0.95
1748	0.77	NA	NA	0.77	0.77
1749	0.61	NA	NA	0.6	0.59
1750	0.55	NA	NA	0.53	0.52
1751	0.77	NA	NA	0.72	0.67
1752	0.63	NA	NA	0.61	0.6
1753	0.45	NA	NA	0.45	0.46
1754	0.75	NA	NA	0.77	0.8
1755	0.95	NA	NA	0.95	0.95
1756	0.67	NA	NA	0.67	0.67
1757	0.52	NA	NA	0.48	0.44
1758	0.93	NA	NA	0.91	0.9
1759	0.94	NA	NA	0.95	0.96
1760	0.93	NA	NA	0.9	0.88
1761	0.92	NA	NA	0.92	0.93
1762	0.76	NA	NA	0.77	0.78
1763	1.25	NA	NA	1.29	1.34
1764	0.92	NA	NA	0.91	0.91
1765	0.47	NA	NA	0.45	0.43
1766	0.91	NA	NA	0.93	0.95
1767	1.03	NA	NA	0.99	0.95
1768	1.07	NA	NA	1.04	1.02
1769	1.18	NA	NA	1.19	1.21
1770	1.25	NA	NA	1.21	1.17
1771	1.43	NA	NA	1.4	1.37
1772	1	NA	NA	1.01	1.02
1773	1.11	NA	NA	1.12	1.14
1774	0.62	NA	NA	0.71	0.8
1775	0.9	NA	NA	0.95	1.01
1776	0.83	NA	NA	0.9	0.98
1777	0.79	NA	NA	0.79	0.79
1778	0.91	NA	NA	0.9	0.89
1779	0.59	NA	NA	0.6	0.61
1780	0.76	NA	NA	0.76	0.77
1781	0.85	NA	NA	0.8	0.75
1782	0.81	NA	NA	0.83	0.86
1783	1.19	NA	NA	1.16	1.14
1784	1.72	NA	NA	1.65	1.59
1785	1.28	NA	NA	1.29	1.31
1786	1.5	NA	NA	1.47	1.44
1787	1.14	NA	NA	1.1	1.06
1788	2.18	NA	NA	2.19	2.21
1789	1.37	NA	NA	1.53	1.7
1790	1.29	NA	NA	1.39	1.49
1791	1.34	NA	NA	1.39	1.45
1792	1.11	NA	NA	1.18	1.25
1793	1.37	NA	NA	1.37	1.38
1794	1.12	NA	NA	1.11	1.1
1795	1.41	NA	NA	1.48	1.55
1796	1.33	NA	NA	1.3	1.28
1797	0.92	NA	NA	0.87	0.83
1798	0.95	0.44	NA	0.91	0.88
1799	1.23	0.72	NA	1.18	1.14
1800	1.07	0.93	NA	0.99	0.91
1801	0.8	0.59	NA	0.78	0.77
1802	0.73	0.67	NA	0.82	0.91
1803	0.66	1.14	NA	0.86	1.06
1804	1.12	1.36	NA	1.22	1.33
1805	1.7	1.68	NA	1.79	1.88
1806	1.59	1.31	NA	1.56	1.54
1807	2.29	1.63	NA	2.34	2.4
1808	2.33	1.31	NA	2.41	2.49
1809	2.22	1.49	NA	2.17	2.12
1810	2.16	2.05	NA	2.07	1.98
1811	2.29	2.33	NA	2.25	2.21
1812	1.67	2.16	NA	1.68	1.7
1813	1.12	1.8	NA	1.12	1.13
1814	1.86	2.39	NA	1.88	1.9
1815	0.95	1.87	NA	0.97	0.99
1816	0.91	2.43	NA	1.02	1.13
1817	1.8	2.9	NA	1.9	2
1818	1.61	2.16	NA	1.67	1.73
1819	1.66	1.62	0.91	1.68	1.7
1820	1.21	1.39	1.09	1.25	1.3
1821	2.17	2.25	1.48	2.16	2.15
1822	1.37	1.12	1.38	1.34	1.31
1823	1.03	1.14	1.22	1.11	1.19
1824	0.98	1.33	1.32	0.96	0.95
1825	1.13	1.14	1.36	1.1	1.08
1826	0.86	1.24	1.27	0.91	0.96
1827	1.31	1.89	1.52	1.33	1.36
1828	1.1	1.35	1.33	1.09	1.09
1829	1.34	1.56	1.65	1.31	1.29
1830	1.18	1.42	1.35	1.06	0.94
1831	1.32	1.66	1.47	1.35	1.38
1832	0.83	1.5	1.05	1.04	1.25
1833	0.91	1.65	0.73	0.99	1.07
1834	0.58	1.11	0.62	0.61	0.65
1835	1.13	2.07	1.04	1.26	1.39
1836	1.33	1.77	1.05	1.37	1.41
1837	1.11	1.12	0.79	1.07	1.03
1838	0.95	2.23	0.88	0.99	1.03
1839	0.87	2.11	1	0.99	1.11
1840	0.55	0.91	0.64	0.65	0.75
1841	1.1	1.98	0.96	1.3	1.5
1842	0.92	1.21	0.7	0.91	0.91
1843	0.95	1.56	0.96	1	1.05
1844	0.85	1.3	0.88	0.95	1.05
1845	0.82	1.55	0.92	0.93	1.04
1846	0.98	1.76	1.17	1.13	1.28
1847	1.02	1.11	0.67	1.07	1.12
1848	1.3	2.22	1.22	1.28	1.26
1849	0.94	1.59	1.05	0.94	0.95
1850	1.26	1.91	1.22	1.3	1.34
1851	0.99	1.44	1.02	0.94	0.9
1852	1.26	1.74	0.74	1.25	1.25
1853	1.15	1.51	0.92	1.17	1.19
1854	1.09	1.44	0.91	1.04	1
1855	1.15	1.41	1.07	1.16	1.17
1856	0.75	1	0.61	0.72	0.69
1857	0.85	1.3	0.36	0.81	0.77
1858	0.69	0.81	0.36	0.69	0.7
1859	1.09	1.74	0.68	1.07	1.06
1860	0.88	1.15	0.59	0.84	0.81
1861	0.91	1.28	0.85	0.86	0.81
1862	0.57	1.27	0.62	0.56	0.55
1863	0.67	1.42	0.73	0.64	0.62
1864	0.62	1.55	0.83	0.69	0.77
1865	0.75	1.56	0.92	0.7	0.66
1866	0.61	1.51	1.05	0.59	0.58
1867	0.42	1.2	0.73	0.4	0.39
1868	0.37	0.99	0.69	0.38	0.39
1869	0.47	0.92	0.77	0.44	0.42
1870	0.24	0.87	0.65	0.26	0.28
1871	0.49	1.25	0.69	0.52	0.55
1872	0.55	1.33	0.64	0.56	0.57
1873	0.67	1.21	0.55	0.62	0.57
1874	0.52	1.4	0.71	0.5	0.48
1875	0.59	1.11	0.7	0.52	0.45
1876	0.5	0.99	0.63	0.43	0.36
1877	0.4	0.68	0.55	0.41	0.42
1878	0.38	0.98	0.76	0.39	0.41
1879	0.44	1.02	0.77	0.44	0.45
1880	0.4	1.37	0.81	0.39	0.39
1881	0.51	1.31	0.85	0.52	0.54
1882	0.39	0.92	0.77	0.4	0.42
1883	0.62	0.84	0.67	0.59	0.57
1884	0.56	1.01	0.5	0.52	0.48
1885	0.64	1.19	0.81	0.6	0.56
1886	0.56	0.9	0.89	0.54	0.53
1887	0.39	0.66	0.82	0.38	0.38
1888	0.54	1.28	1.06	0.54	0.54
1889	0.5	0.89	0.86	0.51	0.52
1890	0.38	0.82	0.85	0.37	0.37
1891	0.37	1	0.98	0.38	0.39
1892	0.29	0.92	0.86	0.28	0.28
1893	0.26	0.56	0.53	0.26	0.26
1894	0.28	0.6	0.72	0.27	0.26
1895	0.3	0.61	0.78	0.35	0.41
1896	0.42	0.62	0.86	0.38	0.35
1897	0.42	0.75	0.95	0.38	0.35
1898	0.53	1.02	1.04	0.54	0.55
1899	0.4	0.71	0.9	0.42	0.45
1900	0.53	0.78	1.15	0.47	0.42
1901	0.45	0.85	1.07	0.43	0.41
1902	0.57	0.69	1.02	0.53	0.5
1903	0.67	0.95	1	0.66	0.66
1904	0.42	0.69	0.78	0.4	0.38
1905	0.4	0.73	0.77	0.39	0.38
1906	0.48	0.7	1.03	0.46	0.44
1907	0.39	0.63	1.01	0.34	0.29
1908	0.4	0.62	1.04	0.35	0.3
1909	0.33	0.44	0.85	0.28	0.24
1910	0.38	0.81	0.96	0.36	0.34
1911	0.26	0.54	0.73	0.27	0.28
1912	0.28	0.56	0.9	0.26	0.25
1913	0.27	0.55	0.78	0.28	0.29
1914	0.25	0.73	0.93	0.25	0.26
1915	0.23	0.81	1.13	0.24	0.26
1916	0.28	0.65	0.84	0.28	0.28
1917	0.44	0.72	0.95	0.41	0.38
1918	0.39	0.59	1	0.44	0.49
1919	0.54	0.51	1.27	0.56	0.59
1920	0.43	0.42	1.02	0.44	0.45
1921	0.37	0.42	0.82	0.37	0.37
1922	0.45	0.72	0.98	0.45	0.45
1923	0.54	0.64	0.83	0.49	0.45
1924	0.4	0.63	0.76	0.42	0.45
1925	0.37	0.61	0.53	0.34	0.32
1926	0.46	0.4	0.53	0.46	0.46
1927	0.38	0.42	0.53	0.36	0.34
1928	0.27	0.3	0.44	0.28	0.29
1929	0.44	0.43	0.59	0.44	0.44
1930	0.31	0.61	0.77	0.28	0.26
1931	0.26	0.52	0.73	0.27	0.28
1932	0.28	0.56	0.63	0.28	0.28
1933	0.48	0.45	0.72	0.44	0.41
1934	0.37	0.46	0.79	0.36	0.35
1935	0.27	0.24	0.74	0.27	0.27
1936	0.36	0.52	1.08	0.36	0.36
1937	0.4	0.46	0.97	0.37	0.35
1938	0.31	0.42	0.93	0.33	0.35
1939	0.25	0.44	0.79	0.3	0.35
1940	0.53	0.39	0.98	0.52	0.52
1941	0.39	0.45	0.99	0.39	0.39
1942	0.33	0.31	0.75	0.31	0.3
1943	0.3	0.29	0.76	0.31	0.32
1944	0.36	0.3	0.61	0.35	0.35
1945	0.21	0.19	0.5	0.21	0.21
1946	0.24	0.26	0.62	0.26	0.28
1947	0.21	0.24	0.51	0.2	0.19
1948	0.22	0.27	0.52	0.22	0.23
1949	0.2	0.29	0.38	0.18	0.17
1950	0.21	0.43	0.33	0.23	0.26
1951	0.27	0.38	0.35	0.29	0.31
1952	0.25	0.31	0.49	0.21	0.18
1953	0.27	0.34	0.48	0.24	0.22
1954	0.22	0.47	0.45	0.26	0.31
1955	0.12	0.29	0.35	0.12	0.12
1956	0.14	0.29	0.37	0.15	0.17
1957	0.24	0.39	0.38	0.22	0.21
1958	0.22	0.37	0.42	0.21	0.21
1959	0.19	0.45	0.55	0.19	0.19
1960	0.24	0.51	0.46	0.23	0.22
1961	0.21	0.58	0.46	0.23	0.26
1962	0.26	0.68	0.42	0.27	0.28
1963	0.25	0.56	0.48	0.23	0.22
1964	0.22	0.65	0.48	0.2	0.18
1965	0.22	0.82	0.6	0.22	0.23
1966	0.2	0.76	0.58	0.21	0.23
1967	0.3	0.61	0.57	0.26	0.22
1968	0.25	0.57	0.53	0.24	0.23
1969	0.21	0.78	0.68	0.19	0.18
1970	0.15	0.74	0.75	0.17	0.2
1971	0.32	0.62	0.79	0.24	0.17
1972	0.23	0.87	0.54	0.22	0.22
