# Linderholm - Anebymossen - PISY - ITRDB SWED314
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/6128
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-6128.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/swed314-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; swed314-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/swed314.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/swed314.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2008-06-05
#--------------------
# File_Last_Modified_Date
#   Date: 2008-06-05
#--------------------
# Title
#   Study_Name: Linderholm - Anebymossen - PISY - ITRDB SWED314
#--------------------
# Investigators
#   Investigators: Linderholm, H.W.(https://orcid.org/0000-0002-1522-8919)
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-19. NOAA Template Raw Measurements file added 2019-02-05.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Anebymossen
#   Location: Sweden
#   Northernmost_Latitude: 57.85
#   Southernmost_Latitude: 57.85
#   Easternmost_Longitude: 14.63
#   Westernmost_Longitude: 14.63
#   Elevation_m: 295
#--------------------
# Data_Collection
#   Collection_Name: SWED314
#   First_Year: 1846
#   Last_Year: 1996
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Pinus sylvestris L.
#   Common_Name: Scots pine
#   Tree_Species_Code: PISY
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## AMWE0019_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AMWE0019; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AMWE0039_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AMWE0039; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AMWE0049_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AMWE0049; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AMWE0069_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AMWE0069; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AMWE0079_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AMWE0079; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AMWE0089_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AMWE0089; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AMWE0099_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AMWE0099; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AMWE0119_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AMWE0119; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AMWE0129_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AMWE0129; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AMWE0139_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AMWE0139; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AMWE0149_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AMWE0149; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AMWE0159_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AMWE0159; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AMWE0169_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AMWE0169; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AMWE0179_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AMWE0179; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AMWE0199_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AMWE0199; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AMWE0209_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AMWE0209; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AMWE0219_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AMWE0219; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AMWE0229_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AMWE0229; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AMWE0239_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AMWE0239; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AMWE0021_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AMWE0021; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AMWE0242_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AMWE0242; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	AMWE0019_raw	AMWE0039_raw	AMWE0049_raw	AMWE0069_raw	AMWE0079_raw	AMWE0089_raw	AMWE0099_raw	AMWE0119_raw	AMWE0129_raw	AMWE0139_raw	AMWE0149_raw	AMWE0159_raw	AMWE0169_raw	AMWE0179_raw	AMWE0199_raw	AMWE0209_raw	AMWE0219_raw	AMWE0229_raw	AMWE0239_raw	AMWE0021_raw	AMWE0242_raw
1846	NA	NA	NA	NA	NA	NA	NA	0.68	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1847	NA	NA	NA	NA	NA	NA	NA	1.26	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1848	NA	NA	NA	NA	NA	NA	NA	0.64	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1849	NA	NA	NA	NA	NA	NA	NA	0.79	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1850	NA	NA	NA	NA	NA	NA	NA	0.69	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1851	NA	NA	NA	NA	NA	NA	NA	0.77	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1852	NA	NA	NA	NA	NA	NA	NA	0.86	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1853	NA	NA	0.35	NA	NA	NA	NA	0.76	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1854	NA	NA	0.29	NA	NA	NA	NA	0.93	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1855	NA	NA	0.27	NA	NA	NA	NA	0.81	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1856	NA	NA	0.22	NA	NA	NA	NA	0.22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1857	NA	NA	0.19	NA	NA	NA	NA	0.58	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1858	NA	NA	0.83	NA	NA	NA	NA	0.94	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1859	NA	NA	0.76	NA	NA	NA	NA	0.85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1860	NA	NA	0.87	NA	NA	NA	NA	0.77	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1861	NA	NA	0.43	NA	NA	NA	NA	0.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1862	NA	NA	0.38	NA	NA	NA	NA	0.98	NA	NA	NA	NA	NA	NA	NA	0.71	NA	NA	NA	NA	NA
1863	NA	NA	0.31	NA	NA	NA	NA	0.48	NA	NA	NA	NA	NA	NA	NA	0.38	NA	NA	NA	NA	NA
1864	NA	NA	0.34	NA	NA	NA	NA	0.28	NA	NA	NA	NA	NA	NA	NA	0.45	NA	NA	NA	NA	NA
1865	NA	NA	0.51	NA	NA	NA	NA	0.66	NA	NA	NA	NA	NA	NA	NA	0.43	NA	NA	NA	NA	NA
1866	NA	NA	0.38	NA	NA	NA	NA	0.4	NA	NA	NA	NA	NA	NA	NA	0.35	NA	NA	NA	NA	NA
1867	NA	NA	0.34	NA	NA	NA	NA	0.81	NA	NA	NA	NA	NA	NA	NA	0.33	NA	NA	NA	NA	NA
1868	NA	NA	0.33	NA	NA	NA	NA	0.9	NA	NA	NA	NA	NA	NA	NA	0.38	NA	NA	NA	NA	NA
1869	NA	NA	0.66	NA	NA	NA	NA	0.49	NA	NA	NA	NA	NA	NA	NA	0.22	NA	NA	NA	NA	NA
1870	NA	NA	0.67	NA	NA	NA	NA	0.77	NA	NA	NA	NA	NA	NA	NA	0.2	NA	NA	NA	NA	NA
1871	NA	NA	0.56	NA	NA	NA	NA	0.49	NA	NA	NA	NA	NA	NA	NA	0.16	NA	NA	NA	NA	NA
1872	NA	NA	0.6	NA	NA	NA	0.23	0.57	NA	NA	NA	NA	NA	NA	NA	0.16	NA	NA	NA	NA	NA
1873	NA	NA	0.47	NA	NA	NA	0.21	0.34	NA	NA	NA	NA	NA	NA	NA	0.19	NA	NA	NA	NA	NA
1874	NA	NA	0.53	NA	NA	NA	0.23	0.34	NA	NA	NA	NA	NA	NA	NA	0.18	NA	NA	NA	NA	NA
1875	NA	NA	0.93	NA	NA	NA	0.17	0.62	NA	NA	NA	NA	NA	NA	NA	0.3	NA	NA	NA	NA	NA
1876	NA	NA	0.76	NA	NA	NA	0.23	0.65	NA	NA	NA	NA	NA	NA	NA	0.24	NA	NA	NA	NA	NA
1877	NA	NA	1.06	NA	NA	NA	0.23	0.64	NA	NA	NA	NA	NA	NA	NA	0.24	NA	NA	NA	NA	NA
1878	NA	NA	0.67	NA	0.47	NA	0.29	0.67	NA	1.21	NA	NA	NA	NA	NA	0.2	NA	NA	NA	NA	NA
1879	NA	NA	0.75	NA	1	NA	0.43	0.46	NA	1.09	NA	NA	NA	NA	NA	0.22	NA	NA	NA	NA	NA
1880	NA	NA	0.99	NA	1.22	NA	0.39	0.96	0.81	1.56	NA	NA	NA	NA	NA	0.41	NA	NA	NA	NA	NA
1881	NA	NA	0.55	0.36	0.91	NA	0.3	0.61	0.65	0.87	NA	NA	NA	NA	NA	0.33	NA	NA	NA	NA	NA
1882	NA	NA	0.4	0.32	0.77	NA	0.23	0.55	0.73	1.04	NA	NA	NA	NA	NA	0.17	NA	NA	NA	NA	NA
1883	NA	NA	0.31	0.21	0.74	NA	0.32	0.38	0.75	0.58	NA	NA	NA	NA	NA	0.23	NA	0.29	NA	NA	NA
1884	NA	NA	0.48	0.27	0.94	NA	0.28	0.69	0.8	0.78	NA	NA	NA	NA	NA	0.24	NA	0.36	NA	NA	NA
1885	NA	NA	0.29	0.22	0.87	NA	0.34	0.7	1	0.7	NA	NA	NA	NA	NA	0.23	NA	0.36	NA	NA	NA
1886	NA	NA	0.43	0.24	1.13	NA	0.3	0.67	0.92	0.81	NA	NA	NA	NA	NA	0.2	NA	0.33	NA	NA	NA
1887	NA	NA	0.34	0.16	0.71	NA	0.29	0.52	0.89	0.43	NA	NA	NA	NA	NA	0.27	NA	0.34	NA	NA	NA
1888	NA	NA	0.37	0.15	0.83	NA	0.27	0.45	0.94	0.44	NA	NA	NA	NA	NA	0.45	NA	0.51	NA	NA	NA
1889	NA	NA	0.46	0.13	1.11	NA	0.23	0.64	1.2	0.52	NA	NA	NA	NA	NA	0.55	NA	0.44	NA	NA	NA
1890	NA	NA	0.45	0.18	1.22	NA	0.3	0.58	1.12	0.65	NA	NA	NA	NA	NA	0.5	NA	0.85	NA	NA	NA
1891	NA	NA	0.5	0.18	0.9	NA	0.3	0.47	0.92	0.54	NA	NA	NA	NA	NA	0.65	NA	0.44	NA	NA	NA
1892	NA	NA	0.69	0.26	0.84	NA	0.41	0.69	1.34	0.7	NA	NA	NA	NA	NA	0.77	NA	0.68	NA	NA	NA
1893	NA	NA	0.63	0.29	0.68	NA	0.39	0.7	1.32	0.62	NA	NA	NA	NA	NA	0.72	NA	0.69	NA	NA	NA
1894	0.53	NA	0.39	0.28	0.48	NA	0.3	0.56	1.28	0.73	NA	NA	NA	NA	NA	0.48	NA	0.61	NA	NA	NA
1895	0.65	NA	0.35	0.26	0.51	NA	0.35	0.35	1.25	0.69	NA	NA	NA	NA	NA	0.32	NA	0.49	NA	NA	NA
1896	0.57	NA	0.39	0.39	0.6	NA	0.27	0.66	1.45	0.68	NA	NA	NA	NA	NA	0.56	NA	0.73	NA	NA	NA
1897	0.51	NA	0.47	0.33	0.76	NA	0.33	0.69	1.49	0.72	NA	1.15	NA	NA	NA	0.53	NA	0.72	NA	NA	NA
1898	0.75	NA	0.74	0.52	0.91	NA	0.39	0.61	1	0.7	NA	1.01	NA	NA	1.43	0.39	NA	0.92	NA	NA	NA
