# Kairaitis - Vidukle - QURO - ITRDB LITH033
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/22296
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-22296.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/lith033-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; lith033-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/lith033.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/lith033.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2017-02-13
#--------------------
# File_Last_Modified_Date
#   Date: 2017-02-13
#--------------------
# Title
#   Study_Name: Kairaitis - Vidukle - QURO - ITRDB LITH033
#--------------------
# Investigators
#   Investigators: Kairaitis, J.; Sohar, K.; Vitas, A.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-02-05.
#--------------------
# Publication
#   Authors: Kristina Sohar, Adomas Vitas, Alar Läänelaid
#   Journal_Name: Dendrochronologia
#   Published_Title: Sapwood estimates of pedunculate oak (Quercus robur L.) in eastern Baltic
#   Published_Date_or_Year: 2012
#   Volume: 30
#   Pages: 49-56
#   Issue: 1
#   Report_Number: 
#   DOI: 10.1016/j.dendro.2011.08.001
#   Full_Citation: None
#   Abstract: Pedunculate oak (Quercus robur L.) is one of the widely used and dendrochronologically investigated species in Europe. Still, it is a problematical dating object if its outermost section is missing partly or totally. Thus, we need sapwood estimation of living trees. As sapwood amount varies geographically, numbers of sapwood rings have been published for different regions in Europe but no such estimation has been done for the Baltic States yet. Therefore, this paper deals with the estimation of pedunculate oak sapwood growing in the eastern Baltic region, i.e. in Finland, Estonia, Latvia, and Lithuania.# # In total, 668 oak core samples of living trees from 43 stands were investigated. Ring widths were measured and the number of sapwood rings was determined according to two criteria: difference of colour and absence of tyloses in earlywood vessels. The samples were divided into two sets, according to the tH-values between site chronologies and the major geobotanical sub-provinces. Thus, the nine Finnish and western Estonian sites were attributed to the western region and the 34 eastern Estonian, Latvian and Lithuanian sites to the eastern region.# # As the result of a statistical analysis, we explain that the number of oak sapwood rings ranges from 4.09 to 20.85 and 6.45 to 18.02 within 95% confidence limits in the western and eastern regions, respectively. For the three Baltic countries and southern Finland in general, we recommend to consider a sapwood estimate of 6.18-18.71 rings. Regarding earlier studies, the general European trend of decreasing sapwood ring number towards the east was confirmed. A geographical pattern of eastward decrease of the median sapwood ring number was noticed in the Baltics as well. The chronology based upon 668 samples of living oak trees from all sites covered the period of 1631-2008.
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Vidukle
#   Location: Lithuania
#   Northernmost_Latitude: 55.435
#   Southernmost_Latitude: 55.435
#   Easternmost_Longitude: 22.93
#   Westernmost_Longitude: 22.93
#   Elevation_m: 130
#--------------------
# Data_Collection
#   Collection_Name: LITH033
#   First_Year: 1833
#   Last_Year: 1971
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Quercus robur L. = Quercus pendunculata Ehrl.
#   Common_Name: English oak
#   Tree_Species_Code: QURO
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## VIDUKL02_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: VIDUKL02; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## VIDUKL03_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: VIDUKL03; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## VIDUKL09_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: VIDUKL09; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## VIDUKL12_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: VIDUKL12; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## VIDUKL13_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: VIDUKL13; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## VIDUKL14_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: VIDUKL14; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## VIDUKL16_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: VIDUKL16; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## VIDUKL17_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: VIDUKL17; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## VIDUKL18_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: VIDUKL18; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## VIDUKL19_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: VIDUKL19; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## VIDUKL20_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: VIDUKL20; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## VIDUKL22_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: VIDUKL22; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## VIDUKL23_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: VIDUKL23; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## VIDUKL28_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: VIDUKL28; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## VIDUKL32_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: VIDUKL32; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	VIDUKL02_raw	VIDUKL03_raw	VIDUKL09_raw	VIDUKL12_raw	VIDUKL13_raw	VIDUKL14_raw	VIDUKL16_raw	VIDUKL17_raw	VIDUKL18_raw	VIDUKL19_raw	VIDUKL20_raw	VIDUKL22_raw	VIDUKL23_raw	VIDUKL28_raw	VIDUKL32_raw
1833	NA	NA	1.61	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1834	NA	NA	2.63	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1835	NA	NA	2.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1836	NA	NA	1.88	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1837	NA	NA	1.91	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1838	NA	NA	2.12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1839	NA	NA	3.37	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1840	NA	NA	3.07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1841	NA	NA	2.96	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1842	NA	NA	3.35	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1843	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1844	NA	3.43	2.29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1845	NA	3.07	1.99	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1846	NA	3.77	3.22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1847	NA	2.49	2.19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.91	NA
1848	NA	2	1.51	NA	NA	1.99	NA	NA	NA	NA	NA	NA	NA	4.3	NA
1849	NA	3.79	3.76	NA	NA	4.21	NA	NA	NA	NA	NA	NA	NA	6.74	NA
1850	NA	3.6	3.35	3.45	NA	4.05	NA	NA	NA	NA	NA	NA	NA	6.37	NA
1851	NA	2.74	2.25	3.02	NA	3.49	NA	NA	NA	NA	NA	NA	NA	5.56	NA
1852	NA	3.56	3.18	2.56	NA	3.59	NA	2.46	NA	NA	NA	NA	NA	4.91	NA
1853	NA	3.79	3.69	2.5	NA	3.6	NA	2.88	NA	NA	NA	NA	NA	4.54	NA
1854	NA	3.16	3.11	2.43	NA	3.09	NA	3.53	NA	NA	NA	NA	NA	4.17	NA
1855	NA	3.06	2.61	2.36	2.09	2.64	NA	1.97	NA	NA	NA	NA	NA	2.52	NA
1856	2.29	2.46	2.24	1.72	2.18	2.93	NA	2.35	NA	NA	NA	NA	NA	2.61	NA
1857	1.45	2.19	2.61	2.44	2.11	3.28	NA	2.89	NA	NA	NA	NA	NA	3.38	NA
1858	1.06	1.45	1.68	1.88	1.7	2.78	2.65	1.85	NA	NA	NA	NA	NA	2.74	1.67
1859	1.32	1.7	1.95	1.73	1.66	2.49	1.84	1.79	NA	NA	NA	NA	2.58	2.21	1.25
1860	1.98	1.64	2.38	1.82	2.17	3.12	2.81	3.13	NA	NA	NA	NA	2.55	2.58	2.04
1861	2.54	2.36	3.75	2.44	3.87	3.22	3.33	3.56	NA	NA	NA	NA	3.76	3.33	2.99
1862	1.85	2.06	2.8	1.69	2.13	1.82	3.35	3.15	NA	NA	NA	NA	2.52	2.36	2.39
1863	1.73	1.48	2.07	1.93	1.66	1.38	2.63	2.19	NA	NA	NA	NA	2.24	2.17	1.96
1864	2.3	1.96	2.75	1.98	2.83	2.02	2.75	2.83	NA	NA	NA	NA	2.33	2.33	2.11
1865	1.69	2.32	2.51	1.38	1.71	1.99	2.56	2.36	NA	2.31	NA	NA	2.19	1.5	2.11
1866	1.99	1.68	2.06	1.25	1.64	2.33	2.6	2.67	NA	2.25	NA	NA	2.08	1.65	1.89
1867	2.81	2.02	2.17	1.44	3.07	2.37	2.5	3.28	NA	1.8	NA	3.02	2.06	2.06	2.17
1868	1.8	1.6	1.69	1.49	1.84	2.95	2.98	2.68	NA	1.42	NA	3.19	1.94	1.88	2.1
1869	2.14	2.14	1.75	1.63	1.54	1.87	1.82	1.45	2.5	0.7	NA	2	1.73	0.82	1.63
1870	1.74	2.13	1.69	1.48	1.1	1.88	1.98	2.26	2.91	1.21	NA	1.41	1.88	1.17	1.7
1871	1.74	2.55	2.21	1.29	1.36	1.79	2.55	2.26	3.06	1.02	1.94	1.95	2.16	1.48	1.62
1872	1.25	1.7	1.66	0.87	0.99	1.56	1.68	1.62	1.89	0.64	1.77	1.77	1.51	1.25	1.26
1873	2.1	1.82	2.57	1.18	1.53	2.12	2.21	1.89	2.63	1.27	2.58	3.17	2.19	1.58	1.99
1874	1.55	1.4	1.72	0.88	1.1	1.75	1.77	1.75	2.21	1.53	2.05	2.33	1.73	1.36	1.42
1875	1.64	1.48	2.02	0.96	1.05	1.94	2.21	2.36	2.22	1.64	1.86	2.84	1.96	1.58	1.66
1876	1.21	0.94	1.31	0.98	0.9	1.74	1.49	1.19	1.84	1.57	2.38	1.99	1.58	1.3	1.67
1877	2.06	1.08	1.32	1.22	0.96	1.9	1.6	2.18	2.27	1.98	1.42	2.52	1.79	1.41	1.63
1878	1.88	0.87	1.04	1.06	0.67	1.67	1.58	2.43	2.35	2.38	1.32	3.13	1.63	1.68	1.22
1879	1.92	1.15	1.26	1.09	0.83	1.5	1.79	3.34	3.49	2.09	1.5	3.57	2.1	1.56	1.39
1880	2.03	1.64	1.72	1.19	0.85	1.63	1.92	2.3	3.93	2.65	2.28	4.19	2.23	1.87	1.55
1881	1.3	0.99	1.11	0.88	0.8	1.45	1.09	1.28	2.35	2.36	1.61	2.76	1.56	1.36	1.23
1882	1.69	1.11	1.55	1.13	0.84	1.83	1.57	2.4	5.04	2.61	2.9	4.49	2.23	1.43	1.58
1883	1.26	1	1.15	0.86	0.72	1.48	1.22	1.79	3.53	2.08	2.2	4.46	2.31	1.25	1.28
1884	1.71	0.79	0.86	1.13	0.78	1.58	1.48	2.19	2.9	2.56	3.33	4.89	2.19	1.77	1.59
1885	1.57	1.07	0.85	1.02	0.77	1.83	1.44	1.57	3.65	2.33	2.64	5.21	2.44	2.14	1.47
1886	1.35	1.2	0.95	0.96	0.74	1.96	1.88	1.81	3.69	2.29	2.69	5.29	2.82	2.21	2.07
1887	1.21	1.14	0.91	0.84	0.82	1.75	1.37	1.34	2.6	2.14	1.97	3.62	2.33	1.66	1.54
1888	1.14	1.05	0.77	0.65	0.52	1.2	1.09	0.95	2.43	1.9	1.97	3.08	1.93	1.84	1.43
1889	1.22	0.8	0.72	0.59	0.86	1.53	1.16	1.1	2.14	2.08	2.41	4.34	2.08	1.87	1.52
1890	1.64	1.35	1.18	0.74	0.95	2.08	1.8	2.2	4.35	3.11	3.62	5.15	3.2	3.22	2.19
1891	1.28	1.02	0.98	0.99	0.75	1.9	1.15	1.22	3.86	2.33	2.68	2.94	2.02	1.6	1.66
1892	1.28	1.17	1.16	1.03	0.4	1.61	1.7	2.04	4.16	2.96	2.79	2.72	2.02	1.78	1.8
1893	1.22	0.8	0.98	1.28	0.44	1.67	1.22	1.5	3.6	2.35	2.45	3.09	2.04	1.83	1.51
1894	1.27	1.08	0.86	1.59	0.57	1.73	1.13	1.8	3.33	2.95	2.61	3.61	2	1.96	2.22
1895	0.79	0.75	0.8	2.22	0.44	1.63	1.38	1.39	2.97	2.92	2.86	2.9	1.55	1.57	2.01
1896	1.01	1.04	0.94	3.02	0.6	1.83	1.8	2.29	3.49	3.07	2.97	3.38	2.42	1.98	2.27
1897	1.08	1.49	1.39	3.02	0.67	1.96	1.86	2.95	4.54	3.83	3.49	3.84	2.85	1.79	2.4
1898	1.09	1.45	1.02	2.15	0.7	1.82	1.48	2.4	3.02	2.8	2.66	3.1	2.29	1.36	1.96
1899	0.91	0.77	0.87	1.44	0.49	1.31	1.06	1.45	1.77	2.03	2.28	2.34	1.44	1.33	1.48
