# Hartl - Höllengebirge, Salzberg B - FASY - ITRDB AUT119
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/37481
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-37481.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords:
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/aut119-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/aut119.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/aut119.txt
#   Supplemental_Description: Text File; Correlation Stats
#--------------------
# Contribution_Date
#   Date: 2023-02-17
#--------------------
# File_Last_Modified_Date
#   Date: 2023-02-17
#--------------------
# Title
#   Study_Name: Hartl - Höllengebirge, Salzberg B - FASY - ITRDB AUT119
#--------------------
# Investigators
#   Investigators: Hartl, Claudia; Rothe, Andreas
#--------------------
# Description_Notes_and_Keywords
#   Description: nan
#--------------------
# Publication
#   Authors: Zang, Christian; Claudia Hartl-Meier; Christoph Dittmar; Andreas Rothe; Annette Menzel
#   Published_Date_or_Year: 2014
#   Published_Title: Patterns of drought tolerance in major European temperate forest trees: climatic drivers and levels of variability
#   Journal_Name: Glob Change Biol
#   Volume: 
#   Edition:
#   Issue:
#   Pages: 
#   DOI: 10.1111/gcb.12637
#   Full_Citation:
#   Abstract:
#   Authors:
#   Published_Date_or_Year:
#   Published_Title:
#   Journal_Name:
#   Volume:
#   Edition:
#   Issue:
#   Pages:
#   DOI:
#   Full_Citation: Hartl-Meier C, Rothe A (2014) Zuwachsreaktionen des Bergwaldes auf Klimaänderungen. LWF aktuell 99, 42–44. 
#   Abstract:
#--------------------
# Funding_Agency
#   Funding_Agency_Name: Bavarian State Ministry for Food, Agriculture and Forestry
#   Grant: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:  EU program INTERREG 
#   Grant:   J00183
#--------------------
# Site_Information
#   Site_Name: Höllengebirge, Salzberg B
#   Location: Austria
#   Northernmost_Latitude: 47.808
#   Southernmost_Latitude: 47.808
#   Easternmost_Longitude: 13.591
#   Westernmost_Longitude: 13.591
#   Elevation_m: 1209
#--------------------
# Data_Collection
#   Collection_Name: AUT119
#   First_Year: 1758
#   Last_Year: 2010
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords: width
#   Notes:
#--------------------
# Species
#   Species_Name: Fagus sylvatica L.
#   Common_Name: European beech
#   Tree_Species_Code: FASY
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## MWSB501C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWSB501C_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWSB501O_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWSB501O_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWSB502C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWSB502C_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWSB502O_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWSB502O_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWSB503C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWSB503C_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWSB503O_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWSB503O_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWSB504C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWSB504C_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWSB504O_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWSB504O_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWSB505C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWSB505C_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWSB505O_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWSB505O_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWSB506C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWSB506C_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWSB506O_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWSB506O_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWSB507C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWSB507C_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWSB507O_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWSB507O_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWSB508C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWSB508C_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWSB508O_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWSB508O_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWSB509C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWSB509C_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWSB509O_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWSB509O_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWSB514C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWSB514C_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWSB514O_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWSB514O_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	MWSB501C_raw	MWSB501O_raw	MWSB502C_raw	MWSB502O_raw	MWSB503C_raw	MWSB503O_raw	MWSB504C_raw	MWSB504O_raw	MWSB505C_raw	MWSB505O_raw	MWSB506C_raw	MWSB506O_raw	MWSB507C_raw	MWSB507O_raw	MWSB508C_raw	MWSB508O_raw	MWSB509C_raw	MWSB509O_raw	MWSB514C_raw	MWSB514O_raw
1758	NA	NA	NA	NA	NA	NA	0.91	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1759	NA	NA	NA	NA	NA	NA	2.82	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1760	NA	NA	NA	NA	NA	NA	2.45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1761	NA	NA	NA	NA	NA	NA	1.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1762	NA	NA	NA	NA	NA	NA	1.01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1763	NA	NA	NA	NA	NA	NA	2.23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1764	NA	NA	NA	NA	NA	NA	1.18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1765	NA	NA	NA	NA	NA	NA	2.81	NA	NA	NA	NA	NA	1.22	NA	NA	NA	NA	NA	NA	NA
1766	NA	NA	NA	NA	NA	NA	2.56	3.92	NA	NA	NA	NA	1.59	NA	NA	NA	NA	NA	NA	NA
1767	NA	NA	NA	NA	NA	NA	2.23	2.78	NA	NA	NA	NA	0.65	NA	NA	NA	NA	NA	NA	NA
1768	NA	NA	NA	NA	NA	NA	1.86	1.81	NA	NA	NA	1.66	0.72	NA	NA	NA	NA	NA	NA	NA
1769	NA	NA	NA	NA	NA	NA	1.59	1.85	NA	NA	NA	1.07	0.89	NA	NA	NA	NA	NA	NA	NA
1770	NA	NA	NA	NA	NA	NA	1.57	1.84	NA	NA	NA	1.09	0.96	NA	NA	NA	NA	NA	NA	NA
1771	NA	NA	NA	NA	NA	NA	1.88	2.29	NA	NA	NA	1.25	0.55	NA	1.7	NA	NA	NA	NA	NA
1772	NA	NA	NA	NA	NA	NA	2.22	3.05	NA	NA	NA	1.49	0.58	NA	1.72	NA	NA	NA	NA	NA
1773	NA	NA	NA	NA	NA	NA	1.76	2.29	NA	NA	NA	1.71	1.03	NA	1.05	NA	NA	NA	NA	NA
1774	NA	NA	NA	NA	NA	NA	1.62	1.3	NA	NA	NA	2.08	1.28	0.58	0.88	NA	NA	NA	NA	NA
1775	NA	NA	NA	NA	NA	NA	1.24	1.59	NA	NA	NA	1.99	1.32	1.16	0.84	NA	NA	NA	NA	NA
1776	NA	NA	NA	NA	NA	NA	1.37	1.55	NA	NA	NA	1.94	0.87	1.5	1.15	NA	NA	NA	NA	NA
1777	NA	NA	NA	NA	1.11	NA	1.6	1.34	NA	NA	NA	1.81	2.01	1.29	1.07	NA	NA	NA	NA	NA
1778	NA	NA	NA	NA	1.09	NA	1.38	1.88	NA	NA	NA	1.4	1.01	1.44	1.27	NA	NA	NA	NA	NA
1779	NA	NA	NA	NA	1.06	NA	1.51	1.49	NA	NA	NA	0.86	2.96	1.09	0.82	NA	NA	NA	0.82	NA
1780	NA	NA	NA	NA	1.28	NA	1.74	1.53	NA	NA	NA	1.3	0.48	1.78	1.74	NA	NA	NA	1.71	NA
1781	NA	NA	NA	NA	0.09	NA	0.76	0.58	NA	NA	NA	0.56	0.19	0.53	0.36	NA	NA	NA	0.2	NA
1782	NA	NA	NA	NA	0.23	NA	0.82	0.84	NA	NA	NA	1	1.31	1.43	0.66	NA	NA	NA	0.39	NA
1783	NA	NA	NA	NA	0.66	NA	1.66	1.76	NA	NA	NA	1.68	1.79	1.45	1.4	NA	NA	NA	0.61	NA
1784	NA	NA	NA	NA	0.54	NA	1.97	1.82	NA	NA	NA	1.42	1.34	1.21	1.19	NA	NA	NA	0.8	NA
1785	NA	NA	NA	NA	0.57	NA	1.27	1.37	NA	NA	NA	1.15	0.93	0.54	0.7	NA	NA	NA	0.52	NA
1786	NA	NA	NA	NA	0.35	NA	1.29	1.22	NA	NA	NA	0.79	0.73	0.44	0.58	NA	NA	NA	0.4	NA
1787	NA	NA	NA	NA	0.54	NA	2.49	2.14	NA	NA	NA	1.48	1.31	0.44	1.05	NA	NA	NA	1.09	NA
1788	NA	NA	NA	NA	0.89	NA	1.9	1.88	NA	NA	NA	1.21	0.96	0.48	0.96	NA	NA	NA	1.09	NA
1789	NA	NA	NA	NA	1.18	NA	1.46	1.39	NA	NA	0.61	1.11	1.11	0.44	0.84	NA	NA	NA	0.82	NA
1790	0.23	NA	NA	NA	0.82	NA	1.76	1.83	NA	NA	0.4	0.99	0.83	0.47	0.88	NA	NA	NA	0.82	NA
1791	0.26	NA	NA	NA	0.72	NA	2.08	2.01	NA	NA	0.41	1.44	1.04	0.53	1.13	NA	NA	NA	0.99	NA
1792	0.4	NA	NA	1.56	0.61	NA	2.02	1.89	NA	NA	0.44	1.18	0.96	0.85	1.14	1	NA	NA	0.83	NA
1793	0.35	NA	NA	0.76	0.23	NA	0.93	0.78	NA	NA	0.13	0.39	0.39	0.2	0.31	0.22	NA	NA	0.19	NA
1794	0.35	NA	NA	1.64	0.87	NA	1.87	1.65	NA	NA	0.6	1.13	0.82	0.48	1.14	0.72	NA	NA	0.56	NA
1795	0.08	NA	NA	0.24	0.16	NA	0.58	0.58	NA	NA	0.19	0.16	0.13	0.11	0.18	0.08	NA	NA	0.11	NA
1796	0.58	NA	NA	1.26	0.95	NA	1.19	1.09	NA	0.12	0.52	1.19	0.58	0.4	0.96	0.69	NA	NA	0.48	NA
1797	0.37	NA	NA	2.02	0.82	NA	1.23	1.56	NA	0.44	0.62	1.05	0.66	0.39	1.02	0.8	NA	NA	0.88	NA
1798	0.47	NA	NA	1.47	0.66	NA	1.3	1.73	NA	0.41	0.51	0.62	0.6	0.4	1.01	0.95	1.48	NA	0.89	NA
1799	0.49	NA	NA	1.35	0.68	NA	1.49	1.49	NA	0.6	0.46	0.85	0.77	0.54	0.86	0.96	1.52	NA	0.82	NA
1800	0.33	NA	NA	0.92	0.39	NA	1.01	0.96	NA	0.35	0.26	0.72	0.47	0.3	0.68	0.54	1.04	NA	0.62	NA
1801	0.16	NA	NA	0.63	0.33	NA	0.94	0.92	NA	0.12	0.3	0.35	0.24	0.19	0.36	0.2	0.77	NA	0.17	NA
1802	0.26	NA	NA	0.19	0.75	NA	1.35	1.34	NA	0.26	0.01	0.1	0.01	0.01	0.26	0.13	0.63	NA	0.22	NA
1803	0.12	NA	NA	1.03	0.92	NA	1.5	2.02	NA	0.89	0.64	0.78	0.76	0.52	0.79	0.6	1.34	NA	0.67	NA
1804	0.52	NA	NA	1.03	0.65	1.11	1.77	2.2	NA	1.27	0.86	1.45	0.86	0.72	0.89	0.69	1.51	NA	0.68	NA
1805	0.55	NA	NA	0.89	0.63	1	1.46	1.84	NA	0.91	0.72	1.1	0.75	0.73	0.77	0.57	1.2	NA	0.62	NA
1806	0.58	NA	NA	0.6	0.58	1.1	1.49	1.31	NA	0.58	0.47	0.97	0.65	0.5	0.49	0.36	0.83	NA	0.43	NA
1807	0.28	NA	NA	0.94	0.69	1.27	1.45	1.46	1.34	0.73	0.59	1.23	0.81	0.86	0.7	0.53	1.03	0.54	0.66	NA
1808	0.41	NA	NA	1.11	0.61	0.96	1.26	1	1.38	0.71	0.65	0.76	0.86	0.69	0.76	0.52	1.08	0.58	0.81	NA
1809	0.47	NA	NA	1.35	0.59	1.1	1.65	1.29	1.58	0.68	0.85	1.25	1.07	1	0.79	0.67	1.19	0.61	0.79	NA
1810	0.33	NA	NA	1.08	0.52	1.02	1.42	1.04	0.95	0.86	1.08	1.21	1.15	0.8	0.63	0.64	1.32	0.54	0.64	NA
1811	0.28	NA	NA	1.03	0.23	0.48	1.3	0.78	0.57	0.83	0.47	0.72	0.99	0.57	0.3	0.24	0.85	0.71	0.11	NA
1812	0.28	NA	NA	1.18	0.23	0.33	1.1	0.86	1.02	1.21	0.4	0.49	1	0.59	0.54	0.52	1.03	0.82	0.15	NA
