# Bräker - Vorhegi - PCAB - ITRDB SWIT356
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/16930
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-16930.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/swit356-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; swit356-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/swit356.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/swit356.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2010-06-10
#--------------------
# File_Last_Modified_Date
#   Date: 2010-06-10
#--------------------
# Title
#   Study_Name: Bräker - Vorhegi - PCAB - ITRDB SWIT356
#--------------------
# Investigators
#   Investigators: Bräker, O.U.; Zingg, A.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-02-05.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Vorhegi
#   Location: Switzerland
#   Northernmost_Latitude: 47.6575
#   Southernmost_Latitude: 47.6575
#   Easternmost_Longitude: 8.755
#   Westernmost_Longitude: 8.755
#   Elevation_m: 445
#--------------------
# Data_Collection
#   Collection_Name: SWIT356
#   First_Year: 1879
#   Last_Year: 1998
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Picea abies (L.) H. Karst.
#   Common_Name: Norway spruce
#   Tree_Species_Code: PCAB
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## BS00351X_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BS00351X; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BS00410A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BS00410A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BS00419G_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BS00419G; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BS00419P_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BS00419P; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BS00490G_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BS00490G; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BS00490P_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BS00490P; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BS02110G_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BS02110G; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BS02110P_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BS02110P; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BS02131G_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BS02131G; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BS02131P_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BS02131P; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BS02960A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BS02960A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BS02960G_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BS02960G; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BS02960P_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BS02960P; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BS05700A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BS05700A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BS06051G_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BS06051G; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BS06051P_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BS06051P; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BS06230P_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BS06230P; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BS08120A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BS08120A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BS08122X_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BS08122X; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BS08220A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BS08220A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BS08240A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BS08240A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BS08600A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BS08600A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BS08620A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BS08620A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BS08831G_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BS08831G; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BS08831P_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BS08831P; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BS08871X_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BS08871X; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BS08871Y_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BS08871Y; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	BS00351X_raw	BS00410A_raw	BS00419G_raw	BS00419P_raw	BS00490G_raw	BS00490P_raw	BS02110G_raw	BS02110P_raw	BS02131G_raw	BS02131P_raw	BS02960A_raw	BS02960G_raw	BS02960P_raw	BS05700A_raw	BS06051G_raw	BS06051P_raw	BS06230P_raw	BS08120A_raw	BS08122X_raw	BS08220A_raw	BS08240A_raw	BS08600A_raw	BS08620A_raw	BS08831G_raw	BS08831P_raw	BS08871X_raw	BS08871Y_raw
1879	NA	0.27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1880	NA	0.23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.32	NA	NA	NA	NA	NA	NA
1881	NA	0.44	NA	NA	NA	NA	NA	NA	NA	NA	0.61	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.37	NA	NA	NA	NA	NA	NA
1882	NA	0.5	NA	NA	NA	NA	NA	NA	NA	NA	0.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.25	NA	NA	NA	NA	NA	NA
1883	NA	0.53	NA	NA	NA	NA	NA	NA	NA	NA	0.22	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.23	NA	NA	NA	NA	NA	NA
1884	NA	0.63	NA	NA	NA	NA	NA	NA	NA	NA	0.28	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.17	NA	NA	NA	NA	NA	NA
1885	NA	0.56	NA	NA	NA	NA	NA	NA	NA	NA	0.29	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.15	NA	NA	NA	NA	NA	NA
1886	NA	0.77	NA	NA	NA	NA	NA	NA	NA	NA	0.24	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.16	NA	NA	NA	NA	NA	NA
1887	NA	0.36	NA	NA	NA	NA	0.28	0.21	NA	NA	0.26	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.24	NA	NA	NA	NA	NA	NA
1888	NA	0.44	NA	NA	NA	NA	0.32	0.28	NA	NA	0.34	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.27	NA	NA	NA	NA	NA	NA
1889	NA	0.59	NA	NA	NA	NA	0.4	0.39	NA	NA	0.37	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.27	NA	NA	NA	NA	NA	NA
1890	NA	0.4	NA	NA	NA	NA	0.45	0.44	NA	NA	0.34	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.28	NA	NA	NA	NA	NA	NA
1891	NA	0.44	NA	NA	NA	NA	0.43	0.36	NA	NA	0.36	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.31	NA	NA	NA	NA	NA	NA
1892	NA	0.37	NA	NA	NA	NA	0.32	0.26	NA	NA	0.35	NA	NA	NA	NA	NA	NA	0.3	NA	NA	0.19	NA	NA	NA	NA	NA	NA
1893	NA	0.36	NA	NA	NA	NA	0.38	0.3	NA	NA	0.23	NA	NA	NA	NA	NA	NA	0.2	NA	NA	0.16	NA	NA	NA	NA	NA	NA
1894	NA	0.35	NA	NA	NA	NA	0.5	0.34	NA	NA	0.31	NA	NA	NA	NA	NA	NA	0.2	NA	0.23	0.1	NA	NA	NA	NA	NA	NA
1895	NA	0.28	NA	NA	NA	NA	0.34	0.32	NA	NA	0.22	NA	NA	NA	NA	NA	NA	0.31	NA	0.18	0.21	NA	NA	NA	NA	NA	NA
1896	NA	0.38	NA	NA	NA	NA	0.35	0.16	NA	NA	0.3	NA	NA	NA	NA	NA	NA	0.27	NA	0.25	0.12	NA	NA	NA	NA	NA	NA
1897	NA	0.28	NA	NA	NA	NA	0.32	0.24	NA	NA	0.01	NA	NA	NA	NA	NA	NA	0.19	NA	0.33	0.11	NA	NA	NA	NA	NA	NA
1898	NA	0.39	NA	NA	NA	NA	0.25	0.15	NA	NA	0.27	NA	NA	NA	NA	NA	NA	0.34	NA	0.28	0.14	NA	NA	NA	NA	NA	NA
1899	NA	0.49	NA	NA	NA	NA	0.8	0.2	NA	NA	0.27	NA	NA	NA	NA	NA	NA	0.34	NA	0.2	0.36	NA	NA	NA	NA	NA	NA
1900	NA	0.4	NA	NA	NA	NA	0.68	0.36	NA	NA	0.4	NA	NA	NA	NA	NA	NA	0.3	NA	0.51	0.55	NA	NA	NA	NA	NA	NA
1901	NA	0.21	NA	NA	NA	NA	0.67	0.44	NA	NA	0.2	NA	NA	NA	NA	NA	NA	0.62	NA	0.9	0.82	NA	NA	NA	NA	NA	NA
1902	NA	0.16	NA	NA	NA	NA	1.26	0.65	0.49	0.43	0.31	NA	NA	NA	NA	NA	NA	0.44	NA	1.02	0.47	0.99	NA	NA	NA	NA	NA
1903	NA	0.31	NA	NA	NA	NA	1.17	0.77	0.35	0.35	0.53	NA	NA	NA	NA	NA	NA	0.67	NA	1.07	0.77	1.49	NA	NA	NA	NA	NA
1904	NA	0.65	NA	NA	NA	NA	0.86	0.83	0.32	0.37	0.63	NA	NA	NA	NA	NA	NA	0.95	NA	0.87	1.07	1.41	NA	NA	NA	NA	NA
1905	NA	0.62	NA	NA	NA	NA	0.78	0.85	0.52	0.31	0.68	NA	NA	NA	NA	NA	NA	0.67	NA	0.92	1.01	1.55	NA	NA	NA	NA	NA
1906	NA	0.6	NA	NA	NA	NA	0.72	0.86	0.29	0.36	1.36	NA	NA	0.51	0.32	NA	NA	0.71	NA	0.8	1.29	0.84	1.18	NA	NA	NA	NA
1907	NA	0.75	NA	NA	NA	NA	0.34	0.52	0.32	0.42	1.02	NA	NA	1.05	0.13	0.35	NA	0.7	NA	0.64	1.28	0.68	1.05	NA	NA	NA	NA
1908	NA	0.69	NA	NA	NA	NA	0.27	0.58	0.2	0.18	1.28	NA	NA	0.54	0.22	0.11	NA	0.82	NA	0.51	1.35	0.9	0.82	NA	NA	1.42	2.28
1909	NA	0.53	NA	NA	NA	NA	0.23	0.61	0.35	0.39	0.79	NA	NA	0.63	0.28	0.17	NA	0.49	NA	0.74	0.85	1.17	0.49	NA	NA	1.93	1.84
1910	NA	0.44	NA	NA	NA	NA	0.27	0.39	0.2	0.25	0.69	NA	NA	0.57	0.45	0.16	NA	0.42	NA	0.56	0.91	1.16	0.6	NA	NA	1.71	1.27
1911	NA	0.34	NA	NA	NA	NA	0.21	0.41	0.47	0.16	0.54	NA	NA	0.49	0.21	0.31	NA	0.32	NA	0.33	0.72	1.11	0.5	NA	NA	1.25	1.15
1912	NA	0.56	NA	NA	NA	NA	0.15	0.29	0.4	0.17	0.47	NA	NA	0.35	0.2	0.15	0.82	0.34	NA	0.29	1.52	1.05	0.53	NA	NA	1.23	0.75
1913	NA	0.5	NA	NA	NA	NA	0.17	0.28	0.26	0.22	0.46	NA	NA	0.48	0.34	0.2	0.86	0.34	NA	0.13	0.95	0.91	0.56	NA	NA	0.91	0.78
1914	NA	0.46	NA	NA	NA	NA	0.22	0.32	0.3	0.13	0.81	NA	NA	0.6	0.39	0.18	1.1	0.34	NA	0.13	1.01	0.69	0.52	NA	NA	0.76	0.64
1915	NA	0.45	NA	NA	NA	NA	0.13	0.26	0.33	0.31	0.75	NA	NA	0.47	0.39	0.13	1.04	0.26	NA	0.11	0.88	0.57	0.45	NA	NA	0.49	0.7
1916	NA	0.68	NA	NA	NA	NA	0.22	0.43	0.17	0.2	0.78	NA	NA	0.48	0.14	0.14	1.21	0.3	NA	0.09	0.78	0.54	0.62	NA	NA	0.44	0.45
1917	NA	0.76	NA	NA	NA	NA	0.13	0.23	0.69	0.16	0.3	NA	NA	0.38	1.09	0.09	0.93	0.27	NA	0.07	0.36	0.35	0.4	NA	NA	0.26	0.32
1918	NA	0.91	NA	NA	NA	NA	0.33	1.18	0.63	0.59	0.72	NA	NA	0.44	0.27	0.09	1.42	0.18	NA	0.11	0.59	0.71	0.54	NA	NA	0.44	0.52
1919	NA	0.46	NA	NA	NA	NA	0.79	0.55	0.56	0.57	0.84	NA	NA	0.44	0.28	0.36	1.04	0.08	NA	0.1	0.64	0.83	0.28	NA	NA	0.6	0.83
1920	NA	0.54	NA	NA	NA	NA	1.06	1.05	0.72	0.71	1.28	NA	NA	0.49	0.23	0.36	1.22	0.24	NA	0.26	1.25	1.94	0.49	NA	NA	0.75	1.17
1921	NA	0.68	NA	NA	NA	NA	0.68	0.82	1.34	0.84	1.14	NA	NA	0.45	0.23	0.32	1.14	0.3	NA	0.28	0.9	1.35	0.49	NA	NA	0.71	1.37
1922	NA	0.62	NA	NA	NA	NA	0.85	1.16	0.93	1.18	1.95	NA	NA	1.39	0.26	0.26	1.33	0.45	NA	0.31	0.92	0.94	0.77	NA	NA	0.65	0.87
1923	NA	0.62	NA	NA	NA	NA	1.02	1.12	0.63	1.06	2.21	NA	NA	0.73	0.42	0.23	1.23	0.46	NA	0.33	0.8	1.39	0.85	0.89	0.93	0.74	0.99
