# Melvin - Salisbury - QUSP - ITRDB BRIT062
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/13751
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-13751.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/brit062-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; brit062-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/brit062.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/brit062.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2012-05-01
#--------------------
# File_Last_Modified_Date
#   Date: 2012-05-01
#--------------------
# Title
#   Study_Name: Melvin - Salisbury - QUSP - ITRDB BRIT062
#--------------------
# Investigators
#   Investigators: Melvin, T.M.; Briffa, K.R.(https://orcid.org/0000-0003-3323-3639)
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-02-05.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: Climate Dynamics
#   Published_Title: A millennial long March-July precipitation reconstruction  for southern-central England
#   Published_Date_or_Year: 2012
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 10.1007/s00382-012-1318-z
#   Full_Citation: Wilson, R., D. Miles, N.J. Loader, T. Melvin, L. Cunningham, 
R. Cooper, and K. Briffa. 2012. 
A millennial long March-July precipitation reconstruction 
for southern-central England. 
Climate Dynamics, Vol. 40, Issue 3-4, pp. 997-1017, February 2013. 
doi:10.1007/s00382-012-1318-z 
#   Abstract: We present a millennial long dendroclimatic reconstruction # of spring/summer precipitation for southern-central England. # Previous research identified a significant moisture stress # signal in ring-width data measured from oak trees growing # in southern England. In this study, we build upon this earlier # work, specifically targeting south-central England, to derive # a well replicated oak ring-width composite chronology using # both living and historical material.  The data-set includes # 352 living trees (AD 1629-2009) and 1540 individual historical # series (AD 663-1925). The period expressed by at least 50 trees # in any year is AD 980-2009.  Calibration experiments identify # the optimal seasonal predictand target as March-July precipitation # (1901-2007: r2 = 0.33). However, comparison with the long Kew # Gardens precipitation record indicates a weakening in tree-growth/# climate response from ~1800 to 1920 which we speculate may be # related to smoke and sulphur dioxide (SO2) emissions at that # time which may have also contributed to a decrease in tree # productivity. The time-series derived using the regional curve # standardisation method to capture lower frequency information # shows a mediaeval period with alternating multi-decade-long dry # and wet periods, with AD 1153-1172 being the wettest reconstructed # 20-year period in the whole record. Drier conditions are prevalent # from ~1300 to the early sixteenth century followed by a period of # increasing precipitation levels. The most recent four centuries # of the record appear similar to the mediaeval period with multiple # decade-long dry and wet periods. The late twentieth century is # the second reconstructed wettest period. These centennial # hydroclimatic trends are in broad agreement with independent # regional scale hydroclimatic reconstructions from tree-ring # (East Anglia), historical, speleothem and peat water level # proxy archives in the United Kingdom and appear coupled # with reconstructed sea surface temperature changes in the # North Atlantic which in turn influence the Atlantic meridional # overturning circulation and westerly airflow across the UK. 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Salisbury
#   Location: United Kingdom
#   Northernmost_Latitude: 51.4
#   Southernmost_Latitude: 51.4
#   Easternmost_Longitude: -1.7
#   Westernmost_Longitude: -1.7
#   Elevation_m: 170
#--------------------
# Data_Collection
#   Collection_Name: BRIT062
#   First_Year: 1797
#   Last_Year: 1968
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Quercus spp. L.
#   Common_Name: oak
#   Tree_Species_Code: QUSP
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## 1M1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 1M1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 2M1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 2M1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 3M1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 3M1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 4M1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 4M1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 5M1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 5M1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 6M1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 6M1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 7M1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 7M1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 8M1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 8M1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 9M1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 9M1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 10M_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 10M; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	1M1_raw	2M1_raw	3M1_raw	4M1_raw	5M1_raw	6M1_raw	7M1_raw	8M1_raw	9M1_raw	10M_raw
1797	NA	NA	NA	NA	NA	NA	NA	1.09	NA	NA
1798	NA	NA	NA	NA	NA	NA	NA	0.91	NA	NA
1799	NA	NA	NA	NA	NA	NA	NA	0.7	NA	NA
1800	NA	NA	NA	NA	NA	NA	NA	0.55	NA	NA
1801	NA	NA	NA	NA	NA	NA	NA	0.59	NA	NA
1802	NA	NA	NA	NA	NA	NA	NA	0.48	NA	NA
1803	NA	NA	NA	NA	NA	NA	NA	0.34	NA	NA
1804	NA	NA	NA	NA	NA	NA	NA	0.38	NA	NA
1805	NA	NA	NA	NA	NA	NA	NA	0.61	NA	NA
1806	NA	NA	NA	NA	NA	NA	NA	0.43	NA	NA
1807	NA	NA	NA	NA	NA	NA	NA	0.73	NA	NA
1808	NA	NA	NA	NA	NA	NA	NA	1.04	NA	NA
1809	NA	NA	NA	NA	NA	NA	NA	0.77	NA	NA
1810	NA	NA	NA	NA	NA	NA	NA	0.92	NA	NA
1811	NA	NA	NA	NA	0.82	NA	NA	1.37	NA	NA
1812	NA	NA	NA	NA	1.11	1.66	NA	1.75	NA	NA
1813	NA	NA	NA	NA	1.33	1.24	NA	2.07	NA	NA
1814	NA	NA	NA	NA	2.67	0.64	NA	1.49	NA	NA
1815	NA	NA	NA	NA	2.47	0.43	NA	1.59	NA	NA
1816	NA	NA	NA	NA	1.4	0.39	NA	1.78	NA	NA
1817	NA	NA	NA	NA	1.07	0.22	NA	0.8	NA	NA
1818	NA	1.31	NA	NA	0.68	0.19	NA	0.31	0.42	NA
1819	NA	1.18	NA	NA	0.81	0.23	NA	0.44	1.87	0.88
1820	NA	0.87	NA	NA	1.15	0.3	NA	0.32	0.89	0.73
1821	NA	1.43	NA	NA	1.25	0.2	NA	0.22	0.8	0.67
1822	NA	2	NA	1.06	1.26	0.34	NA	0.34	1.32	0.54
1823	NA	3.07	NA	2.63	1.35	0.59	NA	0.45	1.58	1.28
1824	1.71	1.87	NA	2.05	1.98	0.78	NA	0.75	1.27	2.2
1825	1.85	1.4	NA	1.73	1.2	0.86	NA	0.49	1.38	1.47
1826	2.3	1.29	NA	2.53	1.69	1.07	NA	0.63	1.37	2.2
1827	2.58	2.22	NA	4.03	2.15	1.46	NA	0.9	1.89	2.86
1828	2.53	1.88	NA	3.68	2.28	1.75	NA	0.85	2.29	2.37
1829	2.65	2.12	NA	3.15	3.15	1.78	NA	1.35	2.83	1.89
1830	2.47	2.38	NA	1.83	2.09	1.99	NA	1.27	3.01	1.77
1831	2.07	2.52	NA	2.28	1.69	1.61	NA	0.95	2.37	1.39
1832	2.04	2.42	NA	1.86	1.69	1.42	NA	1.13	3.18	1.91
1833	2.32	2.08	NA	1.92	1.77	1.35	NA	0.69	2.92	1.82
1834	2.17	2.91	NA	2.61	2.32	2.48	1.75	0.71	2.92	3.16
1835	1.22	3.23	NA	3.4	2.46	1.82	2.26	0.85	2.21	2.4
1836	0.92	3.35	0.8	4.54	2.63	1.6	3.02	0.98	2.03	2.21
1837	1.09	2.11	1.09	2.36	2.24	1.08	2.53	1.28	1.68	1.68
1838	1.17	1.17	1.64	1.42	0.83	0.54	1.9	1.05	1.1	1.13
1839	0.87	1.24	1.19	1.36	0.62	0.42	2.16	1.56	1.13	0.71
1840	0.41	0.84	0.53	0.98	0.66	0.37	2.1	1.26	1.22	0.63
1841	0.28	0.88	0.71	1.16	1.38	0.48	2.23	1.41	1.21	0.62
1842	0.25	0.92	0.59	1.28	1.63	0.59	2.22	1.08	1.16	0.93
1843	0.21	1.21	0.68	1.58	1.43	0.85	2.83	1.21	1.18	1.26
1844	0.19	1.04	0.49	1.87	1.73	0.73	2.24	0.89	0.89	0.88
1845	0.23	2.17	2.71	3.29	2.2	1.86	3.61	1.5	1.49	2.14
1846	0.3	2.15	1.85	2.91	2.33	1.7	3.59	1.21	1.34	1.8
1847	0.36	2.58	1.73	3.69	2.2	2.28	3.05	1.58	1.89	2.39
1848	1	3.41	2.6	5.87	4.18	3.44	4.66	2.36	2.6	2.8
1849	1.33	2.25	1.78	2.61	3.87	3.51	3.8	1.58	2.59	2.59
1850	1.81	3.09	2.7	3.38	4	4.38	3.68	1.75	2.29	3.22
1851	2.26	2.8	2.72	3.03	3.18	3.31	4.51	1.82	1.82	2.67
1852	2.56	2.84	2.43	2.35	2.25	2.65	2.77	1.49	1.68	1.98
1853	2.85	4.38	2.33	4.55	1.99	2.13	3.25	1.94	1.75	1.76
1854	0.98	2.49	1.5	1.86	1.14	1.32	1.48	0.73	1.14	1.27
1855	2.64	2.61	2.76	2.36	1.77	1.38	1.97	1.45	1.16	1.65
1856	3.07	2.59	2.07	2.09	2.16	1.45	2.19	1.84	1.28	2.13
1857	3.35	3.23	2.24	2.76	2.5	2.07	2.68	2.06	1.53	2.14
1858	2.31	3	1.81	2.38	2.66	1.95	2.61	1.7	1.8	1.93
1859	3.05	3.93	2.49	3.04	3.16	2.95	3.15	1.91	2.08	2.64
1860	2.23	2.74	2.03	2.62	2.67	3.01	2.56	1.47	1.76	2.24
1861	1.72	2.39	2.06	2.76	3.26	3.78	3.69	1.63	2.2	1.72
1862	1.3	2.39	2.21	1.76	2.25	3.7	3.19	1.25	1.74	1.27
1863	1.25	1.62	1.93	1.47	1.03	2.15	1.92	1.1	1.13	1.25
1864	1.84	2.54	2	2.36	1.36	2.37	2	1.42	1.25	1.81
1865	3.23	4.03	2.8	2.64	1.72	2.94	2.52	1.45	1.86	1.99
1866	2.58	3.22	2.45	2.99	1.78	2.14	2.26	1.51	1.78	1.95
1867	4.87	3.03	3.78	2.53	2.39	3.04	3.47	1.91	2.16	2.27
1868	4.17	2.06	2.31	1.77	1.81	2.07	2.67	1.98	1.74	1.65
1869	2.06	2.29	2.23	2.06	2.02	2.37	2.44	1.54	1.71	1.95
1870	1.54	2.22	1.76	2.34	1.91	2.05	2.51	1.51	1.64	1.96
1871	1.1	1.64	1.95	2.33	3.32	2.67	1.47	1.29	1.67	2.61
1872	1.19	2.16	2.32	2.46	3.39	2.73	3.05	1.37	1.81	2.59
1873	1.07	1.91	1.73	2.26	2.38	2.3	2.24	1.17	1.56	2.12
1874	1.12	1.6	1.59	1.62	1.9	2.19	1.89	1.02	2.03	1.25
1875	2.22	2.94	3.01	3.6	3.89	3.86	2.93	1.5	4.65	1.36
1876	2.05	1.75	1.72	1.76	2.98	2.32	1.65	1.14	3.31	1.54
1877	3.21	2.68	2.81	2.12	2.67	3.12	2.77	1.31	3.06	2.41
1878	2.86	3.16	2.8	2.54	2.72	3	3.89	1.45	3.12	2.9
1879	2.76	3.05	2.29	2.63	2.23	3.17	2.78	1.61	2.41	2.5
1880	2.37	2.29	2.29	2.44	1.9	2.57	2.6	1.57	1.74	1.98
1881	2.3	1.65	2	1.71	1.67	1.74	1.95	1.38	1.47	1.54
1882	1.96	1.33	2.44	1.5	1.45	1.37	1.34	1.04	1.28	1.17
1883	1.96	1.7	2.37	2.07	1.75	1.52	2.52	1.69	1.48	1.38
1884	3.54	1.64	4.25	1.99	1.98	1.55	2.28	2.63	1.83	1.52
1885	3.39	1.52	3.1	1.48	1.78	1.56	1.78	2.32	1.61	1.61
1886	4.32	2.3	4.38	1.82	1.56	2.1	2.19	2.53	2.18	2.24
1887	3.34	1.97	2.31	1.72	1.96	1.93	1.85	1.74	1.87	1.71
