# Axelson - Southern Trysil area historical timber - PISY - ITRDB NORW018
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/31814
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-31814.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/norw018-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; norw018-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/norw018.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/norw018.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2020-11-13
#--------------------
# File_Last_Modified_Date
#   Date: 2020-11-13
#--------------------
# Title
#   Study_Name: Axelson - Southern Trysil area historical timber - PISY - ITRDB NORW018
#--------------------
# Investigators
#   Investigators: Axelson, T.; Hansson, B.
#--------------------
# Description_Notes_and_Keywords
#   Description: Total ring width collections built on samples from several historical log buildings in the southern part of Trysil kommune in Norway. NOAA Template Raw Measurements file added 2021-02-22.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Southern Trysil
#   Location: Norway
#   Northernmost_Latitude: 61.1667
#   Southernmost_Latitude: 61.1667
#   Easternmost_Longitude: 12.3416
#   Westernmost_Longitude: 12.3416
#   Elevation_m: 500
#--------------------
# Data_Collection
#   Collection_Name: NORW018
#   First_Year: 1525
#   Last_Year: 1913
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Pinus sylvestris L.
#   Common_Name: Scots pine
#   Tree_Species_Code: PISY
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## BHT000_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BHT000; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BHT001_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BHT001; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BHT008_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BHT008; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BHT009_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BHT009; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BHT012_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BHT012; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BHT015_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BHT015; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BHT034_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BHT034; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BHT035_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BHT035; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BHT036_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BHT036; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BHT037_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BHT037; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BHT039_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BHT039; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BHT041_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BHT041; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NTryA0_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NTryA0; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NTryA2_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NTryA2; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NTryA3_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NTryA3; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NTryA4_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NTryA4; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NTryA5_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NTryA5; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NTryA6_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NTryA6; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NTryB0_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NTryB0; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NTryB1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NTryB1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NTryB2_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NTryB2; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NTryB3_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NTryB3; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NTryB4_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NTryB4; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NTryB5_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NTryB5; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NTryB8_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NTryB8; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NTryBB2_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NTryBB2; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NTryBB4_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NTryBB4; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NTryBH4_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NTryBH4; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NTryBH5_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NTryBH5; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	BHT000_raw	BHT001_raw	BHT008_raw	BHT009_raw	BHT012_raw	BHT015_raw	BHT034_raw	BHT035_raw	BHT036_raw	BHT037_raw	BHT039_raw	BHT041_raw	NTryA0_raw	NTryA2_raw	NTryA3_raw	NTryA4_raw	NTryA5_raw	NTryA6_raw	NTryB0_raw	NTryB1_raw	NTryB2_raw	NTryB3_raw	NTryB4_raw	NTryB5_raw	NTryB8_raw	NTryBB2_raw	NTryBB4_raw	NTryBH4_raw	NTryBH5_raw
1525	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1526	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1527	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1528	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.93	NA	NA	NA	NA	1.56	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1529	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.56	NA	NA	NA	NA	1.09	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1530	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.5	NA	NA	NA	NA	1.74	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1531	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.42	NA	NA	NA	NA	2.16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1532	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.09	NA	NA	NA	NA	2.02	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1533	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.34	NA	NA	NA	NA	1.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.71
1534	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.61	NA	NA	NA	NA	2.53	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.6
1535	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.87	NA	2.96	NA	NA	2.85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.2
1536	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.7	NA	2.23	NA	NA	2.17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.42
1537	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.75	NA	2.88	NA	NA	2.21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.84
1538	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.46	NA	2.43	NA	NA	1.61	2.54	2.05	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.96
1539	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.66	NA	3.17	NA	NA	1.75	2.68	1.89	NA	NA	NA	3.31	NA	NA	NA	NA	NA	2.56
1540	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.73	NA	2.66	1.47	NA	1.46	2.29	1.88	NA	NA	NA	2.5	NA	NA	NA	NA	NA	2.2
1541	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.95	NA	3.21	2.24	NA	2.51	2.84	2.43	NA	NA	NA	2.38	NA	NA	NA	NA	NA	2.82
1542	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.76	NA	2.66	1.86	NA	2.02	2.59	1.85	NA	NA	NA	1.98	1.64	NA	NA	NA	NA	2.57
1543	NA	NA	NA	NA	NA	NA	NA	2.85	NA	NA	NA	1.61	NA	2.61	1.99	NA	1.9	2.21	2.49	NA	NA	NA	1.91	2.17	NA	NA	NA	4.17	2.76
1544	NA	NA	NA	NA	NA	NA	NA	2.7	NA	NA	NA	1.54	NA	2.62	1.77	NA	1.69	2.1	2.11	NA	NA	NA	1.83	2.16	NA	NA	NA	3.77	2.47
1545	NA	NA	NA	NA	NA	NA	NA	2.83	NA	NA	NA	1.65	NA	2.42	1.61	NA	1.82	1.93	1.88	NA	NA	NA	1.49	2.02	NA	NA	NA	2.87	2.03
1546	NA	NA	NA	NA	NA	NA	NA	2.11	NA	NA	NA	1.43	NA	2.14	1.33	NA	1.34	1.38	1.71	NA	NA	NA	1.58	1.63	NA	NA	NA	2.53	1.9
1547	NA	NA	NA	NA	NA	NA	NA	1.55	NA	NA	NA	1.16	NA	1.68	0.88	NA	0.97	1.09	1.31	NA	NA	NA	1.47	1.21	2.19	NA	NA	1.86	0.91
1548	NA	NA	NA	NA	NA	NA	NA	2.21	NA	NA	NA	1.08	NA	1.61	1.08	1.8	1.01	1.16	1.58	NA	NA	NA	1.92	1.57	2.29	NA	NA	2.1	1.09
1549	NA	NA	NA	NA	NA	NA	NA	2.1	NA	NA	NA	1.03	1.27	1.28	0.99	1.36	0.84	1.31	1.24	1.93	NA	NA	1.67	1.31	1.72	NA	NA	2.17	1.29
1550	NA	NA	NA	NA	NA	NA	NA	1.81	NA	NA	NA	1.06	1.26	1.44	1.17	1.33	0.79	1.15	1.39	2.02	NA	NA	1.62	0.99	1.98	NA	NA	1.78	1.22
1551	NA	NA	NA	NA	NA	NA	NA	2.35	NA	NA	NA	1.5	1.44	1.78	1.13	1.88	1.06	1.36	1.58	2.1	NA	NA	1.96	1.12	2.19	NA	NA	1.66	1.27
1552	NA	NA	NA	NA	NA	NA	NA	2.16	NA	NA	NA	1.41	1.53	2.01	1.45	1.86	1.3	1.77	1.59	2.01	NA	NA	1.98	1.16	1.96	NA	NA	1.66	1.28
1553	NA	NA	NA	NA	NA	NA	NA	2.06	NA	NA	NA	1.49	1.28	1.58	1.59	2.09	1.28	2.1	1.47	2.27	4.21	1.95	1.7	1	1.92	NA	NA	1.43	0.89
1554	NA	NA	NA	NA	NA	NA	NA	2.08	NA	NA	NA	1.2	0.91	1.59	1.33	1.57	1.16	1.66	1.3	1.74	4.27	1.77	1.33	0.69	1.61	NA	NA	0.96	1.04
1555	NA	NA	NA	NA	NA	NA	NA	2.07	NA	NA	NA	1.36	1.05	2.02	1.26	1.33	1.43	1.66	1.36	1.88	3.6	1.78	1.58	0.82	1.71	NA	1.31	1.14	1.14
1556	NA	NA	NA	NA	NA	NA	NA	1.68	NA	NA	NA	1.18	1.44	1.7	1.3	1.24	1.96	1.62	1.34	1.68	3.56	1.88	1.55	0.77	1.43	NA	1.59	1.21	0.9
1557	NA	NA	NA	NA	NA	NA	NA	1.67	NA	NA	NA	1.15	1.31	1.81	1.48	1.28	1.89	1.78	1.37	1.34	2.67	2.44	1.55	0.82	1.58	NA	1.51	1.1	0.82
1558	NA	NA	NA	NA	NA	NA	NA	1.83	NA	NA	NA	1.3	1.39	2.17	1.64	1.7	2.16	1.81	1.83	1.5	3.62	3.35	1.8	0.9	1.84	NA	1.57	1.21	1.01
1559	NA	NA	NA	NA	NA	NA	NA	1.95	NA	NA	NA	1.3	1.6	2.54	1.71	1.91	2.58	1.77	1.84	1.61	3.73	3.16	1.69	1.05	1.68	NA	1.68	1.46	1.15
1560	NA	NA	NA	NA	NA	NA	NA	1.76	NA	NA	NA	1.28	1.31	2.13	1.43	1.64	2.03	1.75	1.37	1.24	2.11	2.56	1.21	0.9	1.74	NA	1.96	1.15	0.63
1561	NA	NA	NA	NA	NA	NA	NA	1.73	NA	NA	NA	0.89	1.35	1.63	1.04	1.52	1.26	1.24	1.24	1.11	2.75	2.21	1.58	0.79	1.52	NA	1.45	0.72	0.62
1562	NA	NA	NA	NA	NA	NA	NA	1.45	NA	NA	NA	0.61	1	0.96	1	1.22	1.08	0.9	1.04	1.26	2.39	1.8	1.24	0.76	1.08	NA	1.02	0.41	0.55
1563	NA	NA	NA	NA	NA	NA	NA	1.98	NA	NA	NA	0.71	1	1.09	1.34	1.23	0.88	0.85	1.23	1.37	1.92	2.03	1.38	1.02	1.17	NA	1.24	0.41	0.84
1564	NA	NA	NA	NA	NA	NA	NA	1.8	NA	NA	NA	0.97	1.26	1.79	1.63	1.42	1.04	1.19	1.29	1.39	2.42	1.96	1.55	1.07	1.28	NA	1.37	0.6	0.96
1565	NA	NA	NA	NA	NA	NA	NA	1.9	NA	NA	NA	1.04	1.3	1.51	1.18	1.05	0.82	1.03	1.05	1.09	2.48	1.86	1.46	0.91	1.09	NA	1.07	0.57	0.97
1566	NA	NA	NA	NA	NA	NA	NA	1.76	NA	NA	NA	0.95	1.14	1.4	1.21	0.91	0.46	1.06	0.87	0.87	1.69	1.54	1.59	0.82	1.23	NA	1.14	0.43	0.82
1567	NA	NA	NA	NA	NA	NA	NA	1.66	NA	NA	NA	1.13	1.2	1.65	1.4	1.1	0.66	1.31	0.93	0.99	1.85	1.77	1.69	0.99	1.17	NA	1.18	0.63	0.91
1568	NA	NA	NA	NA	NA	NA	NA	1.48	NA	NA	NA	0.91	1.05	1.57	1.19	1.11	0.59	1.22	0.94	0.85	1.54	1.51	1.41	0.94	1.09	NA	1.11	0.51	0.81
