# Büntgen - Rygiebopotokusza - PCAB - ITRDB POLA034
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/16782
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-16782.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/pola034-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; pola034-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/pola034.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/pola034.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2010-06-10
#--------------------
# File_Last_Modified_Date
#   Date: 2010-06-10
#--------------------
# Title
#   Study_Name: Büntgen - Rygiebopotokusza - PCAB - ITRDB POLA034
#--------------------
# Investigators
#   Investigators: Büntgen, U.(https://orcid.org/0000-0002-3821-0818); Esper, J.(https://orcid.org/0000-0003-3919-014X); Frank, D.C.(https://orcid.org/0000-0001-5463-5640); Nievergelt, D.; Verstege, A.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-02-05.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Rygiebopotokusza
#   Location: Poland
#   Northernmost_Latitude: 49.2333
#   Southernmost_Latitude: 49.2333
#   Easternmost_Longitude: 20.0833
#   Westernmost_Longitude: 20.0833
#   Elevation_m: 1420
#--------------------
# Data_Collection
#   Collection_Name: POLA034
#   First_Year: 1862
#   Last_Year: 1996
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Picea abies (L.) H. Karst.
#   Common_Name: Norway spruce
#   Tree_Species_Code: PCAB
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## 5_2a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 5_2a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 5_2b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 5_2b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 5_6b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 5_6b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 5_11a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 5_11a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 5_14b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 5_14b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 5_16b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 5_16b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 5_20a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 5_20a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 5_22a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 5_22a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 5_43b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 5_43b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 5_51b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 5_51b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 5_52a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 5_52a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 5_52b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 5_52b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 5_65a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 5_65a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 5_74a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 5_74a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 5_78a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 5_78a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 5_78b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 5_78b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	5_2a_raw	5_2b_raw	5_6b_raw	5_11a_raw	5_14b_raw	5_16b_raw	5_20a_raw	5_22a_raw	5_43b_raw	5_51b_raw	5_52a_raw	5_52b_raw	5_65a_raw	5_74a_raw	5_78a_raw	5_78b_raw
1862	NA	NA	NA	NA	NA	3.84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1863	NA	NA	NA	NA	NA	2.14	NA	NA	NA	3.16	NA	NA	NA	NA	NA	NA
1864	NA	NA	NA	NA	NA	2.25	NA	NA	NA	4.49	NA	NA	NA	NA	NA	NA
1865	NA	NA	NA	NA	NA	2.17	NA	NA	NA	5.14	NA	NA	NA	NA	NA	NA
1866	NA	NA	3.38	NA	NA	2.34	NA	NA	NA	3.23	NA	NA	NA	NA	NA	NA
1867	NA	NA	3.39	NA	NA	2.58	NA	NA	NA	4.14	NA	NA	NA	5.13	NA	NA
1868	NA	NA	3.82	NA	NA	1.69	NA	NA	NA	4.89	NA	NA	NA	5.08	NA	NA
1869	NA	NA	3.64	NA	NA	1.46	NA	NA	NA	3.67	NA	NA	NA	3.87	NA	NA
1870	NA	NA	4.48	NA	NA	1.77	NA	NA	NA	4.7	NA	NA	NA	4.01	NA	NA
1871	NA	NA	4.63	NA	3.11	1.57	NA	NA	NA	4.22	NA	1.17	NA	4.07	NA	NA
1872	NA	2.82	4.38	NA	3	1.33	NA	NA	NA	3.64	NA	1.61	NA	3.86	NA	NA
1873	NA	2.49	3.36	NA	2.91	1.91	NA	NA	NA	4.46	NA	2.12	NA	4.87	NA	NA
1874	3.03	2.98	3.86	3.12	4.11	1.65	NA	NA	NA	4.4	NA	2.6	NA	4.94	NA	NA
1875	3.15	2.91	4.03	2.75	2.85	1.8	NA	NA	NA	5.03	4.1	3.87	NA	5.16	NA	NA
1876	2.85	2.65	3.08	3.71	2.43	2.11	NA	NA	NA	4.18	2.35	2.54	NA	4.38	NA	NA
1877	2.52	2.47	3.49	2.94	2.19	1.69	4.1	4.31	NA	4.41	1.76	2.35	NA	3.71	NA	NA
1878	2.59	2.64	4	3.28	3.04	2.11	3.99	3.86	5.03	4.02	1.55	1.48	3.86	3.61	NA	NA
1879	2.59	2.9	3.44	3.34	2.5	2.08	3.19	4.24	5.12	4.98	1.45	1.64	3.26	4.12	NA	NA
1880	2.73	2.81	4.36	3.44	2.43	2.04	3.2	4.66	3.3	4.85	1.24	1.22	4.15	4.44	NA	2.82
1881	2.77	3.07	4.69	3.48	2.08	2.17	3.29	4.61	4.7	5.03	1.52	1.28	3.24	3.74	NA	2.51
1882	3.06	2.99	4.04	3.68	2.58	2.22	3.51	5.06	4.25	4.69	1.47	1.36	2.58	3.87	NA	3.27
1883	2.85	2.82	4.26	3.3	2.52	1.98	3.29	5.84	4.34	4.54	1.51	1.26	3.25	3.24	NA	2.4
1884	2.85	2.92	4.18	3.31	2.86	2.48	3.6	4.86	4.34	4.4	1.27	1.43	3.31	3.42	NA	2.57
1885	2.96	2.52	3.84	3.66	2.57	2.3	3.2	4.85	4.37	4.11	1.06	1.26	3.47	2.78	NA	1.97
1886	2.91	2.44	3.16	2.58	2.03	2.27	2.21	4.27	3.93	3.36	1.06	1.27	3.09	2.38	NA	1.74
1887	2.86	2.65	3.46	2.55	2.32	2.41	3.39	3.49	3.28	3.18	1.71	1.51	3.32	2.96	NA	2.14
1888	3.01	2.58	3.33	2.89	3	2.49	3.11	4.54	4.23	3.1	1.84	1.66	3.09	2.49	NA	2.49
1889	3.88	2.92	3.99	2.73	2.84	2.4	2.95	3.77	3.64	3.03	1.85	1.88	3.08	2.67	NA	2.38
1890	3.51	2.18	3.61	3.31	2.67	2.57	2.55	4.15	4.72	3.42	1.8	1.85	2.74	2.76	NA	2.5
1891	3.15	2.26	2.73	2.95	2.49	2.02	2.1	3.61	3.92	2.68	1.77	1.49	2.16	2.55	NA	1.56
1892	3.45	2.39	2.95	2.68	2.15	2.53	2.35	2.95	3.49	3.28	2.11	1.98	2.32	2.73	NA	2.15
1893	2.93	2.18	2.68	2.92	1.85	2.1	2.27	2.82	3.89	2.71	2.06	2.07	2.26	2.15	NA	1.74
1894	2.75	2.42	2.95	2.22	1.92	2.69	2.51	2.98	3.18	3.24	2.84	2.61	2.22	2.85	NA	2.14
1895	2.52	1.91	2.47	2.66	2.07	1.94	2.31	3.32	3.71	2.47	2.61	2.33	2.43	2.1	1.49	1.72
1896	2.51	1.93	2.55	2.22	2.26	2.03	2.22	3.25	2.97	2.58	2.18	2.41	2.21	1.94	1.58	1.32
1897	2.33	1.78	2.23	2.26	2.02	2.07	2.05	2.95	3.06	2.9	2.25	2.56	2.37	1.81	1.56	1.28
1898	2.51	1.87	2.53	2.41	2.34	1.93	2.36	2.73	3.05	3.01	2.24	2.55	2.05	2.12	1.29	1.34
1899	2.36	1.89	2.2	2.92	2.45	1.92	2.18	3.02	2.86	2.59	2.09	1.77	2.16	2.29	1.48	1.6
1900	2.12	1.81	1.91	2.34	1.99	1.85	2.12	2.99	2.75	2	1.53	1.73	2.4	1.8	1.34	1.15
1901	2.77	1.99	1.91	2.41	2.3	1.92	2.28	2.67	2.6	2.09	1.91	2.29	2.07	1.84	1.18	1.16
1902	1.83	1.65	1.71	2.01	1.97	1.63	1.9	3.21	2.16	1.7	1.75	1.65	1.96	1.44	1.05	1.09
1903	1.94	1.47	1.68	1.91	2.05	1.6	1.86	2.6	1.69	1.97	1.52	1.57	2.25	1.6	1.04	1.02
1904	1.94	1.62	1.97	1.84	2.09	1.31	2.01	2.47	1.75	2.04	2.14	2.13	2.27	1.48	0.74	0.89
1905	1.94	1.4	1.71	1.6	1.84	1.33	1.72	3.11	1.97	1.51	2.15	1.62	1.9	1.27	0.75	0.74
1906	1.92	1.59	1.63	1.55	2.01	1.33	1.84	3.22	1.69	1.82	2.24	2	1.75	1.18	0.74	0.77
1907	1.46	1.22	1.56	1.4	1.67	1.12	1.68	3.04	1.67	1.9	2.12	1.58	2.23	1.23	0.74	0.69
1908	1.58	1.03	1.53	1.22	1.62	1.13	1.67	1.88	1.72	1.79	2.01	1.66	1.04	1.28	0.71	0.66
1909	1.52	0.78	1.8	0.91	1.75	1.13	2	1.17	1.55	1.85	2.02	1.49	1.34	1.25	0.97	0.75
1910	1.99	1.15	1.95	1.4	1.79	1.3	1.98	1.42	1.76	2.23	2.35	2.06	1.29	1.34	0.9	0.86
1911	1.98	1.48	2.31	1.41	1.54	1.51	1.89	1.94	1.94	2.23	2.36	2.54	2.16	1.76	1.17	1.13
1912	1.52	1.18	1.84	1.48	1.52	1.36	1.67	1.96	2.05	1.74	2.02	1.93	1.51	1.14	0.84	0.97
