# Wilson - Falkenfels - ABAL - ITRDB GERM060
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/5265
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-5265.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/germ060-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; germ060-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/germ060.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/germ060.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2010-09-01
#--------------------
# File_Last_Modified_Date
#   Date: 2010-09-01
#--------------------
# Title
#   Study_Name: Wilson - Falkenfels - ABAL - ITRDB GERM060
#--------------------
# Investigators
#   Investigators: Wilson, R.J.S.(https://orcid.org/0000-0003-4486-8904)
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-02-05.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Falkenfels
#   Location: Bavaria
#   Northernmost_Latitude: 48.98
#   Southernmost_Latitude: 48.98
#   Easternmost_Longitude: 12.57
#   Westernmost_Longitude: 12.57
#   Elevation_m: 420
#--------------------
# Data_Collection
#   Collection_Name: GERM060
#   First_Year: 1859
#   Last_Year: 1997
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Abies alba Mill.
#   Common_Name: silver fir
#   Tree_Species_Code: ABAL
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## FAF01A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FAF01A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FAF01B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FAF01B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FAF02A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FAF02A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FAF02B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FAF02B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FAF03A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FAF03A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FAF03B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FAF03B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FAF04A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FAF04A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FAF04B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FAF04B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FAF05A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FAF05A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FAF07A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FAF07A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FAF07B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FAF07B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FAF07C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FAF07C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FAF08A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FAF08A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FAF08B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FAF08B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FAF09A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FAF09A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FAF09B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FAF09B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FAF10A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FAF10A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FAF10B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FAF10B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FAF11A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FAF11A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FAF11B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FAF11B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FAF12A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FAF12A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FAF12B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FAF12B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FAF13A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FAF13A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FAF13B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FAF13B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FAF14A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FAF14A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FAF14B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FAF14B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FAF15A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FAF15A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FAF16A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FAF16A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FAF17A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FAF17A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FAF17B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FAF17B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FAF18A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FAF18A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FAF18B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FAF18B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	FAF01A_raw	FAF01B_raw	FAF02A_raw	FAF02B_raw	FAF03A_raw	FAF03B_raw	FAF04A_raw	FAF04B_raw	FAF05A_raw	FAF07A_raw	FAF07B_raw	FAF07C_raw	FAF08A_raw	FAF08B_raw	FAF09A_raw	FAF09B_raw	FAF10A_raw	FAF10B_raw	FAF11A_raw	FAF11B_raw	FAF12A_raw	FAF12B_raw	FAF13A_raw	FAF13B_raw	FAF14A_raw	FAF14B_raw	FAF15A_raw	FAF16A_raw	FAF17A_raw	FAF17B_raw	FAF18A_raw	FAF18B_raw
1859	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.883	1.896	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1860	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.138	2.517	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1861	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.546	3.31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1862	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.532	3.572	NA	NA	2.293	2.728	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1863	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.454	4.039	2.924	NA	2.668	2.703	NA	NA	NA	NA	NA	NA	NA	1.853	NA	NA	NA	NA
1864	NA	NA	2.927	2.895	NA	NA	NA	3.463	NA	NA	NA	NA	NA	NA	2.763	3	1.396	NA	2.1	2.177	NA	NA	NA	NA	3.171	3.638	NA	2.27	NA	NA	NA	NA
1865	4.436	5.147	2.275	1.953	NA	NA	NA	2.408	NA	NA	NA	NA	NA	NA	2.131	2.307	1.229	NA	1.802	1.792	NA	NA	NA	NA	2.425	2.697	NA	2.532	NA	NA	NA	NA
1866	4.867	5.886	3.031	2.592	2.625	NA	NA	3.434	NA	NA	NA	NA	NA	NA	2.447	2.884	1.978	NA	2.06	2.307	2.816	NA	NA	NA	3.135	3.151	NA	3.668	NA	NA	NA	NA
1867	2.433	3.861	3.138	2.547	2.718	NA	2.789	3.289	NA	NA	NA	NA	NA	NA	2.734	2.818	1.832	NA	2.298	2.503	2.193	NA	NA	NA	3.291	3.135	1.434	3.434	NA	NA	NA	NA
1868	1.463	2.809	2.184	2.06	1.923	NA	2.25	2.368	NA	NA	NA	NA	NA	NA	2.285	1.679	1.423	NA	1.486	1.629	1.816	NA	NA	NA	1.994	1.824	1.237	2.242	NA	NA	NA	NA
1869	3.09	5.132	2.414	2.361	2.379	NA	2.668	2.539	NA	NA	NA	NA	NA	NA	2.706	2.653	1.429	1.47	1.656	1.863	2.082	NA	NA	NA	2.054	2.158	1.35	2.062	NA	NA	NA	NA
1870	2.527	4.092	2.367	2.362	1.864	NA	1.729	1.345	NA	NA	NA	NA	NA	NA	1.857	1.924	1.209	1.23	1.585	1.621	1.803	1.978	NA	NA	1.72	1.703	1.352	1.684	NA	NA	NA	NA
1871	4.298	4.805	2.906	3.184	2.509	2	2.024	1.465	NA	NA	NA	NA	NA	NA	2.086	2.278	0.958	0.944	1.685	2.077	1.766	2.429	NA	NA	1.861	2.009	0.868	1.994	NA	NA	NA	NA
1872	3.358	3.452	1.962	2.01	1.837	1.6	1.253	1.455	NA	NA	NA	NA	NA	NA	1.578	1.365	0.791	0.865	1.345	1.826	1.525	1.353	NA	NA	1.125	1.334	0.932	1.159	NA	NA	1.777	1.797
1873	4.051	3.945	2.292	2.438	2.719	2.477	1.769	2.12	NA	NA	NA	NA	NA	NA	2.166	1.565	1.135	1.14	2.166	2.121	2.213	2.204	NA	NA	1.593	1.798	1.143	2.248	NA	NA	2.616	2.084
1874	3.296	1.91	1.837	1.753	1.64	1.556	1.232	1.454	NA	NA	NA	NA	NA	NA	2.131	1.369	0.829	0.907	1.457	1.305	1.74	1.653	NA	NA	0.825	0.952	1.272	1.513	NA	NA	2.907	1.941
1875	2.532	1.901	2.103	1.467	1.413	1.439	1.255	1.357	NA	NA	NA	NA	NA	NA	1.991	1.725	0.798	0.668	1.48	1.235	1.411	1.281	NA	0.862	0.795	0.97	1.258	1.462	NA	NA	2.629	1.414
1876	3.29	2.25	2.232	2.346	1.513	1.71	1.546	1.777	NA	NA	NA	NA	NA	NA	1.426	1.196	0.697	0.609	1.317	1.402	1.591	1.352	NA	1.157	0.989	1.161	0.617	1.718	NA	NA	2.654	1.285
1877	2.986	2.026	1.892	1.862	1.371	1.485	1.19	1.218	NA	NA	NA	NA	NA	NA	1.52	1.187	0.996	0.697	1.333	1.332	1.479	1.413	NA	1.768	1.273	1.265	0.562	1.084	NA	NA	2.722	1.361
1878	2.332	1.563	1.867	1.704	1.372	1.559	1.145	1.196	NA	NA	NA	NA	NA	NA	1.586	1.307	1.032	1.026	1.35	1.461	0.944	0.916	NA	1.842	0.809	1.02	1.142	1.009	NA	NA	2.528	1.459
1879	2.833	2.639	2.406	1.973	1.755	1.956	1.738	1.561	NA	NA	NA	NA	NA	NA	1.165	1.493	1.338	1.269	1.249	1.201	1.484	1.451	NA	2.166	1.024	0.91	1.371	0.98	NA	NA	2.746	1.656
1880	1.958	2.285	1.067	1.041	1.128	1.109	1.017	1.103	NA	NA	NA	NA	NA	NA	0.768	1.325	0.913	0.555	0.911	0.933	0.801	0.941	NA	2.079	0.59	0.643	0.81	0.993	NA	NA	1.773	0.706
1881	2.119	2.554	1.013	1.143	1.643	1.829	1.649	1.951	NA	NA	NA	NA	NA	NA	1.823	1.716	1.452	1.045	1.161	1.166	1.464	1.686	NA	2.222	1.27	1.052	1.209	1.043	NA	NA	2.626	1.422
1882	2.42	2.536	1.303	1.409	1.604	1.901	1.793	1.738	NA	NA	NA	NA	NA	NA	2.625	1.696	1.501	1.211	1.333	0.977	1.329	1.532	NA	1.888	1.291	0.89	0.982	1.392	NA	NA	2.797	1.631
1883	2.502	2.525	1.23	1.395	1.272	1.779	1.545	2.27	NA	NA	NA	NA	NA	NA	1.904	1.739	1.607	1.224	1.326	1.136	1.284	1.555	2.085	2.037	1.099	0.957	0.959	1.286	NA	NA	2.158	1.385
1884	2.232	2.295	1.132	1.149	1.15	1.662	1.455	2.333	NA	NA	NA	NA	NA	NA	2.139	1.847	2.19	0.827	1.082	0.983	1.277	1.569	2.217	2.005	0.924	0.951	0.975	1.041	NA	NA	2.228	1.337
1885	1.612	1.819	0.855	0.651	0.754	1.198	1.208	1.603	NA	NA	NA	NA	NA	NA	1.293	1.319	1.533	0.677	0.822	0.87	1.259	1.375	1.376	1.327	0.621	0.515	0.733	0.819	NA	NA	1.585	0.836
1886	1.422	1.667	0.825	0.676	0.761	1.062	0.971	1.221	NA	NA	NA	NA	NA	NA	1.148	1.068	1.032	0.837	0.6	0.524	0.67	1.006	1.141	1.038	0.461	0.419	0.516	0.568	NA	NA	1.097	0.523
1887	1.763	1.896	0.724	0.715	0.78	1.243	1.109	1.597	NA	NA	NA	NA	NA	NA	1.453	1.228	1.187	1.125	0.62	0.666	0.911	1.147	1.288	1.194	0.625	0.531	0.709	0.809	NA	NA	1.19	0.76
1888	1.848	1.805	0.742	0.797	0.709	1.114	0.888	1.19	NA	NA	NA	NA	NA	NA	0.765	1.006	1.149	1.171	0.645	0.737	0.885	1.234	1.713	1.593	0.64	0.493	0.62	1.188	NA	NA	1.022	0.605
1889	1.616	2.138	0.789	0.72	0.757	1.586	0.91	1.233	NA	NA	NA	NA	NA	NA	0.953	1.279	1.013	0.986	0.645	0.762	0.861	1.391	1.92	1.93	0.475	0.581	0.573	1.07	NA	NA	1.187	0.613
1890	2.008	2.53	0.826	0.841	0.904	1.329	0.981	1.229	NA	NA	NA	NA	NA	NA	1.111	1.49	1.297	1.151	0.443	0.854	1.038	1.515	2.442	2.461	0.861	0.888	0.593	1.101	NA	NA	1.528	0.862
1891	1.559	2.209	0.7	0.642	0.637	0.876	0.587	1.207	NA	NA	NA	NA	NA	NA	0.973	1.329	1.284	0.957	0.749	1.303	0.977	1.32	2.473	2.611	0.923	0.736	0.554	0.796	NA	NA	1.054	0.553
1892	1.184	1.828	0.514	0.54	0.767	1.048	0.723	0.972	NA	NA	NA	NA	NA	NA	0.995	1.451	1.108	0.881	0.568	0.961	1.03	1.312	1.142	1.27	0.643	0.556	0.518	0.772	NA	NA	1.196	0.684
1893	0.745	1.625	0.409	0.435	0.424	0.73	0.701	0.838	NA	NA	NA	NA	NA	NA	0.742	0.944	0.802	0.679	0.626	0.724	0.453	0.413	1.461	1.534	0.505	0.427	0.43	0.593	NA	NA	0.883	0.6
1894	1.338	2.504	0.513	0.349	0.534	0.751	0.819	0.989	NA	NA	NA	NA	NA	NA	0.97	1.309	0.704	0.702	0.669	0.851	1.256	1.249	2.395	2.724	0.72	0.744	0.739	0.974	NA	NA	0.847	0.653
1895	1.666	2.753	0.677	0.658	0.773	1.055	1.147	1.319	NA	NA	NA	NA	NA	NA	1.411	1.606	0.982	0.895	1.153	1.271	1.736	1.885	2.844	2.867	0.822	0.837	0.965	0.882	NA	NA	1.091	0.968
1896	1.735	2.057	0.843	0.883	0.725	0.905	0.876	0.861	NA	NA	NA	NA	NA	NA	1.403	1.375	1.024	0.927	1.034	1.009	1.696	1.41	2.574	2.421	0.906	0.731	0.951	0.724	NA	NA	1.054	0.881
1897	1.991	2.388	0.888	1.036	0.899	1.227	1.173	1.029	NA	NA	NA	NA	NA	NA	1.837	1.646	1.226	1.104	1.274	1.381	1.409	1.484	2.645	2.438	0.913	0.643	1.268	0.715	NA	NA	1.291	1.212
