# Schweingruber - Nyteboda - PCAB - ITRDB SWED010
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/4568
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-4568.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/swed010n-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; swed010n-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/swed010n.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/swed010n.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-07-31
#--------------------
# File_Last_Modified_Date
#   Date: 2002-07-31
#--------------------
# Title
#   Study_Name: Schweingruber - Nyteboda - PCAB - ITRDB SWED010
#--------------------
# Investigators
#   Investigators: Schweingruber, F.H.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2019-01-08. NOAA Template Raw Measurements file added 2019-02-05.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Nyteboda
#   Location: Sweden
#   Northernmost_Latitude: 56.15
#   Southernmost_Latitude: 56.15
#   Easternmost_Longitude: 14.07
#   Westernmost_Longitude: 14.07
#   Elevation_m: -999
#--------------------
# Data_Collection
#   Collection_Name: SWED010
#   First_Year: 1815
#   Last_Year: 1976
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  minimum density
#   Notes: None
#--------------------
# Species
#   Species_Name: Picea abies (L.) H. Karst.
#   Common_Name: Norway spruce
#   Tree_Species_Code: PCAB
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## 351021_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 351021; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 351031_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 351031; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 351041_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 351041; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 351051_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 351051; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 351061_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 351061; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 351071_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 351071; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 351081_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 351081; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 351091_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 351091; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 351101_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 351101; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	351021_raw	351031_raw	351041_raw	351051_raw	351061_raw	351071_raw	351081_raw	351091_raw	351101_raw
1815	NA	NA	NA	NA	0.25	NA	NA	NA	NA
1816	NA	NA	NA	NA	0.23	NA	NA	NA	NA
1817	NA	NA	NA	NA	0.26	NA	NA	NA	NA
1818	NA	NA	NA	NA	0.24	NA	NA	NA	NA
1819	NA	NA	NA	NA	0.25	NA	NA	NA	NA
1820	NA	NA	NA	NA	0.24	NA	NA	NA	NA
1821	NA	NA	NA	NA	0.25	NA	NA	NA	NA
1822	NA	NA	NA	NA	0.28	NA	NA	NA	NA
1823	NA	NA	NA	NA	0.26	NA	NA	NA	NA
1824	NA	NA	NA	NA	0.23	NA	NA	NA	NA
1825	NA	NA	NA	NA	0.26	NA	NA	NA	NA
1826	NA	NA	NA	NA	0.22	NA	NA	NA	NA
1827	NA	NA	NA	NA	0.25	NA	0.25	NA	NA
1828	NA	NA	NA	NA	0.25	NA	0.25	NA	NA
1829	NA	NA	NA	NA	0.25	NA	0.28	NA	NA
1830	NA	NA	NA	NA	0.25	NA	0.29	NA	NA
1831	NA	NA	NA	NA	0.26	NA	0.25	NA	NA
1832	NA	NA	NA	NA	0.24	NA	0.26	NA	NA
1833	NA	NA	NA	NA	0.25	NA	0.29	0.4	NA
1834	NA	NA	NA	NA	0.27	NA	0.26	0.39	NA
1835	NA	NA	NA	NA	0.26	NA	0.28	0.41	NA
1836	NA	NA	NA	NA	0.28	NA	0.33	0.36	NA
1837	NA	NA	NA	NA	0.26	NA	0.27	0.34	NA
1838	NA	NA	NA	NA	0.26	NA	0.27	0.35	NA
1839	NA	NA	NA	NA	0.25	NA	0.25	0.36	NA
1840	NA	NA	NA	NA	0.25	NA	0.26	0.37	NA
1841	NA	NA	NA	NA	0.24	NA	0.24	0.36	0.43
1842	NA	NA	NA	NA	0.25	NA	0.28	0.37	0.41
1843	NA	NA	NA	NA	0.27	NA	0.25	0.36	0.38
1844	NA	NA	NA	NA	0.3	NA	0.28	0.39	0.39
1845	NA	NA	NA	NA	0.31	NA	0.26	0.36	0.39
1846	NA	NA	NA	NA	0.27	NA	0.26	0.35	0.38
1847	0.3	NA	NA	NA	0.33	NA	0.25	0.36	0.37
1848	0.32	NA	NA	NA	0.38	NA	0.25	0.36	0.39
1849	0.32	NA	NA	NA	0.35	NA	0.3	0.39	0.39
1850	0.28	NA	NA	NA	0.29	NA	0.27	0.37	0.37
1851	0.3	NA	NA	NA	0.29	NA	0.26	0.37	0.35
1852	0.28	NA	NA	NA	0.29	NA	0.26	0.35	0.36
1853	0.3	NA	NA	NA	0.29	NA	0.33	0.38	0.38
1854	0.3	NA	NA	NA	0.31	NA	0.3	0.4	0.38
1855	0.27	NA	NA	NA	0.28	NA	0.27	0.35	0.35
1856	0.28	NA	NA	NA	0.29	NA	0.26	0.37	0.38
1857	0.27	NA	NA	NA	0.27	NA	0.25	0.36	0.36
1858	0.27	NA	NA	NA	0.28	NA	0.28	0.45	0.37
1859	0.32	NA	NA	NA	0.29	NA	0.31	0.47	0.43
1860	0.27	NA	NA	NA	0.28	NA	0.3	0.41	0.41
1861	0.28	0.29	NA	NA	0.27	NA	0.28	0.37	0.43
1862	0.27	0.32	NA	NA	0.27	NA	0.3	0.37	0.41
1863	0.31	0.3	NA	NA	0.24	NA	0.26	0.37	0.38
1864	0.3	0.29	0.25	NA	0.25	NA	0.29	0.38	0.35
1865	0.32	0.28	0.25	NA	0.26	NA	0.3	0.38	0.37
1866	0.31	0.27	0.27	NA	0.24	NA	0.29	0.35	0.36
1867	0.3	0.28	0.22	NA	0.25	NA	0.3	0.38	0.37
1868	0.32	0.29	0.28	NA	0.25	0.32	0.32	0.41	0.39
1869	0.33	0.27	0.27	NA	0.27	0.3	0.31	0.46	0.37
1870	0.3	0.28	0.29	NA	0.27	0.29	0.31	0.43	0.38
1871	0.31	0.28	0.27	NA	0.26	0.29	0.32	0.41	0.36
1872	0.27	0.26	0.25	NA	0.27	0.28	0.3	0.46	0.37
1873	0.33	0.27	0.24	NA	0.25	0.29	0.29	0.44	0.33
1874	0.3	0.28	0.27	NA	0.26	0.32	0.31	0.5	0.38
1875	0.31	0.26	0.24	NA	0.26	0.29	0.3	0.46	0.35
1876	0.32	0.25	0.24	NA	0.26	0.28	0.31	0.45	0.38
1877	0.33	0.27	0.24	NA	0.28	0.31	0.33	0.42	0.35
1878	0.32	0.24	0.24	NA	0.26	0.33	0.27	0.38	0.35
1879	0.32	0.27	0.24	NA	0.26	0.28	0.3	0.41	0.38
1880	0.31	0.29	0.26	NA	0.28	0.28	0.29	0.41	0.38
1881	0.35	0.29	0.27	NA	0.29	0.27	0.33	0.41	0.37
1882	0.33	0.29	0.26	NA	0.26	0.31	0.3	0.4	0.36
1883	0.31	0.29	0.25	0.25	0.26	0.3	0.34	0.38	0.31
1884	0.34	0.29	0.28	0.26	0.25	0.31	0.32	0.38	0.35
1885	0.3	0.27	0.26	0.25	0.26	0.29	0.33	0.38	0.33
