# Kuniholm - Gumushane Torul Isletmesi - ABNO - ITRDB TURK002
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/3803
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-3803.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/turk002-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; turk002-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/turk002.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/turk002.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-04-26
#--------------------
# File_Last_Modified_Date
#   Date: 2002-04-26
#--------------------
# Title
#   Study_Name: Kuniholm - Gumushane Torul Isletmesi - ABNO - ITRDB TURK002
#--------------------
# Investigators
#   Investigators: Kuniholm, P.I.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-19. NOAA Template Raw Measurements file added 2019-02-05.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Gumushane  Torul Isletmesi
#   Location: Turkey
#   Northernmost_Latitude: 40.57
#   Southernmost_Latitude: 40.57
#   Easternmost_Longitude: 39.28
#   Westernmost_Longitude: 39.28
#   Elevation_m: 1300
#--------------------
# Data_Collection
#   Collection_Name: TURK002
#   First_Year: 1582
#   Last_Year: 1988
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Abies nordmanniana (Steven) Spach
#   Common_Name: Caucasian fir
#   Tree_Species_Code: ABNO
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## 129111_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 129111; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 129000_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 129000; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 129021_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 129021; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 129031_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 129031; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 129041_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 129041; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 129131_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 129131; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 129141_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 129141; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	129111_raw	129000_raw	129021_raw	129031_raw	129041_raw	129131_raw	129141_raw
1582	1.82	NA	NA	NA	NA	NA	NA
1583	1.82	NA	NA	NA	NA	NA	NA
1584	2.69	NA	NA	NA	NA	NA	NA
1585	2.78	NA	NA	NA	NA	NA	NA
1586	3.25	NA	NA	NA	NA	NA	NA
1587	2.73	NA	NA	NA	NA	NA	NA
1588	2.47	NA	NA	NA	NA	NA	NA
1589	2.43	NA	NA	NA	NA	NA	NA
1590	2.21	NA	NA	NA	NA	NA	NA
1591	2.39	NA	NA	NA	NA	NA	NA
1592	2.27	NA	NA	NA	NA	NA	NA
1593	2.58	NA	NA	NA	NA	NA	NA
1594	2.26	NA	NA	NA	NA	NA	NA
1595	1.44	NA	NA	NA	NA	NA	NA
1596	1.8	NA	NA	NA	NA	NA	NA
1597	1.74	NA	NA	NA	NA	NA	NA
1598	1.59	NA	NA	NA	NA	NA	NA
1599	1.66	NA	NA	NA	NA	NA	NA
1600	1.44	NA	NA	NA	NA	NA	NA
1601	1.89	NA	NA	NA	NA	NA	NA
1602	1.63	NA	NA	NA	NA	NA	NA
1603	1.66	NA	NA	NA	NA	NA	NA
1604	1.89	NA	NA	NA	NA	NA	NA
1605	1.25	NA	NA	NA	NA	NA	NA
1606	1.28	NA	NA	NA	NA	NA	NA
1607	1.56	NA	NA	NA	NA	NA	NA
1608	1.3	NA	NA	NA	NA	NA	NA
1609	1.02	NA	NA	NA	NA	NA	NA
1610	1.17	NA	NA	NA	NA	NA	NA
1611	1.43	NA	NA	NA	NA	NA	NA
1612	1.19	NA	NA	NA	NA	NA	NA
1613	1.2	NA	NA	NA	NA	NA	NA
1614	1.06	NA	NA	NA	NA	NA	NA
1615	0.88	NA	NA	NA	NA	NA	NA
1616	0.83	NA	NA	NA	NA	NA	NA
1617	0.86	NA	NA	NA	NA	NA	NA
1618	0.68	NA	NA	NA	NA	NA	NA
1619	0.95	NA	NA	NA	NA	NA	NA
1620	0.68	NA	NA	NA	NA	NA	NA
1621	0.9	NA	NA	NA	NA	NA	NA
1622	0.72	NA	NA	NA	NA	NA	NA
1623	0.58	NA	NA	NA	NA	NA	NA
1624	0.66	NA	NA	NA	NA	NA	NA
1625	0.95	NA	NA	NA	NA	NA	NA
1626	0.62	NA	NA	NA	NA	NA	NA
1627	0.57	NA	NA	NA	NA	NA	NA
1628	0.48	NA	NA	NA	NA	NA	NA
1629	0.4	NA	NA	NA	NA	NA	NA
1630	0.38	NA	NA	NA	NA	NA	NA
1631	0.12	NA	NA	NA	NA	NA	NA
1632	0.19	NA	NA	NA	NA	NA	NA
1633	0.13	NA	NA	NA	NA	NA	NA
1634	0.21	NA	NA	NA	NA	NA	NA
1635	0.2	NA	NA	NA	NA	NA	NA
1636	0.12	NA	NA	NA	NA	NA	NA
1637	0.29	NA	NA	NA	NA	NA	NA
1638	0.35	NA	NA	NA	NA	NA	NA
1639	0.35	NA	NA	NA	NA	NA	NA
1640	0.29	NA	NA	NA	NA	NA	NA
1641	0.25	NA	NA	NA	NA	NA	NA
1642	0.17	NA	NA	NA	NA	NA	NA
1643	0.3	NA	NA	NA	NA	NA	NA
1644	0.26	NA	NA	NA	NA	NA	NA
1645	0.34	NA	NA	NA	NA	NA	NA
1646	0.23	NA	NA	NA	NA	NA	NA
1647	0.25	NA	NA	NA	NA	NA	NA
1648	0.2	NA	NA	NA	NA	NA	NA
1649	0.14	NA	NA	NA	NA	NA	NA
1650	0.11	NA	NA	NA	NA	NA	NA
1651	0.02	NA	NA	NA	NA	NA	NA
1652	0.19	NA	NA	NA	NA	NA	NA
1653	0.14	NA	NA	NA	NA	NA	NA
1654	0.18	NA	NA	NA	NA	NA	NA
1655	0.17	NA	NA	NA	NA	NA	NA
1656	0.2	NA	NA	NA	NA	NA	NA
1657	0.18	NA	NA	NA	NA	NA	NA
1658	0.25	NA	NA	NA	NA	NA	NA
1659	0.22	NA	NA	NA	NA	NA	NA
1660	0.14	NA	NA	NA	NA	NA	NA
1661	0.18	NA	NA	NA	NA	NA	NA
1662	0.34	NA	NA	NA	NA	NA	NA
1663	0.32	NA	NA	NA	NA	NA	NA
1664	0.39	NA	NA	NA	NA	NA	NA
1665	0.66	NA	NA	NA	NA	NA	NA
1666	0.64	NA	NA	NA	NA	NA	NA
1667	0.86	NA	NA	NA	NA	NA	NA
1668	0.58	NA	NA	NA	NA	NA	NA
1669	0.54	NA	NA	NA	NA	NA	NA
1670	0.57	NA	NA	NA	NA	NA	NA
1671	0.61	NA	NA	NA	NA	NA	NA
1672	0.44	NA	NA	NA	NA	NA	NA
1673	0.65	NA	NA	NA	NA	NA	NA
1674	0.57	NA	NA	NA	NA	NA	NA
