# Schweingruber - Col D'Allos - ABAL - ITRDB FRAN015
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/4387
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-4387.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/fran015n-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; fran015n-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/fran015n.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/fran015n.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-07-31
#--------------------
# File_Last_Modified_Date
#   Date: 2002-07-31
#--------------------
# Title
#   Study_Name: Schweingruber - Col D'Allos - ABAL - ITRDB FRAN015
#--------------------
# Investigators
#   Investigators: Schweingruber, F.H.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2019-01-08. NOAA Template Raw Measurements file added 2019-02-05.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Col D'Allos
#   Location: France
#   Northernmost_Latitude: 44.27
#   Southernmost_Latitude: 44.27
#   Easternmost_Longitude: 6.57
#   Westernmost_Longitude: 6.57
#   Elevation_m: 1900
#--------------------
# Data_Collection
#   Collection_Name: FRAN015
#   First_Year: 1771
#   Last_Year: 1975
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  minimum density
#   Notes: None
#--------------------
# Species
#   Species_Name: Abies alba Mill.
#   Common_Name: silver fir
#   Tree_Species_Code: ABAL
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## 256010_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 256010; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 256020_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 256020; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 256040_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 256040; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 256080_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 256080; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 256130_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 256130; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 256170_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 256170; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 256190_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 256190; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 256200_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 256200; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 256240_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 256240; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 256250_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 256250; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 256270_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 256270; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	256010_raw	256020_raw	256040_raw	256080_raw	256130_raw	256170_raw	256190_raw	256200_raw	256240_raw	256250_raw	256270_raw
1771	NA	NA	NA	NA	NA	NA	0.28	NA	NA	NA	NA
1772	NA	0.34	NA	NA	NA	NA	0.26	NA	NA	NA	NA
1773	NA	0.3	NA	NA	NA	NA	0.27	NA	NA	NA	NA
1774	NA	0.29	NA	NA	NA	NA	0.27	NA	NA	NA	NA
1775	NA	0.28	NA	NA	NA	NA	0.28	NA	NA	NA	NA
1776	NA	0.29	NA	NA	NA	NA	0.29	NA	NA	NA	NA
1777	NA	0.29	NA	NA	NA	NA	0.29	NA	NA	NA	NA
1778	NA	0.28	NA	NA	NA	NA	0.29	NA	NA	NA	NA
1779	NA	0.29	NA	NA	NA	NA	0.31	NA	NA	NA	NA
1780	NA	0.29	NA	NA	NA	NA	0.28	NA	NA	NA	NA
1781	NA	0.28	NA	NA	NA	NA	0.26	NA	NA	NA	NA
1782	NA	0.25	NA	NA	NA	NA	0.26	NA	NA	NA	NA
1783	NA	0.28	NA	NA	NA	NA	0.27	NA	NA	NA	NA
1784	NA	0.25	NA	NA	NA	NA	0.25	NA	NA	NA	NA
1785	NA	0.3	NA	NA	NA	NA	0.29	NA	NA	NA	NA
1786	NA	0.29	NA	NA	NA	NA	0.28	NA	NA	NA	NA
1787	NA	0.29	NA	NA	NA	NA	0.26	NA	NA	NA	NA
1788	NA	0.3	NA	NA	NA	NA	0.27	NA	NA	NA	NA
1789	NA	0.3	NA	NA	NA	NA	0.28	NA	NA	NA	NA
1790	NA	0.31	NA	NA	NA	NA	0.29	NA	NA	NA	NA
1791	NA	0.29	NA	NA	NA	NA	0.28	NA	NA	NA	NA
1792	NA	0.28	NA	NA	NA	NA	0.27	NA	NA	NA	NA
1793	NA	0.24	NA	NA	NA	NA	0.28	NA	NA	NA	NA
1794	NA	0.27	NA	NA	NA	NA	0.29	NA	NA	NA	NA
1795	NA	0.29	NA	NA	NA	NA	0.29	NA	NA	NA	NA
1796	NA	0.28	NA	NA	NA	NA	0.3	NA	NA	NA	NA
1797	NA	0.3	NA	NA	NA	NA	0.3	NA	NA	NA	NA
1798	NA	0.35	NA	NA	NA	NA	0.28	NA	NA	NA	NA
1799	NA	0.3	NA	NA	NA	NA	0.27	0.25	NA	NA	NA
1800	NA	0.35	NA	NA	NA	NA	0.29	0.23	NA	NA	NA
1801	NA	0.29	NA	NA	NA	NA	0.29	0.24	NA	NA	NA
1802	NA	0.28	NA	NA	NA	NA	0.29	0.25	NA	NA	NA
1803	NA	0.28	NA	NA	NA	NA	0.29	0.24	NA	NA	NA
1804	NA	0.29	NA	NA	NA	NA	0.3	0.25	NA	NA	NA
1805	NA	0.26	NA	NA	NA	NA	0.28	0.23	NA	NA	NA
1806	NA	0.31	NA	NA	NA	NA	0.29	0.25	NA	NA	NA
1807	NA	0.28	NA	NA	NA	NA	0.27	0.23	NA	NA	NA
1808	NA	0.28	NA	NA	NA	NA	0.29	0.24	NA	NA	NA
1809	NA	0.28	NA	NA	NA	NA	0.29	0.23	NA	NA	NA
1810	NA	0.26	NA	NA	NA	NA	0.3	0.24	NA	NA	NA
1811	NA	0.26	NA	NA	NA	NA	0.28	0.22	NA	NA	NA
1812	NA	0.26	NA	NA	NA	NA	0.28	0.22	NA	NA	NA
1813	NA	0.29	NA	NA	NA	NA	0.31	0.24	NA	NA	NA
1814	NA	0.28	NA	NA	NA	NA	0.29	0.24	NA	NA	NA
1815	NA	0.26	NA	NA	NA	NA	0.32	0.23	NA	NA	NA
1816	NA	0.27	NA	NA	NA	NA	0.3	0.22	NA	NA	NA
1817	NA	0.27	NA	NA	NA	NA	0.31	0.24	NA	NA	NA
1818	NA	0.26	NA	NA	NA	NA	0.28	0.24	NA	NA	NA
1819	NA	0.26	NA	NA	0.34	NA	0.29	0.24	NA	NA	NA
1820	NA	0.28	NA	NA	0.44	NA	0.31	0.26	NA	NA	NA
1821	NA	0.27	NA	NA	0.44	NA	0.31	0.24	NA	NA	NA
1822	NA	0.27	NA	NA	0.37	NA	0.3	0.25	NA	NA	NA
1823	0.3	0.25	NA	NA	0.39	NA	0.29	0.24	NA	NA	NA
1824	0.29	0.26	NA	NA	0.38	NA	0.28	0.25	NA	NA	NA
1825	0.28	0.27	NA	NA	0.4	NA	0.28	0.27	NA	NA	NA
1826	0.28	0.26	NA	NA	0.39	NA	0.28	0.25	NA	NA	NA
1827	0.27	0.26	NA	NA	0.39	NA	0.29	0.26	NA	NA	0.26
1828	0.28	0.26	NA	0.27	0.4	NA	0.27	0.27	NA	NA	0.25
1829	0.28	0.27	NA	0.27	0.42	NA	0.3	0.25	NA	NA	0.27
1830	0.33	0.3	NA	0.3	0.51	NA	0.32	0.27	NA	NA	0.28
1831	0.27	0.26	NA	0.26	0.41	NA	0.27	0.26	0.27	NA	0.26
1832	0.27	0.28	NA	0.29	0.42	NA	0.29	0.26	0.28	NA	0.27
1833	0.28	0.29	NA	0.29	0.44	NA	0.3	0.26	0.31	NA	0.27
1834	0.27	0.26	NA	0.27	0.35	NA	0.29	0.25	0.28	NA	0.24
1835	0.3	0.28	NA	0.27	0.38	NA	0.29	0.26	0.28	NA	0.25
1836	0.28	0.27	NA	0.27	0.33	NA	0.27	0.25	0.27	NA	0.25
1837	0.27	0.26	NA	0.27	0.32	NA	0.27	0.23	0.27	NA	0.25
