# Kairaitis - Vezaiciai - QURO - ITRDB LITH045
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/22309
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-22309.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/lith045-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; lith045-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/lith045.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/lith045.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2017-02-17
#--------------------
# File_Last_Modified_Date
#   Date: 2017-02-17
#--------------------
# Title
#   Study_Name: Kairaitis - Vezaiciai - QURO - ITRDB LITH045
#--------------------
# Investigators
#   Investigators: Kairaitis, J.; Sohar, K.; Vitas, A.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-02-05.
#--------------------
# Publication
#   Authors: Kristina Sohar, Adomas Vitas, Alar Läänelaid
#   Journal_Name: Dendrochronologia
#   Published_Title: Sapwood estimates of pedunculate oak (Quercus robur L.) in eastern Baltic
#   Published_Date_or_Year: 2012
#   Volume: 30
#   Pages: 49-56
#   Issue: 1
#   Report_Number: 
#   DOI: 10.1016/j.dendro.2011.08.001
#   Full_Citation: None
#   Abstract: Pedunculate oak (Quercus robur L.) is one of the widely used and dendrochronologically investigated species in Europe. Still, it is a problematical dating object if its outermost section is missing partly or totally. Thus, we need sapwood estimation of living trees. As sapwood amount varies geographically, numbers of sapwood rings have been published for different regions in Europe but no such estimation has been done for the Baltic States yet. Therefore, this paper deals with the estimation of pedunculate oak sapwood growing in the eastern Baltic region, i.e. in Finland, Estonia, Latvia, and Lithuania.# # In total, 668 oak core samples of living trees from 43 stands were investigated. Ring widths were measured and the number of sapwood rings was determined according to two criteria: difference of colour and absence of tyloses in earlywood vessels. The samples were divided into two sets, according to the tH-values between site chronologies and the major geobotanical sub-provinces. Thus, the nine Finnish and western Estonian sites were attributed to the western region and the 34 eastern Estonian, Latvian and Lithuanian sites to the eastern region.# # As the result of a statistical analysis, we explain that the number of oak sapwood rings ranges from 4.09 to 20.85 and 6.45 to 18.02 within 95% confidence limits in the western and eastern regions, respectively. For the three Baltic countries and southern Finland in general, we recommend to consider a sapwood estimate of 6.18-18.71 rings. Regarding earlier studies, the general European trend of decreasing sapwood ring number towards the east was confirmed. A geographical pattern of eastward decrease of the median sapwood ring number was noticed in the Baltics as well. The chronology based upon 668 samples of living oak trees from all sites covered the period of 1631-2008.
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Vezaiciai
#   Location: Lithuania
#   Northernmost_Latitude: 55.697
#   Southernmost_Latitude: 55.697
#   Easternmost_Longitude: 21.4815
#   Westernmost_Longitude: 21.4815
#   Elevation_m: 60
#--------------------
# Data_Collection
#   Collection_Name: LITH045
#   First_Year: 1812
#   Last_Year: 1971
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Quercus robur L. = Quercus pendunculata Ehrl.
#   Common_Name: English oak
#   Tree_Species_Code: QURO
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## VEZAIC32_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: VEZAIC32; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## VEZAIC33_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: VEZAIC33; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## VEZAIC34_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: VEZAIC34; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## VEZAIC36_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: VEZAIC36; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## VEZAIC38_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: VEZAIC38; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## VEZAIC41_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: VEZAIC41; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## VEZAIC43_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: VEZAIC43; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## VEZAIC44_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: VEZAIC44; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## VEZAIC45_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: VEZAIC45; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## VEZAIC46_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: VEZAIC46; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## VEZAIC47_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: VEZAIC47; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## VEZAIC51_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: VEZAIC51; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## VEZAIC56_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: VEZAIC56; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## VEZAIC57_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: VEZAIC57; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## VEZAIC65_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: VEZAIC65; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	VEZAIC32_raw	VEZAIC33_raw	VEZAIC34_raw	VEZAIC36_raw	VEZAIC38_raw	VEZAIC41_raw	VEZAIC43_raw	VEZAIC44_raw	VEZAIC45_raw	VEZAIC46_raw	VEZAIC47_raw	VEZAIC51_raw	VEZAIC56_raw	VEZAIC57_raw	VEZAIC65_raw
1812	NA	NA	NA	NA	NA	2.42	NA	NA	NA	NA	NA	NA	NA	NA	NA
1813	NA	NA	NA	NA	NA	1.49	NA	NA	NA	NA	NA	NA	NA	NA	NA
1814	NA	NA	NA	NA	NA	1.53	NA	NA	NA	NA	NA	NA	NA	NA	NA
1815	NA	NA	NA	NA	NA	1.39	NA	NA	NA	NA	NA	NA	NA	1.25	NA
1816	NA	NA	NA	NA	NA	1.48	NA	NA	NA	NA	NA	NA	NA	1.13	NA
1817	NA	NA	NA	NA	NA	1.53	NA	NA	NA	NA	NA	NA	NA	1.18	NA
1818	NA	NA	NA	1.72	NA	1.19	NA	NA	NA	NA	NA	NA	NA	0.56	NA
1819	NA	NA	NA	2.83	NA	1.62	NA	NA	NA	NA	NA	NA	NA	1.11	NA
1820	NA	NA	NA	3.59	NA	1.77	NA	NA	NA	NA	NA	NA	NA	1.23	NA
1821	NA	NA	NA	1.56	NA	1.15	1.65	NA	NA	NA	NA	NA	NA	0.68	NA
1822	NA	NA	NA	1.67	NA	1.17	1.37	NA	NA	NA	NA	NA	NA	0.81	NA
1823	NA	NA	NA	2.03	NA	1.65	2.39	NA	NA	NA	NA	NA	NA	1.23	NA
1824	NA	NA	NA	2.11	NA	1.45	1.74	NA	NA	NA	NA	NA	NA	1.27	NA
1825	NA	NA	NA	2.06	NA	1.62	1.5	NA	NA	NA	NA	NA	NA	0.71	NA
1826	NA	NA	NA	1.5	NA	1.12	0.93	NA	NA	NA	NA	NA	NA	0.7	NA
1827	NA	NA	NA	0.9	NA	1.06	0.7	NA	NA	NA	NA	NA	NA	0.39	NA
1828	NA	NA	NA	1.27	NA	0.99	0.89	NA	NA	NA	NA	NA	NA	0.44	NA
1829	NA	NA	NA	1.11	NA	0.9	0.56	NA	NA	NA	NA	1.43	NA	0.28	NA
1830	NA	NA	NA	0.73	NA	0.43	0.42	NA	NA	NA	NA	1.12	NA	0.22	NA
1831	NA	NA	NA	0.82	NA	0.7	0.94	NA	NA	NA	NA	1.38	NA	0.52	NA
1832	NA	NA	NA	0.97	NA	0.69	1.62	NA	NA	1.35	NA	1.89	NA	0.86	NA
1833	NA	NA	NA	0.94	NA	0.85	1.43	NA	NA	1.27	NA	1.49	NA	0.81	NA
1834	NA	NA	NA	0.81	NA	0.9	1.47	NA	NA	1.08	NA	1.2	NA	0.77	NA
1835	NA	NA	NA	1.21	NA	0.7	1.35	NA	NA	1.38	NA	1.57	NA	0.71	NA
1836	NA	NA	NA	1.58	NA	0.66	1.45	NA	NA	1.5	NA	1.64	NA	0.91	NA
1837	NA	NA	0.92	1.33	NA	0.36	0.77	NA	NA	1.41	NA	1.27	NA	0.74	NA
1838	NA	NA	0.82	0.98	NA	0.45	0.54	NA	NA	1.24	NA	0.86	NA	0.5	NA
1839	NA	NA	1.02	1.44	NA	0.59	0.54	NA	NA	1.35	NA	1.44	NA	0.47	NA
1840	NA	NA	1.05	1.49	NA	0.62	0.91	NA	NA	1.35	NA	1.67	NA	0.88	NA
1841	NA	NA	0.91	1.33	NA	0.7	0.75	NA	NA	1.06	NA	1.35	NA	0.76	NA
1842	NA	NA	1.7	1.71	NA	1.18	0.57	NA	NA	1.2	NA	2.27	NA	0.5	NA
1843	NA	NA	1.44	1.14	NA	1.2	0.75	NA	NA	0.94	NA	1.77	NA	0.6	NA
1844	NA	NA	1.51	0.79	NA	0.95	0.44	NA	NA	1.08	NA	1.19	NA	0.47	NA
1845	NA	NA	1.06	0.96	NA	1.24	0.44	NA	NA	1.27	NA	1.84	NA	0.52	NA
1846	NA	NA	1.83	0.93	NA	1.73	0.56	NA	NA	1.47	NA	1.69	NA	0.66	NA
1847	NA	NA	1.2	1.13	NA	1.51	0.64	NA	NA	1.17	NA	1.81	NA	1.09	NA
1848	NA	NA	1.18	1.02	NA	1.26	0.79	NA	NA	1.5	NA	1.54	NA	1.07	NA
1849	NA	NA	1.62	1.42	NA	1.31	1.01	NA	NA	1.5	NA	1.67	NA	1.53	NA
1850	NA	NA	1	1.05	NA	1.1	0.8	NA	NA	1.49	NA	1.48	NA	1.21	NA
1851	NA	1.99	1.06	0.91	NA	1.14	0.7	NA	NA	1.35	NA	1.22	NA	1.1	NA
1852	NA	1.9	1.2	0.85	NA	1.41	1.05	NA	NA	1.63	NA	1.32	NA	1.22	NA
1853	NA	1.98	1.01	0.93	NA	1.13	1.2	NA	NA	1.39	NA	1.19	NA	1.34	NA
1854	NA	1.67	1.18	0.99	NA	1.12	0.96	NA	NA	1.31	NA	1.12	NA	1.01	NA
1855	1.17	2	1.16	0.89	NA	0.91	0.99	NA	NA	1.3	NA	1.02	NA	0.66	NA
1856	0.99	1.25	1.31	0.64	0.89	0.95	0.55	NA	NA	1.31	NA	0.65	NA	0.45	NA
1857	0.87	0.83	0.73	0.39	0.65	0.45	0.41	NA	NA	0.77	NA	0.75	NA	0.55	NA
1858	0.73	0.7	0.76	2.33	0.63	0.42	0.53	NA	NA	0.83	NA	0.75	NA	0.74	NA
1859	0.88	0.79	0.76	0.82	1	0.53	0.66	NA	NA	0.83	NA	0.63	NA	0.82	NA
1860	1.45	1.31	1.18	1.18	1.2	0.93	0.62	NA	NA	1.33	NA	1.02	NA	1.09	NA
1861	1.61	2.03	1.56	1.48	1.88	1.11	0.76	NA	2.23	1.38	NA	1.57	NA	1.43	NA
1862	1.4	1.79	1.18	1.29	1.51	0.95	0.95	NA	2.95	0.92	NA	1.49	2.01	1.74	NA
1863	1.59	1.46	1.27	1	1.21	1.11	0.91	NA	2.99	1.08	NA	1.39	2.15	1.42	NA
1864	1.52	1.59	1.35	1.04	0.96	1.1	1	NA	2.29	1.1	NA	1.12	1.65	1.57	NA
1865	1.53	1.87	1.37	1.01	1.14	0.81	0.95	NA	2.8	0.88	NA	1.21	1.33	1.13	NA
1866	1.15	1.23	1.3	0.78	0.88	0.57	0.81	NA	1.37	0.93	NA	0.99	1.13	0.87	NA
1867	1.31	1.18	1.63	0.74	0.83	0.72	0.81	NA	0.84	1.18	NA	1.02	1.27	1.01	NA
1868	0.84	0.87	0.86	0.55	0.55	0.68	0.36	NA	0.36	0.91	NA	0.77	0.55	0.47	NA
1869	0.62	0.67	1.09	0.47	0.41	0.71	0.37	NA	0.28	0.72	NA	0.61	0.54	0.53	NA
1870	0.78	1.01	1.2	0.76	0.54	1.14	0.63	NA	0.36	0.9	1.63	0.88	0.85	0.87	NA
1871	0.97	1.01	0.98	0.64	0.49	0.76	0.68	NA	0.4	0.8	1.59	0.85	0.86	0.7	NA
1872	0.65	0.93	0.97	0.59	0.65	0.79	0.59	NA	0.33	0.88	1.24	1.13	0.77	0.71	NA
1873	1.09	1.19	1.3	0.85	0.75	1.25	0.56	NA	0.43	1.26	2.06	0.92	1.19	0.8	2.07
1874	1.14	0.91	1.19	0.57	0.64	0.75	0.6	NA	0.4	0.99	1.6	0.79	1.01	0.69	1.57
1875	1.1	0.89	1.05	0.6	0.45	0.73	0.7	1.1	0.44	0.97	1.6	0.99	0.95	0.78	1.48
1876	1.03	0.95	0.91	0.46	0.58	0.72	0.72	0.94	0.56	1.23	1.75	1.03	0.93	0.76	1.55
1877	1.36	1.23	1.32	0.6	0.8	0.56	0.74	0.77	0.43	1.16	1.91	1.15	1.29	0.88	1.53
1878	1.38	0.94	1.25	0.57	0.69	0.56	0.68	1.13	0.5	1.21	1.66	0.89	1.22	1.2	1.57
1879	1.15	1.08	1.16	0.7	0.67	0.64	0.52	1.16	0.52	1.4	1.64	1.19	1.42	0.98	1.73
1880	1.2	1.44	1.28	0.7	1.09	0.53	0.53	1.16	0.45	1.19	1.23	1.06	1.16	0.88	1.72
1881	0.91	0.67	0.74	0.46	0.57	0.45	0.42	0.61	0.28	1.06	0.78	0.67	0.74	0.44	1.09
