# Vanoni - Berguen - PCAB - ITRDB SWIT406
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/33054
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-33054.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/swit406-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; swit406-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/swit406.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/swit406.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2021-03-05
#--------------------
# File_Last_Modified_Date
#   Date: 2021-03-05
#--------------------
# Title
#   Study_Name: Vanoni - Berguen - PCAB - ITRDB SWIT406
#--------------------
# Investigators
#   Investigators: Vanoni, M.; Frey, H.-U.; Bigler, C.
#--------------------
# Description_Notes_and_Keywords
#   Description: Reference: 
# # Vanoni M. 2012. Klimatische Einflusse auf die Wachstumsvariabilitat von Weisstanne und Fichte entlang des Weisstannen-Ausbreitungsgradienten. Master thesis. ETH Zurich, Zurich. NOAA Template Raw Measurements file added 2021-05-03.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Berguen
#   Location: Switzerland
#   Northernmost_Latitude: 46.641644
#   Southernmost_Latitude: 46.641644
#   Easternmost_Longitude: 9.724754
#   Westernmost_Longitude: 9.724754
#   Elevation_m: 1280
#--------------------
# Data_Collection
#   Collection_Name: SWIT406
#   First_Year: 1771
#   Last_Year: 2011
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Picea abies (L.) H. Karst.
#   Common_Name: Norway spruce
#   Tree_Species_Code: PCAB
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## BGF01_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BGF01; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BGF02_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BGF02; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BGF03_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BGF03; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BGF04_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BGF04; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BGF05_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BGF05; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BGF06_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BGF06; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BGF07_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BGF07; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BGF08_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BGF08; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BGF09_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BGF09; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BGF10_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BGF10; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BGF11_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BGF11; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BGF12_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BGF12; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BGF13_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BGF13; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BGF14_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BGF14; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BGF15_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BGF15; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	BGF01_raw	BGF02_raw	BGF03_raw	BGF04_raw	BGF05_raw	BGF06_raw	BGF07_raw	BGF08_raw	BGF09_raw	BGF10_raw	BGF11_raw	BGF12_raw	BGF13_raw	BGF14_raw	BGF15_raw
1771	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.65	NA	NA	NA
1772	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.54	NA	NA	NA
1773	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.32	NA	NA	NA
1774	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.44	NA	NA	NA
1775	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.28	1.69	NA	NA
1776	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.07	1.6	NA	NA
1777	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.11	1.74	NA	NA
1778	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.2	1.28	NA	NA
1779	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.22	1.36	NA	NA
1780	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.15	1.25	NA	NA
1781	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.11	1.03	NA	NA
1782	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.68	0.85	NA	NA
1783	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.03	1	NA	NA
1784	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.97	0.78	NA	NA
1785	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.96	0.81	NA	NA
1786	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.76	0.92	1.27	NA
1787	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.85	0.87	0.85	NA
1788	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.9	0.85	1.28	NA
1789	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.75	0.78	1.29	NA
1790	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.63	0.71	0.91	NA
1791	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.62	0.72	1.11	NA
1792	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.76	0.93	1.06	NA
1793	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.38	0.65	0.9	NA
1794	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.54	0.82	0.93	NA
1795	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.42	0.7	0.77	NA
1796	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.16	0.54	0.91	NA
1797	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.37	0.58	1.09	NA
1798	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.34	0.62	1.17	NA
1799	NA	1.14	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.35	0.5	0.75	NA
1800	0.39	1.45	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.36	0.51	0.76	NA
1801	0.52	1.37	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.44	0.51	0.69	NA
1802	0.47	1.32	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.32	0.56	0.76	NA
1803	0.37	0.85	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.11	0.5	0.74	NA
1804	0.47	0.94	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.87	0.51	0.81	NA
1805	0.34	0.72	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.93	0.36	0.73	NA
1806	0.37	0.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.73	0.31	0.59	NA
1807	0.3	1.08	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.84	0.36	0.74	NA
1808	0.35	0.96	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.24	0.36	0.79	NA
1809	0.58	1.31	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.1	0.36	0.77	NA
1810	0.39	1.21	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.76	0.32	0.57	NA
1811	0.75	1.56	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.02	0.59	0.72	NA
1812	0.41	1.27	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.87	0.35	0.77	NA
1813	0.43	1.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.9	0.29	0.61	NA
1814	0.35	1.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.77	0.29	0.55	NA
1815	0.37	1.18	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.84	0.35	0.67	NA
1816	0.36	1.13	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.7	0.36	0.7	NA
1817	0.56	1.47	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.96	0.4	0.84	NA
1818	0.73	1.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.86	0.37	0.86	NA
1819	1.09	1.23	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.13	0.44	0.76	NA
1820	0.65	1.64	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.97	0.33	0.81	NA
1821	0.56	1.33	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.97	0.33	0.74	NA
1822	0.55	0.97	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.7	0.27	0.47	NA
1823	0.92	1.06	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.01	0.73	0.63	NA
1824	0.72	1.04	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.9	0.52	0.61	NA
1825	0.96	1.28	NA	NA	NA	NA	NA	NA	NA	NA	0.22	1.2	0.75	0.61	NA
1826	0.95	1.08	NA	NA	NA	NA	NA	NA	NA	NA	0.19	0.88	0.69	0.49	NA
1827	1.48	1.18	NA	NA	NA	NA	NA	NA	NA	NA	0.25	1.13	0.82	0.64	NA
1828	1.42	0.92	NA	NA	NA	NA	NA	NA	NA	NA	0.25	1.32	0.84	0.7	NA
1829	0.89	0.94	NA	NA	NA	NA	NA	NA	NA	NA	0.25	1.13	0.71	0.55	NA
1830	0.72	0.98	NA	NA	NA	NA	NA	NA	NA	NA	0.28	1.11	0.68	0.54	NA
1831	1.06	0.87	NA	NA	NA	NA	NA	NA	NA	NA	0.35	1.24	0.9	0.53	NA
