# Cherubini - Chironico - ABAL - ITRDB SWIT221
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/12792
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-12792.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/swit221-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; swit221-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/swit221.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/swit221.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2010-06-10
#--------------------
# File_Last_Modified_Date
#   Date: 2010-06-10
#--------------------
# Title
#   Study_Name: Cherubini - Chironico - ABAL - ITRDB SWIT221
#--------------------
# Investigators
#   Investigators: Cherubini, P.(https://orcid.org/0000-0002-9809-250X)
#--------------------
# Description_Notes_and_Keywords
#   Description: Cores and cross-sections are stored at: 
# # WSL 
# # 
# # 
# # Notes: 
# # Slope N 
# # Formerly chi_616_ABAL_R.tuc
# # 
# #  NOAA Template Raw Measurements file added 2019-02-05.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Chironico
#   Location: Switzerland
#   Northernmost_Latitude: 46.45
#   Southernmost_Latitude: 46.45
#   Easternmost_Longitude: 8.8167
#   Westernmost_Longitude: 8.8167
#   Elevation_m: 1357
#--------------------
# Data_Collection
#   Collection_Name: SWIT221
#   First_Year: 1843
#   Last_Year: 1996
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Abies alba Mill.
#   Common_Name: silver fir
#   Tree_Species_Code: ABAL
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## aa01b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: aa01b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## aa02a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: aa02a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## aa02c_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: aa02c; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## aa03b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: aa03b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## aa03c_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: aa03c; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## aa04a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: aa04a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## aa04b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: aa04b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## aa05a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: aa05a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## aa05b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: aa05b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## aa06a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: aa06a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## aa06b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: aa06b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## aa07a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: aa07a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## aa07b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: aa07b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## aa08a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: aa08a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## aa08b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: aa08b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## aa09a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: aa09a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## aa09b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: aa09b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## aa10a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: aa10a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## aa10b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: aa10b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## aa11a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: aa11a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## aa11b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: aa11b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	aa01b_raw	aa02a_raw	aa02c_raw	aa03b_raw	aa03c_raw	aa04a_raw	aa04b_raw	aa05a_raw	aa05b_raw	aa06a_raw	aa06b_raw	aa07a_raw	aa07b_raw	aa08a_raw	aa08b_raw	aa09a_raw	aa09b_raw	aa10a_raw	aa10b_raw	aa11a_raw	aa11b_raw
1893	NA	NA	NA	NA	NA	3.11	2.96	3.9	4.2	2	2.63	NA	1.57	1.6	2.07	NA	3.53	0.73	0.79	1.34	1.33
1894	NA	NA	NA	NA	NA	2.96	2.64	4.16	3.55	1.99	2.24	NA	1.13	1.54	2.03	NA	3.08	0.69	0.86	1.18	1.13
1895	NA	NA	NA	NA	NA	2.77	3.05	3.8	3.46	1.5	1.83	NA	0.98	1.54	1.72	NA	3.19	0.63	0.73	0.97	0.93
1896	NA	NA	NA	NA	NA	2.82	2.41	3.57	3.1	1.12	1.76	NA	1.03	1.58	1.38	NA	2.76	0.57	0.6	0.84	0.88
1897	NA	NA	NA	NA	NA	2.4	2.25	3.41	2.34	0.94	2.18	NA	1.07	1.4	1.26	NA	2.15	0.65	0.53	1.03	0.84
1898	NA	NA	NA	NA	NA	2.59	2.62	3.3	2.22	1.12	2.01	NA	1.32	1.42	1.49	NA	2.53	0.57	0.51	1.06	1.2
1899	NA	NA	NA	NA	NA	2.24	2.43	3.22	2.09	1.07	1.86	3.58	1.61	1.8	1.97	NA	2.58	0.63	0.58	1.07	1.09
1900	NA	NA	NA	NA	NA	2.04	2.3	2.68	1.73	0.8	2.01	3.68	1.97	1.88	1.8	NA	2.54	0.71	0.56	1.11	1.1
1901	NA	NA	NA	NA	NA	2.03	2.26	2.38	1.49	0.83	1.89	3.59	1.04	1.69	1.46	NA	2.23	0.7	0.48	1.02	1.16
1902	NA	NA	NA	NA	NA	2.19	2.27	2.28	1.48	0.95	2.06	3.36	1.69	1.78	1.6	NA	2.65	0.82	0.6	1.07	1.28
1903	NA	NA	NA	NA	NA	2.08	1.92	2.25	1.69	0.93	1.88	3.16	1.69	1.5	1.61	NA	2.5	0.88	0.7	1.25	1.36
1904	NA	NA	NA	NA	NA	1.85	1.75	1.97	1.86	0.79	1.79	3.05	1.56	1.28	1.39	NA	2.31	0.83	0.68	1.13	1.11
1905	NA	NA	NA	NA	NA	2.12	2.15	2.16	2.37	1.1	2.5	3.26	2.21	1.47	1.81	NA	2.84	1.14	0.87	1.68	1.46
1906	NA	NA	NA	NA	NA	2.28	1.99	2.31	2.32	0.97	2.24	3.04	2.06	1.07	1.55	NA	2.6	0.88	0.77	1.77	1.45
1907	NA	NA	NA	NA	NA	2.09	1.98	2.33	2.65	0.89	2.08	2.8	2.34	1	1.32	NA	2.43	0.93	0.86	2.09	1.53
1908	NA	NA	NA	NA	NA	1.83	1.56	1.87	2.27	0.92	1.95	2.58	1.84	1.06	1.36	NA	2.22	0.88	0.89	2.04	1.45
1909	NA	NA	2.6	NA	NA	2.62	1.63	2.21	3.01	0.87	2.79	2.72	1.96	1.14	1.84	NA	2.53	0.96	0.99	2.32	1.54
1910	NA	NA	2.12	NA	NA	2.61	1.67	1.87	2.7	1.47	2.38	2.21	1.85	1.3	2.09	NA	2.24	0.9	0.91	2.09	1.49
1911	3.51	NA	2.64	NA	NA	3.28	2.27	2.14	2.7	1.56	3.24	2.03	1.89	1.75	2.38	NA	2.63	1.14	1.23	1.99	1.05
1912	3.22	2.32	2.26	NA	NA	2.84	1.9	1.87	2.74	1.1	2.28	2.16	1.75	1.86	2.18	NA	2.04	1.22	0.78	1.09	0.52
1913	3.45	2.72	2.92	NA	NA	2.81	1.81	1.87	2.27	1.36	2.77	2.29	1.98	2.09	2.7	NA	2.16	2.14	1.49	1.9	1.13
1914	3.67	2.61	3.45	NA	NA	3.47	1.61	1.99	2.67	1.43	2.61	2.3	1.91	2.32	0.87	NA	2.13	2.67	2.43	1.54	1.43
1915	3.42	2.38	2.64	NA	NA	3.08	1.48	1.83	1.99	1.1	2.31	1.7	1.18	1.7	1.4	NA	2.18	2.89	2.91	2.57	3.03
1916	3.59	2.98	3.22	NA	NA	3.39	2.62	1.96	2.32	1.04	2.82	2.12	1.55	1.93	1.91	NA	2.55	3.67	3.76	2.72	3.19
1917	2.98	2.7	2.36	1.06	1.79	2.61	2.09	1.64	1.78	0.58	2.16	1.28	0.95	1.27	1.69	NA	1.73	2.64	3.12	2.43	2.59
1918	3.19	2.96	2.94	1.04	0.74	2.82	2.39	1.85	1.7	0.6	2	1.45	0.93	1.37	2.08	NA	1.96	2.35	3.2	2.85	3.13
1919	3.44	4.03	3.76	2.35	1.44	2.31	1.93	1.66	1.41	0.64	1.64	1.77	0.82	1.2	2.35	NA	1.4	1.81	2.84	2.96	3.17
1920	3.51	4.66	3.49	2.95	2.11	2.5	1.92	2.01	1.63	0.68	1.24	1.42	1.01	1.16	2.05	NA	1.42	2.04	2.36	2.48	2.34
1921	4.07	5.53	5.42	3.11	3.07	2.7	2.28	2.19	1.81	0.66	2.35	1.31	0.86	1.29	2.24	NA	1.39	2.29	2.32	2.1	1.72
1922	3.45	5.92	5.37	3.28	3.71	2.5	1.6	1.64	1.24	0.61	1.75	0.85	0.68	0.93	1.67	NA	1.06	1.88	1.54	1.42	1.08
1923	3.94	6.32	5.26	3.74	3.76	3.32	1.84	2.11	1.58	0.57	2.42	1.71	0.99	1.37	2.27	NA	1.21	2.27	1.86	1.53	1.47
1924	3.38	5.55	4.24	2.99	3.72	3.11	1.76	1.89	1.46	0.5	1.63	1.6	0.89	1.11	1.66	NA	0.85	1.81	1.6	1.06	1.03
1925	3.3	5.92	4.63	3.63	3.76	2.67	2.13	1.76	1.44	0.57	1.94	1.73	0.82	1.33	2	NA	0.97	2.47	2.21	1.27	1.04
1926	3.07	6.02	4.56	3.72	3.77	2.53	2.31	1.86	1.52	0.53	1.66	1.79	1	1.52	1.65	NA	1.12	2.5	2	0.79	1.4
1927	2.84	5.23	4.29	3.09	3.06	2.19	2.04	1.46	1.23	0.41	1.2	1.64	0.97	1.14	1.61	NA	1.08	2.46	1.8	1.5	0.99
1928	2.62	5.13	3.83	3.77	3.63	2.64	2.17	1.37	1.27	0.54	1.48	1.34	1.18	1.12	1.44	NA	1.14	2.52	2.13	1.78	1.07
1929	2.07	3.93	2.96	3.36	3.41	2.69	2.05	1.19	0.89	0.42	1.27	1.15	1.19	0.97	1.21	NA	0.98	2.07	1.95	1.77	0.87
1930	2.73	4.11	3.38	3.24	3.67	2.68	2.41	1.5	0.53	0.65	1.23	1.2	1.48	1.09	1.18	NA	0.92	2.8	2.07	1.8	0.53
1931	2.67	3.94	2.77	3.04	3.73	2.99	2.76	1.81	0.44	0.69	1.26	1.15	1.84	1.25	1.14	NA	1.2	2.65	2.04	1.44	0.45
1932	2.97	4.67	3.58	3.58	4.21	3.24	3.3	2.21	0.58	0.93	1.56	1.28	2.21	1.53	1.43	NA	1.29	2.91	2.79	1.55	0.6
1933	2.71	3.77	3.19	2.89	3.63	2.73	2.81	2.57	0.51	0.86	1.29	1	1.62	1.19	1.34	NA	1.32	2.54	2.35	1.93	0.69
1934	2.42	3.89	2.9	2.95	3.79	2.39	2.44	2.1	0.74	0.71	1.4	1.37	1.5	1.13	1.17	NA	1.04	2.12	1.95	1.68	0.69
1935	2.35	4.26	3.17	3.11	3.91	2.7	2.67	2.23	1.42	1.14	1.46	1.34	1.72	1.1	1.32	1.13	1.1	2.64	2.34	2.15	1.06
1936	2.24	3.94	3	3.07	3.53	2.48	2.43	2.07	1.74	1.29	1.46	1.77	1.92	1.08	1.5	1	1.05	2.39	2.18	2.07	1.28
1937	2.58	3.16	2.38	3.31	3.75	2.57	2.27	2	1.95	1.14	1.22	1.72	2	0.87	1.48	0.79	0.83	2.18	2.2	1.79	1.5
1938	2.39	3.22	2.47	3.86	4.09	2.48	2.44	2.28	1.81	1.42	1.5	1.96	2.28	1.11	1.46	0.91	0.92	1.88	2.02	1.24	1.16
1939	2.1	2.91	2.58	3.64	3.32	2.44	2.13	2.25	1.44	1.08	1.25	2.05	2.21	0.98	1.35	0.74	0.85	1.43	1.87	1.46	1.24
1940	2.21	3.5	2.77	3.72	3.68	2.41	2.38	2.23	1.39	1.2	2.09	1.82	2.05	0.99	1.34	0.88	0.94	1.61	1.71	1.3	0.87
1941	2.16	3.44	2.82	3.49	3.67	2.05	2.18	1.6	1.09	1.42	2.03	2.03	2.24	1	1.36	1.02	0.89	1.24	1.67	1.25	0.78
1942	2.64	3.91	2.82	4.04	4.62	2.39	3.19	2.25	1.16	1.49	3.01	2.52	3.08	0.77	1.2	0.87	0.91	1.14	1.65	1.59	0.89
1943	3.02	3.82	2.77	4.37	5.5	2.84	3.66	2.34	1.57	1.67	4.44	2.93	3.53	0.87	1.85	1.27	0.82	2.06	2.21	2.49	1.1
1944	2.82	3.7	3.12	3.99	5.37	3.08	2.97	2.41	1.75	1.63	4.14	2.72	3.44	1.19	2.35	1.93	1.21	2.1	2.2	3.46	1.71
1945	2.3	3.09	2.49	3.18	3.9	3.18	2.7	3.01	2.06	1.79	3.81	2.46	2.54	1.43	2.89	2.64	1.85	2.02	2.44	4.12	2.23
1946	2.69	3.16	2.63	3.85	4.98	3.82	3.3	3.14	2.35	1.9	3.64	2.98	2.87	1.96	3.11	2.23	1.62	2.16	2.88	4.19	2.35
1947	3.2	2.74	2.64	3.73	4.6	4.52	3.02	3.13	2.99	2	2.94	3.75	3.11	2.12	2.85	2.49	2.56	1.86	2.84	2.11	0.86
1948	3.22	2.93	2.62	4.44	4.94	4.43	3.13	3.29	2.53	1.94	3.21	3.95	3.06	2.45	2.64	2.52	2.39	1.86	3.14	2.54	1.74
1949	2.81	2.94	2.71	3.87	3.93	4.21	3.6	3.13	2.3	1.71	2.78	3.1	2.64	2.45	2.64	2.81	2.27	1.72	2.59	3.05	1.92
1950	2.92	2.8	2.6	3.92	4.26	4.23	3.4	2.96	2.12	1.58	2.6	3.78	3.15	2.68	2.55	2.98	2.17	1.35	2.32	2.36	1.65
1951	2.7	2.5	2.29	3.5	3.25	3.38	2.85	2.68	1.89	1.39	2.36	3.78	2.84	2.41	2.35	2.9	2.06	1.31	2.01	2.34	1.89
1952	2.69	2.28	2.76	4.21	4.58	4.1	3.48	3.4	2.4	1.77	2.99	3.53	3.41	2.76	2.7	2.99	2.36	1.6	2.66	2.89	2.59
1953	2.14	2.06	2.35	3.68	3.92	3.18	3.08	2.91	1.66	1.46	2.49	2.76	3.15	2.28	2.06	2.21	1.83	1.1	2.13	1.69	1.99
1954	2.15	2.41	2.24	3.54	3.95	3.12	3.35	3.13	1.52	1.67	2.9	2.62	2.85	2.5	2.22	2.28	1.69	1.2	2.41	2.29	1.24
1955	2.4	2.47	2.48	3.75	3.63	2.86	3.01	2.64	1.76	1.71	2.95	2.47	3.04	2.42	2.31	2.38	1.91	1.34	2.31	2.08	1.5
1956	2.32	2.59	2.48	3.54	3.72	2.61	2.83	2.76	1.64	1.75	2.62	2.45	2.98	2.27	2.21	2.23	1.59	1.14	2.15	1.85	1.17
1957	2.44	2.56	2.47	4.06	4.11	2.98	2.88	2.37	1.65	1.59	2.56	1.83	2.49	2.15	2.35	2.3	1.74	1.26	2.06	1.96	1.3
1958	2.06	2.34	2.36	3.62	3.66	2.6	2.86	2.07	1.69	0.98	2.28	1.48	2.39	2.02	2.14	1.81	1.25	1.31	2.07	1.85	1.13
1959	2.94	2.65	2.61	3.91	4.13	2.96	3.04	2.06	1.72	1.25	2.28	2.03	2.55	2.15	2.46	2.12	1.55	1.61	2.29	2.28	1.53
1960	2.29	2.1	2.14	3.26	3.26	2.32	2.13	1.8	1.22	1.12	2.01	2.11	2.06	1.41	1.89	1.51	1.12	1.53	1.99	2.17	1.35
1961	2.41	2.18	2.28	3.58	3.51	2.62	2.42	1.98	1.26	0.96	2.19	2.49	2.35	1.79	2.23	1.72	1.29	1.71	1.95	2.27	1.37
1962	1.91	1.65	1.87	3.07	3.34	2.39	2.19	1.73	1.12	0.93	1.75	1.98	2.1	1.39	1.95	1.48	1.12	1.87	1.86	1.79	1.35
1963	1.67	1.54	1.81	2.43	2.81	2.14	2.05	1.33	1.11	0.76	1.81	2.18	2	1.29	1.77	1.2	0.95	1.64	1.48	1.56	1.03
1964	1.96	2	2.13	2.65	3.1	2.92	2.39	1.87	1.11	0.74	1.85	2.92	2.69	1.32	1.88	1.55	1.32	2.19	1.87	1.96	1.35
1965	2.25	2.61	2.04	2.79	2.79	3.05	2.58	1.75	1.06	0.88	1.8	3.04	2.76	1.35	1.72	1.36	1.34	2.08	1.61	1.67	1.3
1966	2.27	2.3	1.82	2.35	2.54	2.89	2.31	1.2	0.94	0.65	1.72	2.63	2.48	1.32	1.62	1.5	1.25	2.04	1.47	1.48	1
1967	2.58	2.36	1.94	2.4	2.52	3.35	2.93	1.25	0.99	0.58	1.86	2.56	2.79	1.5	1.89	1.52	1.46	1.98	1.54	1.65	1.2
1968	1.99	1.95	1.53	2.22	2.01	3.05	2.46	0.99	0.64	0.55	1.45	2.62	2.68	1.23	1.5	1.38	1.24	1.64	1.15	1.37	0.85
1969	2.26	2.2	1.37	2.52	2.05	3.72	2.54	0.77	0.66	0.53	1.5	2.64	2.64	1.4	1.69	1.82	1.54	2.02	1.28	1.19	1.06
1970	1.9	1.95	1.16	2.24	1.88	3.35	2.31	0.59	0.46	0.34	1.18	2.3	2.33	0.98	1.12	1.37	1.24	1.56	1.14	1.93	0.85
1971	1.78	1.93	1.25	2.05	1.81	3.28	2.29	0.61	0.55	0.39	1.44	2.17	2.29	1.24	1.48	1.66	1.3	1.58	1.06	1.59	0.88
1972	1.78	2.04	1.21	2.08	1.77	2.79	2.12	0.58	0.34	0.42	1.33	2.43	2.76	1.28	1.39	1.63	1.51	1.37	0.93	1.23	0.76
1973	1.34	1.46	1.04	2.17	1.44	2.56	2.08	0.66	0.38	0.47	1.14	2.23	2.57	1.17	1.38	1.56	1.43	1.47	1	1.13	0.75
1974	1.15	1.39	1.32	2.39	1.38	2.37	2.04	0.65	0.41	0.49	1.3	2.11	1.86	1.16	1.36	1.54	1.39	1.64	1.19	1.11	0.77
1975	1.39	1.18	1.18	2.5	2.11	3.03	2.16	0.36	0.41	0.82	1.61	3.62	2.34	1.38	1.3	2.1	1.65	1.96	1	1.36	1.07
1976	1.71	1.09	1.6	2.5	2.13	2.94	2.06	0.51	0.36	0.86	1.13	2.86	1.84	1.56	1.23	2.06	1.7	1.86	0.9	1.44	0.99
1977	2.1	1.05	1.7	2.73	2.29	2.75	1.9	0.37	0.34	1.16	2.06	2.74	2.21	2.03	1.59	1.98	1.89	2.09	0.99	1.53	0.91
1978	1.92	0.95	1.69	3.3	2.6	2.81	2.36	0.48	0.34	1.39	2.3	2.9	1.99	2.13	1.74	2.13	2.26	2.12	1.31	1.49	0.84
1979	1.8	0.93	1.39	2.59	2.18	2.33	2.26	0.46	0.28	1.33	1.67	2.52	1.52	2.05	1.52	1.67	1.9	1.76	0.99	1.31	0.77
1980	1.65	0.95	1.29	3.17	2.5	2.45	2.37	0.42	0.21	1.56	2.01	2.69	1.58	2.4	1.58	1.71	1.89	1.88	0.92	1.02	0.82
1981	1.62	0.89	1.25	2.74	2.24	2.04	2.07	0.38	0.19	1.17	1.67	2.48	1.77	1.97	1.31	1.57	1.61	1.55	0.78	1.04	0.67
1982	1.46	1.09	1.3	2.34	2.2	1.92	2.07	0.43	0.27	1.08	1.42	2.41	1.95	2.25	1.24	1.61	1.59	1.75	0.86	0.94	0.62
1983	1.86	1.48	1.5	2.61	2.41	3.13	2.13	0.42	0.21	1.2	1.54	3.19	2.71	2.23	1.46	1.71	1.76	2.12	0.95	1.09	0.71
1984	1.76	1.63	1.45	2.4	2.29	3.52	1.32	0.37	0.19	0.87	1.22	2.55	2.46	1.94	1.32	1.57	1.51	1.39	0.78	1	0.63
1985	1.95	2.09	1.59	2.36	2.3	4.2	1.47	0.63	0.33	1.41	1.85	2.37	3.01	2.24	1.36	1.73	1.73	1.59	0.69	1.16	0.6
1986	1.89	1.7	1.29	1.9	1.9	3.44	1.42	0.46	0.23	0.88	1.13	1.99	2.66	1.8	0.93	1.45	1.48	1.23	0.67	0.92	0.64
1987	2.12	2.13	1.83	2.31	2.26	3.85	1.49	0.56	0.28	1.06	1.75	2.36	3.13	2.11	1.19	1.66	1.58	1.2	0.68	1.28	0.62
1988	2.52	1.86	1.72	3	2.61	3.77	1.5	0.86	0.3	0.8	1.71	2.43	3.06	2.28	1.08	1.73	1.35	1.43	0.92	1.31	0.75
1989	3.32	2.45	1.74	NA	3.13	4.74	1.8	1.06	0.34	0.8	2.3	3.28	3.94	2.44	1.53	1.81	1.4	1.33	0.93	1.74	0.89
1990	3.44	2.55	1.73	NA	3.5	4.96	1.79	1.57	0.35	1.03	2.31	3.46	3.74	2.66	1.56	1.86	1.79	1.2	1.23	1.91	1.31
1991	2.72	2.61	1.57	NA	3.27	4.16	1.68	1.7	0.45	1.09	1.84	2.77	2.92	2.17	1.39	1.7	1.44	1.22	1.19	1.98	1.44
1992	2.88	2.73	1.87	NA	3.15	3.93	1.38	1.7	0.37	0.77	1.45	3.72	2.51	2.24	1.52	2.13	1.55	1.24	1.28	2.23	1.44
1993	3.4	2.64	1.64	NA	3.22	3.55	1.34	1.88	0.37	0.85	1.6	4.12	2	1.26	1.38	2.09	1.3	1.34	1.45	1.94	1.49
1994	3.02	2.73	0.88	NA	3.25	3.3	1.56	2.31	0.63	0.93	2.04	3.77	2.18	2.08	1.43	2.21	1.22	1.39	1.55	1.93	1.86
1995	3.42	2.61	NA	NA	3.29	3.16	1.33	2.46	0.77	1.07	2.03	3.82	2.5	2.06	1.63	2.18	1.15	0.85	1.17	1.89	1.88
1996	2.28	2.05	NA	NA	2.2	2.16	1.02	1.94	0.83	0.81	1.49	2.71	1.64	1.32	1.05	1.44	0.9	0.59	0.99	1.09	0.91
