# Riches - Gazipasa Forest - ABCI - ITRDB TURK024
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/4233
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-4233.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/turk024-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; turk024-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/turk024.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/turk024.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2005-09-14
#--------------------
# File_Last_Modified_Date
#   Date: 2005-09-14
#--------------------
# Title
#   Study_Name: Riches - Gazipasa Forest - ABCI - ITRDB TURK024
#--------------------
# Investigators
#   Investigators: Riches, N.; Kuniholm, P.I.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-19. NOAA Template Raw Measurements file added 2019-02-05.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Gazipasa Forest
#   Location: Antalya
#   Northernmost_Latitude: 36.45
#   Southernmost_Latitude: 36.45
#   Easternmost_Longitude: 32.52
#   Westernmost_Longitude: 32.52
#   Elevation_m: 1580
#--------------------
# Data_Collection
#   Collection_Name: TURK024
#   First_Year: 1797
#   Last_Year: 2003
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Abies cilicica (Ant. et Kotschy) Carr.
#   Common_Name: Cilician fir
#   Tree_Species_Code: ABCI
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## 807401_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 807401; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 807421_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 807421; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 807431_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 807431; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 807541_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 807541; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 807551_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 807551; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 807700_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 807700; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 807721_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 807721; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	807401_raw	807421_raw	807431_raw	807541_raw	807551_raw	807700_raw	807721_raw
1797	NA	NA	NA	4.96	NA	NA	3.91
1798	NA	NA	NA	7.1	NA	NA	4.97
1799	NA	NA	NA	4.72	NA	NA	3.5
1800	NA	NA	NA	4.63	NA	NA	3.71
1801	NA	NA	NA	4.17	NA	NA	4.6
1802	NA	NA	NA	3.57	NA	NA	3.27
1803	NA	NA	NA	3.48	NA	NA	2.98
1804	NA	NA	NA	3.9	NA	NA	4.3
1805	NA	NA	NA	4.69	NA	NA	4.91
1806	NA	NA	NA	4.32	NA	NA	4.12
1807	NA	NA	NA	4.3	NA	NA	4.19
1808	NA	NA	NA	3	NA	NA	3.75
1809	NA	NA	NA	4.1	NA	NA	4.07
1810	NA	NA	NA	3.25	NA	NA	4.65
1811	NA	NA	NA	3.45	NA	NA	3.59
1812	NA	NA	NA	3.3	NA	NA	4
1813	NA	NA	NA	2.93	NA	NA	3.46
1814	NA	NA	NA	2.98	NA	NA	3.05
1815	NA	NA	NA	3.3	NA	NA	3.34
1816	NA	NA	NA	3.15	NA	NA	3.77
1817	NA	NA	NA	2.92	NA	NA	3.75
1818	NA	NA	NA	3.04	NA	NA	4.12
1819	NA	NA	NA	1.85	NA	NA	2.67
1820	NA	NA	NA	1.91	NA	NA	2.47
1821	NA	NA	NA	2.22	NA	NA	2.52
1822	NA	NA	NA	2.21	NA	NA	2.4
1823	NA	NA	NA	1.96	NA	NA	2.18
1824	NA	NA	NA	2.02	NA	NA	2.27
1825	NA	NA	NA	1.76	NA	NA	2.46
1826	NA	NA	NA	1.52	NA	NA	2.23
1827	NA	NA	NA	1.85	NA	NA	3.18
1828	NA	NA	NA	1.65	NA	NA	2.52
1829	NA	NA	NA	1.82	NA	NA	2.34
1830	NA	NA	NA	1.88	NA	NA	2.39
1831	NA	NA	NA	2.35	NA	NA	2.35
1832	NA	NA	NA	2.26	NA	NA	2.25
1833	NA	NA	NA	2.34	NA	NA	2.96
1834	NA	NA	NA	1.73	NA	NA	2.44
1835	NA	NA	NA	2.15	NA	0.62	2.87
1836	NA	NA	NA	2.15	NA	0.45	3.37
1837	NA	NA	NA	1.76	NA	0.25	2.79
1838	NA	NA	NA	1.87	NA	0.24	3.21
1839	NA	NA	NA	1.89	NA	0.19	2.82
1840	NA	NA	NA	1.1	NA	0.15	1.96
1841	NA	NA	NA	1.56	NA	0.35	2.67
1842	NA	NA	NA	1.66	NA	0.21	3.15
1843	NA	NA	NA	1.63	NA	0.11	1.99
1844	NA	NA	NA	1.73	NA	0.25	2.51
1845	NA	NA	NA	1.39	NA	0.23	2.84
1846	NA	NA	NA	1.91	NA	0.2	3.27
1847	NA	NA	NA	1.89	NA	0.17	2.65
1848	NA	NA	NA	1.7	NA	0.06	2.79
1849	NA	NA	NA	1.81	NA	0.08	2.64
1850	NA	NA	NA	1.62	NA	0.1	2.31
1851	NA	NA	NA	1.06	NA	0.1	2.09
1852	NA	NA	NA	0.9	NA	0.3	1.8
1853	NA	NA	NA	1.17	NA	0.54	1.66
1854	NA	NA	NA	1.32	NA	0.27	1.75
1855	NA	NA	NA	1.51	NA	0.65	1.93
1856	NA	NA	NA	1.39	NA	0.41	1.45
1857	NA	NA	NA	2.16	NA	0.63	1.2
1858	NA	NA	NA	2.75	NA	0.35	1.39
1859	NA	NA	NA	2.7	NA	0.39	1.5
1860	NA	NA	NA	2.32	NA	0.5	1.46
1861	NA	NA	NA	2.2	NA	0.49	1.42
1862	NA	NA	NA	1.64	NA	1.09	1.07
1863	NA	NA	NA	1.71	NA	0.73	1.09
1864	NA	NA	NA	1.81	NA	1.26	1.26
1865	NA	NA	NA	1.76	NA	1.61	1.52
1866	NA	NA	NA	1.64	NA	1.49	1.52
1867	NA	NA	NA	1.77	NA	1.07	1.18
1868	NA	NA	NA	1.23	NA	1.22	0.96
1869	NA	NA	NA	1.26	NA	1.52	1.08
1870	NA	NA	NA	1.25	NA	1.08	0.99
1871	NA	NA	NA	1.41	NA	1.32	1.33
1872	NA	NA	NA	1.53	NA	1.12	1.24
1873	NA	NA	NA	1	NA	1.17	0.93
1874	NA	NA	NA	0.99	NA	0.87	1.12
1875	NA	NA	NA	1.05	NA	1.53	1.2
1876	NA	NA	NA	1.35	NA	2	1.35
1877	NA	NA	NA	1.81	NA	1.72	1.65
1878	NA	NA	NA	1.66	NA	1.9	1.35
1879	NA	NA	NA	1.41	NA	1.59	1.06
1880	NA	NA	NA	1.47	NA	1.64	1.11
1881	NA	NA	NA	1.88	NA	1.93	1.79
1882	NA	NA	NA	2.16	NA	1.57	1.2
1883	NA	NA	NA	2	NA	1.6	1.08
