# Schweingruber - Stubaital Milderaun Alm - PICE - ITRDB AUST008
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/4664
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-4664.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/aust008n-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; aust008n-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/aust008n.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/aust008n.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-07-31
#--------------------
# File_Last_Modified_Date
#   Date: 2002-07-31
#--------------------
# Title
#   Study_Name: Schweingruber - Stubaital Milderaun Alm - PICE - ITRDB AUST008
#--------------------
# Investigators
#   Investigators: Schweingruber, F.H.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2019-01-08. NOAA Template Raw Measurements file added 2019-02-05.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Stubaital Milderaun Alm
#   Location: Austria
#   Northernmost_Latitude: 47.13
#   Southernmost_Latitude: 47.13
#   Easternmost_Longitude: 11.28
#   Westernmost_Longitude: 11.28
#   Elevation_m: 1850
#--------------------
# Data_Collection
#   Collection_Name: AUST008
#   First_Year: 1822
#   Last_Year: 1975
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  minimum density
#   Notes: None
#--------------------
# Species
#   Species_Name: Pinus cembra L.
#   Common_Name: Swiss stone pine
#   Tree_Species_Code: PICE
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## 251006_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 251006; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 251008_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 251008; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 251009_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 251009; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 251010_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 251010; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 251011_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 251011; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 251014_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 251014; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 251016_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 251016; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 251018_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 251018; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	251006_raw	251008_raw	251009_raw	251010_raw	251011_raw	251014_raw	251016_raw	251018_raw
1822	NA	NA	NA	NA	NA	0.32	NA	NA
1823	NA	NA	NA	NA	NA	0.32	NA	NA
1824	NA	NA	NA	NA	NA	0.35	NA	NA
1825	NA	NA	NA	NA	NA	0.29	NA	NA
1826	NA	NA	NA	NA	NA	0.31	NA	NA
1827	NA	NA	NA	NA	NA	0.33	NA	NA
1828	NA	NA	NA	NA	NA	0.3	NA	NA
1829	NA	NA	NA	NA	NA	0.31	NA	NA
1830	NA	NA	NA	NA	NA	0.29	NA	NA
1831	NA	NA	NA	NA	NA	0.3	NA	NA
1832	0.31	0.36	NA	NA	NA	0.3	NA	NA
1833	0.35	0.36	NA	NA	NA	0.3	NA	NA
1834	0.34	0.36	NA	NA	NA	0.32	NA	NA
1835	0.33	0.34	NA	NA	NA	0.29	NA	NA
1836	0.33	0.34	NA	NA	NA	0.3	NA	NA
1837	0.36	0.34	NA	NA	0.34	0.28	NA	NA
1838	0.34	0.32	NA	NA	0.3	0.27	NA	NA
1839	0.32	0.32	NA	NA	0.31	0.28	NA	NA
1840	0.32	0.34	NA	NA	0.3	0.27	NA	NA
1841	0.32	0.34	NA	NA	0.31	0.28	NA	NA
1842	0.31	0.3	NA	NA	0.31	0.31	0.31	NA
1843	0.31	0.32	NA	NA	0.29	0.28	0.31	NA
1844	0.32	0.33	NA	NA	0.32	0.31	0.33	NA
1845	0.32	0.34	NA	NA	0.33	0.29	0.31	NA
1846	0.36	0.34	NA	NA	0.3	0.29	0.32	NA
1847	0.33	0.34	NA	NA	0.31	0.29	0.3	NA
1848	0.29	0.34	NA	NA	0.28	0.29	0.31	NA
1849	0.31	0.32	NA	NA	0.29	0.3	0.3	NA
1850	0.31	0.34	NA	NA	0.3	0.3	0.3	NA
1851	0.33	0.34	NA	NA	0.32	0.31	0.32	NA
1852	0.32	0.32	NA	NA	0.3	0.3	0.31	NA
1853	0.3	0.31	NA	NA	0.29	0.27	0.28	NA
1854	0.34	0.49	NA	NA	0.3	0.29	0.29	NA
1855	0.33	0.37	NA	NA	0.31	0.3	0.3	NA
1856	0.34	0.38	NA	NA	0.31	0.28	0.28	NA
1857	0.34	0.34	NA	NA	0.3	0.3	0.29	0.39
1858	0.36	0.32	NA	NA	0.29	0.28	0.28	0.35
1859	0.33	0.33	NA	NA	0.3	0.28	0.29	0.36
1860	0.36	0.33	NA	NA	0.29	0.27	0.27	0.34
1861	0.34	0.31	NA	NA	0.3	0.27	0.3	0.44
1862	0.36	0.26	NA	NA	0.27	0.26	0.28	0.37
1863	0.36	0.3	NA	NA	0.31	0.28	0.31	0.37
1864	0.35	0.32	NA	NA	0.29	0.26	0.3	0.38
1865	0.35	0.33	NA	NA	0.31	0.27	0.32	0.39
1866	0.37	0.3	NA	NA	0.33	0.29	0.3	0.33
1867	0.34	0.31	NA	NA	0.31	0.29	0.3	0.36
1868	0.33	0.34	NA	NA	0.3	0.27	0.31	0.33
1869	0.35	0.28	NA	NA	0.3	0.28	0.3	0.35
1870	0.35	0.31	NA	NA	0.34	0.28	0.31	0.33
1871	0.34	0.29	NA	NA	0.33	0.29	0.3	0.3
1872	0.35	0.3	NA	NA	0.3	0.29	0.3	0.32
1873	0.29	0.29	NA	NA	0.33	0.29	0.31	0.29
1874	0.35	0.34	0.33	NA	0.33	0.28	0.32	0.28
1875	0.36	0.33	0.33	NA	0.33	0.3	0.32	0.31
1876	0.35	0.31	0.35	NA	0.3	0.27	0.3	0.29
1877	0.36	0.32	0.35	NA	0.34	0.26	0.31	0.29
1878	0.4	0.31	0.34	NA	0.33	0.28	0.31	0.34
1879	0.36	0.31	0.32	NA	0.32	0.26	0.3	0.35
1880	0.42	0.31	0.3	NA	0.32	0.26	0.29	0.36
1881	0.35	0.29	0.3	0.32	0.33	0.28	0.29	0.32
1882	0.33	0.28	0.31	0.35	0.3	0.27	0.29	0.34
1883	0.35	0.32	0.31	0.32	0.31	0.3	0.3	0.35
1884	0.35	0.29	0.32	0.31	0.29	0.29	0.29	0.38
1885	0.35	0.31	0.31	0.33	0.31	0.3	0.32	0.34
1886	0.36	0.31	0.32	0.31	0.28	0.26	0.29	0.32
1887	0.38	0.33	0.34	0.33	0.33	0.29	0.31	0.36
1888	0.39	0.3	0.32	0.31	0.3	0.26	0.3	0.34
1889	0.45	0.34	0.33	0.31	0.35	0.31	0.33	0.35
1890	0.39	0.3	0.32	0.3	0.3	0.28	0.29	0.35
1891	0.39	0.33	0.3	0.29	0.32	0.29	0.31	0.4
1892	0.36	0.3	0.33	0.29	0.31	0.28	0.29	0.35
1893	0.35	0.32	0.29	0.31	0.3	0.27	0.32	0.33
1894	0.37	0.28	0.29	0.29	0.35	0.29	0.31	0.36
1895	0.38	0.31	0.34	0.31	0.31	0.27	0.3	0.35
