# McCormick - Mont Risoux - PCAB - ITRDB FRAN039
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/3922
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-3922.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/fran039-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; fran039-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/fran039.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/fran039.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2005-09-14
#--------------------
# File_Last_Modified_Date
#   Date: 2005-09-14
#--------------------
# Title
#   Study_Name: McCormick - Mont Risoux - PCAB - ITRDB FRAN039
#--------------------
# Investigators
#   Investigators: McCormick, D.; Topham, J.; Michaud, B.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-19. NOAA Template Raw Measurements file added 2019-02-05.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Mont Risoux
#   Location: Jura
#   Northernmost_Latitude: 46.63
#   Southernmost_Latitude: 46.63
#   Easternmost_Longitude: 6.08
#   Westernmost_Longitude: 6.08
#   Elevation_m: 1100
#--------------------
# Data_Collection
#   Collection_Name: FRAN039
#   First_Year: 1732
#   Last_Year: 1990
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Picea abies (L.) H. Karst.
#   Common_Name: Norway spruce
#   Tree_Species_Code: PCAB
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## MASS001_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MASS001; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MASS002_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MASS002; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MASS003_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MASS003; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MASS004_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MASS004; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NOIR001_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NOIR001; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NOIR002_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NOIR002; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NOIR003_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NOIR003; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NOIR004_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NOIR004; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NOIR005_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NOIR005; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NOIR006_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NOIR006; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RISD001_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RISD001; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RISD002_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RISD002; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RISL001_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RISL001; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RISL002_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RISL002; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RISL003_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RISL003; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RISL004_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RISL004; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RISL005_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RISL005; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RISL006_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RISL006; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RISL007_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RISL007; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RISL008_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RISL008; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RISL009_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RISL009; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RISL010_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RISL010; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RISL011_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RISL011; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RISL012_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RISL012; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RISL013_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RISL013; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RISL014_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RISL014; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RISL015_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RISL015; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RISL016_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RISL016; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RISX001_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RISX001; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RISX002_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RISX002; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RISX003_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RISX003; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RISX004_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RISX004; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RISX005_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RISX005; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RISX006_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RISX006; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RISX007_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RISX007; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RISX008_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RISX008; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RISX009_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RISX009; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RISX010_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RISX010; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	MASS001_raw	MASS002_raw	MASS003_raw	MASS004_raw	NOIR001_raw	NOIR002_raw	NOIR003_raw	NOIR004_raw	NOIR005_raw	NOIR006_raw	RISD001_raw	RISD002_raw	RISL001_raw	RISL002_raw	RISL003_raw	RISL004_raw	RISL005_raw	RISL006_raw	RISL007_raw	RISL008_raw	RISL009_raw	RISL010_raw	RISL011_raw	RISL012_raw	RISL013_raw	RISL014_raw	RISL015_raw	RISL016_raw	RISX001_raw	RISX002_raw	RISX003_raw	RISX004_raw	RISX005_raw	RISX006_raw	RISX007_raw	RISX008_raw	RISX009_raw	RISX010_raw
1732	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1733	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1734	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1735	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.65	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1736	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1737	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1738	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.4	2.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1739	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.6	3.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1740	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.5	2.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1741	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	3.2	1.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1742	NA	NA	NA	NA	NA	NA	3.3	NA	NA	NA	NA	NA	3.1	2.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1743	NA	NA	NA	NA	NA	NA	2.7	NA	NA	NA	NA	NA	2.5	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1744	NA	NA	NA	NA	NA	NA	2.35	NA	NA	NA	NA	NA	2.15	2.05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1745	NA	NA	NA	NA	NA	NA	2.3	NA	NA	NA	NA	NA	2.3	2.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1746	NA	NA	NA	NA	NA	NA	2	NA	1.35	NA	NA	NA	1.8	1.8	NA	1.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1747	NA	NA	NA	NA	NA	NA	2.1	NA	1.3	NA	NA	NA	1.9	1.85	NA	1.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1748	NA	NA	NA	NA	NA	NA	2.3	NA	1.3	NA	NA	NA	1.8	1.5	NA	1.35	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1749	NA	NA	NA	NA	NA	NA	2.1	NA	1.75	NA	NA	NA	1.75	1.55	NA	1.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1750	NA	NA	NA	NA	NA	NA	2	NA	1.85	NA	NA	NA	1.6	1.35	NA	1.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1751	NA	NA	NA	NA	NA	NA	1.7	NA	1.8	NA	NA	NA	1.4	1	NA	1.45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1752	NA	NA	NA	NA	NA	NA	1.6	NA	1.85	NA	NA	NA	1.4	1	NA	1.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1753	NA	NA	NA	NA	NA	NA	1.5	NA	1.45	NA	NA	NA	1.2	1.1	NA	1.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1754	NA	NA	NA	NA	NA	NA	1.5	NA	1.7	NA	NA	NA	1.3	1.25	NA	1.05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1755	NA	NA	NA	NA	NA	NA	1.45	NA	1.5	NA	NA	NA	1.2	1.25	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1756	NA	NA	NA	NA	NA	NA	1.2	NA	1.5	NA	NA	NA	0.9	1.1	NA	0.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.3
1757	NA	NA	NA	NA	NA	NA	1	NA	1.3	NA	NA	NA	0.75	0.8	NA	0.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3
1758	NA	NA	NA	NA	NA	NA	1.15	NA	1.3	NA	NA	NA	0.9	0.95	NA	0.85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.5
1759	NA	NA	NA	NA	NA	NA	1.1	NA	1.5	NA	NA	NA	0.9	0.8	NA	0.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.05
1760	NA	NA	NA	NA	NA	NA	1.15	NA	1.45	NA	NA	NA	0.85	0.9	NA	0.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4
1761	NA	NA	NA	NA	NA	NA	1.2	NA	1.35	NA	NA	NA	1.2	0.95	NA	0.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.9
1762	NA	NA	NA	NA	NA	NA	1.1	NA	0.8	NA	2	NA	1.1	0.9	NA	0.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.9	NA	NA	NA	NA	4.1
1763	NA	NA	NA	NA	NA	NA	1.15	NA	1	NA	1.5	NA	1.3	0.95	NA	0.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.15	NA	NA	NA	NA	3.4
1764	NA	NA	NA	NA	NA	NA	1.3	NA	1.2	NA	2.1	NA	1.6	1	NA	0.95	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.8	NA	NA	NA	NA	3.15
1765	NA	NA	NA	NA	NA	NA	1.4	NA	1.15	NA	1.9	NA	1.6	0.95	NA	0.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.9	NA	NA	NA	2.6	1.2	NA	NA	NA	2.8
1766	NA	NA	NA	NA	NA	NA	1.25	NA	1.05	NA	2	NA	1.3	0.95	NA	0.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.3	NA	NA	NA	2.55	1	NA	NA	NA	2.6
1767	NA	NA	NA	NA	NA	NA	1.3	NA	0.7	NA	1.95	NA	1.5	0.85	NA	0.65	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.6	NA	NA	NA	3.1	1	NA	NA	NA	2
1768	NA	NA	NA	NA	NA	NA	1.6	NA	0.75	NA	2.65	NA	1.2	0.7	NA	0.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.2	NA	NA	NA	3.7	1	NA	NA	NA	2.9
1769	NA	NA	NA	NA	NA	NA	1.65	NA	0.95	NA	3	2.2	1.3	0.6	NA	0.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.9	NA	NA	NA	3.3	0.9	NA	NA	NA	2.8
1770	NA	NA	NA	NA	NA	NA	1.5	NA	0.9	NA	2.7	2.3	1.3	0.65	NA	0.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.4	NA	NA	NA	3.15	1	NA	NA	NA	2.6
1771	NA	1.7	NA	NA	NA	NA	1.55	NA	0.9	NA	2.3	3	1.2	0.75	NA	0.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.45	NA	NA	NA	2.6	1.2	NA	NA	2.7	2.2
1772	NA	1.85	NA	NA	NA	NA	1.4	NA	0.9	NA	2.45	3.3	1.2	0.85	NA	0.65	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.3	NA	NA	NA	2.5	0.75	NA	NA	1.2	1.95
1773	NA	2	NA	NA	NA	NA	1.35	NA	1.05	NA	2.2	3.35	1.1	0.9	NA	0.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.25	NA	NA	NA	2.65	0.9	NA	2.5	1.25	1.9
