# Fischer - Nordrhein-Westfalen/Siebengebirge drb07 - QUPE - ITRDB GERM166
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/16682
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-16682.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/germ166-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; germ166-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/germ166.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/germ166.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2014-02-27
#--------------------
# File_Last_Modified_Date
#   Date: 2014-02-27
#--------------------
# Title
#   Study_Name: Fischer - Nordrhein-Westfalen/Siebengebirge drb07 - QUPE - ITRDB GERM166
#--------------------
# Investigators
#   Investigators: Fischer, S.
#--------------------
# Description_Notes_and_Keywords
#   Description: Purpose of Collection:
# # climate/growth relationship NOAA Template Raw Measurements file added 2019-02-05.
#--------------------
# Publication
#   Authors: Stefanie Fischer and Burkhard Neuwirth
#   Journal_Name: ISRN Forestry
#   Published_Title: Vulnerability of Trees to Climate Events in Temperate Forests of West Germany
#   Published_Date_or_Year: 2013
#   Volume: 2013
#   Pages: 
#   Issue: 201360
#   Report_Number: 
#   DOI: 10.1155/2013/201360
#   Full_Citation: None
#   Abstract: An improved understanding of the spatiotemporal climate/growth relationship of our forests is of particular importance for assessing the consequences of climate warming. A total of 67 stands of beech (Fagus sylvatica L.), pedunculate oak (Quercus robur L.), sessile oak (Quercus petraea (Matt.) Liebl.), Scots pine (Pinus sylvestris L.), and spruce (Picea abies Karst.) from sites located in the transition zone from the lowlands to the low mountain ranges of West Germany have been analysed. A combination of pointer year and cluster analysis was used to find groups with similar growth anomaly patterns over the 1941-2000 period. Shifted reaction patterns especially characterise differences in the growth behaviour of the clusters. These are controlled by different reactions to the climate conditions in winter and spring and are determined by a complex system of forcing factors. Results of this study reflect the enormous importance of the length of the growing season. Increasing the duration of the vegetation period climate warming can change the climate/growth relationship of trees, thereby confounding climate reconstructions which use tree rings. Since forcing factors have been detected that are more important than the tree species, we recommend the application of growth-specific approaches for the analysis of tree species' vulnerability to climate.
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Nordrhein-Westfalen/Siebengebirge drb07
#   Location: Germany
#   Northernmost_Latitude: 50.6667
#   Southernmost_Latitude: 50.6667
#   Easternmost_Longitude: 7.2333
#   Westernmost_Longitude: 7.2333
#   Elevation_m: 375
#--------------------
# Data_Collection
#   Collection_Name: GERM166
#   First_Year: 1868
#   Last_Year: 2004
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Quercus petraea (Matt.) Liebl. = Quercus sessiliflora Salisb.
#   Common_Name: durmast oak
#   Tree_Species_Code: QUPE
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## drb0716m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: drb0716m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## drb0715m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: drb0715m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## drb0714m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: drb0714m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## drb0713m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: drb0713m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## drb0712m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: drb0712m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## drb0711m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: drb0711m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## drb0710m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: drb0710m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## drb0709m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: drb0709m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## drb0708m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: drb0708m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## drb0707m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: drb0707m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## drb0706m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: drb0706m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## drb0705m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: drb0705m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## drb0704m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: drb0704m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## drb0703m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: drb0703m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## drb0702m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: drb0702m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## drb0701m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: drb0701m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	drb0716m_raw	drb0715m_raw	drb0714m_raw	drb0713m_raw	drb0712m_raw	drb0711m_raw	drb0710m_raw	drb0709m_raw	drb0708m_raw	drb0707m_raw	drb0706m_raw	drb0705m_raw	drb0704m_raw	drb0703m_raw	drb0702m_raw	drb0701m_raw
1868	NA	NA	NA	1.42	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1869	NA	NA	NA	1.96	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1870	NA	NA	NA	1.87	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1871	NA	NA	NA	2.12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1872	NA	NA	NA	1.27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1873	NA	NA	NA	1.22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1874	NA	NA	NA	1.16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1875	NA	NA	NA	0.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1876	NA	NA	NA	0.78	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1877	NA	NA	NA	0.56	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1878	NA	NA	NA	0.82	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1879	NA	NA	NA	0.66	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1880	NA	NA	NA	0.72	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1881	NA	NA	NA	0.92	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.04	NA
1882	NA	NA	NA	0.84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.02	NA
1883	2.43	NA	NA	0.77	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.81	NA
1884	3.52	NA	NA	1.18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA
1885	2.79	NA	NA	1.14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.19	0.89
1886	6.25	NA	NA	1.44	NA	NA	NA	NA	NA	NA	6.48	NA	NA	NA	1.17	1.01
1887	3.31	NA	NA	0.74	NA	NA	NA	NA	NA	NA	3.15	NA	1.47	NA	1.42	1.09
1888	4.43	NA	NA	1.04	NA	2.65	NA	NA	NA	NA	2.97	NA	1.84	2.34	0.93	1
1889	2.96	NA	NA	1	NA	2.14	2.43	NA	NA	2.27	1.57	NA	1.41	2.65	1.18	1.15
1890	3.49	NA	NA	0.85	NA	1.3	1.81	NA	NA	2	1.15	NA	1.49	1.91	1.05	0.95
1891	2.63	NA	NA	1.01	2.25	1.98	1.85	NA	NA	1.84	1.27	NA	1.62	2.43	0.89	1.11
1892	2.72	NA	NA	1.38	2.56	2	1.78	NA	NA	2.35	0.92	NA	1.28	1.99	1.13	1.15
1893	1.5	NA	NA	0.8	1.46	1.31	1.4	NA	NA	1.51	0.73	NA	0.6	0.86	0.97	0.6
1894	2.77	NA	NA	1.23	2	2.94	1.48	NA	0.67	2.55	1.8	NA	1.16	1.51	0.95	1.66
1895	2.12	NA	NA	1.1	2.01	2.5	1.58	NA	1.64	2.44	1.9	NA	1	1.47	1.17	1.45
1896	2.08	NA	NA	1.2	2.46	2.08	1.55	NA	2.17	2.54	3.28	NA	0.91	1.56	1.17	1.77
1897	2.26	NA	NA	1.42	2.61	2.26	1.78	NA	2.28	2.81	3.08	NA	1.04	1.57	1.09	1.6
1898	2.43	NA	NA	1.18	2.5	2.28	1.41	NA	2.27	2.41	3.74	NA	1.28	1.38	2.03	2.12
1899	1.66	1.6	NA	1	2.01	1.9	1.5	NA	2.39	2.16	3.16	NA	1.18	1.67	1.23	2.03
1900	1.94	1.82	NA	1.25	2.05	2.08	1.76	NA	1.99	2.31	3.31	NA	1.5	1.88	1.08	1.61
1901	1.53	1.59	NA	0.9	1.52	1.63	1.5	NA	2.11	1.61	2.21	NA	0.91	1.24	1.39	1.31
1902	2.2	1.91	NA	1.06	1.47	1.78	1.45	NA	1.45	2.46	3.28	NA	1.41	1.56	1.21	1.76
1903	2.48	2.1	NA	1.02	1.88	1.79	1.8	NA	2.49	2.3	3.29	NA	1.48	2.12	1.23	2.09
1904	1.62	1.54	NA	1.04	1.8	1.48	1.84	NA	2.47	1.81	2.26	NA	1.02	1.4	2.38	1.24
1905	1.12	1.13	NA	0.99	1.26	1	1.49	NA	1.78	1.35	2.18	NA	1.1	1.02	2.27	1.43
1906	1.3	1.7	NA	1.21	1.46	0.96	1.12	NA	1.76	0.85	1.64	NA	1.04	0.84	2.04	1.16
1907	0.68	0.52	NA	0.69	1.48	0.54	0.91	NA	0.91	0.82	0.96	NA	0.38	0.76	2.79	0.71
1908	0.62	0.42	NA	0.62	1.16	0.46	0.72	NA	0.62	0.6	1.08	NA	0.4	0.74	1.42	1.26
1909	0.52	0.83	NA	0.44	1.25	0.36	0.56	NA	0.58	0.44	0.72	NA	0.29	0.45	0.94	1
1910	0.91	1.26	NA	0.54	1.73	0.63	0.58	NA	0.6	0.4	0.82	NA	0.54	0.64	0.39	1.58
1911	1.48	1.96	NA	1.11	2.12	0.82	0.94	NA	0.92	0.58	1.34	NA	0.88	1.36	0.53	1.22
1912	1.72	2.74	NA	1	2.12	1.4	1.26	2.32	1.29	0.82	1.4	NA	0.7	1.2	1.09	0.91
1913	1.46	2.32	1.84	0.98	1.66	1.1	1.11	1.9	1.54	0.75	1.32	NA	1.02	1.26	0.82	0.73
1914	2.7	2.87	3.28	2.21	2.1	1.5	1.69	2.97	1.57	1.26	2.5	NA	1.36	1.98	1.15	1.76
1915	1.96	3.21	3.23	1.92	2.28	1.32	1.96	1.71	1.47	1.68	1.76	NA	1.15	1.24	1.79	1.1
1916	1.66	3.24	2.27	2.6	1.69	1.22	1.76	1.23	1.35	1.88	1.74	NA	1.36	1.14	1.77	1.3
1917	1.64	3.28	3.07	2.08	1.6	1.51	1.63	1.77	1.31	2.02	1.69	NA	1.24	1.28	3.32	1.29
1918	1.52	2.36	2.51	1.52	1.62	1.2	1.6	2.37	1.36	2.05	1.46	NA	0.94	1	3.18	0.9
1919	1.16	2.36	1.83	1.72	1.46	1.49	1.44	1.86	1.19	1.96	1.59	NA	1.03	1.1	3.63	1
1920	1.04	2.4	1.77	1.2	1.71	1.74	1.6	1.33	1	1.64	1.52	NA	0.76	0.96	3.25	0.94
1921	0.66	1.44	2.2	1.14	1.47	1.5	1.58	1.02	1.19	1.34	1.18	NA	0.86	0.96	2.96	0.88
1922	0.44	0.77	1.6	0.84	1.05	0.82	0.94	0.7	0.99	0.76	0.86	NA	0.49	0.68	2.01	0.56
1923	0.48	0.78	1.47	0.85	1.02	0.68	0.56	0.41	0.72	0.5	0.82	0.89	0.37	0.68	0.71	0.56
1924	0.64	1.56	1.95	1.46	1.46	1.48	0.6	1.21	0.9	0.86	0.93	1.66	0.82	1.06	0.74	1.3
1925	0.51	0.87	1.36	0.9	1.44	0.92	0.56	0.77	0.96	1.28	0.89	1.37	0.67	0.9	1.14	1.1
1926	0.92	2.22	0.86	1.52	1.28	1.46	0.74	1.02	1.31	1.28	1.08	2.23	1.64	1.06	1.61	1.5
1927	1.49	2.45	0.54	1.95	2.1	2.44	0.9	1.23	1.52	2.36	1.26	2.69	1.66	1.16	1.6	1.44
1928	1.44	2.22	1.01	1.68	2.16	2.13	1.24	1.49	1.48	2.98	1.19	2.1	1.76	1.28	3.15	1.13
1929	0.92	1.26	0.62	1.28	1.84	1.76	0.86	1.17	1.08	1.92	0.96	1.32	1.28	0.84	2.78	0.66
