# Bräker - Guffre - PCAB - ITRDB SWIT324
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/16897
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-16897.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/swit324-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; swit324-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/swit324.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/swit324.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2010-06-10
#--------------------
# File_Last_Modified_Date
#   Date: 2010-06-10
#--------------------
# Title
#   Study_Name: Bräker - Guffre - PCAB - ITRDB SWIT324
#--------------------
# Investigators
#   Investigators: Bräker, O.U.; Zingg, A.
#--------------------
# Description_Notes_and_Keywords
#   Description: Collection purpose: 
# # Plentering
# # 
# # Cores are stored at: 
# # disposed
# # 
# # Notes: 
# # Slope N 20%
# # Formerly Rougemont_Fichte_n19_1995.fh
# # 
# # References:
# # Didion, M.; Kupferschmid, A.D.; Zingg, A.; Fahse, L.; Bugmann, H., (2009): 
# # Gaining local accuracy while not losing generality - extending the range of gap model applications. 
# # Can. J. For. Res. 39: 1092-1107.  NOAA Template Raw Measurements file added 2019-02-05.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Guffre
#   Location: Switzerland
#   Northernmost_Latitude: 46.4819
#   Southernmost_Latitude: 46.4819
#   Easternmost_Longitude: 7.2144
#   Westernmost_Longitude: 7.2144
#   Elevation_m: 1185
#--------------------
# Data_Collection
#   Collection_Name: SWIT324
#   First_Year: 1831
#   Last_Year: 1995
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Picea abies (L.) H. Karst.
#   Common_Name: Norway spruce
#   Tree_Species_Code: PCAB
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## RM022512_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RM022512; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RM043512_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RM043512; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RM086012_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RM086012; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RM103512_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RM103512; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RM106512_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RM106512; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RM109012_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RM109012; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RM148512_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RM148512; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RM164012_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RM164012; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RM164016_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RM164016; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RM198512_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RM198512; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RM287012_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RM287012; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RM30052K_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RM30052K; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RM303012_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RM303012; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RM37051K_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RM37051K; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RM388012_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RM388012; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RM439012_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RM439012; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RM442012_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RM442012; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RM463002_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RM463002; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RM463506_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RM463506; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	RM022512_raw	RM043512_raw	RM086012_raw	RM103512_raw	RM106512_raw	RM109012_raw	RM148512_raw	RM164012_raw	RM164016_raw	RM198512_raw	RM287012_raw	RM30052K_raw	RM303012_raw	RM37051K_raw	RM388012_raw	RM439012_raw	RM442012_raw	RM463002_raw	RM463506_raw
1831	NA	NA	NA	NA	NA	1.44	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1832	NA	NA	NA	NA	NA	1.72	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1833	NA	NA	1.62	NA	NA	2.73	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1834	NA	NA	3.97	NA	NA	2.58	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1835	NA	NA	5.01	NA	NA	3.28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1836	NA	NA	5.19	NA	NA	3.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1837	NA	NA	5.41	2.87	NA	3.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1838	NA	NA	4.69	2.9	NA	3.17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1839	NA	NA	4.88	3.37	NA	3.22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1840	NA	NA	5.55	5.59	0.99	3.24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1841	NA	NA	5.26	4.54	1.22	2.92	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1842	NA	NA	4.85	3.52	2.95	2.07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1843	NA	NA	3.92	3.48	2.93	1.65	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1844	NA	NA	4.01	3.37	2.96	2.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1845	NA	NA	4.05	3.49	2.89	2.18	NA	NA	NA	NA	NA	NA	2.12	NA	NA	NA	NA	NA	NA
1846	NA	3.71	4.28	3.5	3.08	2.18	NA	NA	NA	NA	NA	NA	2.9	NA	NA	NA	NA	NA	NA
1847	NA	3.77	3.79	3.29	3.2	1.92	NA	NA	NA	NA	NA	NA	4.15	NA	NA	NA	NA	NA	2.75
1848	NA	3.7	3.29	3.43	3.24	2.39	NA	NA	NA	NA	NA	NA	4.07	NA	NA	NA	NA	NA	2
1849	NA	2.51	2.64	2.94	2.2	1.99	NA	NA	NA	NA	NA	NA	3.36	NA	NA	NA	NA	1.88	3.14
1850	NA	3.75	2.88	3.1	2.32	2.44	NA	NA	NA	NA	NA	NA	4.08	NA	NA	NA	NA	2.59	5.71
1851	NA	3.74	3.22	2.94	2.19	2.25	NA	NA	NA	NA	NA	NA	2.7	NA	NA	NA	NA	3.1	5.34
1852	NA	3.95	3.82	3.42	2.11	1.93	NA	NA	NA	NA	NA	NA	2.96	NA	NA	NA	NA	4.47	4.9
1853	NA	3.1	4.14	3.48	2.06	1.91	NA	1.93	1.73	NA	NA	NA	3.31	NA	NA	NA	NA	3.32	3.77
1854	NA	3.4	3.29	3.01	2.24	1.64	NA	2.66	2.52	NA	NA	NA	3.26	NA	NA	NA	NA	3.19	3.55
1855	NA	3.13	3.56	2.71	2.36	1.81	NA	2.65	2.67	NA	NA	NA	2.55	NA	NA	NA	NA	2.78	2.54
1856	NA	3.19	3.28	2.53	2.34	1.72	5.03	2.95	2.56	NA	NA	NA	2.43	NA	NA	NA	NA	2.84	3.17
1857	NA	2.97	3.06	2.21	1.97	1.61	0.81	2.89	2.84	NA	NA	NA	2.32	NA	NA	NA	NA	1.73	2.53
1858	NA	3.6	2.84	2.5	2.23	1.52	1.97	2.95	3.14	NA	NA	NA	2.27	NA	NA	NA	NA	2.38	1.93
1859	NA	3.4	2.71	2.64	2.26	1.64	3.59	3.09	3.43	NA	NA	NA	3.08	NA	NA	NA	NA	2.44	3.86
1860	NA	4.63	2.09	1.84	1.88	1.22	4.8	4.2	3.77	NA	NA	NA	2.81	NA	NA	NA	NA	2.04	3.77
1861	NA	5.24	2.26	2.74	1.96	1.32	4.88	3.01	2.96	NA	NA	NA	3.23	NA	NA	NA	NA	2.66	4.43
1862	NA	4.08	2.45	2.49	2.03	1.47	4.94	3.03	3.38	NA	NA	NA	2.92	NA	NA	NA	NA	2.17	4.11
1863	NA	3.67	2.73	2.66	1.91	1.79	5.29	2.82	2.71	NA	NA	NA	2.27	NA	NA	NA	NA	3.79	3.92
1864	NA	4.05	2.41	3.12	2.2	1.92	5.2	2.87	2.81	NA	NA	NA	3.08	NA	NA	NA	NA	3.58	4.11
1865	NA	4.31	1.97	2.83	1.81	1.72	4.07	1.89	1.64	NA	NA	NA	2.6	NA	NA	NA	NA	3.9	3.17
1866	NA	4.9	2.29	2.55	2.09	1.88	4.03	2.47	2.33	NA	NA	NA	2.68	NA	NA	NA	NA	3.62	3.35
1867	NA	3.85	2.26	2.67	2.34	2.14	3.97	2.49	2.13	NA	NA	NA	2.72	NA	NA	NA	1.61	3.1	2.61
1868	NA	3.73	2.14	2.73	1.86	1.99	3.44	1.33	1.26	NA	NA	NA	1.82	NA	NA	NA	2.57	2.52	2.07
1869	NA	3.77	2.61	2.59	1.87	1.8	3.47	1.54	1.38	NA	NA	NA	1.98	NA	NA	NA	2.29	2.2	2.2
1870	NA	2.93	1.92	2.09	1.62	1.55	2.94	1.4	1.33	NA	NA	2.42	1.36	NA	NA	NA	2.81	2.12	1.94
1871	NA	2.78	1.9	2.06	1.62	1.62	3.39	1.41	1.3	NA	NA	2	1.67	NA	NA	NA	3.2	2.29	1.94
1872	NA	2.39	2.19	1.45	1.6	1.5	3.32	1.71	1.42	NA	NA	3.1	1.87	NA	NA	NA	2.69	2.18	1.53
1873	NA	3.4	3.15	1.94	2.24	2.03	3.15	2.12	1.78	NA	NA	4.38	2.17	NA	NA	NA	2.3	2.24	1.46
1874	NA	2.7	2.58	2	2.18	1.88	3.09	1.84	1.54	NA	NA	3.43	2.2	NA	NA	NA	2.6	2.25	1.76
1875	NA	2.94	3.02	2.24	2.39	2.01	3.47	2.47	2.24	4.32	NA	3.69	2.61	NA	NA	NA	2.92	2.56	2.67
1876	NA	2.51	2.2	1.74	1.91	1.79	3.13	1.87	1.52	3.18	NA	2.67	1.69	NA	NA	NA	2.3	2.14	1.87
1877	NA	2.73	2	1.79	1.94	1.83	3.45	1.59	1.32	6.37	NA	3.88	2.42	NA	NA	NA	2.09	2.03	1.47
1878	NA	3.16	2.68	2.4	2.31	2.24	3.47	1.97	1.59	5.83	NA	4.12	2.19	NA	NA	NA	2.45	1.79	1.8
1879	NA	2.65	2.14	1.36	1.72	1.95	3.06	1.76	1.44	4.78	NA	3.38	2.37	NA	NA	NA	2.26	1.28	1.51
1880	2.38	2.03	1.94	1.98	1.59	1.83	2.86	1.4	1.25	4.86	NA	2.99	1.7	NA	NA	NA	1.8	1.22	1.37
1881	2.94	1.54	1.64	2.09	2.09	1.9	3.3	1.48	1.16	4.68	NA	2.67	2.02	NA	NA	NA	1.99	1.54	1.4
1882	3.78	1.87	2.07	1.91	1.78	1.59	2.2	1.33	1.14	5.08	3.28	2.87	2.46	NA	NA	NA	1.81	1.48	1.59
