# Mašek - 20VA Kokořínsko - PISY - ITRDB CZE053
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/37278
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-37278.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/cze053-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; cze053-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/cze053.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/cze053.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2023-01-25
#--------------------
# File_Last_Modified_Date
#   Date: 2023-01-25
#--------------------
# Title
#   Study_Name: Mašek - 20VA Kokořínsko - PISY - ITRDB CZE053
#--------------------
# Investigators
#   Investigators: Mašek, J.(https://orcid.org/0000-0002-3494-9113); Hofman, M.; Fišer, P.
#--------------------
# Description_Notes_and_Keywords
#   Description: 
#--------------------
# Publication
#   Authors: Mašek, Jiří, Jan Tumajer, Jelena Lange, Ryszard Kaczka, Petr Fišer, Václav Treml
#   Journal_Name: Ecosystems
#   Published_Title: Variability in Tree-ring Width and NDVI Responses to Climate at a Landscape Level
#   Published_Date_or_Year: 2023
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: ECO-22-0233
#   DOI: 10.1007/s10021-023-00822-8
#   Full_Citation: Jiří Mašek, Jan Tumajer, Jelena Lange, Ryszard Kaczka, Petr Fišer, Václav Treml. 2023. Variability in Tree-ring Width and NDVI Responses to Climate at a Landscape Level. Ecosystems, ECO-22-0233. doi: 10.1007/s10021-023-00822-8
#   Abstract: None
#--------------------
# Funding_Agency
#   Funding_Agency_Name: Charles University Grant Agency
#   Grant: GAUK 548120
#--------------------
# Site_Information
#   Site_Name: 20VA Kokořínsko
#   Location: Czech Republic
#   Northernmost_Latitude: 50.595737
#   Southernmost_Latitude: 50.595737
#   Easternmost_Longitude: 14.452868
#   Westernmost_Longitude: 14.452868
#   Elevation_m: 382
#--------------------
# Data_Collection
#   Collection_Name: CZE053
#   First_Year: 1877
#   Last_Year: 2019
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  width
#   Notes: None
#--------------------
# Species
#   Species_Name: Pinus sylvestris L.
#   Common_Name: Scots pine
#   Tree_Species_Code: PISY
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## 20UD25_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 20UD25; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 20UD17_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 20UD17; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 20UD18_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 20UD18; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 20UD23_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 20UD23; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 20UD24_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 20UD24; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 20UD11_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 20UD11; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 20UD13_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 20UD13; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 20UD12_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 20UD12; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 20UD16_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 20UD16; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 20UD19_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 20UD19; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 20UD26_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 20UD26; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 20UD03_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 20UD03; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 20UD06_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 20UD06; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 20UD21_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 20UD21; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 20UD22_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 20UD22; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 20UD07_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 20UD07; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 20UD09_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 20UD09; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 20UD04_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 20UD04; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 20UD14_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 20UD14; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 20UD05_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 20UD05; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 20UD15_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 20UD15; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 20UD10_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 20UD10; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 20UD08_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 20UD08; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 20UD01_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 20UD01; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 20UD02_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 20UD02; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 20UD20_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 20UD20; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	20UD25_raw	20UD17_raw	20UD18_raw	20UD23_raw	20UD24_raw	20UD11_raw	20UD13_raw	20UD12_raw	20UD16_raw	20UD19_raw	20UD26_raw	20UD03_raw	20UD06_raw	20UD21_raw	20UD22_raw	20UD07_raw	20UD09_raw	20UD04_raw	20UD14_raw	20UD05_raw	20UD15_raw	20UD10_raw	20UD08_raw	20UD01_raw	20UD02_raw	20UD20_raw
1877	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.3	NA	NA	NA	NA	NA	NA	NA	NA
1878	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.59	NA	NA	NA	NA	NA	1.33	NA	NA	NA	NA	NA	NA	2.22	NA
1879	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.18	NA	NA	NA	NA	NA	0.93	NA	NA	NA	NA	NA	NA	2.28	NA
1880	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.92	NA	NA	NA	NA	NA	1.47	NA	NA	NA	NA	NA	NA	2.33	NA
1881	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.31	NA	NA	NA	NA	NA	1.49	NA	NA	NA	NA	NA	NA	2.01	NA
1882	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.29	NA	NA	NA	NA	NA	1.43	NA	NA	NA	NA	NA	NA	2.6	NA
1883	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.62	NA	NA	NA	NA	NA	1.01	NA	NA	NA	NA	NA	NA	1.55	NA
1884	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.05	NA	NA	NA	NA	NA	1.16	NA	NA	NA	NA	NA	NA	1.93	NA
1885	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.38	NA	NA	NA	NA	NA	1.27	NA	NA	NA	NA	NA	NA	1.69	NA
1886	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.2	NA	NA	NA	NA	NA	0.85	NA	NA	NA	NA	NA	NA	1.31	NA
1887	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.8	NA	NA	NA	NA	NA	0.57	NA	NA	NA	NA	NA	NA	1.25	NA
1888	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.9	NA	NA	NA	NA	NA	0.63	NA	NA	NA	NA	NA	1.27	1.49	NA
1889	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.87	NA	NA	NA	NA	NA	0.52	NA	NA	NA	NA	NA	0.55	1.01	NA
1890	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.77	NA	NA	NA	NA	NA	0.72	NA	NA	NA	NA	NA	0.71	1.39	NA
1891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.98	NA	NA	NA	NA	NA	0.57	NA	NA	NA	NA	NA	1.23	1.25	NA
1892	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.04	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	1.38	1.54	NA
1893	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.13	NA	NA	NA	NA	NA	1.12	NA	NA	NA	NA	NA	1.06	1.52	NA
1894	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.74	NA	NA	NA	NA	NA	1.56	NA	NA	NA	NA	NA	1.56	1.54	NA
1895	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.53	NA	NA	NA	NA	NA	1.36	NA	NA	NA	NA	NA	1.14	1.57	NA
1896	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.52	NA	NA	NA	NA	NA	1.24	NA	NA	NA	NA	NA	0.89	1.61	NA
1897	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.77	NA	NA	NA	NA	NA	1.49	NA	NA	NA	NA	NA	0.72	1.75	NA
1898	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.53	NA	NA	NA	NA	NA	1.47	NA	NA	NA	NA	NA	0.82	1.04	NA
1899	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.34	NA	NA	NA	NA	NA	1.24	NA	NA	NA	NA	NA	0.98	1.15	NA
1900	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.48	NA	NA	NA	NA	NA	1.24	NA	NA	NA	NA	NA	0.8	1.43	NA
1901	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.4	NA	NA	NA	NA	NA	1.36	NA	NA	NA	NA	NA	0.77	1.64	NA
1902	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.92	NA	NA	NA	NA	NA	1.01	NA	NA	NA	NA	NA	0.59	1.62	NA
1903	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.03	NA	NA	NA	NA	NA	1.51	NA	NA	NA	NA	NA	0.6	1.38	NA
1904	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.82	NA	NA	NA	NA	NA	1.36	NA	NA	NA	NA	NA	0.54	1.27	NA
1905	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.72	NA	NA	NA	NA	NA	1.18	NA	NA	NA	NA	NA	0.38	0.88	NA
1906	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.86	NA	NA	NA	NA	NA	1.44	NA	NA	NA	NA	NA	0.69	1.2	NA
1907	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.98	NA	NA	NA	NA	NA	2.64	NA	NA	NA	NA	NA	0.87	1.6	NA
1908	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.83	NA	NA	NA	NA	NA	4.03	NA	NA	NA	NA	NA	0.68	1.73	NA
1909	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.81	NA	NA	NA	NA	NA	3.57	NA	NA	NA	NA	NA	0.88	1.82	NA
1910	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.46	NA	NA	NA	NA	NA	4.25	NA	NA	NA	NA	NA	0.93	1.97	NA
1911	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.48	NA	NA	NA	NA	NA	2.99	NA	NA	NA	NA	NA	0.58	1.82	NA
1912	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.73	NA	NA	NA	NA	NA	2.49	NA	NA	NA	NA	NA	0.85	2.14	NA
1913	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.32	NA	NA	NA	NA	NA	2.1	NA	NA	NA	NA	NA	0.72	1.72	NA
1914	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.17	NA	NA	NA	NA	NA	1.68	NA	NA	NA	NA	NA	0.61	1.22	NA
1915	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.35	NA	NA	NA	NA	NA	2.09	NA	NA	NA	NA	NA	0.62	1.53	NA
1916	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.83	NA	NA	NA	NA	NA	2.06	NA	NA	NA	NA	NA	0.47	2.06	NA
1917	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.39	NA	NA	NA	NA	NA	1.75	NA	NA	NA	NA	NA	0.49	1.26	NA
1918	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.97	NA	NA	NA	NA	NA	2.9	NA	NA	NA	NA	NA	0.45	1.34	NA
1919	NA	NA	NA	NA	NA	NA	2.64	NA	NA	NA	NA	1.62	NA	NA	NA	NA	NA	2.09	NA	NA	NA	NA	NA	0.47	1.57	NA
1920	NA	NA	NA	NA	1.9	1.62	2.44	NA	NA	NA	NA	1.13	NA	NA	NA	NA	NA	1.48	NA	NA	NA	NA	NA	0.68	1.47	NA
1921	NA	NA	NA	NA	3.12	2.01	2.43	NA	NA	NA	NA	0.78	NA	NA	NA	NA	NA	1.92	NA	NA	NA	NA	NA	0.47	1.26	NA
1922	NA	NA	NA	NA	3.56	1.38	1.44	1.74	NA	NA	NA	0.88	NA	NA	NA	NA	NA	1.79	NA	NA	NA	NA	NA	0.4	1.28	NA
1923	NA	NA	NA	NA	2.3	2.32	1	1.59	NA	NA	NA	0.8	NA	NA	NA	NA	NA	1.38	NA	NA	NA	NA	NA	0.19	0.59	NA
1924	NA	4.77	NA	NA	2.72	3.51	2.16	1.94	NA	NA	NA	0.94	NA	NA	NA	NA	NA	1.19	NA	NA	NA	NA	NA	0.19	0.78	NA
1925	NA	5.81	NA	NA	3.2	3.81	2.28	3.32	NA	NA	NA	1.15	NA	NA	NA	NA	NA	2.3	NA	NA	NA	NA	NA	0.36	1.49	NA
1926	NA	3.55	NA	NA	3.39	2.75	1.88	4.69	NA	4.22	NA	1.41	NA	NA	NA	NA	NA	3.45	NA	NA	NA	NA	NA	0.51	1.36	NA
1927	NA	2.98	NA	NA	3.42	2.49	2.05	3.07	NA	3.32	NA	1.55	NA	NA	NA	3.76	NA	3.53	NA	NA	NA	NA	NA	0.54	2.46	NA
