# Vanoni - Tiefencastel - ABAL - ITRDB SWIT405
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/33053
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-33053.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/swit405-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; swit405-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/swit405.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/swit405.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2021-03-05
#--------------------
# File_Last_Modified_Date
#   Date: 2021-03-05
#--------------------
# Title
#   Study_Name: Vanoni - Tiefencastel - ABAL - ITRDB SWIT405
#--------------------
# Investigators
#   Investigators: Vanoni, M.; Frey, H.-U.; Bigler, C.
#--------------------
# Description_Notes_and_Keywords
#   Description: Reference: 
# # Vanoni M. 2012. Klimatische Einflusse auf die Wachstumsvariabilitat von Weisstanne und Fichte entlang des Weisstannen-Ausbreitungsgradienten. Master thesis. ETH Zurich, Zurich. NOAA Template Raw Measurements file added 2021-05-03.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Tiefencastel
#   Location: Switzerland
#   Northernmost_Latitude: 46.6572
#   Southernmost_Latitude: 46.6572
#   Easternmost_Longitude: 9.593863
#   Westernmost_Longitude: 9.593863
#   Elevation_m: 1010
#--------------------
# Data_Collection
#   Collection_Name: SWIT405
#   First_Year: 1841
#   Last_Year: 2011
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Abies alba Mill.
#   Common_Name: silver fir
#   Tree_Species_Code: ABAL
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## TST01_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TST01; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TST02_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TST02; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TST03_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TST03; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TST04_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TST04; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TST05_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TST05; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TST07_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TST07; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TST08_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TST08; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TST09_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TST09; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TST10_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TST10; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TST11_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TST11; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TST12_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TST12; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TST13_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TST13; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TST14_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TST14; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TST15_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TST15; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	TST01_raw	TST02_raw	TST03_raw	TST04_raw	TST05_raw	TST07_raw	TST08_raw	TST09_raw	TST10_raw	TST11_raw	TST12_raw	TST13_raw	TST14_raw	TST15_raw
1901	2.33	0.97	1.88	2.61	1.86	3.77	1.01	NA	3.61	2.87	2.82	2.58	NA	3.75
1902	2.38	1.03	1.92	2.91	1.75	4.05	1.34	NA	3.59	2.59	3.45	2.22	NA	3.86
1903	2.47	1.25	1.78	2.94	1.65	4.15	1.14	NA	3.26	3.11	3.87	2.78	NA	4.4
1904	2.68	1.19	1.84	3.01	1.64	4.96	1.2	NA	3.22	3.17	3.84	2.99	NA	4.97
1905	2.66	1.08	1.05	2.71	1.27	4.19	1.09	NA	2.71	3.55	3.36	1.67	NA	4.04
1906	3.23	1.13	1.65	2.67	1.32	3.92	1.12	NA	2.86	3.71	2.63	2.52	NA	3.36
1907	2.95	0.89	1.4	2.65	1.17	3.55	0.8	NA	2.51	3.09	2.56	2.2	NA	3.1
1908	3.43	0.99	1.6	2.76	1.25	4.03	1.16	NA	2.66	3.34	2.58	1.97	NA	3.14
1909	3.6	0.81	1.34	2.56	1.18	4.16	1.35	NA	2.77	2.96	2.61	1.61	NA	2.55
1910	4.15	1.15	2.04	3.12	1.49	4.62	1.59	NA	2.99	3.2	2.64	1.76	3.54	3.36
1911	3.48	1.42	2.4	3.36	1.71	3.82	1.62	NA	3.15	3.51	2.58	1.61	3.58	4.01
1912	3.73	1.26	2.22	2.82	1.38	2.96	1.57	NA	2.83	3.82	2.75	1.67	3.24	4.19
1913	2.89	1.22	1.84	2.45	1.41	2.62	1.34	NA	1.64	2.97	2.42	1.45	2.26	3.07
1914	3.71	1.67	2.22	3.41	1.78	3.37	1.65	NA	2.79	3.36	3.08	1.85	3.8	3.87
1915	3.1	1.43	2.1	2.66	1.37	2.9	1.18	NA	3.01	2.78	2.31	1.44	2.95	3.49
1916	3.98	1.83	2.62	3.75	1.6	3.94	1.52	1.61	3.22	3.27	3.53	1.37	3.17	3.79
1917	3.77	1.36	2.04	3.72	1.46	3.19	1.45	1.34	2.03	2.88	3.28	1.18	2.36	3.26
1918	3.44	1.41	1.93	3.17	1.17	3.19	1.34	1.35	2.11	3.25	2.82	1.26	2.67	2.99
1919	3.46	1.72	2.24	3.67	1.36	3.06	1.49	1.32	2.16	3	2.4	1.43	2.4	2.91
1920	3.08	1.45	1.77	3.05	1.14	3.44	1.26	1.07	2.12	2.71	2.36	1.44	2.47	3
1921	2.98	1.4	2.06	3.54	1.21	4.13	1.4	1.47	2.32	3.14	2.33	1.78	2.19	3.35
1922	2.68	0.96	1.28	2.91	0.82	2.85	1.01	1.48	1.46	2.47	1.63	1.6	1.52	2.44
1923	3.47	1.55	1.61	3.79	1.04	4.13	1.47	2.03	2	3.19	2.92	2.35	2.24	3.12
1924	2.77	1.39	1.77	4.07	1.12	3.17	1.54	1.7	2.05	3.4	2.33	2.55	2.76	2.83
1925	2.6	1.46	2.02	4.52	1.14	2.96	2.21	1.87	2.24	2.87	2.6	2.63	2.89	3
1926	3.16	1.67	2.53	4.91	1.41	2.84	2.86	2.01	2.86	2.94	2.99	3.26	2.98	3.5
1927	2.33	1.08	2.35	4.69	1.51	2.1	3.32	2.06	2.15	2.42	2.53	2.76	2.09	3.38
1928	3.22	1.57	2.67	5.48	2.57	3.12	4.09	2.46	2.59	3.86	3.24	3.24	2.83	3.55
1929	2.26	0.82	2.14	4.51	2.28	2.71	3.69	1.97	1.96	3.32	2.41	2.51	2.28	3.25
1930	2.49	1.1	2.13	4.45	2.02	2.44	3.22	2.13	1.98	3.31	2.74	2.5	2.51	3.15
1931	2.19	1.21	2	4.64	2.1	2.2	3.27	2.34	2.03	3.2	2.66	2.44	2.61	3.86
1932	2.69	1.42	2.1	4.65	2.56	2.49	3.87	2.54	2.49	3.65	3.01	2.9	3.11	3.96
1933	2.43	1.3	1.72	4.51	1.89	2.81	3.39	2.62	2.23	2.79	2.8	3.14	2.63	3.72
1934	2.01	0.95	1.39	3.26	2	2.4	3.4	2.54	1.76	2.81	2.36	2.25	1.8	3.36
1935	2.05	1.18	1.53	3.69	2.39	2.77	3.63	2.71	1.95	3.27	2.43	2.4	2.41	3.81
1936	2.12	1.08	1.36	2.62	2.09	2.71	3.3	2.68	2.15	2.8	2.92	2.26	2.68	4.14
1937	1.98	0.9	1.4	2.94	1.99	2.38	3.05	2.15	2	2.42	3.32	1.98	1.93	3.54
1938	2	0.32	0.39	3.4	2.29	1.92	3.49	2.58	2.18	2.54	3.1	2.26	1.87	3.76
1939	2.69	0.48	0.09	3.5	2.47	1.7	3.18	2.46	2.08	2.88	3.51	2.73	2.42	3.79
1940	3.04	0.35	0.28	3.32	2.86	1.72	3.49	2.46	2.03	3.3	2.71	2.9	2.42	3.89
1941	3.08	0.65	0.59	2.98	2.4	1.87	2.86	2.74	1.97	2.83	2.3	2.65	1.93	3.57
1942	2.59	2.08	0.81	3.13	2.02	1.63	2.83	2.49	1.73	2.77	2.11	2.24	2.08	3.65
1943	2.99	2.91	0.93	3.41	2.01	1.81	2.89	2.72	1.58	2.91	2.03	2.43	2.24	3.79
1944	2.2	2.89	0.97	2.39	1.58	1.14	2.39	2.91	1.6	2.05	2	2.35	2.68	3.11
1945	2.39	2.92	1.1	2.71	1.87	1.31	2.13	2.36	1.58	2.11	2.04	2.26	2.61	3.28
1946	3.67	2.68	1.54	2.9	2.13	1.88	2.29	2.8	1.95	2.86	2.17	3.02	4.14	3.68
1947	3.96	2.31	1.74	3.07	2.36	1.54	2.08	3.14	2.09	3.24	2.78	3.21	3.79	3.52
1948	2.98	1.2	1.29	1.74	1.51	1.44	1.56	2.41	1.57	3.04	1.41	1.89	2.26	2.48
1949	2.9	1.42	1.86	2.66	1.96	2.33	1.77	2.89	1.88	2.96	2.12	2	2.21	2.57
1950	2.42	1.21	1.78	2.31	1.65	2.25	1.6	3.38	1.74	2.34	1.54	1.76	1.88	2.57
1951	3.18	1.38	1.73	2.16	1.63	2.21	1.68	3.46	1.69	2.82	1.58	1.73	2.4	2.97
1952	3.93	1.39	1.79	3	1.85	2.9	1.74	3.42	1.9	3.2	1.95	1.99	2.35	3.04
1953	3.8	1.08	1.69	2.11	1.54	2.38	1.95	3.32	1.76	3.29	2.08	2.16	2.19	2.8
1954	3.37	0.96	1.58	2.18	1.52	2.21	1.82	3.3	1.64	3.12	1.75	2.22	1.92	2.73
1955	3.57	1.13	1.67	2.58	1.66	2.58	2.17	3.52	1.81	3.34	1.7	2.39	2.17	2.9
1956	3.27	0.96	1.14	2.4	1.19	2.36	2.04	3.66	1.37	2.69	1.31	2.56	0.72	2.39
1957	3.35	0.81	1.57	2.3	1.28	1.89	1.91	3	1.48	2.4	1.03	2.28	1.17	2.28
1958	2.54	0.8	1.54	2.03	1.15	2.08	2.34	3.49	1.75	2.44	1.35	2.41	1.48	2.38
1959	3.06	0.69	1.53	2.1	1.37	2.1	2.1	3.12	1.88	2.96	1.49	2.7	1.23	2.52
1960	2.45	0.66	1.04	2.03	1.07	1.71	1.67	3.25	1.37	2.45	1.01	2.21	1.05	2.01
1961	2.45	0.72	0.81	2.28	1.24	2	2.07	3.24	1.3	2.28	1.38	1.92	1.19	2.05
1962	2.14	0.67	0.7	2.25	0.92	1.45	1.81	2.96	1.08	2.28	1.36	1.56	0.93	1.73
1963	2.23	0.63	0.71	2.33	0.96	1.21	1.92	2.88	1.09	2.05	0.99	1.68	0.77	2.05
1964	2.22	0.55	0.77	2.48	1.24	1.23	1.86	2.54	1.14	2.38	0.97	1.79	0.82	2
1965	2.26	0.55	0.83	1.8	0.96	1.09	1.8	2.63	1.09	2.02	1.06	1.52	1.01	1.85
1966	2.49	0.53	0.87	1.76	1.09	0.99	1.77	2.24	1.02	1.99	0.97	1.45	1.07	2.04
1967	3.38	0.47	1.03	1.97	1.01	0.92	1.96	3.39	0.92	1.95	1.13	1.79	1.13	2.06
1968	3.26	0.47	1.07	1.72	0.9	1.34	1.83	2.81	0.97	1.92	1.24	1.82	0.98	2.09
1969	3.73	0.46	1.04	2.32	0.84	1.81	2.12	3.21	1.05	2.47	1.14	2.29	1.03	2.35
1970	1.91	1.03	1.35	1.62	0.74	1.3	1.63	2.17	0.95	1.79	0.91	1.61	0.82	1.67
1971	1.64	1.19	1.87	1.77	0.82	1.52	1.72	2.8	0.86	1.79	0.93	1.89	0.85	1.77
1972	2.29	1.85	2.39	2.29	0.98	1.76	1.84	2.91	1.07	1.95	0.95	2.36	0.84	1.82
1973	1.92	1.78	2.92	1.48	0.97	1.32	1.63	2.71	1.06	1.57	0.93	1.98	0.75	1.68
1974	2	2.35	4.18	1.2	0.79	1.14	1.36	2.58	0.67	1.56	0.88	1.88	0.67	2.07
1975	2.1	2.19	3.75	1.23	0.74	1.23	1.19	2.29	0.86	1.26	1	1.94	0.69	1.81
1976	1.42	1.74	3.3	1.15	0.62	1.25	0.82	1.77	0.75	1.06	1.15	1.43	0.52	1.51
1977	1.91	1.96	4.14	1.08	0.62	1.45	1.18	2.41	0.87	1.35	0.97	1.64	0.85	2.16
1978	2.23	2.03	4.2	1.06	0.67	1.6	1.17	2.67	1.02	1.35	0.98	1.69	1.16	2.06
1979	2.26	1.63	4.23	1.07	0.73	1.62	1	2.27	1	1.28	1.09	1.59	1.15	2.06
1980	2	1.55	4.54	0.93	0.68	1.23	0.99	1.92	0.98	1.39	0.92	1.59	1.26	1.57
1981	2.19	1.63	4.26	0.96	0.64	1.32	0.88	1.35	0.8	1.51	0.97	1.61	1.23	1.55
1982	2.45	1.77	5.06	1.18	0.66	1.36	0.89	1.58	0.86	1.4	1.07	1.59	1.48	2.12
1983	3.03	1.87	5.41	1.86	0.61	1.84	0.99	1.49	1.01	1.79	1.4	2.29	2.22	2.88
1984	2.33	1.59	2.62	1.31	0.51	1.81	0.67	0.9	0.88	1.43	0.99	1.73	1.96	2.28
