# Bräker - Paturage de l'Envers - PCAB - ITRDB SWIT229
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/14048
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-14048.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/swit229-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; swit229-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/swit229.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/swit229.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2010-06-10
#--------------------
# File_Last_Modified_Date
#   Date: 2010-06-10
#--------------------
# Title
#   Study_Name: Bräker - Paturage de l'Envers - PCAB - ITRDB SWIT229
#--------------------
# Investigators
#   Investigators: Bräker, O.U.; Zingg, A.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-02-05.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Paturage de l'Envers
#   Location: Switzerland
#   Northernmost_Latitude: 47.27
#   Southernmost_Latitude: 47.27
#   Easternmost_Longitude: 7.4556
#   Westernmost_Longitude: 7.4556
#   Elevation_m: 790
#--------------------
# Data_Collection
#   Collection_Name: SWIT229
#   First_Year: 1901
#   Last_Year: 1995
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Picea abies (L.) H. Karst.
#   Common_Name: Norway spruce
#   Tree_Species_Code: PCAB
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## CREF0311_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CREF0311; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CREF0321_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CREF0321; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CREF0331_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CREF0331; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CREF0341_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CREF0341; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CREF0351_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CREF0351; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CREF0361_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CREF0361; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CREF0371_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CREF0371; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CREF0381_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CREF0381; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CREF0391_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CREF0391; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CREF0401_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CREF0401; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CREF0411_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CREF0411; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CREF0421_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CREF0421; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	CREF0311_raw	CREF0321_raw	CREF0331_raw	CREF0341_raw	CREF0351_raw	CREF0361_raw	CREF0371_raw	CREF0381_raw	CREF0391_raw	CREF0401_raw	CREF0411_raw	CREF0421_raw
1901	NA	4.46	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1902	NA	3.96	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1903	NA	5.88	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1904	NA	5.98	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1905	4.09	5.18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1906	4.78	5.62	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1907	4.61	6.39	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1908	5.4	6.19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1909	5.16	6.73	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1910	5.88	7.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1911	4.18	4.77	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1912	4.12	3.52	5.84	NA	NA	NA	NA	NA	NA	NA	NA	NA
1913	4.05	4.38	6.3	NA	NA	NA	NA	NA	NA	NA	NA	NA
1914	5.34	4.1	7.8	NA	NA	NA	NA	NA	NA	NA	NA	NA
1915	6.11	5.37	7.35	NA	NA	NA	NA	NA	NA	NA	NA	NA
1916	5.91	4.95	7.12	NA	NA	NA	NA	NA	NA	NA	NA	NA
1917	5.76	4.7	7.76	NA	NA	NA	NA	NA	NA	NA	NA	NA
1918	3.16	3.92	6.52	NA	NA	NA	NA	NA	NA	NA	NA	NA
1919	2.67	3.23	5.26	NA	NA	NA	NA	NA	NA	NA	NA	NA
1920	3.44	3.55	7.21	NA	NA	NA	NA	NA	NA	NA	NA	NA
1921	3.39	3.32	7.54	NA	NA	NA	NA	NA	NA	NA	NA	NA
1922	3.99	3.89	7.46	NA	NA	NA	NA	NA	NA	NA	NA	NA
1923	4.06	4.5	4.75	NA	NA	NA	NA	NA	NA	NA	NA	NA
1924	5.16	5.94	5.47	NA	NA	NA	NA	NA	NA	NA	NA	NA
1925	6.07	8.13	6.67	NA	NA	NA	NA	NA	NA	NA	NA	NA
1926	4.87	6.71	5.92	NA	NA	NA	NA	NA	NA	NA	NA	NA
1927	4.27	8.03	7.99	NA	NA	NA	NA	NA	NA	NA	NA	NA
1928	2.79	6.41	4.06	NA	NA	NA	NA	NA	NA	NA	NA	NA
1929	2.39	4.13	3.25	NA	NA	NA	NA	NA	NA	NA	NA	NA
1930	3.82	4.5	3.53	NA	NA	NA	NA	NA	NA	NA	NA	NA
1931	4.66	6.72	4.99	NA	NA	NA	NA	NA	NA	NA	NA	NA
1932	3.42	5.74	4.82	NA	NA	NA	NA	NA	NA	NA	NA	NA
1933	3.21	3.92	4.16	NA	NA	NA	NA	NA	NA	NA	NA	NA
1934	2.52	3.06	3.1	NA	NA	NA	NA	NA	NA	NA	NA	NA
1935	2.86	3.46	3.9	NA	NA	NA	NA	NA	NA	NA	NA	NA
1936	3.76	2.74	3.95	NA	NA	5.3	NA	NA	NA	NA	NA	NA
1937	3.65	2.67	4	NA	NA	3.26	NA	NA	NA	NA	NA	NA
1938	3.79	3.41	4.97	NA	NA	3.75	NA	NA	NA	NA	NA	NA
1939	4.02	3.96	5.82	NA	NA	4.73	NA	NA	NA	NA	NA	NA
1940	4.2	3.13	5.55	NA	NA	5.03	NA	NA	NA	NA	NA	NA
1941	3.93	2.55	4.23	NA	NA	4.48	NA	NA	NA	NA	NA	NA
1942	3.54	1.78	3.68	NA	NA	4.79	NA	NA	NA	NA	NA	NA
1943	4.28	1.58	4.24	NA	NA	4.4	NA	NA	NA	NA	NA	NA
1944	3.59	0.95	2.67	NA	NA	5.7	NA	NA	NA	NA	NA	NA
1945	3.01	1.3	2.72	NA	NA	5.86	NA	NA	NA	NA	NA	NA
1946	2.79	1.69	2.5	NA	NA	5.3	NA	NA	NA	NA	NA	NA
1947	2.63	1.61	3.61	NA	NA	4.18	NA	NA	NA	NA	NA	NA
1948	3.94	2.18	4.8	NA	NA	5.45	NA	NA	NA	NA	NA	NA
1949	2.96	1.82	3.95	NA	NA	3.93	NA	NA	NA	NA	NA	NA
1950	3.69	2.11	3.76	NA	NA	6.24	NA	NA	NA	NA	NA	NA
1951	3.99	2.35	4.47	NA	NA	8.95	NA	NA	1.38	1.34	NA	4.1
1952	4.43	2.79	4.8	NA	NA	8.69	NA	NA	3.29	3.43	NA	3.91
1953	5.41	3.31	5.52	NA	NA	10.27	NA	NA	6.25	5.84	NA	4.76
1954	4.66	2.96	3.67	NA	NA	9.89	NA	NA	5.32	5.8	NA	3.15
1955	6.97	5.88	6.54	6.3	NA	12.85	NA	NA	6.6	7.29	NA	4.82
1956	6.42	6.78	5.99	5.45	NA	10.64	NA	NA	7.08	5.8	NA	5.5
1957	6.61	6.33	5.12	5.42	NA	11.63	NA	NA	7.52	7.02	NA	4.47
1958	5.45	3.98	4.46	5.13	12.21	8.46	NA	NA	9.5	9.52	NA	5.25
1959	6.4	3.16	5.79	4.62	5.27	9.57	NA	NA	6.96	6.6	10.67	5.48
1960	5.73	3.54	5.13	4.01	4.55	7.87	NA	NA	6.94	6.54	6.72	5.27
1961	6.03	5.03	4.55	6.23	5.85	6.29	7.19	9.43	8.91	9.98	10.97	7.05
1962	3.39	3.08	2.95	3.45	2.93	4.24	5.03	4.44	5.87	5.67	4.98	4.77
1963	3.32	1.96	2.3	5.06	3.53	3.19	5.22	5.75	5.65	6.91	8.62	4.69
1964	3.37	1.82	2.71	4.67	3.18	2.96	4.49	5.97	5.53	6.92	6.4	4.87
1965	4.11	2.94	3.61	6.51	4.44	3.56	4.96	5.9	6.37	9.47	7.08	6.86
