# Bräker - Frischenez - QURO - ITRDB SWIT243
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/14062
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-14062.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/swit243-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; swit243-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/swit243.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/swit243.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2010-06-10
#--------------------
# File_Last_Modified_Date
#   Date: 2010-06-10
#--------------------
# Title
#   Study_Name: Bräker - Frischenez - QURO - ITRDB SWIT243
#--------------------
# Investigators
#   Investigators: Bräker, O.U.; Zingg, A.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-02-05.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: European Journal of Forest Research
#   Published_Title: Evaluation of the forest growth model SILVA along an elevational gradient in Switzerland
#   Published_Date_or_Year: 2006
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 10.1007/s10342-005-0076-4
#   Full_Citation: Schmid, S., A. Zingg, P. Biber, and H. Bugmann. 2006. Evaluation of the forest growth model SILVA along an elevational gradient in Switzerland. European Journal of Forest Research, Vol. 125, Number 1, pp. 43-55, DOI: 10.1007/s10342-005-0076-4 
#   Abstract: The semi-empirical single-tree model SILVA 2.2 has been developed and parameterised using forest research and inventory data from Germany that range from the colline to the montane zone. The focus of the model evaluation presented in this study was to test the applicability of the model for the main Swiss forest types and at elevations ranging from the colline to the upper subalpine zone. To this end, SILVA was initialized using data from long-term forest yield research plots. The results at the end of the 30-year simulation were compared with observed data. The analysis of the results at each test site showed that there were no significant differences in model performance between forest types. However, the deviation between simulated and observed growth depended strongly on the elevational zone, i.e., on climate. As expected, the best results were found in the colline zone, for which the model had been calibrated, whereas the upper subalpine sites revealed the strongest differences. The quality of the data regarding forest structure that were available for model initialization had a strong impact on the simulation results, mainly at high-elevation zones (i.e., supalpine and upper subalpine). We conclude that SILVA 2.2 is a suitable tool to estimate the development of single trees and standing volume for a large fraction of the forests in Switzerland. However, extreme climate conditions should be avoided with the model, and the availability of detailed stand structure information is a key priority that has a strong effect on the quality of the simulation results. 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Frischenez
#   Location: Switzerland
#   Northernmost_Latitude: 46.9497
#   Southernmost_Latitude: 46.9497
#   Easternmost_Longitude: 7.1628
#   Westernmost_Longitude: 7.1628
#   Elevation_m: 445
#--------------------
# Data_Collection
#   Collection_Name: SWIT243
#   First_Year: 1905
#   Last_Year: 1991
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Quercus robur L. = Quercus pendunculata Ehrl.
#   Common_Name: English oak
#   Tree_Species_Code: QURO
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## GA21684G_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GA21684G; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GA21684P_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GA21684P; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GA27280G_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GA27280G; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GA27280P_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GA27280P; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GA36054G_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GA36054G; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GA36054P_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GA36054P; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GA44044G_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GA44044G; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GA44044P_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GA44044P; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GA55363G_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GA55363G; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GA62785P_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GA62785P; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GA62785R_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GA62785R; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	GA21684G_raw	GA21684P_raw	GA27280G_raw	GA27280P_raw	GA36054G_raw	GA36054P_raw	GA44044G_raw	GA44044P_raw	GA55363G_raw	GA62785P_raw	GA62785R_raw
1905	NA	NA	NA	NA	NA	NA	NA	2.6	NA	NA	NA
1906	NA	NA	NA	NA	NA	NA	1.7	2.76	1.85	NA	NA
1907	NA	NA	NA	NA	NA	NA	2.94	1.5	3.26	NA	NA
1908	NA	NA	NA	NA	NA	NA	4.12	1.88	4.15	NA	NA
1909	NA	NA	NA	NA	NA	NA	2.93	2.17	1.68	NA	NA
1910	NA	NA	NA	NA	NA	NA	3.58	3.34	2.42	NA	NA
1911	NA	NA	1.59	1.92	NA	NA	3.4	2.15	2.74	NA	NA
1912	NA	NA	3.83	4.23	1.72	1.93	3.72	3.33	2.72	NA	NA
1913	NA	NA	3.82	4.7	2.16	2.54	4.76	2.86	2.78	NA	NA
1914	NA	NA	4.7	4.94	3.56	3.86	4.27	2.92	2.56	NA	NA
1915	NA	NA	2.32	3.24	2.62	2.8	3.01	1.42	2.12	NA	NA
1916	1.77	2.33	4.01	5.22	3.41	3.16	3.23	2.57	2.97	NA	NA
1917	6.53	3.76	3.34	4.17	4.26	2.97	2.95	2.66	2.85	2.32	2.81
1918	3.87	2.04	3.94	4.01	4.15	2.51	2.6	1.49	2.33	1.17	1.43
1919	5.02	2.47	4.25	4.22	3.98	2.13	3.03	2.37	2.21	3.11	2.76
1920	5.79	3.24	3.77	4.49	3.51	2	3.11	2.31	2.18	2.77	2.65
1921	1.86	0.59	1.66	2.43	1.69	0.75	2.24	1.93	1.51	1.14	1.22
1922	3.16	2.11	3.24	4	1.94	1.91	2.88	2.58	2.32	3.62	2.86
1923	3.64	2.68	3.37	4.87	2.64	1.84	2.69	2.94	2.12	3.98	2.86
1924	2.99	2.55	2.59	3.72	1.74	1.61	2.14	2.2	1.46	1.97	1.94
1925	3.24	2.24	2.75	2.93	1.9	1.33	2.26	2.13	1.4	2.99	2.85
1926	4.06	3.11	2.58	3.72	2.18	1.84	1.6	2.22	1.64	2.79	2.53
1927	4.17	3.47	1.55	2.99	1.49	1.58	1.32	1.59	1.03	2.15	1.87
1928	4.17	2.91	2.52	3.61	2.11	2.06	1.49	2	1.02	2.26	1.51
1929	4.63	3.56	2.53	3.13	2.21	2.38	1.67	2.76	1.61	3.09	2.36
1930	4.75	4.07	2.52	4.04	1.95	2.28	1.44	2	1.58	3.73	2.2
1931	5.18	4.7	2.94	4	2.15	2.74	1.24	2.8	1.47	4.37	1.47
1932	5.44	4.55	2.76	3.74	3.61	2.6	1.65	2.57	1.9	3.57	3.58
1933	3.66	2.49	1.11	2.03	1.78	2.42	0.83	1.27	1.28	3.3	1.7
1934	4.47	3.95	2.49	4.19	2.25	3.02	1.26	1.89	2.06	4.66	3.02
1935	4.45	3.63	2.56	3.98	2.39	3.04	1.77	1.79	1.97	4.41	3.15
1936	3.78	2.5	1.75	2.99	1.59	2.57	1.31	1.69	1.25	3.45	1.28
1937	3.75	2.92	2.59	4.15	2.01	2.65	1.59	1.9	1.76	4.4	2.03
1938	3.63	2.93	2.73	2.94	2.02	2.5	1.61	2.24	1.93	3.8	2.19
1939	2.48	2.07	1.97	2.67	1.37	2.03	1.29	1.41	1.43	2.88	1.7
1940	2.97	2.51	2.57	3.41	1.98	2.63	1.46	1.77	1.68	3.43	2.02
1941	2.05	1.71	2.05	2.47	1.26	2.29	1.11	1.39	1.19	3.26	1.13
1942	1.67	1.29	1.94	2.1	0.98	1.46	1.01	1.23	0.92	2.79	1.17
1943	2	2.04	3.19	2.79	1.47	1.9	1.59	1.62	1.92	3.05	1.55
1944	2.03	1.83	2.75	2.41	1.49	2.07	1.74	1.62	1.77	3.36	1.94
1945	1.1	1.21	1.48	1.74	0.89	1.37	1.17	1.24	0.98	2.28	0.81
1946	2	1.97	2.51	3.02	1.73	2.86	1.77	2.14	1.47	3.88	2.28
1947	1.91	1.54	2.41	2.63	1.76	3.12	1.58	2.08	1.68	4.38	1.89
1948	1.42	1.52	1.85	1.92	1.95	2.91	1.42	1.89	1.34	3.06	1.35
1949	2.02	1.91	3.13	3.25	2.37	3.19	1.31	1.66	1.81	3.86	1.88
1950	2.37	2.3	3.21	3.07	1.85	3.18	1.73	2.22	2.14	4.55	2.28
1951	1.89	1.98	2.43	2.59	1.51	2.42	1.41	1.97	1.59	4.1	2.29
1952	2.9	2.76	3.34	3.2	2.15	2.79	1.49	2.92	1.78	4.98	2.7
1953	2.57	2.55	3.5	3.05	2	3.33	1.97	3.25	2.23	4.48	2.73
1954	1.52	1.73	2.29	2.38	1.47	2.58	1.32	1.93	1.4	2.75	1.11
1955	2.51	2.93	3.49	3.36	2.2	3.23	1.95	3.32	2.02	3.55	1.86
1956	1.97	2.25	2.09	2.39	1.64	2.31	1.65	2.26	1.55	2.41	1.1
1957	1.49	1.66	2.21	2.16	1.23	1.81	1.21	1.88	1.24	2.23	1.63
1958	2.11	2.39	2.88	3.16	2.19	2.82	1.98	3.24	2.39	4.09	1.86
1959	1.64	1.97	2.44	2.63	1.97	2.43	1.64	2.66	1.95	3.62	2.16
1960	1.28	1.94	2.31	3.18	1.85	4.07	1.43	2.07	1.8	4.98	2.52
1961	1.57	2.29	2.55	3.61	1.87	4.62	1.52	2.7	2.42	5.89	2.99
1962	1.72	1.88	2.58	2.7	1.67	3.34	1.27	2.1	2.25	3.7	1.92
1963	1.22	1.2	1.56	1.82	1.1	1.37	1.01	1.38	1.33	2.13	1.2
1964	1.73	1.97	2.23	3.11	1.19	1.94	1.62	2.01	2.16	3.21	2.46
1965	1.67	1.84	2.82	3.21	1.22	1.95	2.16	2.33	2.71	2.88	2.02
1966	1.7	1.96	1.82	2.46	1	1.66	1.44	1.75	1.59	2.57	1.66
1967	2.08	2.75	2.27	2.86	1.44	1.91	2.23	2.71	2.19	3.16	2.35
1968	2.08	2.53	2.74	3.38	2.29	2.23	1.98	2.64	2.31	4.71	3.64
1969	2.29	2.58	2.76	3.79	2.45	2.81	1.81	2.49	2.39	5.46	3.16
1970	2.5	2.52	2.82	3.43	2.73	2.45	2	2.83	2.4	4.45	4.18
1971	1.59	2.05	2.56	3.69	2.22	2.42	1.82	2.76	2.46	4.82	3.69
1972	1.48	2.12	2.51	2.07	2.3	2.11	1.54	2.46	2.27	3.83	2.6
1973	1.69	1.93	2.83	2.53	2.45	2.03	1.66	2.6	2.4	3.27	2.05
1974	1.13	2.3	1.62	1.39	1.74	1.48	1.38	2.48	1.82	2.23	1.58
1975	1.6	2.32	2.63	2.68	2.58	1.17	1.72	2.83	2.57	3.02	1.82
1976	1.42	2.13	1.74	1.96	1.92	1.02	1.32	1.77	1.9	2.58	1.52
1977	1.34	2.38	2.09	2.17	1.72	1.66	1.64	2.62	2.82	4.87	1.91
