# Bräker - Alp Holzmatten - PICE - ITRDB SWIT254
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/14090
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-14090.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/swit254-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; swit254-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/swit254.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/swit254.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2010-06-10
#--------------------
# File_Last_Modified_Date
#   Date: 2010-06-10
#--------------------
# Title
#   Study_Name: Bräker - Alp Holzmatten - PICE - ITRDB SWIT254
#--------------------
# Investigators
#   Investigators: Bräker, O.U.; Zingg, A.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-02-05.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Alp Holzmatten
#   Location: Switzerland
#   Northernmost_Latitude: 47.3831
#   Southernmost_Latitude: 47.3831
#   Easternmost_Longitude: 8.1072
#   Westernmost_Longitude: 8.1072
#   Elevation_m: 1020
#--------------------
# Data_Collection
#   Collection_Name: SWIT254
#   First_Year: 1939
#   Last_Year: 1996
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Pinus cembra L.
#   Common_Name: Swiss stone pine
#   Tree_Species_Code: PICE
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## hm001a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: hm001a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## hm001b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: hm001b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## hm002a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: hm002a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## hm002b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: hm002b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## hm009a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: hm009a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## hm009b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: hm009b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## hm031a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: hm031a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## hm031b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: hm031b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## hm032a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: hm032a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## hm032b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: hm032b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## hm033a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: hm033a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## hm033b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: hm033b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## hm035a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: hm035a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## hm035b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: hm035b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## hm036a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: hm036a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## hm036b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: hm036b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## hm043a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: hm043a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## hm043b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: hm043b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## hm094a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: hm094a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## hm094c_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: hm094c; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## hm097a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: hm097a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## hm097b1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: hm097b1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	hm001a_raw	hm001b_raw	hm002a_raw	hm002b_raw	hm009a_raw	hm009b_raw	hm031a_raw	hm031b_raw	hm032a_raw	hm032b_raw	hm033a_raw	hm033b_raw	hm035a_raw	hm035b_raw	hm036a_raw	hm036b_raw	hm043a_raw	hm043b_raw	hm094a_raw	hm094c_raw	hm097a_raw	hm097b1_raw
1939	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.51	NA
1940	NA	NA	NA	0.91	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.12	NA
1941	NA	NA	0.91	0.62	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.79	NA
1942	NA	NA	0.78	0.73	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.04	NA
1943	NA	NA	0.85	0.88	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.38	1.54	NA	NA	1.02	NA
1944	NA	NA	0.87	0.51	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.8	1.57	NA	NA	0.6	NA
1945	NA	1.45	0.73	0.09	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.2	0.84	NA	NA	1.64	NA
1946	NA	2.69	0.38	0.14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48	0.62	NA	NA	2.05	NA
1947	2.83	3.13	0.49	0.13	2.2	1.63	NA	NA	NA	NA	NA	NA	1.1	1.02	NA	NA	1.47	2	NA	NA	2.66	NA
1948	1.61	1.62	0.24	0.3	0.89	0.61	NA	NA	NA	NA	NA	NA	0.77	0.64	NA	NA	0.8	0.98	NA	NA	1.26	NA
1949	1.81	2.53	0.23	0.33	1.65	0.98	NA	NA	NA	NA	NA	NA	1.09	1.05	NA	NA	0.57	1.38	NA	NA	2.37	NA
1950	2.34	2.48	0.22	0.33	1.93	0.84	1.21	NA	NA	NA	NA	NA	0.6	0.87	NA	NA	2.34	2.01	NA	NA	2.16	NA
1951	1.4	1.88	0.47	0.47	1.33	1.32	0.95	0.93	NA	NA	NA	NA	0.65	1.1	1.42	NA	3.11	1.64	NA	NA	1.65	2.29
1952	1.49	1.53	0.68	0.56	2.08	1.55	1.27	1.09	NA	NA	NA	NA	1.59	0.99	1.1	1.39	2.74	1.77	NA	NA	2.09	2.06
1953	1.13	1.08	0.46	0.43	1.89	0.94	1.37	0.92	NA	NA	NA	NA	1.48	0.76	1.12	1.07	1.61	1.07	NA	NA	1.61	2.11
1954	0.86	0.84	0.39	0.35	0.83	0.69	1.56	1.22	NA	NA	NA	NA	1.15	0.98	1.58	0.9	1.96	1.26	NA	NA	1.96	1.72
1955	0.87	0.73	0.42	0.27	0.76	0.68	1.52	1.54	NA	NA	NA	NA	0.81	1.01	1.47	1.26	1.93	1.04	NA	NA	1.63	1.58
1956	0.73	0.65	0.49	0.21	0.8	0.45	1.47	1.54	NA	NA	0.75	0.69	0.86	0.78	1.05	1.31	1.44	1.14	NA	NA	1.79	1.65
1957	1.24	1.08	0.35	0.38	0.64	0.52	1.77	1.63	0.67	0.63	0.72	0.61	0.99	0.42	0.66	1.24	0.68	1.49	NA	NA	1.3	1.28
1958	1.86	2	0.78	0.53	0.79	0.63	2.03	1.74	0.97	0.79	1.04	0.61	0.47	0.63	0.72	1.68	1.16	1.41	NA	NA	2.09	1.64
1959	2.74	2.79	1.01	0.61	0.94	0.43	2.25	1.79	0.99	1	1.75	1.05	1.02	0.44	0.67	1.4	0.15	1.66	NA	NA	2.01	1.85
1960	3.27	2.61	1.34	0.54	0.97	0.76	1.88	1.69	1.1	0.88	1.45	1.07	1.17	0.47	0.81	1.33	1.24	1.73	NA	NA	1.88	1.39
1961	2.94	2.49	1.58	0.8	1.07	0.81	2.28	1.87	1.22	0.99	1.19	0.63	1.24	0.53	1.1	1.37	1.56	1.55	NA	NA	1.62	1.41
1962	3.23	2.97	1.47	1.31	1.72	1.19	2.8	2.48	1.46	1.52	1.48	0.93	1.74	0.92	1.63	1.52	2.34	2.15	NA	NA	3	2.03
1963	3.08	2.54	0.41	1.25	1.34	0.72	2.9	2.1	1.42	1.3	1.66	1.29	1.9	0.72	1.85	1.39	2.22	1.55	2.57	NA	2.23	1.37
1964	3.1	2.6	0.47	0.79	1.54	1.09	2.8	2.13	1.31	1.09	1.55	1.13	2.34	0.93	2.12	1.54	2.34	1.72	2.74	NA	2.56	1.68
1965	2.76	2.49	0.4	1.01	1.39	0.95	2.9	2.16	1.25	1.13	1.13	1.06	1.76	0.81	1.62	1.48	1.79	1.5	1.52	NA	2.41	1.66
1966	2.75	2.66	0.32	0.72	1.18	0.55	2.15	1.8	0.9	0.78	1.19	1.36	0.93	0.79	1.86	1.4	1.65	1.68	1.31	NA	1.89	1.48
1967	2.91	3.43	0.18	0.48	1.6	0.75	1.83	1.87	0.98	0.79	1.18	1.03	0.86	0.73	1.51	1.32	1.53	1.62	1.71	NA	2.02	1.57
1968	2.54	2.86	0.08	0.89	1.43	0.54	2.08	1.78	1.01	0.93	1.01	0.94	0.96	1	1.48	1.64	1.57	1.18	1.22	NA	1.73	1.14
1969	2.96	3.47	0.24	0.79	1.91	1.14	3.34	3.29	1.56	1.3	1.16	1.13	1.44	1.59	2.05	1.71	1.66	1.39	1.79	NA	2.04	1.46
1970	3.92	2.78	0.13	0.66	1.41	0.89	2.95	3.16	0.77	0.72	0.79	1.05	0.94	0.89	1.87	1.61	1.92	1.43	1.62	NA	2.03	1.43
1971	3.63	2.75	0.19	0.96	1.31	1.17	3.5	3.1	0.86	0.68	0.78	1.04	1.14	0.92	2.03	1.61	0.83	1.12	1.97	NA	2.05	1.77
1972	2.92	2.79	0.37	0.96	1.26	1.61	3.23	2.61	0.87	0.55	0.77	0.91	1.31	1.04	1.7	1.34	0.01	1.43	1.82	NA	2.01	1.68
1973	2.26	4.5	0.4	1.02	1.27	1.77	3.64	2.75	1	0.76	1.16	0.84	1.39	0.8	1.66	1.07	0.2	1.79	2.19	1.06	1.84	2.02
1974	2.59	2.38	0.34	0.48	1.8	1.54	3.14	2.49	1.26	0.87	1.21	1.22	1.14	0.83	1.87	1.08	0.73	2.04	2.45	1.29	2.36	2.43
1975	3.13	4.13	0.17	0.4	1.77	1.49	2.79	2.36	1.07	0.73	1.37	1.37	0.94	0.71	1.93	0.96	0.47	2.06	1.94	1.29	2.35	2.52
1976	4.19	3.45	0.26	0.53	2.42	1.79	2.48	2.62	1.46	0.96	1.53	1.54	1.32	1.25	1.95	0.82	0.74	2.72	2.51	1.9	2.28	2.6
1977	2.55	2.2	0.43	0.69	2.01	1.44	2.54	2.4	1.53	1.03	1.5	1.42	1.12	1.16	1.74	0.91	0.16	2.6	2.61	2.04	2.3	2.28
1978	3.98	4.41	0.37	0.54	1.78	1.84	2.68	2.74	1.7	1.12	1.68	1.61	1.06	0.87	1.8	1.03	0.71	2.17	2.74	1.85	2.39	2.57
1979	3.91	4.48	0.34	0.55	2.53	2.29	2.92	3	2.37	1.12	1.82	1.48	0.97	1.05	2.01	1.03	0.39	2.67	2.78	2.25	2.65	3.04
1980	4.02	4.31	0.43	0.69	2.15	2.43	3.32	2.78	2.66	0.99	1.58	1.61	0.95	0.87	1.73	1.21	0.99	2.21	2.21	2.42	2.54	2.52
1981	4.14	4.11	0.48	0.54	2.66	2.18	3.88	3.04	2.68	1.21	1.26	1.43	1.53	1.17	1.5	1.29	0.4	2.61	2.66	3.27	2.94	2.12
