# Vitas - Dotnuva - LADE - ITRDB LITH024
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/8592
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-8592.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/lith024-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; lith024-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/lith024.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/lith024.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2010-02-10
#--------------------
# File_Last_Modified_Date
#   Date: 2010-02-10
#--------------------
# Title
#   Study_Name: Vitas - Dotnuva - LADE - ITRDB LITH024
#--------------------
# Investigators
#   Investigators: Vitas, A.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-19. NOAA Template Raw Measurements file added 2019-02-05.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Dotnuva
#   Location: Lithuania
#   Northernmost_Latitude: 55.37
#   Southernmost_Latitude: 55.37
#   Easternmost_Longitude: 23.88
#   Westernmost_Longitude: 23.88
#   Elevation_m: 70
#--------------------
# Data_Collection
#   Collection_Name: LITH024
#   First_Year: 1861
#   Last_Year: 1987
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Larix decidua Mill.
#   Common_Name: European larch
#   Tree_Species_Code: LADE
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## nr1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: nr1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## nr2_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: nr2; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## nr3_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: nr3; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## nr5_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: nr5; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## nr8_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: nr8; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## nr10_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: nr10; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## nr11_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: nr11; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## nr12_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: nr12; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## nr13_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: nr13; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## nr14_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: nr14; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## nr15_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: nr15; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## nr16_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: nr16; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## nr17_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: nr17; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## nr20_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: nr20; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## nr21_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: nr21; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## nr22_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: nr22; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## nr23_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: nr23; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## nr25_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: nr25; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## nr27_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: nr27; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## nr29_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: nr29; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	nr1_raw	nr2_raw	nr3_raw	nr5_raw	nr8_raw	nr10_raw	nr11_raw	nr12_raw	nr13_raw	nr14_raw	nr15_raw	nr16_raw	nr17_raw	nr20_raw	nr21_raw	nr22_raw	nr23_raw	nr25_raw	nr27_raw	nr29_raw
1861	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.893	NA	NA	NA
1862	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.534	6.464	NA	NA	NA	NA	7.768	NA	NA	NA
1863	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.576	4.156	NA	NA	NA	NA	5.58	NA	NA	NA
1864	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.729	5.517	NA	NA	7.706	NA	7.85	NA	NA	NA
1865	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.41	5.286	NA	NA	5.385	NA	6.923	NA	NA	NA
1866	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.531	3.712	NA	NA	4.375	NA	3.843	NA	NA	NA
1867	NA	NA	5.104	NA	NA	NA	NA	NA	NA	NA	7.141	3.232	NA	NA	6.366	NA	5.748	NA	NA	NA
1868	NA	NA	3.359	NA	NA	NA	NA	NA	NA	3.207	3.4	2.791	NA	NA	4.841	NA	3.929	NA	NA	NA
1869	NA	NA	3.31	NA	NA	NA	NA	NA	NA	3.941	2.57	1.712	NA	NA	4.293	NA	3.872	NA	NA	NA
1870	NA	NA	4.779	NA	NA	NA	NA	NA	NA	6.87	6.11	3.126	NA	NA	5.752	NA	4.856	NA	NA	5.986
1871	NA	NA	3.028	7.04	NA	NA	NA	NA	NA	6.422	4.993	3.407	NA	NA	3.216	NA	3.698	NA	NA	5.264
1872	NA	NA	2.64	7.803	NA	NA	NA	NA	NA	5.062	4.331	3.746	NA	NA	4.212	NA	3.547	5.79	NA	6.232
1873	NA	5.178	3.004	4.999	NA	NA	NA	NA	NA	4.645	3.662	2.965	NA	NA	4.348	2.798	2.962	5.21	NA	5.715
1874	NA	3.363	1.86	3.48	NA	NA	NA	NA	NA	2.914	2.114	2.105	NA	NA	2.812	1.408	2.431	3.862	NA	3.844
1875	NA	3.235	1.12	3.305	NA	NA	NA	NA	NA	1.351	1.162	2.092	NA	NA	2.167	1.576	2.221	3.253	NA	2.666
1876	NA	3.982	1.95	4.461	NA	NA	NA	NA	NA	2.38	3.194	1.879	NA	NA	2.627	1.131	2.751	3.974	NA	2.808
1877	NA	3.044	1.605	3.161	NA	NA	NA	NA	NA	0.837	2.431	1.699	NA	NA	1.464	1.501	2.9	2.292	NA	2.408
1878	NA	4.408	3.015	3.894	NA	NA	NA	NA	NA	2.478	3.164	2.622	NA	NA	3.654	2.253	3.59	4.33	NA	4.46
1879	NA	3.642	2.518	3.058	NA	NA	NA	NA	NA	2.614	2.522	3.569	NA	NA	2.409	2.997	3.452	4.761	NA	3.535
1880	NA	3.726	3.488	5.394	NA	NA	NA	NA	NA	2.597	3.502	3.958	NA	NA	6.379	3.761	2.591	5.362	NA	5.1
1881	NA	2.304	1.939	2.911	NA	NA	NA	NA	NA	1.775	2.03	2.046	NA	NA	2.274	2.258	2.04	3.381	NA	2.907
1882	NA	1.632	2.29	2.452	NA	NA	NA	NA	NA	1.798	2.35	1.696	NA	NA	1.644	1.508	1.791	3.381	NA	2.169
1883	NA	1.94	1.635	2.058	NA	NA	NA	NA	NA	1.231	0.55	1.404	NA	NA	1.295	0.769	1.251	1.72	NA	1.671
1884	NA	2.358	2.39	2.535	NA	NA	NA	NA	NA	1.629	2.01	1.986	2.987	NA	2.602	1.499	1.211	3.23	NA	2.52
1885	NA	1.425	1.544	1.61	NA	NA	NA	NA	NA	1.392	0.99	1.287	2.648	NA	0.991	1.136	0.722	1.54	NA	2.034
1886	NA	1.876	1.593	1.501	NA	NA	NA	NA	NA	1.053	1.37	2.238	2.364	NA	1.934	0.742	0.762	1.77	NA	1.863
1887	NA	2.121	2.037	2.793	NA	NA	NA	NA	NA	1.844	2.06	2.425	2.871	NA	2.243	1.737	1.081	3.096	NA	3.244
1888	NA	1.943	2.065	2.392	NA	NA	NA	NA	NA	1.594	1.56	2.463	2.559	NA	1.522	1.587	1.121	2.658	NA	2.417
1889	NA	1.406	1.536	1.794	NA	NA	NA	NA	NA	0.929	1.754	2.223	1.409	NA	1.362	0.883	0.862	1.506	NA	1.984
1890	NA	1.23	1.21	1.254	NA	NA	NA	NA	NA	0.74	0.702	1.488	1.553	NA	0.92	0.852	0.75	1.304	NA	1.102
1891	NA	1.919	1.422	1.722	NA	NA	NA	NA	NA	0.973	1.462	1.821	1.853	NA	2.77	1.264	0.791	2.321	NA	2.116
1892	NA	1.607	1.534	1.25	NA	NA	2.764	NA	NA	0.706	0.641	2.055	1.67	NA	1.77	1.315	0.69	0.959	NA	1.624
1893	NA	1.66	1.499	1.254	NA	NA	3.585	NA	4.563	1.032	0.791	1.894	1.871	NA	1.7	1.094	0.53	1.393	NA	2.285
1894	NA	1.393	1.667	1.423	NA	NA	5.225	NA	5.68	0.908	0.22	2.176	1.624	NA	0.92	1.244	0.65	0.607	NA	1.516
1895	NA	1.82	2.142	1.504	NA	NA	2.691	NA	3.966	0.881	0.7	1.994	1.853	NA	1.741	1.383	0.63	1.092	NA	1.94
1896	NA	0.898	1.012	0.47	NA	5.985	3.237	NA	3.847	0.337	0.18	1.189	0.579	NA	0.681	0.703	0.41	0.386	NA	0.863
1897	NA	1.281	0.879	0.927	NA	7.43	3.218	NA	4.476	0.466	0.751	1.452	1.179	NA	0.941	0.882	0.45	0.751	NA	1.277
1898	NA	1.765	1.185	1.62	NA	5.401	3.428	NA	3.372	0.777	1.56	1.593	1.785	NA	1.211	1.074	0.6	1.483	NA	1.991
1899	NA	1.392	1.026	0.92	NA	6.157	3.659	NA	4.502	0.626	1.22	1.261	1.189	NA	1.221	0.772	0.46	0.924	NA	1.423
1900	NA	1.278	0.843	0.776	NA	4.136	1.782	NA	1.686	0.551	0.63	0.93	0.952	NA	1.06	0.691	0.5	0.718	NA	1.14
1901	NA	1.228	0.763	0.952	NA	5.017	2.962	NA	3.398	0.689	0.96	0.99	1.162	NA	1.17	0.701	0.52	0.967	3.736	1.028
1902	NA	1.197	0.761	0.693	NA	2.833	1.531	NA	1.736	0.599	0.44	0.98	1.246	NA	0.75	0.611	0.36	0.706	1.451	0.898
1903	NA	1.358	0.843	0.997	NA	5.85	3.501	NA	2.54	0.482	0.75	1.06	1.262	NA	1.072	0.601	0.26	0.97	4.461	0.888
1904	NA	1.146	0.903	0.57	NA	5.4	3.06	6.775	3.952	0.484	0.451	0.96	0.938	NA	0.811	0.48	0.36	1.058	4.195	0.728
1905	NA	1.467	1.12	0.966	NA	4.953	3.24	5.296	4.05	0.682	0.591	1.221	1.191	NA	1.431	1.012	0.51	1.434	4.243	1.059
1906	NA	0.933	0.624	0.342	NA	2.032	2.48	3.017	3.532	0.15	0.17	0.71	0.574	NA	0.444	0.481	0.24	0.587	3.525	0.322
