# Bräker - Boulex - PCAB - ITRDB SWIT319
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/16892
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-16892.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/swit319-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; swit319-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/swit319.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/swit319.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2010-06-10
#--------------------
# File_Last_Modified_Date
#   Date: 2010-06-10
#--------------------
# Title
#   Study_Name: Bräker - Boulex - PCAB - ITRDB SWIT319
#--------------------
# Investigators
#   Investigators: Bräker, O.U.; Zingg, A.
#--------------------
# Description_Notes_and_Keywords
#   Description: Collection purpose: 
# # Growth and Yield
# # 
# # Slope S 10%
# # Formerly Payerne_Fichte_Muetherthis_n22_1996.fh
# # 
# # References:
# # Struktur und Dynamik der oberen Grenze des Larchen-Arvenwaldes im Bereich aufgelassener Alpweiden im Oberengadin.
# # Institut fur Landschaftsokologie, WWU Munster, 2001. NOAA Template Raw Measurements file added 2019-02-05.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Boulex
#   Location: Switzerland
#   Northernmost_Latitude: 46.7844
#   Southernmost_Latitude: 46.7844
#   Easternmost_Longitude: 6.9247
#   Westernmost_Longitude: 6.9247
#   Elevation_m: 475
#--------------------
# Data_Collection
#   Collection_Name: SWIT319
#   First_Year: 1903
#   Last_Year: 1995
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Picea abies (L.) H. Karst.
#   Common_Name: Norway spruce
#   Tree_Species_Code: PCAB
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## PAY10A00_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PAY10A00; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PAY10B00_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PAY10B00; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PAY11A00_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PAY11A00; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PAY11B00_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PAY11B00; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PAY12A00_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PAY12A00; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PAY12B00_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PAY12B00; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PAY1A000_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PAY1A000; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PAY1B000_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PAY1B000; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PAY2A000_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PAY2A000; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PAY2B000_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PAY2B000; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PAY3A000_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PAY3A000; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PAY3B000_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PAY3B000; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PAY4A000_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PAY4A000; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PAY4B000_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PAY4B000; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PAY5A000_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PAY5A000; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PAY5B000_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PAY5B000; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PAY60000_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PAY60000; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PAY70000_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PAY70000; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PAY8A000_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PAY8A000; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PAY8B000_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PAY8B000; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PAY9A000_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PAY9A000; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PAY9B000_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PAY9B000; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	PAY10A00_raw	PAY10B00_raw	PAY11A00_raw	PAY11B00_raw	PAY12A00_raw	PAY12B00_raw	PAY1A000_raw	PAY1B000_raw	PAY2A000_raw	PAY2B000_raw	PAY3A000_raw	PAY3B000_raw	PAY4A000_raw	PAY4B000_raw	PAY5A000_raw	PAY5B000_raw	PAY60000_raw	PAY70000_raw	PAY8A000_raw	PAY8B000_raw	PAY9A000_raw	PAY9B000_raw
1903	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.98	NA	NA	NA	NA	NA	NA	NA	NA	NA
1904	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.4	NA	NA	NA	NA	NA	NA	NA	NA	NA
1905	NA	4.57	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.68	NA	NA	NA	NA	NA	NA	NA	NA	NA
1906	NA	3.57	NA	NA	NA	NA	NA	NA	NA	4.09	NA	NA	4.26	NA	NA	NA	NA	NA	NA	NA	NA	NA
1907	NA	3.4	NA	NA	NA	NA	NA	NA	NA	3.69	3.51	3.65	4.54	NA	NA	NA	NA	NA	NA	NA	NA	NA
1908	NA	2.74	NA	NA	NA	NA	NA	NA	NA	5.1	3.46	3.41	4.49	NA	NA	NA	NA	NA	NA	NA	NA	NA
1909	NA	3.9	NA	5.55	NA	NA	NA	NA	NA	5.14	5.29	4.82	4.82	NA	NA	NA	NA	NA	NA	NA	NA	NA
1910	NA	2.49	NA	3.49	NA	NA	NA	NA	NA	5.57	5.96	5.5	6.34	5.65	NA	NA	NA	NA	NA	NA	NA	NA
1911	2.98	2.68	3.87	3.02	NA	3.43	4.17	4.36	4.53	4.01	4.12	4.18	4.91	4.5	NA	NA	NA	NA	NA	NA	NA	NA
1912	3.78	3.37	2.84	3.48	NA	2.93	2.69	4.05	2.52	2.56	3.81	4.21	5.48	4.4	NA	NA	NA	NA	NA	NA	NA	NA
1913	3.55	2.72	3.52	2.87	NA	2.85	3.1	3.44	2.77	2.23	3.53	4.21	5.32	4.69	NA	NA	NA	NA	NA	NA	2.92	NA
1914	3.61	2.89	2.57	2.6	NA	2.56	4.45	4.87	4.12	3.27	4.06	3.8	5.27	4.71	NA	NA	NA	NA	NA	NA	2.66	NA
1915	3.99	3.12	2.7	2.47	NA	3.4	4.78	4.39	3.91	2.87	4.38	4.45	4.46	4.61	NA	NA	NA	NA	NA	NA	2.34	NA
1916	4.25	2.99	2.68	2.51	NA	3.44	5.07	3.98	3.99	3.7	4.78	5.36	5.86	5.15	NA	NA	NA	NA	NA	NA	4.42	NA
1917	3.76	2.83	2.4	2.27	NA	4.61	4.38	3.29	4.11	3.59	4.41	4.6	5.08	3.86	NA	NA	NA	NA	NA	NA	4.38	NA
1918	3.29	2.45	2.56	1.67	3.15	3.63	3.96	3.37	2.75	2.59	2.77	4.44	4.17	3.67	NA	NA	NA	NA	NA	NA	4.14	NA
1919	3.17	2.24	1.54	1.59	1.98	2.16	2.45	2.95	1.65	2.11	3.13	3.16	3.5	3.27	NA	NA	NA	NA	NA	NA	2.66	NA
1920	2.96	2.39	1.86	1.39	2.2	1.45	2.46	2.43	2.29	2.13	3.6	4.63	2.95	2.64	NA	NA	NA	NA	NA	NA	2.53	NA
1921	2.05	1.88	1.39	1.26	1.64	0.98	1.69	2.07	2.04	1.76	2.6	3.42	1.88	1.89	0.99	NA	NA	NA	NA	NA	2.03	NA
1922	2.3	2.09	1.96	1.7	2.24	1.14	2.26	2.3	2.35	2.42	2.32	2.93	2.39	2.04	0.87	NA	NA	NA	NA	NA	2.11	NA
1923	2.73	2.61	1.85	2.51	2.54	1.29	2.4	3.46	3.49	2.42	2.9	3.6	2.47	2.52	1.1	NA	NA	NA	NA	NA	2.62	NA
1924	3.9	3.06	2.79	3.37	2.96	2.06	2.48	4.02	3.65	3.2	3.67	4.32	2.66	3.85	1.34	NA	NA	NA	NA	NA	3.46	NA
1925	3.36	2.73	2.41	3.28	2.42	2.73	2.96	4	2.82	2.77	2.25	2.97	2.57	3.51	1.14	NA	NA	NA	NA	NA	3.32	3.97
1926	3.67	2.9	3.05	2.98	3.01	3.17	3.99	4.15	3.26	3.28	3.1	3.64	2.61	3.92	1.79	NA	NA	NA	NA	NA	4.16	4.8
1927	3.91	3.09	2.53	2.23	2.95	2.75	2.91	2.94	2.76	2.56	2.98	2.91	1.64	2.9	1.64	NA	NA	NA	NA	NA	4.41	4.19
1928	2.57	2.4	2.74	2.16	2.21	2.15	2.66	3.1	2.49	2.11	2.3	2.29	1.77	2.63	1.43	NA	NA	NA	NA	NA	3.21	2.44
1929	2.79	2.15	2.29	2.83	2.31	2.42	2.01	2.52	2.37	2.38	1.99	2	1.62	2.3	1.05	NA	NA	NA	NA	NA	2.95	2.91
1930	3.59	3.01	3.92	2.78	4	1.95	2.27	2.93	2.91	3.42	2.38	2.2	2.07	2.46	1.83	NA	NA	NA	NA	NA	6.06	4.07
1931	4.01	2.7	5.53	3.37	4.08	1.58	2.12	2.79	2.98	2.84	1.83	1.87	1.86	3.5	2.3	NA	NA	NA	NA	NA	7.23	4.2
1932	4.35	3.49	6.46	3.02	3.64	2.15	2.43	2.55	3.73	3.13	2.56	2.96	2.77	4.34	2.89	NA	NA	NA	NA	NA	5.55	4.23
1933	4.35	3.79	2.8	2.56	2.75	2.47	2.56	2.51	3.55	2.94	2.32	2.45	2.38	3.46	2.31	3.58	NA	NA	NA	5.26	5.32	4.22
1934	3.86	3.44	2.41	1.46	2.26	2.35	2.85	2.7	2.97	3.66	2.05	2.59	2.11	3.26	2.84	3.59	NA	NA	NA	4.64	4.83	3.38
1935	3.62	1.93	1.8	1.74	2.36	2.16	2.4	2.38	1.69	2.22	1.66	1.68	1.49	2.95	2.07	2.85	NA	NA	NA	3.7	5.29	1.83
1936	3.93	2.61	2.1	1.48	2.82	2.38	2.41	2.37	2.02	2.48	1.92	2.07	1.92	2.94	2.37	2.6	NA	NA	NA	4.75	5.27	1.9
1937	3.45	2.86	1.73	1.75	2.15	2.12	2.03	2.24	2.11	2.03	1.78	1.51	2.07	2.36	1.99	2.33	NA	NA	NA	3.69	4.38	1.51
1938	2.99	3.05	1.96	1.8	2.62	2.42	1.82	2.33	2.36	2.67	2.07	1.69	1.89	2.55	2.55	2.54	NA	NA	NA	2.39	4.09	2.3
1939	3.36	2.59	2.25	1.89	2.5	2.59	2.3	2.16	2.54	3.29	1.91	1.45	2.18	2.67	2.07	2.01	NA	NA	NA	3.25	5.32	3.35
1940	3.22	2.27	1.99	1.35	2.2	2.13	1.93	2.31	2.06	3.01	1.56	1.21	2.06	4.09	2.34	1.49	NA	NA	4.68	3.61	4.33	2.96
1941	2.63	2.26	1.28	1.27	2.52	1.95	1.62	1.67	1.71	2.41	1.55	1.44	2.11	3.36	1.77	1.97	2.48	NA	3.91	3.16	3.61	2.31
1942	2.5	2.25	1.04	1.28	1.44	1.31	1.79	1.79	1.46	1.66	0.99	1.14	1.36	1.77	1.33	1.49	1.19	NA	2.22	1.7	2.36	1.56
1943	2.61	2.37	1.85	1.05	1.97	2.38	1.47	1.85	1.53	2.44	1.18	1.17	1.73	1.84	1.53	1.87	2.11	NA	5.13	2.94	3.72	2.25
1944	2.17	1.47	1.82	0.96	1.35	1.35	0.95	2.35	1.19	1.61	0.81	0.81	0.64	1.55	1.98	1.98	1.7	NA	2.17	2.82	1.72	1.05
1945	2.02	1.28	1.88	1.41	1.47	1.39	1.26	1.87	1.01	1.57	0.75	0.75	0.81	1.43	2.02	3.24	0.9	NA	2.61	2.05	1.98	0.99
1946	1.07	1.68	1.76	1.42	2.04	1.9	1.76	2.42	1.25	3.07	1.22	1.4	1.49	2.24	2.77	4.24	0.94	NA	4.34	3.33	2.5	1.28
1947	1.25	1.77	1.24	0.47	1.98	2.04	1.69	1.97	1.28	2.32	1.33	1.29	1.46	2.24	2.21	2.55	0.98	NA	4	3.06	2.57	1.31
1948	1.55	2.69	1.73	1.33	3.07	2.29	1.94	1.74	1.47	3.12	1.86	1.7	1.58	2.36	1.98	2.5	1.46	NA	3.87	6.96	2.84	2.38
1949	1.83	1.47	1.93	0.5	2.27	1.8	1.86	1.9	1.37	1.83	1.39	1.24	1.45	1.66	2.77	2.91	1.78	NA	2.69	3.71	1.68	1.32
