# Hartl - Berchtesgaden, Predigtstuhl oben - PCAB - ITRDB DEU337
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/37536
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-37536.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords:
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/deu337-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/deu337.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/deu337.txt
#   Supplemental_Description: Text File; Correlation Stats
#--------------------
# Contribution_Date
#   Date: 2023-02-17
#--------------------
# File_Last_Modified_Date
#   Date: 2023-02-17
#--------------------
# Title
#   Study_Name: Hartl - Berchtesgaden, Predigtstuhl oben - PCAB - ITRDB DEU337
#--------------------
# Investigators
#   Investigators: Hartl, Claudia; Dittmar, Christoph; Zang, Christian; Rothe, Andreas
#--------------------
# Description_Notes_and_Keywords
#   Description: nan
#--------------------
# Publication
#   Authors: Hartl-Meier, C; C Zang; C Dittmar; J Esper; A Göttlein; A Rothe
#   Published_Date_or_Year: 2014
#   Published_Title: Vulnerability of Norway spruce to climate change in mountain forests of the European Alps
#   Journal_Name: Clim. Res.
#   Volume: 
#   Edition:
#   Issue:
#   Pages: 
#   DOI: 10.3354/cr01226
#   Full_Citation:
#   Abstract:
#--------------------
# Publication
#   Authors: Hartl-Meier, Claudia; Christoph Dittmar; Christian Zang; Andreas Rothe
#   Published_Date_or_Year: 2014
#   Published_Title: Mountain forest growth response to climate change in the Northern Limestone Alps
#   Journal_Name: Trees
#   Volume: 
#   Edition:
#   Issue:
#   Pages: 
#   DOI: 10.1007/s00468-014-0994-1
#   Full_Citation:
#   Abstract:
#--------------------
# Funding_Agency
#   Funding_Agency_Name: Bavarian State Ministry for Food, Agriculture and Forestry
#   Grant: B 69
#--------------------
# Site_Information
#   Site_Name: Berchtesgaden, Predigtstuhl oben
#   Location: Germany
#   Northernmost_Latitude: 47.696
#   Southernmost_Latitude: 47.696
#   Easternmost_Longitude: 12.875
#   Westernmost_Longitude: 12.875
#   Elevation_m: 1520
#--------------------
# Data_Collection
#   Collection_Name: DEU337
#   First_Year: 1823
#   Last_Year: 2010
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords: width
#   Notes:
#--------------------
# Species
#   Species_Name: Picea abies (L.) H. Karst.
#   Common_Name: Norway spruce
#   Tree_Species_Code: PCAB
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## BGPC101A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BGPC101A_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BGPC101E_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BGPC101E_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BGPC102A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BGPC102A_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BGPC102E_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BGPC102E_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BGPC103A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BGPC103A_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BGPC103E_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BGPC103E_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BGPC104A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BGPC104A_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BGPC104E_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BGPC104E_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BGPC106A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BGPC106A_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BGPC106E_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BGPC106E_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BGPC107A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BGPC107A_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BGPC107E_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BGPC107E_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BGPC108A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BGPC108A_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BGPC108E_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BGPC108E_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BGPC109A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BGPC109A_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BGPC109E_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BGPC109E_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BGPC110A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BGPC110A_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BGPC110E_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BGPC110E_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BGPC112A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BGPC112A_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BGPC112E_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BGPC112E_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	BGPC101A_raw	BGPC101E_raw	BGPC102A_raw	BGPC102E_raw	BGPC103A_raw	BGPC103E_raw	BGPC104A_raw	BGPC104E_raw	BGPC106A_raw	BGPC106E_raw	BGPC107A_raw	BGPC107E_raw	BGPC108A_raw	BGPC108E_raw	BGPC109A_raw	BGPC109E_raw	BGPC110A_raw	BGPC110E_raw	BGPC112A_raw	BGPC112E_raw
1823	NA	NA	NA	NA	1.79	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1824	NA	NA	NA	NA	2.28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1825	NA	NA	NA	NA	1.28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1826	NA	NA	NA	NA	2.32	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1827	NA	NA	NA	NA	1.46	1.55	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1828	NA	NA	NA	NA	1.39	1.25	NA	NA	NA	1.29	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.32
1829	NA	NA	NA	NA	2.38	2.3	NA	NA	NA	1.59	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.27
1830	NA	NA	NA	NA	3.42	2.81	NA	NA	1.94	1.54	NA	NA	NA	NA	NA	2.25	NA	NA	NA	2.09
1831	NA	NA	NA	NA	3.58	3.13	NA	NA	1.66	1.53	NA	NA	NA	NA	NA	2.12	NA	NA	NA	1.99
1832	NA	NA	NA	NA	2.73	2.76	NA	NA	1.27	1.04	NA	NA	NA	NA	NA	1.56	NA	NA	NA	1.96
1833	NA	NA	NA	NA	3.27	3.8	NA	NA	1.37	1.02	NA	NA	NA	NA	NA	1.89	NA	NA	NA	2.21
1834	NA	NA	NA	NA	4.41	4.88	NA	NA	1.7	1.35	NA	NA	NA	NA	NA	2.77	NA	NA	NA	2.4
1835	NA	NA	NA	NA	3.26	3.3	NA	1.54	1.35	1.28	NA	NA	NA	NA	NA	2	NA	NA	NA	1.79
1836	NA	NA	NA	NA	2.19	2.1	NA	1.38	1	0.97	NA	NA	NA	NA	NA	1.8	NA	NA	NA	1.64
1837	NA	NA	NA	NA	2.05	2.43	NA	1.6	1.03	0.96	NA	NA	NA	NA	NA	2.34	NA	NA	NA	1.9
1838	NA	NA	NA	NA	3.13	3.07	NA	1.03	1.1	0.98	NA	NA	NA	NA	NA	1.78	NA	NA	NA	1.24
1839	NA	NA	NA	NA	2.33	2.88	NA	1.66	1.22	1.29	NA	NA	NA	NA	NA	2.26	NA	NA	NA	1.8
1840	NA	NA	NA	NA	3.42	3.74	NA	1.28	1.15	1.13	NA	NA	NA	NA	NA	2.23	NA	NA	NA	1.86
1841	NA	1.05	NA	NA	3.01	2.83	NA	1.11	1.03	1.03	NA	NA	NA	NA	NA	1.65	NA	NA	NA	1.67
1842	NA	1.14	NA	NA	3.66	2.99	NA	1.29	1.69	1.62	NA	NA	NA	NA	NA	2.07	NA	NA	NA	1.97
1843	NA	1.21	NA	NA	3.02	2.48	1.25	1.14	1.24	1.2	NA	NA	NA	NA	NA	1.68	NA	NA	1.79	1.63
1844	NA	1.68	NA	NA	3.39	2.65	1.55	3.1	1.66	1.23	NA	NA	1.21	NA	NA	1.73	NA	NA	1.77	1.77
1845	NA	1.76	3.78	3.86	3.03	2.71	1.02	2.9	1.38	1.56	NA	NA	1.8	NA	NA	1.95	NA	NA	1.74	1.81
1846	NA	2.66	4.7	4.37	3.06	2.98	0.96	2.52	2.18	2.29	5.6	NA	2.33	NA	NA	2.68	NA	NA	2.19	2.2
1847	1.56	3.25	3.52	2.58	3.25	3.87	2.04	2.15	2.02	2.4	3.84	3.26	1.19	NA	NA	2.88	NA	4.34	2.33	2.5
1848	1.39	2.33	3.17	3.02	2.58	2.34	1.35	1.18	1.66	1.88	2.08	2.29	1.1	NA	NA	2.29	NA	2.8	2	2.04
1849	1.74	1.7	3.46	3.36	2.46	2.79	2.1	1.7	1.93	2.29	3.66	3.26	1.16	NA	NA	2.43	NA	4.02	1.92	1.94
1850	1.55	1.65	3.58	3.53	2.6	3.16	1.48	1.1	1.65	1.63	4.17	3.78	1.11	NA	NA	2.5	NA	3.56	2.12	2.12
1851	1.52	1.83	2.96	2.44	1.88	2.39	1.2	1.34	1.39	1.48	2.56	2.67	1.32	NA	1.81	2.33	NA	4.43	2.18	2.15
1852	2.31	2.29	3.14	2.82	2.21	2.22	1.37	1.55	1.5	1.84	2.98	3.04	1.31	NA	2.19	2.29	NA	4.21	2.25	2.24
1853	2.12	2.28	2.62	2.26	2.21	2.2	1.33	1.36	1.94	2.67	2.74	2.28	1.47	NA	2.23	2.81	NA	4.08	1.86	2.06
1854	2.22	2.39	3	2.39	2.04	2.01	1.46	1.34	1.7	2.12	2.4	2.75	1.1	NA	2.37	2.76	NA	3.62	2.03	2.02
1855	2.43	3.23	2.95	2.67	2.07	2.05	1.49	1.27	1.54	1.58	2.45	2.86	0.91	NA	2.35	2.38	NA	3.89	1.62	1.65
1856	2.16	2.74	2.43	2.35	1.59	1.62	0.95	1	1.36	1.17	1.91	2.04	1.05	NA	1.93	2.53	NA	3.27	1.46	1.37
1857	2.75	3.48	2.9	2.81	1.87	1.57	1.88	2.02	2.07	1.67	3.09	2.5	1.64	NA	2.4	3.17	5.34	3.89	1.94	1.78
1858	2.08	2.5	2.05	2	1.24	1.04	1.51	1.7	1.21	0.98	1.74	1.55	0.97	NA	1.68	1.99	3.81	2.97	1.53	1.55
1859	2.36	2.8	2.51	2.3	1.12	0.95	1.59	1.38	1.28	1.19	1.38	1.39	1.28	NA	1.91	1.84	3.7	3.01	1.4	1.48
1860	1.92	1.77	1.76	1.78	1.04	0.99	0.92	0.99	0.93	0.97	1.13	1.04	1.61	NA	1.72	1.86	2.63	2.33	1.49	1.51
1861	2.43	2.67	2.04	2.15	1.32	1.1	1.39	1.39	1	1.01	1.22	1.61	2	NA	1.87	2.12	3.08	3.1	1.68	2.03
1862	2.74	2.8	2.54	2.5	1.39	1.52	1.18	1.51	0.89	0.92	2.1	2.36	2.24	NA	1.84	2.42	3.02	2.9	1.53	1.48
1863	3.55	3.28	3.07	2.94	1.52	1.7	1.73	2.16	0.97	0.83	1.68	1.98	2.49	NA	2.04	2.29	3.26	3.06	2.08	2.02
1864	2.32	2.4	2.23	2.13	1.33	1.37	1.34	1.67	0.96	0.8	1.32	1.15	2.1	NA	1.71	2.09	2.46	2.74	1.86	1.64
1865	2.16	2.08	2.04	1.84	0.8	0.87	1.03	1.35	0.79	0.61	1.69	1.2	1.71	NA	1.85	1.79	2.22	3.08	1.21	1.19
1866	2.54	2.69	2	1.93	0.78	0.91	1.22	1.19	0.89	0.53	1.63	1.26	1.81	NA	1.91	1.89	2.66	2.9	1.48	1.29
1867	2.15	2.19	2.4	2.19	1.18	1.03	1.84	1.66	0.94	0.72	1.76	1.8	1.84	NA	2.04	2.12	2.94	3.71	1.91	2.12
1868	2.22	2.98	3.72	2.95	1.56	1.44	2.07	2.12	1.14	0.86	2.56	1.69	2.83	NA	1.96	1.84	4.51	5.48	2.47	2.32
1869	2.61	2.62	3.8	3.27	1.28	1.16	1.59	1.47	1.12	0.82	2.36	1.89	2.04	1.45	1.94	2.23	2.97	3.69	2.26	1.99
1870	2.68	2.65	2.99	3.2	1.22	1.25	1.83	1.74	1.28	1.04	1.67	1.52	1.86	1.4	2.05	2.04	3.24	3.58	2.1	2.43
1871	2.01	2.09	2.08	2.26	1.17	1.18	1.18	1.23	0.89	0.69	1.28	1.42	2.02	1.61	2.16	1.92	2.58	2.75	2.01	2.18
1872	1.63	1.72	1.48	1.95	0.97	0.83	1	1.19	0.81	0.74	1.14	1.41	2.36	1.8	1.97	1.79	2.1	1.87	1.85	2
1873	2.39	2.5	1.38	2.01	1.41	1.22	1.49	1.65	0.96	0.76	1.24	1.87	2.02	1.82	1.87	1.91	2.43	2.54	1.3	1.61
1874	2.54	2.28	1.4	1.8	1.1	1.03	1.82	1.77	1.25	0.96	1.8	1.49	2.46	2.36	1.88	2.08	2.86	3.14	1.58	1.92
1875	2.41	2.01	1.52	2.11	1.08	1.01	1.76	1.56	1.58	1.23	2.18	2.08	2.36	3.94	1.86	2.26	2.77	3.17	1.72	1.99
