# Büntgen - NovaPolinka - PCAB - ITRDB SVK004
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/16805
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-16805.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/svk004-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; svk004-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/svk004.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/svk004.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2010-06-10
#--------------------
# File_Last_Modified_Date
#   Date: 2010-06-10
#--------------------
# Title
#   Study_Name: Büntgen - NovaPolinka - PCAB - ITRDB SVK004
#--------------------
# Investigators
#   Investigators: Büntgen, U.(https://orcid.org/0000-0002-3821-0818); Kaszka, R.; Esper, J.(https://orcid.org/0000-0003-3919-014X); Frank, D.C.(https://orcid.org/0000-0001-5463-5640); Verstege, A.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-02-05.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: NovaPolinka
#   Location: Slovakia
#   Northernmost_Latitude: 49.15
#   Southernmost_Latitude: 49.15
#   Easternmost_Longitude: 20.0167
#   Westernmost_Longitude: 20.0167
#   Elevation_m: 1550
#--------------------
# Data_Collection
#   Collection_Name: SVK004
#   First_Year: 1846
#   Last_Year: 2003
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Picea abies (L.) H. Karst.
#   Common_Name: Norway spruce
#   Tree_Species_Code: PCAB
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## bstnp03z_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: bstnp03z; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## bstnp05z_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: bstnp05z; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## bstnp08z_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: bstnp08z; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## bstnp10z_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: bstnp10z; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## bstnp19z_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: bstnp19z; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## bstnp21z_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: bstnp21z; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## bstnp22z_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: bstnp22z; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## bstnp23z_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: bstnp23z; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## bstnp24z_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: bstnp24z; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## bstnp25z_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: bstnp25z; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## bstnp26z_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: bstnp26z; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## bstnp27z_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: bstnp27z; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## bstnp28z_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: bstnp28z; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## bstnp03b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: bstnp03b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## bstnp32z_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: bstnp32z; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## bstnp36z_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: bstnp36z; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	bstnp03z_raw	bstnp05z_raw	bstnp08z_raw	bstnp10z_raw	bstnp19z_raw	bstnp21z_raw	bstnp22z_raw	bstnp23z_raw	bstnp24z_raw	bstnp25z_raw	bstnp26z_raw	bstnp27z_raw	bstnp28z_raw	bstnp03b_raw	bstnp32z_raw	bstnp36z_raw
1846	NA	NA	NA	3.14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1847	NA	NA	NA	2.33	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1848	NA	NA	NA	2.55	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1849	NA	NA	NA	1.81	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1850	NA	NA	NA	2.14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1851	NA	NA	NA	2.03	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1852	NA	NA	NA	2.43	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1853	NA	NA	NA	2.04	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1854	NA	NA	NA	2.22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1855	NA	NA	NA	2.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1856	NA	NA	NA	2.35	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1857	NA	NA	NA	2.4	0.95	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1858	NA	NA	NA	2.55	1.16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1859	NA	NA	NA	2.02	1.51	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1860	NA	NA	NA	1.95	1.04	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1861	NA	NA	NA	2.26	1.17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1862	NA	NA	NA	2.42	1.89	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1863	NA	NA	NA	2.11	1.26	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1864	NA	NA	NA	2.33	1.48	NA	NA	NA	NA	NA	NA	NA	1.32	NA	NA	NA
1865	NA	NA	NA	2.74	0.84	NA	NA	NA	NA	NA	NA	NA	1.01	NA	NA	NA
1866	NA	NA	NA	2.26	1.24	NA	NA	NA	NA	NA	NA	NA	0.99	NA	NA	NA
1867	NA	NA	NA	2.01	0.91	NA	NA	NA	NA	NA	NA	NA	1.09	NA	NA	NA
1868	NA	NA	NA	2.08	0.33	NA	NA	NA	NA	NA	NA	NA	0.57	NA	NA	NA
1869	NA	NA	NA	2.22	0.71	NA	NA	NA	NA	NA	1.01	NA	0.57	NA	NA	1.84
1870	NA	NA	NA	2.09	1.13	NA	NA	NA	NA	NA	0.98	NA	1.24	NA	NA	2
1871	NA	NA	NA	1.71	1.26	NA	NA	NA	NA	NA	0.78	NA	0.92	NA	NA	2.04
1872	NA	NA	NA	1.78	0.82	NA	NA	NA	NA	NA	0.99	NA	0.68	NA	NA	1.82
1873	NA	NA	NA	1.84	0.96	NA	NA	NA	NA	NA	1.01	NA	0.6	NA	NA	1.59
1874	NA	NA	NA	1.79	0.97	NA	NA	NA	NA	NA	0.88	NA	0.52	NA	NA	1.63
1875	NA	NA	NA	1.84	1.44	NA	NA	NA	NA	NA	0.82	NA	0.5	NA	NA	1.32
1876	NA	NA	NA	1.87	1.53	NA	NA	NA	NA	NA	0.71	NA	0.53	NA	NA	1.9
1877	2.56	NA	NA	1.55	2.03	NA	NA	NA	NA	NA	1.02	NA	0.49	NA	NA	1.99
1878	1.23	NA	NA	1.34	1.69	NA	NA	NA	NA	NA	0.64	NA	0.44	NA	NA	1.82
1879	2.45	NA	NA	1.42	1.75	NA	NA	NA	0.97	NA	0.76	NA	0.52	NA	NA	1.75
1880	2.92	NA	NA	1.66	1.66	NA	NA	NA	1.34	NA	0.59	NA	0.5	NA	NA	2.1
1881	2.84	NA	NA	1.66	2.04	NA	NA	NA	2.32	NA	0.64	NA	0.6	NA	2.43	1.87
1882	2.2	NA	NA	1.52	1.82	NA	NA	NA	1.59	NA	0.41	NA	0.45	NA	1.65	1.76
1883	1.62	NA	NA	1.33	1.26	NA	NA	1.41	2.37	NA	0.33	NA	0.37	NA	1.46	1.3
1884	1.22	NA	NA	1.27	0.95	NA	NA	1.61	2.06	NA	0.35	NA	0.55	NA	2.13	1.61
1885	1.59	NA	NA	1.48	0.86	NA	NA	1.25	1.58	NA	0.43	NA	0.57	NA	1.8	1.98
1886	1.63	NA	NA	1.4	0.79	NA	NA	1.22	2.2	NA	0.47	NA	0.48	NA	1.63	1.81
1887	2.02	NA	NA	1.58	1.2	NA	NA	1.3	1.43	NA	1	NA	0.83	NA	1.57	2.03
1888	2.12	1.99	1.34	1.56	1.42	NA	1.67	1.44	2.07	NA	0.8	NA	0.71	NA	1.33	1.52
1889	1.8	1.78	1.4	1.6	1.44	NA	1.56	1.28	2.07	NA	0.84	NA	0.7	NA	1.6	1.47
1890	1.79	1.72	1.8	1.63	1.86	NA	1.46	1.69	2.06	NA	0.9	NA	0.75	NA	1.7	1.76
1891	1.85	1.62	2.05	1.42	1.8	NA	1.69	1.61	1.72	NA	1.41	NA	0.8	NA	1.78	1.6
1892	1.63	1.52	1.78	1.49	1.68	NA	1.24	1.48	1.65	1.85	1.03	NA	0.63	NA	1.8	1.73
1893	1.68	1.86	1.4	1.3	1.82	NA	0.98	1.16	1.94	1.98	0.99	NA	0.7	NA	1.28	1.28
1894	1.97	2.08	1.86	1.4	3.32	2.48	1.13	2.22	2.08	1.77	1.12	NA	1.09	NA	1.72	1.88
1895	1.7	1.98	1.87	1.48	2.72	1.55	1.28	1.57	1.91	1.8	1.46	NA	1.32	NA	1.85	1.71
1896	1.85	1.67	1.71	1.28	1.87	1.22	1.07	1.49	1.7	1.78	1.35	NA	1.11	NA	1.61	1.56
1897	2.13	2.06	1.69	1.55	2.71	1.75	1.17	1.61	1.88	1.52	1.78	NA	1.15	NA	1.61	2.02
1898	1.9	2.12	1.61	1.39	2.38	1.87	1.24	1.75	2.11	1.49	1.26	NA	1.29	NA	1.65	1.76
1899	1.52	1.88	1.68	1.46	2.04	1.49	1.19	1.83	1.85	1.43	1.25	NA	1.21	NA	1.54	1.75
1900	1.55	2.28	1.83	1.51	2.26	1.57	1.19	1.79	2.42	1.08	1.28	NA	1.2	NA	1.54	1.6
1901	1.99	2.53	1.94	1.6	2.91	1.74	1.37	1.86	1.83	1.7	1.4	NA	1.42	1.23	1.86	1.81
1902	1.53	1.97	1.72	1.1	2.01	1.79	1.25	1.72	1.9	2.19	1.33	NA	1.45	0.93	1.87	2.02
