# Wilson - Frauenhoferstrasse 9 Straubing Historical Timber - PCAB - ITRDB GERM113
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/12801
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-12801.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: drought
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/germ113-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; germ113-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/germ113.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/germ113.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2010-06-23
#--------------------
# File_Last_Modified_Date
#   Date: 2010-06-23
#--------------------
# Title
#   Study_Name: Wilson - Frauenhoferstrasse 9 Straubing Historical Timber - PCAB - ITRDB GERM113
#--------------------
# Investigators
#   Investigators: Wilson, R.J.S.(https://orcid.org/0000-0003-4486-8904)
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-02-05.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: International Journal of Climatology
#   Published_Title: A 500-Year Dendroclimatic Reconstruction of Spring/Summer  Precipitation from the Lower Bavarian Forest Region, Germany
#   Published_Date_or_Year: 2005
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 10.1002/joc.1150
#   Full_Citation: Wilson, R.J.S., B.H. Luckman, and J. Esper. 2005. 
A 500-Year Dendroclimatic Reconstruction of Spring/Summer 
Precipitation from the Lower Bavarian Forest Region, Germany. 
International Journal of Climatology, 25: 611-630.

#   Abstract: This paper presents a 500 year March-August precipitation reconstruction for the Bavarian Forest region of southeast
# Germany based on a composite, well-replicated data set of 676 living and historical tree-ring width series from Norway
# spruce. Two versions of the chronology are developed. The cubic smoothing spline (SPL) chronology, standardized
# with a fixed 80 year spline function, retains decadal and higher frequency variation. The regional curve standardization
# (RCS) chronology uses regional curve standardization to retain additional lower frequency variation from the same
# data. Calibration (1879-1978) of these chronologies with March-August precipitation indicates they explain 40% (SPL)
# and 34% (RCS) of the variability in the instrumental precipitation record. The SPL reconstruction models the high frequency
# variation better, whereas the RCS reconstruction tracks the low-frequency trends more robustly. It suggests
# that spring-summer precipitation was above the long-term average for the periods 1730-1810 and 1870-2000, about
# average between 1560 and 1610 and that significantly drier periods occurred during 1510-60, 1610-35, 1660-1730 and
# 1830-70. The low-frequency trends of the RCS reconstruction during the 19th century were verified by comparison with a
# regional precipitation series derived from 14 long precipitation records from central Europe. Better verification results were
# obtained using the original (non-homogenized) records over this interval. These results suggest that some low-frequency
# variability may have been removed during correction of these early records. Periods of synchronous decadal variability
# were observed between the SPL series and independent dendroclimatic reconstructions from central Europe. The RCS
# reconstruction is the first dendroclimatic precipitation reconstruction in Europe to capture low-frequency information.
# These long-term trends, however, are difficult to verify owing to the paucity of other proxy precipitation records in
# central Europe that portray low-frequency information. Further verification and testing of the RCS reconstruction will
# require the development of additional reconstructions from tree-rings (or other proxy data series) that similarly target
# low-frequency variability.
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Frauenhoferstrasse 9 Straubing
#   Location: Bavaria
#   Northernmost_Latitude: 48.8833
#   Southernmost_Latitude: 48.8833
#   Easternmost_Longitude: 12.5667
#   Westernmost_Longitude: 12.5667
#   Elevation_m: None
#--------------------
# Data_Collection
#   Collection_Name: GERM113
#   First_Year: 1720
#   Last_Year: 1783
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Picea abies (L.) H. Karst.
#   Common_Name: Norway spruce
#   Tree_Species_Code: PCAB
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## FHM01_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FHM01; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FHM02_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FHM02; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FHM03_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FHM03; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FHM05_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FHM05; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FHM06_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FHM06; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FHM07_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FHM07; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	FHM01_raw	FHM02_raw	FHM03_raw	FHM05_raw	FHM06_raw	FHM07_raw
1720	NA	2.487	NA	NA	NA	NA
1721	NA	3.882	NA	NA	NA	NA
1722	NA	5.189	NA	NA	NA	NA
1723	NA	4.037	4.633	NA	NA	NA
1724	NA	3.563	5.491	NA	2.83	NA
1725	NA	3.929	6.368	NA	3.515	NA
1726	NA	1.944	5.568	NA	2.953	NA
1727	4.783	4.119	6.304	NA	4.013	NA
1728	1.997	2.413	2.736	NA	2.518	3.809
1729	3.512	2.612	2.43	NA	3.694	4.436
1730	3.71	3.913	5.556	NA	3.343	4.209
1731	2.579	3.095	4.487	1.731	2.434	2.795
1732	2.695	5.107	5.122	1.857	3.241	4.064
1733	1.541	4.878	3.036	1.712	2.942	3.198
1734	3.842	5.146	7.702	2.063	3.297	2.768
1735	2.982	4.646	3.51	2.477	3.187	2.804
1736	1.869	4.535	2.162	1.81	3.005	2.071
1737	2.403	3.356	2.607	1.796	2.093	1.588
1738	2.339	4.082	4.143	1.968	2.268	2.541
1739	1.803	4.824	4.753	1.725	1.717	1.978
1740	2.067	1.5	2.999	1.793	1.666	1.78
1741	2.268	4.437	4.642	2.285	1.41	1.824
1742	2.04	3.287	3.685	1.928	1.066	1.396
1743	1.98	2.739	2.806	2.379	1.145	1.741
1744	1.422	4.089	2.947	2.37	1.18	1.737
1745	1.567	4.163	2.033	2.715	1.079	1.256
1746	0.71	3.079	0.98	1.923	0.939	0.703
1747	1.296	2.728	1.489	1.629	1.278	1.003
1748	0.878	0.857	0.577	1.4	0.987	0.948
1749	2.001	1.873	1.965	2.28	1.715	1.037
1750	1.786	2.145	2.525	2.41	1.76	1.103
1751	1.59	3.13	2.801	2.788	1.556	1.035
1752	1.623	3.764	2.81	3.649	1.344	1.432
1753	0.389	1.305	1.122	2.568	0.729	0.829
1754	1.332	2.185	1.678	2.554	0.682	1.141
1755	0.853	2.443	1.453	2.596	1.025	1.139
1756	0.937	3.766	1.545	2.799	0.838	0.776
1757	0.34	1.101	1.186	2.042	0.891	1.009
1758	0.645	1.556	2.215	2.528	1.11	1.008
1759	0.481	3.07	2.962	3.08	1.502	1.205
1760	0.575	3.021	2.686	3.36	0.798	1.014
1761	0.991	2.983	2.241	3.016	0.848	0.973
1762	0.71	0.84	0.771	2.444	0.671	1.038
1763	1.339	2.554	1.163	3.204	0.898	0.865
1764	1.158	1.617	0.86	4.368	0.711	0.843
1765	0.884	2.255	1.14	5.044	0.616	0.863
1766	0.466	1.026	1.47	2.843	0.398	1.169
1767	0.554	3.597	NA	3.81	0.571	1.413
1768	0.509	3.157	NA	4.322	0.406	1.201
1769	0.71	4.056	NA	6.178	0.447	2.084
1770	NA	4.176	NA	6.843	0.576	2.01
1771	NA	3.706	NA	6.54	0.622	1.531
1772	NA	3.573	NA	6.51	0.672	1.749
1773	NA	0.744	NA	2.155	0.347	1.334
1774	NA	1.635	NA	2.928	0.445	1.159
1775	NA	1.219	NA	3.243	0.369	0.838
1776	NA	0.689	NA	2.255	0.208	0.435
1777	NA	1.624	NA	3.78	0.344	0.941
1778	NA	1.633	NA	4.106	0.325	1.051
1779	NA	2.307	NA	3.356	0.315	1.387
1780	NA	2.839	NA	4.431	0.284	1.2
1781	NA	NA	NA	4.092	NA	1.593
1782	NA	NA	NA	NA	NA	1.334
1783	NA	NA	NA	NA	NA	1.664
