# Hartl - Berchtesgaden, Aschau mitte - PCAB - ITRDB DEU320
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/37519
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-37519.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords:
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/deu320-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/deu320.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/deu320.txt
#   Supplemental_Description: Text File; Correlation Stats
#--------------------
# Contribution_Date
#   Date: 2023-02-17
#--------------------
# File_Last_Modified_Date
#   Date: 2023-02-17
#--------------------
# Title
#   Study_Name: Hartl - Berchtesgaden, Aschau mitte - PCAB - ITRDB DEU320
#--------------------
# Investigators
#   Investigators: Hartl, Claudia; Dittmar, Christoph; Rothe, Andreas
#--------------------
# Description_Notes_and_Keywords
#   Description: nan
#--------------------
# Publication
#   Authors: Hartl-Meier, C; C Zang; C Dittmar; J Esper; A Göttlein; A Rothe
#   Published_Date_or_Year: 2014
#   Published_Title: Vulnerability of Norway spruce to climate change in mountain forests of the European Alps
#   Journal_Name: Clim. Res.
#   Volume: 
#   Edition:
#   Issue:
#   Pages: 
#   DOI: 10.3354/cr01226
#   Full_Citation:
#   Abstract:
#--------------------
# Publication
#   Authors: Hartl-Meier, Claudia; Christoph Dittmar; Christian Zang; Andreas Rothe
#   Published_Date_or_Year: 2014
#   Published_Title: Mountain forest growth response to climate change in the Northern Limestone Alps
#   Journal_Name: Trees
#   Volume: 
#   Edition:
#   Issue:
#   Pages: 
#   DOI: 10.1007/s00468-014-0994-1
#   Full_Citation:
#   Abstract:
#--------------------
# Funding_Agency
#   Funding_Agency_Name: Bavarian State Ministry for Food, Agriculture and Forestry
#   Grant: B 69
#--------------------
# Site_Information
#   Site_Name: Berchtesgaden, Aschau mitte
#   Location: Germany
#   Northernmost_Latitude: 47.637
#   Southernmost_Latitude: 47.637
#   Easternmost_Longitude: 12.778
#   Westernmost_Longitude: 12.778
#   Elevation_m: 1220
#--------------------
# Data_Collection
#   Collection_Name: DEU320
#   First_Year: 1744
#   Last_Year: 2010
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords: width
#   Notes:
#--------------------
# Species
#   Species_Name: Picea abies (L.) H. Karst.
#   Common_Name: Norway spruce
#   Tree_Species_Code: PCAB
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## BGAB101E_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BGAB101E_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BGAB101I_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BGAB101I_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BGAB104E_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BGAB104E_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BGAB104I_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BGAB104I_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BGAB105E_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BGAB105E_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BGAB105I_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BGAB105I_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BGAB107E_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BGAB107E_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BGAB107I_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BGAB107I_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BGAB108E_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BGAB108E_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BGAB108I_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BGAB108I_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BGAB110E_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BGAB110E_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BGAB110I_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BGAB110I_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BGAB111E_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BGAB111E_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BGAB111I_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BGAB111I_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BGAB112E_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BGAB112E_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BGAB112I_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BGAB112I_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BGAB113E_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BGAB113E_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BGAB113I_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BGAB113I_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BGAB114E_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BGAB114E_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BGAB114I_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BGAB114I_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	BGAB101E_raw	BGAB101I_raw	BGAB104E_raw	BGAB104I_raw	BGAB105E_raw	BGAB105I_raw	BGAB107E_raw	BGAB107I_raw	BGAB108E_raw	BGAB108I_raw	BGAB110E_raw	BGAB110I_raw	BGAB111E_raw	BGAB111I_raw	BGAB112E_raw	BGAB112I_raw	BGAB113E_raw	BGAB113I_raw	BGAB114E_raw	BGAB114I_raw
1744	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.12	NA	NA	NA	NA	NA	NA	NA	NA	NA
1745	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.88	NA	NA	NA	NA	NA	NA	NA	NA	NA
1746	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.75	NA	NA	NA	NA	NA	NA	NA	NA	NA
1747	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.93	NA	NA	NA	NA	NA	NA	NA	NA	NA
1748	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.65	NA	NA	NA	NA	NA	NA	NA	NA	NA
1749	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.44	1.77	NA	NA	NA	NA	NA	NA	NA	NA
1750	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.84	1.97	NA	NA	NA	NA	NA	NA	NA	NA
1751	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.39	2.52	NA	NA	NA	NA	NA	NA	NA	NA
1752	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.17	2.29	NA	NA	NA	NA	NA	NA	NA	NA
1753	NA	NA	NA	NA	1.92	NA	NA	NA	NA	NA	2.08	1.94	NA	NA	NA	NA	NA	NA	NA	NA
1754	NA	NA	NA	NA	2.12	NA	NA	NA	NA	NA	2.08	2.25	NA	NA	NA	NA	NA	NA	NA	NA
1755	NA	NA	NA	NA	1.95	NA	NA	NA	NA	NA	1.98	1.73	NA	NA	NA	NA	NA	NA	NA	NA
1756	NA	NA	NA	NA	1.57	NA	NA	NA	NA	NA	2.09	1.39	NA	NA	NA	NA	NA	NA	NA	NA
1757	NA	NA	NA	NA	1.82	NA	NA	NA	NA	NA	2.61	1.93	NA	NA	NA	NA	NA	NA	NA	NA
1758	NA	NA	NA	NA	1.73	NA	NA	NA	NA	NA	2.17	1.64	NA	NA	NA	NA	NA	NA	NA	NA
1759	NA	NA	NA	NA	1.44	NA	NA	NA	NA	NA	2.46	1.52	NA	NA	NA	NA	NA	NA	NA	NA
1760	NA	NA	NA	NA	1.6	2.04	NA	NA	NA	NA	2.44	1.49	NA	NA	NA	NA	NA	NA	NA	NA
1761	NA	NA	NA	NA	1.42	2.46	NA	1.66	NA	NA	2.1	1.34	NA	NA	NA	NA	NA	NA	NA	NA
1762	NA	NA	0.98	NA	1.23	2.47	NA	3.28	NA	NA	1.58	0.93	NA	NA	NA	NA	NA	NA	NA	NA
1763	NA	NA	0.75	NA	1.28	1.76	2.19	2.02	NA	NA	1.82	1.31	NA	NA	NA	NA	NA	NA	NA	NA
1764	NA	NA	0.81	NA	1.27	1.54	2.45	1.87	NA	NA	2.01	1.25	NA	NA	NA	NA	NA	NA	NA	NA
1765	NA	NA	1.18	NA	1.46	1.7	2.07	1.61	NA	NA	1.79	1.22	NA	NA	NA	NA	NA	NA	NA	NA
1766	NA	NA	1.21	NA	1.02	1.6	1.46	1.28	NA	NA	1.38	0.82	NA	NA	NA	NA	NA	NA	NA	NA
1767	NA	NA	0.58	NA	0.72	1.22	1.06	1.05	NA	NA	1	0.55	NA	NA	NA	NA	NA	NA	NA	NA
1768	NA	NA	0.65	NA	1.24	2.52	1.31	1.24	NA	NA	1.48	0.72	NA	NA	NA	NA	NA	NA	NA	NA
1769	NA	NA	0.66	NA	1.39	2.24	1.53	1.62	NA	NA	1.55	0.75	NA	NA	NA	NA	NA	NA	NA	NA
1770	NA	NA	0.64	NA	1.33	1.88	1.12	1.24	NA	NA	1.73	0.92	NA	NA	NA	NA	NA	NA	NA	NA
1771	NA	NA	0.64	NA	1.04	1.6	1.2	1.13	NA	NA	1.33	0.84	NA	NA	NA	NA	NA	NA	NA	NA
1772	NA	NA	0.63	NA	1.06	1.51	1.2	1.17	NA	NA	1.12	0.76	NA	NA	NA	NA	NA	NA	NA	NA
1773	NA	NA	0.41	NA	1.01	1.53	1.36	1.62	NA	NA	0.9	0.62	NA	NA	NA	NA	NA	NA	NA	NA
1774	NA	NA	0.6	NA	1.2	1.34	1.43	1.45	NA	NA	0.96	0.68	NA	NA	NA	NA	NA	NA	NA	NA
1775	NA	NA	0.52	NA	1.2	1.29	1.31	1.28	NA	NA	0.95	0.61	NA	NA	NA	NA	NA	NA	NA	NA
1776	NA	NA	0.42	NA	1.37	1.23	1.34	1.41	NA	NA	0.72	0.52	NA	NA	NA	NA	NA	NA	NA	NA
1777	NA	NA	0.54	NA	1.31	1.35	1.08	1.21	NA	NA	0.85	0.62	NA	NA	NA	NA	NA	NA	NA	NA
1778	NA	NA	0.46	NA	1.12	1.38	0.96	0.96	NA	NA	0.59	0.54	NA	NA	NA	NA	NA	NA	NA	NA
1779	NA	NA	0.43	NA	1.34	1.33	0.76	0.96	NA	NA	0.64	0.42	NA	NA	NA	NA	NA	NA	NA	NA
1780	NA	NA	0.51	NA	1.39	1.26	1.05	1.07	NA	NA	0.58	0.33	NA	NA	NA	NA	NA	NA	NA	NA
1781	NA	NA	0.59	NA	1.35	1.59	1.1	1.42	NA	NA	0.61	0.4	NA	NA	NA	NA	NA	NA	NA	NA
1782	NA	NA	0.4	NA	1.18	1.38	0.85	1.1	NA	NA	0.5	0.36	NA	NA	NA	NA	NA	NA	NA	NA
1783	NA	0.6	0.48	NA	1.28	1.19	0.94	1.1	NA	NA	0.45	0.39	NA	NA	NA	NA	NA	NA	NA	NA
1784	NA	0.42	0.48	NA	1.19	1.23	0.8	0.76	NA	0.51	0.37	0.34	NA	NA	NA	NA	NA	NA	NA	NA
1785	NA	0.55	0.51	0.61	1.37	1.32	0.77	0.74	NA	0.47	0.39	0.41	NA	NA	NA	NA	NA	NA	NA	NA
1786	NA	0.5	0.46	0.51	1.42	1.48	0.72	0.75	0.38	0.47	0.42	0.39	NA	NA	NA	NA	NA	NA	NA	NA
1787	NA	0.33	0.48	0.56	1.35	1.56	0.64	0.65	0.32	0.34	0.38	0.4	NA	NA	NA	NA	NA	NA	NA	NA
1788	NA	0.51	0.36	0.41	1.43	1.54	0.6	0.59	0.36	0.53	0.31	0.37	NA	NA	NA	NA	NA	NA	NA	NA
1789	NA	0.4	0.4	0.46	1.14	1.45	0.49	0.5	0.35	0.43	0.33	0.35	NA	NA	NA	NA	NA	NA	NA	NA
1790	NA	0.5	0.44	0.54	1.44	1.3	0.66	0.54	0.38	0.49	0.28	0.26	NA	NA	NA	NA	NA	NA	NA	NA
1791	NA	0.34	0.36	0.5	1.13	1.17	0.59	0.47	0.42	0.52	0.25	0.25	NA	NA	NA	NA	NA	NA	NA	NA
1792	NA	0.54	0.26	0.33	1.45	1.36	0.6	0.44	0.54	0.58	0.21	0.26	NA	NA	NA	NA	NA	NA	NA	NA
1793	NA	0.5	0.23	0.29	1.32	1.28	0.61	0.44	0.4	0.46	0.28	0.2	NA	NA	NA	NA	NA	NA	NA	NA
1794	NA	0.5	0.15	0.16	0.88	0.86	0.49	0.37	0.51	0.36	0.01	0.08	NA	NA	NA	NA	NA	NA	NA	NA
1795	NA	0.43	0.2	0.26	1.28	1.04	0.58	0.51	0.73	0.44	0.24	0.23	NA	NA	NA	NA	NA	NA	NA	NA
1796	NA	0.68	0.13	0.19	1.32	1.01	0.56	0.46	0.47	0.36	0.13	0.19	NA	NA	NA	NA	NA	NA	NA	NA
1797	NA	0.4	0.13	0.16	1.11	1.11	0.78	0.44	0.56	0.36	0.11	0.09	NA	NA	NA	NA	NA	NA	NA	NA
1798	NA	0.46	0.08	0.12	1.58	1.36	0.84	0.59	0.82	0.56	0.09	0.09	1.24	NA	NA	NA	NA	NA	NA	NA
1799	NA	0.29	0.08	0.16	1.13	1.11	0.77	0.58	0.61	0.4	0.11	0.09	0.72	NA	NA	1.07	NA	NA	NA	NA
1800	NA	0.3	0.11	0.12	0.92	1.04	0.61	0.49	0.4	0.3	0.13	0.11	0.72	NA	NA	0.61	NA	NA	NA	NA
