# Fischer - Nordrhein-Westfalen/Köln-Bonner Bucht drk02 - FASY - ITRDB GERM198
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/16715
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-16715.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/germ198-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; germ198-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/germ198.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/germ198.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2014-02-27
#--------------------
# File_Last_Modified_Date
#   Date: 2014-02-27
#--------------------
# Title
#   Study_Name: Fischer - Nordrhein-Westfalen/Köln-Bonner Bucht drk02 - FASY - ITRDB GERM198
#--------------------
# Investigators
#   Investigators: Fischer, S.
#--------------------
# Description_Notes_and_Keywords
#   Description: Purpose of Collection:# # climate/growth relationship NOAA Template Raw Measurements file added 2019-02-05.
#--------------------
# Publication
#   Authors: Stefanie Fischer and Burkhard Neuwirth
#   Journal_Name: ISRN Forestry
#   Published_Title: Vulnerability of Trees to Climate Events in Temperate Forests of West Germany
#   Published_Date_or_Year: 2013
#   Volume: 2013
#   Pages: 
#   Issue: 201360
#   Report_Number: 
#   DOI: 10.1155/2013/201360
#   Full_Citation: None
#   Abstract: An improved understanding of the spatiotemporal climate/growth relationship of our forests is of particular importance for assessing the consequences of climate warming. A total of 67 stands of beech (Fagus sylvatica L.), pedunculate oak (Quercus robur L.), sessile oak (Quercus petraea (Matt.) Liebl.), Scots pine (Pinus sylvestris L.), and spruce (Picea abies Karst.) from sites located in the transition zone from the lowlands to the low mountain ranges of West Germany have been analysed. A combination of pointer year and cluster analysis was used to find groups with similar growth anomaly patterns over the 1941-2000 period. Shifted reaction patterns especially characterise differences in the growth behaviour of the clusters. These are controlled by different reactions to the climate conditions in winter and spring and are determined by a complex system of forcing factors. Results of this study reflect the enormous importance of the length of the growing season. Increasing the duration of the vegetation period climate warming can change the climate/growth relationship of trees, thereby confounding climate reconstructions which use tree rings. Since forcing factors have been detected that are more important than the tree species, we recommend the application of growth-specific approaches for the analysis of tree species' vulnerability to climate.
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Nordrhein-Westfalen/Köln-Bonner Bucht drk02
#   Location: Germany
#   Northernmost_Latitude: 50.7833
#   Southernmost_Latitude: 50.7833
#   Easternmost_Longitude: 6.8333
#   Westernmost_Longitude: 6.8333
#   Elevation_m: 155
#--------------------
# Data_Collection
#   Collection_Name: GERM198
#   First_Year: 1864
#   Last_Year: 2005
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Fagus sylvatica L.
#   Common_Name: European beech
#   Tree_Species_Code: FASY
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## drk0210m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: drk0210m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## drk0209m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: drk0209m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## drk0208m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: drk0208m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## drk0207m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: drk0207m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## drk0206m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: drk0206m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## drk0205m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: drk0205m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## drk0204m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: drk0204m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## drk0203m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: drk0203m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## drk0202m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: drk0202m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## drk0201m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: drk0201m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	drk0210m_raw	drk0209m_raw	drk0208m_raw	drk0207m_raw	drk0206m_raw	drk0205m_raw	drk0204m_raw	drk0203m_raw	drk0202m_raw	drk0201m_raw
1864	NA	NA	NA	NA	NA	10.17	NA	NA	NA	NA
1865	NA	NA	NA	NA	NA	7.06	NA	NA	NA	NA
1866	NA	NA	NA	NA	NA	3.83	NA	NA	NA	NA
1867	NA	NA	NA	NA	NA	5.27	NA	NA	NA	3.26
1868	NA	NA	NA	NA	NA	3.26	NA	NA	NA	2.16
1869	NA	NA	NA	NA	NA	3.37	NA	NA	NA	2.4
1870	NA	NA	NA	NA	NA	3.26	NA	NA	NA	2.14
1871	3.95	NA	NA	NA	NA	2.58	NA	NA	NA	2.84
1872	2.6	NA	NA	NA	NA	3.33	NA	NA	NA	3.08
1873	2.88	NA	NA	NA	NA	2.79	NA	NA	NA	2.83
1874	0.43	NA	NA	NA	NA	0.92	NA	NA	NA	0.6
1875	2.78	NA	NA	NA	NA	4.14	NA	NA	NA	1.44
1876	3.71	NA	NA	NA	NA	6.07	NA	NA	NA	1.78
1877	3.66	NA	NA	NA	NA	6.93	NA	NA	NA	2.5
1878	3.99	NA	NA	4.42	3.37	6.12	NA	NA	NA	3.1
1879	4.3	NA	NA	4.73	4.16	5.54	NA	NA	NA	3.15
1880	0.82	NA	NA	2.58	0.86	3.44	NA	NA	NA	2.42
1881	1.42	NA	NA	2.06	1.38	2.93	NA	NA	NA	2.62
1882	2.13	NA	NA	3.58	4.82	5.14	NA	NA	2.29	4.01
1883	1.99	NA	NA	2.39	2.69	4.14	NA	NA	1.48	2.94
1884	3.1	NA	NA	3.71	3.41	5.33	NA	NA	2.1	3.43
1885	2.1	1.95	NA	2.96	3.43	4.4	NA	NA	1.98	3.44
1886	2.48	2.5	NA	4.25	2.78	4.56	NA	NA	2.28	3.18
1887	2.03	2.22	NA	3.28	2.49	3.74	NA	NA	3.24	3.18
1888	1.77	2.53	NA	3.92	3.87	4.7	NA	NA	2.01	3.45
1889	2.75	2.54	NA	4.58	3.86	5.46	NA	NA	0.63	4.28
1890	3.41	3.56	7.6	7.76	5.04	6.04	NA	12.49	4.01	5.61
1891	2.9	2.6	4.85	6.81	4.54	5.7	NA	5.91	3.87	5.72
1892	2.17	1.77	2.6	5.11	2.35	3.98	NA	3.94	3.54	4.58
1893	1	0.89	0.69	2.06	0.96	2.68	NA	0.88	0.57	3.24
1894	3.98	2.26	4.98	5.29	3.06	5.92	NA	7.6	2.46	5.42
1895	4.42	2.4	5.68	6.75	4.26	6.5	NA	9.54	3.41	6.21
1896	3.85	1.94	2.74	5.19	2.82	5.92	NA	4.95	4.1	4.58
1897	3.29	2.26	4.26	7.51	4.05	5.56	NA	3.2	3.79	4.56
1898	2.81	4.38	5.49	9.08	3.48	7.08	NA	9.08	4.11	4.68
1899	2.67	6.22	3.22	6.44	1.51	5.56	NA	7.24	4.61	2.7
1900	10.2	8.93	3.76	8.2	2.75	4.44	NA	6.87	5.34	2.91
1901	5.86	7.38	4.49	7.47	2.55	3.48	NA	6.07	4.84	3.01
1902	6.7	8.1	6.8	6.68	3.7	3.36	NA	7.95	5.35	3.7
1903	5.51	8.41	8.67	9.27	5.19	4.08	NA	9.98	8.02	3.78
1904	6.82	7.24	6.7	7.42	4.66	5.06	NA	8.68	7.09	4.28
1905	8.22	7.56	7.4	6.42	5.43	7	NA	8.08	5.58	3.71
1906	9.6	8	6.74	8.1	7.1	10.42	NA	8.77	7.82	4.61
1907	7.86	6.52	3.96	7.35	6.45	9.4	NA	8.92	7.33	4.2
1908	3.98	6.78	5.06	7.42	6.52	8.01	NA	7.36	7.08	3.9
1909	6.34	7.6	5.62	8.58	8.03	8.9	NA	7.24	8.16	5.4
1910	6.63	7.29	4.82	7.95	7.28	7.74	10.2	7.58	8.13	3.88
1911	6.14	6.27	4.15	5.3	5.92	5.86	8.61	6.17	5.97	2.9
1912	4.26	7.86	3.86	4.37	5.88	4.46	6.78	4.91	6.44	2.67
1913	8.46	9.74	6.46	7.84	7	6.06	7.01	7.57	8.21	3.66
1914	8.4	7.78	5.16	6.25	6.32	6.7	5.99	7.46	7.36	3.62
1915	8.3	6.92	4.44	5.3	5.72	6.42	6.59	6.54	8.33	3.96
1916	9.7	7.92	7.68	7.89	7.25	7.6	7.29	7.7	7.69	4.18
1917	7.18	6.34	5.7	6.41	6.08	6.54	7.44	8.12	8.17	3.63
1918	6.06	4.27	2.7	5.28	5.08	5.81	7.79	4.84	7.2	4.4
1919	6.06	4.87	4.26	5.42	5.12	5.35	11.46	4.46	7.42	4.51
1920	6.36	4.68	2.98	4.91	4.22	4.96	10.02	4.86	6.72	3.92
1921	5.02	3.08	1.92	3.28	3.22	3.01	5.47	2.94	4.14	3.1
1922	5.89	3.98	2.7	4.88	3.57	3.88	12.46	4.14	6.64	3.52
1923	5.66	4.86	3.4	5.41	4.76	5.4	5.32	6.41	6.05	5.38
1924	7.52	6.24	4.18	6.3	7.01	3.36	5.79	9.17	8.6	6.72
1925	8.22	7.2	4.52	7.94	8.1	5.12	3.79	11.66	8.72	8.08
1926	7.09	6.19	3.28	8.03	7.99	4.86	3.83	9.32	7.52	6.73
1927	7.06	5.96	4.15	8.54	8.75	5.6	5.17	9.55	7.14	7.28
1928	4.3	5.14	3.4	6.86	7.72	4.48	4.12	8.88	5.08	6.17
1929	2.62	3.72	2.56	4.86	5.44	2.18	2.85	6.76	4.26	5.68
1930	4.06	4.9	4.22	6.48	6.67	2.61	4.79	7.7	4.06	6.82
1931	3.84	4.86	3.86	6.5	5.12	2.74	5.52	6.56	4.27	5.7
1932	5.44	5.18	5.42	7.9	5.47	2.89	7.54	6.96	5.95	6.48
1933	3.08	4.56	4.53	7.37	3.82	2.22	5.36	6.42	5.02	5.53
1934	2.82	3.43	3.33	5.04	2.86	1.39	3.7	5	3.66	5.1
1935	2.39	2.42	3.42	4.13	2.75	2.16	3.93	4.42	4.16	3.28
1936	5.02	4.96	5.63	5.95	4.37	2.38	4.22	6.12	6.38	6.72
1937	3.78	4.06	3.86	4.41	3.67	2.4	2.53	4.06	4.34	4.56
1938	3.07	2.95	4.03	3.82	2.78	2.94	3.19	3.63	3.44	5.71
1939	2.28	3.5	6.72	3.61	3	3.34	4.31	5.51	5.05	6.48
1940	3.39	5.27	6.98	4.77	4.44	4.53	4.82	7.75	3.64	6.44
1941	3.35	4.76	6.92	4.95	4.42	3.77	4.48	8.95	2.02	6.58
