# Strumia - Kammersteinhuette - PINI - ITRDB AUST110
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/5057
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-5057.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/aust110e-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; aust110e-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/aust110e.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/aust110e.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-04-26
#--------------------
# File_Last_Modified_Date
#   Date: 2002-04-26
#--------------------
# Title
#   Study_Name: Strumia - Kammersteinhuette - PINI - ITRDB AUST110
#--------------------
# Investigators
#   Investigators: Strumia, G.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-02-05.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Kammersteinhuette
#   Location: Austria
#   Northernmost_Latitude: 48.12
#   Southernmost_Latitude: 48.12
#   Easternmost_Longitude: 16.25
#   Westernmost_Longitude: 16.25
#   Elevation_m: 582
#--------------------
# Data_Collection
#   Collection_Name: AUST110
#   First_Year: 1804
#   Last_Year: 1995
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  earlywood width
#   Notes: None
#--------------------
# Species
#   Species_Name: Pinus nigra J.F. Arnold
#   Common_Name: Austrian pine
#   Tree_Species_Code: PINI
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## KamPN01a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KamPN01a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KamPN01b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KamPN01b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KamPN02a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KamPN02a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KamPN02b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KamPN02b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KamPN03a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KamPN03a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KamPN03b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KamPN03b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KamPN04a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KamPN04a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KamPN04b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KamPN04b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KamPN05a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KamPN05a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KamPN05b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KamPN05b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KamPN06a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KamPN06a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KamPN06b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KamPN06b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KamPN07a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KamPN07a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KamPN07b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KamPN07b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KamPN09a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KamPN09a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KamPN09b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KamPN09b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KamPN10a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KamPN10a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KamPN10b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KamPN10b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KamPN11a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KamPN11a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KamPN11b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KamPN11b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	KamPN01a_raw	KamPN01b_raw	KamPN02a_raw	KamPN02b_raw	KamPN03a_raw	KamPN03b_raw	KamPN04a_raw	KamPN04b_raw	KamPN05a_raw	KamPN05b_raw	KamPN06a_raw	KamPN06b_raw	KamPN07a_raw	KamPN07b_raw	KamPN09a_raw	KamPN09b_raw	KamPN10a_raw	KamPN10b_raw	KamPN11a_raw	KamPN11b_raw
1804	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.06	NA	NA	NA	NA	NA	NA	NA	NA
1805	NA	NA	NA	NA	NA	NA	NA	NA	1.71	NA	NA	2.38	NA	NA	NA	NA	NA	NA	NA	NA
1806	NA	NA	NA	NA	NA	NA	NA	NA	2.44	NA	NA	2.29	NA	NA	NA	NA	NA	NA	NA	NA
1807	NA	NA	NA	NA	NA	NA	NA	NA	2.89	NA	NA	2.35	NA	NA	NA	NA	NA	2.39	NA	NA
1808	NA	NA	NA	NA	NA	NA	NA	NA	1.79	0.9	NA	2.47	NA	NA	NA	NA	NA	3.87	NA	NA
1809	NA	NA	NA	NA	NA	NA	NA	NA	2.17	1.17	NA	1.8	NA	NA	NA	NA	NA	2.51	NA	NA
1810	NA	NA	NA	NA	NA	NA	NA	NA	2.86	1.87	NA	1.83	NA	NA	NA	NA	NA	3.44	NA	NA
1811	NA	NA	NA	NA	NA	NA	NA	NA	1.54	1.07	NA	1.62	NA	NA	NA	NA	2.95	2.69	NA	NA
1812	NA	NA	NA	NA	NA	NA	NA	NA	2.41	1.93	NA	1.22	NA	NA	NA	NA	3.35	3.46	NA	NA
1813	NA	NA	NA	NA	NA	NA	NA	NA	2.85	3.14	NA	1.65	NA	NA	NA	NA	3.49	3.15	NA	NA
1814	NA	NA	NA	NA	NA	NA	NA	NA	4.22	4.83	NA	1.42	NA	NA	NA	NA	3.01	3.18	NA	NA
1815	NA	NA	NA	NA	NA	NA	NA	NA	3.08	3.3	NA	1.53	NA	NA	NA	NA	2.49	1.85	NA	NA
1816	NA	NA	NA	NA	NA	NA	NA	NA	3.35	3.87	NA	1.64	NA	NA	NA	NA	2.53	2.52	NA	NA
1817	NA	NA	NA	NA	NA	NA	NA	NA	2.85	3.02	NA	1.35	NA	NA	NA	NA	1.96	1.53	NA	NA
1818	NA	NA	NA	NA	NA	NA	NA	NA	3.17	3.52	NA	1.48	NA	3.86	NA	NA	2.54	2.07	NA	NA
1819	NA	NA	NA	NA	NA	NA	NA	NA	1.6	2.58	1.16	0.87	NA	2.29	NA	NA	1.26	2.05	NA	NA
1820	NA	NA	NA	NA	NA	NA	NA	NA	1.26	0.67	0.94	0.67	NA	2.4	NA	NA	1.42	2.23	NA	NA
1821	NA	NA	NA	NA	NA	NA	NA	NA	1.41	0.27	0.85	0.69	NA	2.3	NA	NA	0.99	1.04	NA	NA
1822	NA	NA	NA	NA	NA	NA	NA	NA	1.34	0.62	0.77	0.8	NA	1.4	NA	NA	1.02	1.15	NA	NA
1823	NA	NA	NA	NA	NA	NA	NA	NA	0.35	0.19	0.63	0.57	NA	1.63	NA	NA	0.49	0.82	NA	NA
1824	NA	NA	NA	NA	NA	NA	NA	NA	1.26	0.67	0.96	1.3	2.78	3.27	NA	NA	1.09	1.64	NA	NA
1825	NA	NA	NA	NA	NA	NA	NA	NA	0.91	1.1	0.84	1.07	1.97	2.47	NA	NA	0.96	1.86	NA	NA
1826	NA	NA	NA	NA	NA	NA	NA	NA	1.75	1.47	1.08	1.36	1.71	2.41	NA	NA	1.37	1.82	NA	NA
1827	NA	NA	NA	NA	NA	NA	NA	NA	0.76	0.51	0.67	0.39	0.67	0.49	NA	NA	0.5	1.19	NA	NA
1828	NA	NA	NA	NA	NA	NA	NA	NA	1.06	0.71	0.71	0.59	0.9	0.51	NA	NA	0.94	1.89	NA	NA
1829	NA	NA	NA	NA	NA	NA	NA	NA	1.38	1.92	1.37	0.84	1.38	2.11	NA	NA	2.11	1.65	NA	NA
1830	NA	NA	NA	NA	NA	NA	NA	NA	0.97	1.63	0.89	0.9	0.78	1.55	NA	NA	0.74	0.93	NA	NA
1831	NA	NA	NA	NA	NA	NA	NA	NA	1.04	1	1.15	0.7	1.26	1.9	NA	NA	1.04	2.55	NA	NA
1832	NA	NA	NA	NA	NA	NA	NA	NA	0.95	1.32	1.04	0.44	1.1	1.53	NA	NA	1.19	1	NA	NA
1833	NA	NA	NA	NA	NA	NA	NA	NA	0.54	0.91	0.83	0.47	0.91	1.15	NA	NA	1.02	1.07	NA	NA
1834	NA	NA	NA	NA	NA	NA	NA	NA	0.65	1.1	0.56	0.44	0.84	0.87	NA	NA	1.1	0.89	NA	NA
1835	NA	NA	NA	NA	NA	NA	NA	NA	0.6	0.57	0.72	0.68	0.99	1.08	NA	NA	0.83	0.7	NA	NA
1836	NA	NA	NA	NA	NA	NA	NA	NA	0.72	1.23	0.56	0.5	0.77	1.12	NA	NA	0.85	0.61	NA	NA
1837	NA	NA	NA	NA	NA	NA	NA	NA	0.91	0.99	0.84	0.74	0.87	0.92	NA	NA	0.93	1.02	NA	NA
1838	NA	NA	NA	NA	NA	NA	NA	NA	0.47	0.76	0.92	0.62	0.42	1.31	NA	NA	0.88	0.93	NA	NA
1839	NA	NA	NA	NA	NA	NA	NA	NA	0.47	0.86	0.56	0.45	0.68	1.3	NA	NA	0.82	0.76	NA	NA
1840	NA	NA	NA	NA	NA	NA	2.5	NA	0.86	1.62	1.99	0.6	0.94	1.19	NA	NA	1.58	1.67	NA	NA
1841	NA	NA	NA	NA	NA	NA	2.29	NA	0.43	0.69	0.93	0.54	0.9	1.11	NA	NA	0.37	0.68	NA	NA
1842	NA	NA	NA	NA	NA	NA	2.25	NA	0.93	1.75	1.45	0.83	1.25	1.32	NA	NA	1.07	1.13	NA	NA
1843	NA	NA	NA	NA	NA	NA	3.34	NA	0.95	1.5	1.22	1.01	1.29	1.55	NA	NA	1.14	1.4	NA	NA
1844	NA	NA	NA	NA	NA	1.69	3.63	NA	0.89	1.57	1.06	0.89	1.08	1.25	NA	NA	0.94	1.07	NA	NA
1845	1.52	NA	NA	NA	NA	1.88	3.18	NA	0.84	0.97	0.86	0.85	1.05	1.54	NA	NA	0.92	1.2	NA	NA
1846	1.38	NA	NA	NA	NA	1.25	3.2	NA	0.68	1.04	0.83	0.61	1.25	1.16	NA	NA	1.04	1.18	NA	NA
1847	1.88	NA	NA	NA	NA	1.57	2.26	NA	0.77	0.88	0.61	0.34	1	1.08	NA	NA	0.95	1.36	NA	NA
1848	0.53	NA	NA	NA	NA	2.11	2.29	NA	0.59	0.57	0.7	0.31	0.94	1.06	NA	NA	0.58	0.59	NA	NA
1849	0.34	NA	NA	NA	NA	1.96	1.27	NA	0.61	0.69	0.39	0.29	0.82	1.01	NA	NA	0.41	0.52	NA	NA
1850	0.95	NA	NA	NA	NA	2.38	1.55	NA	0.81	0.84	0.5	0.23	0.74	1.11	NA	NA	0.47	0.67	NA	NA
1851	0.58	NA	NA	NA	NA	2.4	1.85	NA	0.77	0.78	0.6	0.26	0.99	1.22	NA	NA	0.58	0.89	NA	NA
1852	0.52	NA	1.78	1.61	NA	1.02	1.26	NA	1.03	0.87	0.6	0.25	0.67	0.91	NA	NA	0.66	0.63	NA	NA
1853	0.52	NA	2.84	2.47	NA	2.01	1.44	NA	0.96	0.9	0.67	0.37	0.88	1.17	NA	NA	0.99	0.93	NA	NA
1854	0.21	NA	3.09	2.6	NA	1.16	2.17	NA	0.84	0.86	0.54	0.31	0.7	1.11	NA	NA	0.66	0.88	NA	NA
