# Genova Fuster - Cercelas - PINI - ITRDB SPAI017
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/3285
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-3285.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/spai017-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; spai017-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/spai017.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/spai017.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-04-26
#--------------------
# File_Last_Modified_Date
#   Date: 2002-04-26
#--------------------
# Title
#   Study_Name: Genova Fuster - Cercelas - PINI - ITRDB SPAI017
#--------------------
# Investigators
#   Investigators: Genova Fuster, M.; Fernandez-Cancio, A.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-19. NOAA Template Raw Measurements file added 2019-02-05.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Cercelas
#   Location: Spain
#   Northernmost_Latitude: 40.43
#   Southernmost_Latitude: 40.43
#   Easternmost_Longitude: -4.78
#   Westernmost_Longitude: -4.78
#   Elevation_m: 1350
#--------------------
# Data_Collection
#   Collection_Name: SPAI017
#   First_Year: 1760
#   Last_Year: 1991
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Pinus nigra J.F. Arnold
#   Common_Name: Austrian pine
#   Tree_Species_Code: PINI
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## GR501EPN_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GR501EPN; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GR501SPN_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GR501SPN; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GR502OPN_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GR502OPN; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GR502SPN_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GR502SPN; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GR503OPN_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GR503OPN; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GR503SPN_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GR503SPN; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GR504OPN_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GR504OPN; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GR504EPN_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GR504EPN; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GR505SPN_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GR505SPN; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GR505OPN_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GR505OPN; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GR204NPN_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GR204NPN; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GR204SPN_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GR204SPN; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GR206XPN_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GR206XPN; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GR206YPN_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GR206YPN; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	GR501EPN_raw	GR501SPN_raw	GR502OPN_raw	GR502SPN_raw	GR503OPN_raw	GR503SPN_raw	GR504OPN_raw	GR504EPN_raw	GR505SPN_raw	GR505OPN_raw	GR204NPN_raw	GR204SPN_raw	GR206XPN_raw	GR206YPN_raw
1754	NA	2.42	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1755	NA	2.46	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1756	NA	1.95	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1757	NA	2.17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1758	NA	2.07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1759	NA	2.55	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1760	NA	2.22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1761	NA	2.41	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1762	NA	2.12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1763	NA	1.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1764	NA	1.36	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1765	NA	0.92	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1766	NA	1.24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1767	NA	1.24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1768	NA	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1769	0.6	0.56	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1770	0.82	0.65	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1771	0.76	0.77	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1772	0.85	1.13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1773	0.86	1.08	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1774	0.84	0.97	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1775	0.84	1.13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1776	1.17	2.02	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1777	1.06	1.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1778	0.68	1.08	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1779	1.04	0.99	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1780	1.05	1.09	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1781	0.95	1.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1782	0.83	1.03	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1783	0.92	1.16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1784	0.79	1.32	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1785	0.63	0.95	NA	NA	4.03	NA	NA	NA	NA	NA	NA	NA	NA	NA
1786	0.67	1.15	NA	NA	3.98	NA	NA	NA	NA	NA	NA	NA	NA	NA
1787	0.81	1.09	NA	NA	3.67	NA	NA	NA	NA	NA	NA	NA	NA	NA
1788	1.09	1.57	NA	NA	3.35	NA	NA	NA	NA	NA	NA	NA	NA	NA
1789	1.29	1.58	NA	NA	2.78	NA	NA	NA	NA	NA	NA	NA	NA	NA
1790	0.72	1.14	NA	NA	2.4	NA	NA	NA	NA	NA	NA	NA	NA	NA
1791	1.05	1.41	NA	NA	2.61	NA	NA	NA	NA	NA	NA	NA	NA	NA
1792	0.61	1.17	NA	NA	2.18	NA	NA	NA	NA	NA	NA	NA	NA	NA
1793	0.62	1.02	NA	NA	2.69	NA	NA	NA	NA	NA	NA	NA	NA	NA
1794	0.87	1.48	NA	NA	3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA
1795	0.79	1.49	NA	NA	2.67	NA	NA	NA	NA	NA	NA	NA	NA	NA
1796	0.72	1.46	NA	NA	2.89	NA	NA	NA	NA	NA	NA	NA	NA	NA
1797	0.69	1.53	NA	NA	2.94	NA	NA	NA	NA	NA	NA	NA	NA	NA
1798	0.9	1.68	NA	NA	2.92	NA	NA	NA	NA	NA	NA	NA	NA	NA
1799	1.27	1.43	NA	NA	3.81	NA	NA	NA	NA	NA	NA	NA	NA	NA
1800	1.24	1.58	NA	NA	3.36	NA	NA	NA	NA	NA	NA	NA	NA	NA
1801	1.3	1.87	NA	NA	3.89	NA	NA	NA	NA	NA	NA	NA	NA	NA
1802	1.67	1.57	NA	NA	3.44	NA	NA	NA	NA	NA	NA	NA	NA	NA
1803	0.95	1.09	NA	NA	2.82	NA	NA	NA	NA	NA	NA	NA	NA	NA
1804	1.25	1.52	NA	NA	3.05	NA	NA	NA	NA	NA	NA	NA	NA	NA
1805	0.98	1.31	NA	NA	3.14	NA	NA	NA	NA	NA	NA	NA	NA	NA
1806	0.75	1.1	NA	NA	3.11	NA	NA	NA	NA	NA	NA	NA	NA	NA
1807	1.02	1.03	NA	NA	2.56	NA	NA	NA	NA	NA	NA	NA	NA	NA
1808	1.08	1.41	NA	NA	1.94	NA	NA	NA	NA	NA	NA	NA	NA	NA
1809	0.99	1.46	NA	NA	2.08	NA	NA	NA	NA	NA	NA	NA	NA	NA
1810	1.11	1.47	NA	NA	2.34	NA	NA	NA	NA	NA	NA	NA	NA	NA
1811	0.65	0.97	NA	NA	1.36	NA	NA	NA	NA	NA	NA	NA	NA	NA
1812	0.64	0.93	NA	NA	0.77	NA	NA	NA	NA	NA	NA	NA	3.44	NA
1813	0.71	1.24	NA	NA	1.13	NA	NA	NA	NA	NA	NA	NA	3.14	NA
1814	0.68	1.2	NA	NA	1.32	NA	NA	NA	NA	NA	NA	NA	4.19	NA
1815	0.75	1.25	NA	NA	2.08	NA	NA	NA	NA	NA	NA	0.98	4.45	NA
1816	0.59	1.2	NA	NA	2.08	NA	NA	NA	NA	NA	NA	1.45	3.39	NA
1817	0.5	1.09	NA	NA	1.96	NA	NA	NA	NA	NA	NA	1.82	4.07	NA
