# Fischer - Nordrhein-Westfalen/Siebengebirge drb34 - QUPE - ITRDB GERM171
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/16687
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-16687.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/germ171-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; germ171-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/germ171.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/germ171.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2014-02-27
#--------------------
# File_Last_Modified_Date
#   Date: 2014-02-27
#--------------------
# Title
#   Study_Name: Fischer - Nordrhein-Westfalen/Siebengebirge drb34 - QUPE - ITRDB GERM171
#--------------------
# Investigators
#   Investigators: Fischer, S.
#--------------------
# Description_Notes_and_Keywords
#   Description: Purpose of Collection:
# # climate/growth relationship NOAA Template Raw Measurements file added 2019-02-05.
#--------------------
# Publication
#   Authors: Stefanie Fischer and Burkhard Neuwirth
#   Journal_Name: ISRN Forestry
#   Published_Title: Vulnerability of Trees to Climate Events in Temperate Forests of West Germany
#   Published_Date_or_Year: 2013
#   Volume: 2013
#   Pages: 
#   Issue: 201360
#   Report_Number: 
#   DOI: 10.1155/2013/201360
#   Full_Citation: None
#   Abstract: An improved understanding of the spatiotemporal climate/growth relationship of our forests is of particular importance for assessing the consequences of climate warming. A total of 67 stands of beech (Fagus sylvatica L.), pedunculate oak (Quercus robur L.), sessile oak (Quercus petraea (Matt.) Liebl.), Scots pine (Pinus sylvestris L.), and spruce (Picea abies Karst.) from sites located in the transition zone from the lowlands to the low mountain ranges of West Germany have been analysed. A combination of pointer year and cluster analysis was used to find groups with similar growth anomaly patterns over the 1941-2000 period. Shifted reaction patterns especially characterise differences in the growth behaviour of the clusters. These are controlled by different reactions to the climate conditions in winter and spring and are determined by a complex system of forcing factors. Results of this study reflect the enormous importance of the length of the growing season. Increasing the duration of the vegetation period climate warming can change the climate/growth relationship of trees, thereby confounding climate reconstructions which use tree rings. Since forcing factors have been detected that are more important than the tree species, we recommend the application of growth-specific approaches for the analysis of tree species' vulnerability to climate.
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Nordrhein-Westfalen/Siebengebirge drb34
#   Location: Germany
#   Northernmost_Latitude: 50.6833
#   Southernmost_Latitude: 50.6833
#   Easternmost_Longitude: 7.2167
#   Westernmost_Longitude: 7.2167
#   Elevation_m: 280
#--------------------
# Data_Collection
#   Collection_Name: GERM171
#   First_Year: 1890
#   Last_Year: 2005
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Quercus petraea (Matt.) Liebl. = Quercus sessiliflora Salisb.
#   Common_Name: durmast oak
#   Tree_Species_Code: QUPE
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## drb3413m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: drb3413m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## drb3412m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: drb3412m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## drb3410m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: drb3410m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## drb3408m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: drb3408m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## drb3407m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: drb3407m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## drb3406m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: drb3406m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## drb3404m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: drb3404m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	drb3413m_raw	drb3412m_raw	drb3410m_raw	drb3408m_raw	drb3407m_raw	drb3406m_raw	drb3404m_raw
1890	0.99	NA	NA	NA	NA	NA	NA
1891	1.24	NA	NA	NA	NA	NA	NA
1892	1.3	NA	NA	NA	NA	NA	NA
1893	1.38	NA	NA	NA	NA	NA	NA
1894	2.74	NA	3.73	NA	NA	NA	NA
1895	1.92	NA	4.32	NA	NA	NA	NA
1896	1.89	NA	2.57	NA	NA	NA	NA
1897	1.3	NA	3.29	NA	NA	NA	NA
1898	2.28	NA	3.54	1.26	NA	NA	NA
1899	2.35	NA	2.1	0.59	NA	NA	NA
1900	1.08	NA	1.32	1.74	NA	NA	NA
1901	1.52	NA	2.86	2.29	NA	NA	NA
1902	1.89	NA	4.22	2.99	NA	NA	NA
1903	2.68	NA	4.02	1.84	NA	NA	NA
1904	1.4	NA	3.25	0.87	NA	NA	NA
1905	1.13	NA	1.63	0.52	NA	NA	NA
1906	1.73	NA	1.82	0.6	NA	NA	NA
1907	0.62	NA	0.54	0.39	0.95	NA	NA
1908	0.72	NA	0.58	0.25	1.75	NA	NA
1909	0.46	NA	0.35	0.17	0.95	NA	NA
1910	0.75	NA	0.45	0.21	1.05	NA	NA
1911	1.41	NA	0.58	0.27	1.25	0.56	NA
1912	1.9	NA	1.04	0.62	1.56	1.33	NA
1913	1.11	NA	0.96	0.72	1.74	0.95	NA
1914	0.76	1.72	0.55	0.62	1.33	0.67	NA
1915	1.9	4.18	1.1	1.13	1.98	1.15	0.82
1916	1.62	3.02	1.05	1.06	1.94	1.61	1.63
1917	1.83	4.89	1.39	1.22	2.72	1.58	1.3
1918	2.61	4.69	1.74	1.91	3.19	2.77	1.4
1919	2.78	3.94	1.5	1.58	2.67	2.6	2.06
1920	2.17	3.12	1.43	1.3	2.62	2.71	1.66
1921	1.48	2.06	0.8	1.05	2.67	2.3	1.27
1922	1.98	3.23	2.02	2.27	3.57	2.77	2.24
1923	1.41	1.49	0.96	1.82	2.67	2.4	2.2
1924	1.75	2.22	2.07	2.12	3.1	2.78	2.48
1925	1.17	1.84	1.48	1.67	2.93	1.32	1.3
1926	1.41	1.94	1.58	1.98	3.34	1.57	1.77
1927	1.61	1.54	1.3	2.24	3.16	2.03	2.4
1928	0.62	1.06	0.54	1.19	2.41	1.36	2.52
1929	1.48	1.45	0.88	1.26	2.08	1.25	1.64
1930	2.02	2.2	1	1.86	2.51	2.03	1.72
1931	2.7	2.42	1.72	2.59	3.52	3.36	1.54
1932	2.22	2.14	1.54	2.1	3.16	2.74	1.66
1933	1.75	2.22	1.88	1.65	3.27	4.04	1.85
1934	2.48	3.63	2.5	1.6	3.32	5.02	2.6
1935	2.28	3.2	1.7	1.85	2.78	3.82	1.61
1936	2.98	3.71	2.75	2.72	3.57	5.4	2.23
1937	2.88	3.06	1.83	2.16	2.77	3.78	1.56
1938	2.43	2.56	2.29	2.46	2.88	2.62	1.77
1939	1.1	1.82	1.16	1.52	1.62	1.18	0.86
1940	0.53	1.14	0.55	0.86	1.58	1.06	0.87
1941	0.63	1.36	0.9	1.08	1.7	0.97	0.7
1942	0.54	0.86	0.68	0.69	1.46	0.94	0.42
1943	1.32	2.96	1.48	1.56	2.9	2.34	1.42
1944	1.68	2.77	1.19	2.09	2.34	2.58	1.7
1945	1.67	2.66	1.04	2.11	2.39	2.85	1.54
1946	1.83	2.45	1.86	2.11	2.24	2.82	2.72
1947	1.74	2.24	1.11	1.68	2.06	1.97	1.31
1948	3.07	2.68	1.58	1.9	2.74	3.22	1.43
1949	2.44	3.12	2.24	2.26	2.76	2.66	1.95
1950	2.96	3.46	2.47	2.96	3.19	3.34	1.71
1951	2.35	3.04	1.99	2.64	2.19	2.22	2.06
1952	3.07	2.84	1.4	2.41	2.56	2.54	1.84
1953	2.81	2.36	1.18	2	2.06	2.52	1.29
1954	2.34	2.1	1.19	1.9	1.78	2.2	1.46
1955	2.96	2.44	1.54	2.1	2.22	2.47	2.4
1956	1.18	1.38	0.92	0.84	1.35	1.44	1.24
1957	1.78	2.2	1.66	1.6	1.92	2.34	1.99
1958	2.55	2.4	1.4	1.46	1.84	2.84	1.9
1959	1.44	1.97	1.45	1.23	1.32	1.56	1.3
1960	1.84	2.76	1.66	1.54	1.87	3.7	1.35
1961	1.98	2.51	1.02	1.54	1.9	2.44	1.8
1962	2.95	2.14	1.1	1.71	2.42	2.57	1.5
1963	1.68	1.86	1	1.45	1.57	1.85	1.37
1964	2.04	2.38	1	1.78	1.99	2.92	1.22
1965	1.82	2.61	1.14	1.96	1.62	2.74	1.6
1966	2.31	2.85	1.22	1.86	1.74	2.45	1.32
1967	2.65	2.96	1.34	2	2.13	3.02	1.8
1968	1.62	2.38	0.84	1.84	1.45	1.88	1.44
1969	2.47	2.83	0.96	2.03	2.78	3.13	1.74
1970	1.59	2.72	1.08	2.07	1.96	2.9	0.95
1971	1.81	2.86	1.22	1.65	1.94	2.63	1.24
1972	1.29	2.62	0.7	1.58	1.76	2.18	1.1
1973	1.15	2.32	0.68	1.3	1.84	1.94	0.89
1974	0.73	2.1	0.75	1.38	1.66	1.85	0.99
1975	0.87	2.2	0.7	1.21	1.5	1.47	1.08
1976	0.84	1.56	0.72	1.36	1.22	1.2	0.76
1977	1.25	1.38	0.7	1.8	1.51	1.86	0.68
1978	1.07	1.5	0.63	1.8	1.25	2.53	0.54
1979	1.91	2.03	0.86	1.96	1.89	3.14	0.72
1980	1.08	1.86	0.84	2.3	1.51	2.86	0.72
1981	1.01	1.54	0.73	2.33	1.36	1.21	0.9
1982	2.75	2.18	1.12	3	2.37	2.28	0.74
1983	1.9	1.87	0.8	2.38	1.69	2.04	0.61
1984	1.06	2.3	0.57	2.14	1.31	2.48	0.68
1985	1.93	2.44	0.78	1.82	1.67	2.3	0.8
1986	1.6	2.86	1.54	1.88	2.14	2.11	0.9
