# Schweingruber - Lac de Bourget - PCAB - ITRDB FRAN034
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/4494
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-4494.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/fran034p-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; fran034p-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/fran034p.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/fran034p.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-05-29
#--------------------
# File_Last_Modified_Date
#   Date: 2002-05-29
#--------------------
# Title
#   Study_Name: Schweingruber - Lac de Bourget - PCAB - ITRDB FRAN034
#--------------------
# Investigators
#   Investigators: Schweingruber, F.H.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2019-01-09. NOAA Template Raw Measurements file added 2019-02-05.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Lac de Bourget
#   Location: France
#   Northernmost_Latitude: 45.88
#   Southernmost_Latitude: 45.88
#   Easternmost_Longitude: 5.73
#   Westernmost_Longitude: 5.73
#   Elevation_m: 1340
#--------------------
# Data_Collection
#   Collection_Name: FRAN034
#   First_Year: 1891
#   Last_Year: 1975
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  latewood percent
#   Notes: None
#--------------------
# Species
#   Species_Name: Picea abies (L.) H. Karst.
#   Common_Name: Norway spruce
#   Tree_Species_Code: PCAB
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## 263080_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 263080; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 263100_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 263100; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 263110_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 263110; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 263120_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 263120; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 263130_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 263130; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 263140_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 263140; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 263150_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 263150; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	263080_raw	263100_raw	263110_raw	263120_raw	263130_raw	263140_raw	263150_raw
1891	NA	NA	1.32	NA	NA	NA	NA
1892	NA	NA	0.93	NA	NA	NA	NA
1893	1.58	NA	1.42	NA	NA	NA	NA
1894	1.53	NA	1.62	1.32	NA	NA	NA
1895	1.11	NA	1.48	0.83	NA	NA	NA
1896	1.02	NA	1.18	1.31	NA	NA	NA
1897	1.61	NA	2.83	1.44	NA	NA	NA
1898	1.02	NA	1.14	0.67	NA	NA	NA
1899	1.22	NA	2.15	1.28	NA	NA	NA
1900	1.9	NA	2.32	1.44	NA	2.49	NA
1901	1.95	NA	2.4	1.82	NA	2.21	1.84
1902	1.66	NA	2.07	1.82	NA	3.47	2.14
1903	1.88	NA	1.86	1.5	NA	1.6	0.78
1904	0.54	NA	2.07	1.14	0.73	1.41	0.48
1905	2.17	NA	2.18	2.17	1.62	2.47	1.86
1906	2.68	NA	3.16	2	2.51	2.44	1.68
1907	1.93	NA	2.09	2.62	1.69	2.65	1.45
1908	1.71	NA	2.11	2.03	1.51	2.88	1.62
1909	2.6	1.75	3.73	4	1.96	3.68	0.93
1910	3.11	3.85	1.84	2.39	2.73	2.65	1.03
1911	3.25	1.34	0.98	0.77	0.67	0.88	0.26
1912	6.98	0.65	2.16	3.17	2.81	2.24	1.77
1913	3.71	1.12	2.14	2.18	3.4	2.53	1.11
1914	2.42	2.11	1.85	2.59	2.21	2.05	1.21
1915	3.6	1.5	2.04	2.96	2.34	2.66	2.19
1916	3.27	2.04	2.17	2.24	1.6	2.73	1.64
1917	3.61	1.96	1.8	3.44	2.34	2.2	2.4
1918	3.18	1.79	2.26	2.47	2.88	2.61	1.91
1919	2.3	1.83	2.14	2.76	3.33	2.46	1.48
1920	2.36	1.76	2.27	2.85	2.82	2.82	2.54
1921	2.5	0.72	2.65	2.65	2.81	2.67	1.12
1922	2.89	2.12	1.74	2.99	3.16	2.95	2.57
1923	1.67	1.58	2.91	2.29	1.79	1.78	1.8
1924	1.7	1.56	1.8	1.47	1.73	2.26	1.81
1925	2.29	1.96	2.12	2.91	2.36	3.98	3.57
1926	1.69	1.94	2.55	2.74	2.11	2.76	2.28
1927	2.19	1.93	2.17	3.17	2.28	4.01	3.4
1928	0.65	1.37	2.32	0.99	0.76	2.02	0.69
1929	1.92	1.44	2.85	2.35	2.28	2.96	1.97
1930	2.05	2.06	2.53	2.2	3.37	2.74	2.53
1931	3.09	0.27	2.27	4.01	2.71	2.66	4.24
1932	1.42	1.68	1.13	1.69	1.88	1.26	1.11
1933	1.69	1.85	3.52	2.66	1.42	2.5	1.26
1934	2.56	2.29	3.25	3.48	2.41	2.94	2.03
1935	2.26	3.74	2.88	2.68	2.22	3.4	3.01
1936	1.6	1.93	2.65	2.07	1.55	1.93	1.13
1937	2.48	2.65	3.32	2.51	2.73	3.38	3.53
1938	1.77	2.29	2.32	2.87	2.24	2.84	2.05
1939	1.59	1.62	2.59	2.84	1.94	2.99	2.28
1940	2.85	1.85	3.27	3.26	3.07	3.41	2.14
1941	3.88	2.15	2.32	3.12	2.74	3.21	2.32
1942	2.68	1.89	1.88	2.8	1.9	2.31	1
1943	0.94	2.59	3.57	2.98	1.48	1.09	2.1
1944	1.56	2.67	2.36	2.82	2.15	2.31	1.92
1945	2.32	2.55	2.59	2.73	2.35	2.81	2.42
1946	1.85	3.68	2.99	2.33	1.76	2.42	2.34
1947	0.93	0.96	0.82	1.67	1.59	1.01	0.76
1948	3.78	2.86	1.77	2.99	3.24	2.66	2.99
1949	2.09	2.81	2	2.42	1.95	2.72	1.39
1950	2.11	2.17	1.89	1.88	1.63	1.71	2.08
1951	1.44	1.69	1.76	2.23	2.26	2.56	3.27
1952	1.35	1.53	1.65	2.37	1.13	2.15	1.32
1953	2.11	2.31	2.74	2.89	2.2	3.67	2.69
1954	2.8	2.21	2.04	3.43	3.06	3.83	3.4
1955	1.76	1.91	2.27	3.41	2.07	2.49	2.81
1956	3.48	1.9	1.88	3.18	2.45	2.58	2.25
1957	2.64	1.87	NA	2.83	2.02	2.66	1.75
1958	1.27	1.77	NA	2.18	1.29	1.22	1.37
1959	1.73	1.96	NA	2.01	2.12	2.14	3.03
1960	1.98	1.96	NA	2.18	2.94	2.56	2.34
1961	2.06	2.21	NA	3.09	2.98	3.33	2.18
1962	5.44	3	NA	5.71	4.06	4.95	3.1
1963	1.44	1.7	NA	2.55	1.49	1.64	1.54
1964	1.04	0.79	NA	1.74	0.95	2.44	0.95
1965	1.79	1.86	NA	4.77	3.04	3.66	3.42
1966	2.17	2.17	NA	3.21	2.51	1.84	2.31
1967	2.03	2.07	NA	2.3	2.03	2.9	1.89
