# Richter - Cuenca Vega de Cordono - PINI - ITRDB SPAI032
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/4246
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-4246.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/spai032-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; spai032-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/spai032.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/spai032.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-04-26
#--------------------
# File_Last_Modified_Date
#   Date: 2002-04-26
#--------------------
# Title
#   Study_Name: Richter - Cuenca Vega de Cordono - PINI - ITRDB SPAI032
#--------------------
# Investigators
#   Investigators: Richter, K.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-19. NOAA Template Raw Measurements file added 2019-02-05.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Cuenca Vega de Cordono
#   Location: Spain
#   Northernmost_Latitude: 40.43
#   Southernmost_Latitude: 40.43
#   Easternmost_Longitude: -1.9
#   Westernmost_Longitude: -1.9
#   Elevation_m: 1440
#--------------------
# Data_Collection
#   Collection_Name: SPAI032
#   First_Year: 1794
#   Last_Year: 1983
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Pinus nigra J.F. Arnold
#   Common_Name: Austrian pine
#   Tree_Species_Code: PINI
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## E160504A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: E160504A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## E160505A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: E160505A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## E160506A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: E160506A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## E160507A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: E160507A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## E160508A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: E160508A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## E160509A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: E160509A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## E160504B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: E160504B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## E160505B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: E160505B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## E160506B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: E160506B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## E160507B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: E160507B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## E160508B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: E160508B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## E160509B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: E160509B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	E160504A_raw	E160505A_raw	E160506A_raw	E160507A_raw	E160508A_raw	E160509A_raw	E160504B_raw	E160505B_raw	E160506B_raw	E160507B_raw	E160508B_raw	E160509B_raw
1794	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.06	NA
1795	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.86	NA
1796	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.01	NA
1797	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.1	NA
1798	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.82	NA
1799	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.66	NA
1800	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.58	NA
1801	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.64	NA
1802	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.09	NA
1803	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.29	NA
1804	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.9	NA
1805	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.5	NA
1806	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.22	NA
1807	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.57	NA
1808	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.87	NA
1809	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.84	NA
1810	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.44	NA
1811	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.36	NA
1812	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.46	NA
1813	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.42	NA
1814	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.4	NA
1815	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.38	NA
1816	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.42	NA
1817	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.35	NA
1818	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.4	NA
1819	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.32	NA
1820	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.17	NA
1821	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.33	NA
1822	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.32	NA
1823	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.33	NA
1824	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.46	NA
1825	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.42	NA
1826	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.4	NA
1827	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.52	NA
1828	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.38	NA
1829	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.3	NA
1830	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.27	NA
1831	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.18	NA
1832	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.23	NA
1833	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.33	NA
1834	NA	NA	NA	NA	NA	3.38	NA	NA	NA	NA	0.28	NA
1835	NA	NA	NA	NA	NA	4.76	NA	NA	NA	NA	0.25	NA
1836	NA	NA	NA	NA	NA	6.22	NA	2.11	NA	NA	0.34	NA
1837	NA	NA	NA	NA	NA	6.26	NA	2.37	NA	NA	0.29	NA
1838	NA	NA	NA	NA	NA	4.98	NA	1.94	NA	NA	0.29	NA
1839	NA	NA	NA	NA	NA	4.86	NA	1.67	NA	NA	0.32	NA
1840	NA	NA	NA	NA	NA	4.29	NA	2	NA	NA	0.33	NA
1841	NA	NA	NA	0.72	NA	4.32	NA	2.04	NA	NA	0.38	NA
1842	NA	NA	NA	1.74	NA	4.32	NA	1.11	NA	NA	0.54	NA
1843	NA	NA	NA	2.83	NA	4.74	NA	1.26	NA	NA	0.64	NA
1844	NA	NA	NA	3.51	NA	3.28	NA	1.1	NA	NA	0.57	NA
1845	NA	2.49	5.01	3.89	0.2	4.94	NA	1.31	NA	NA	0.34	NA
1846	3.81	2.29	4.6	3.82	0.08	5.26	NA	1.8	3.45	NA	0.42	NA
1847	3.01	1.7	4.88	3.23	0.24	3.8	NA	1.34	2.73	NA	0.55	NA
1848	4.13	2.16	4.42	2.81	0.25	3.35	NA	1.83	2.58	NA	0.46	NA
1849	3.44	2.36	3.67	2.07	0.35	3.1	NA	1.22	2.15	NA	0.68	NA
1850	6.63	2.51	3.69	2.09	0.32	2.87	NA	1.38	2.43	NA	0.66	4.53
1851	6.02	1.85	3.71	2.64	0.31	3.07	NA	1.36	2.41	NA	0.73	4.38
1852	4.48	2.55	3.79	2.04	0.35	2.82	NA	1.11	2.69	2.6	0.57	3.93
1853	6.66	2.17	3.2	3.29	0.37	3.36	NA	1.55	2.85	4.26	0.62	3.9
1854	5.11	2.44	4.24	4.06	0.42	3.08	NA	1.44	3.72	4.56	0.72	4.63
1855	5.79	2.1	4.02	3.98	0.43	3.04	NA	1.33	3.89	4.99	0.79	3.84
1856	5.41	1.88	4.45	4.08	0.3	3.38	NA	1.03	4.08	3.95	0.59	4.02
1857	3.83	1.74	3.27	3.81	0.32	2.51	NA	1.2	4.13	5.29	0.28	3.08
1858	3.57	1.88	3.23	3.63	0.37	2.87	NA	1.1	3.35	4.39	0.98	3.03
1859	3.23	2.08	3.47	4.29	0.51	3.78	NA	0.86	4.36	5.69	1.39	4.04
