# Briongos - La Camarilla el Provencio Cuenca Undisturbed - PIPN - ITRDB SPAI055
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/2865
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-2865.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/spai055-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; spai055-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/spai055.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/spai055.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2007-07-10
#--------------------
# File_Last_Modified_Date
#   Date: 2007-07-10
#--------------------
# Title
#   Study_Name: Briongos - La Camarilla el Provencio Cuenca Undisturbed - PIPN - ITRDB SPAI055
#--------------------
# Investigators
#   Investigators: Briongos, J.M.; Cerro-Barja, A.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-19. NOAA Template Raw Measurements file added 2019-02-05.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: La Camarilla el Provencio Cuenca  Undisturbed
#   Location: Spain
#   Northernmost_Latitude: 39.38
#   Southernmost_Latitude: 39.38
#   Easternmost_Longitude: -2.63
#   Westernmost_Longitude: -2.63
#   Elevation_m: 700
#--------------------
# Data_Collection
#   Collection_Name: SPAI055
#   First_Year: 1920
#   Last_Year: 1999
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Pinus pinea L.
#   Common_Name: Italian stone pine
#   Tree_Species_Code: PIPN
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## N0101BMM_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: N0101BMM; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## N0102AMM_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: N0102AMM; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## N0102BMM_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: N0102BMM; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## N0103AMM_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: N0103AMM; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## N0201_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: N0201; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## N0204MM_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: N0204MM; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## N0301MM_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: N0301MM; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## N0304MM_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: N0304MM; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## N0402_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: N0402; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## N0403MM_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: N0403MM; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## N0501A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: N0501A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## N0501B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: N0501B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## N0502A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: N0502A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## N0502BMM_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: N0502BMM; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## N0503BMM_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: N0503BMM; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## N0504AMM_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: N0504AMM; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## N0601AMM_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: N0601AMM; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## N0601BMM_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: N0601BMM; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## N0603AMM_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: N0603AMM; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## N0701AMM_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: N0701AMM; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## N0701BMM_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: N0701BMM; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## N0703AM_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: N0703AM; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## N0703BM_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: N0703BM; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## N0704AMM_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: N0704AMM; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## N0704BMM_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: N0704BMM; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## N0801AMM_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: N0801AMM; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## N0802AMM_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: N0802AMM; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## N0802BMM_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: N0802BMM; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## N0803AMM_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: N0803AMM; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## N0803BMM_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: N0803BMM; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## N0804AMM_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: N0804AMM; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	N0101BMM_raw	N0102AMM_raw	N0102BMM_raw	N0103AMM_raw	N0201_raw	N0204MM_raw	N0301MM_raw	N0304MM_raw	N0402_raw	N0403MM_raw	N0501A_raw	N0501B_raw	N0502A_raw	N0502BMM_raw	N0503BMM_raw	N0504AMM_raw	N0601AMM_raw	N0601BMM_raw	N0603AMM_raw	N0701AMM_raw	N0701BMM_raw	N0703AM_raw	N0703BM_raw	N0704AMM_raw	N0704BMM_raw	N0801AMM_raw	N0802AMM_raw	N0802BMM_raw	N0803AMM_raw	N0803BMM_raw	N0804AMM_raw
1920	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.86	2.1	NA	NA	NA	NA	NA	NA
1921	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.11	NA	NA	1	1.21	NA	NA	NA	NA	NA	NA
1922	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.34	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.46	2.8	NA	4.65	2.08	1.98	NA	NA	NA	NA	NA	NA
1923	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.45	NA	NA	NA	NA	1.14	NA	NA	NA	NA	7.16	7.37	5.53	4.3	3.34	3.33	NA	NA	NA	NA	NA	NA
1924	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.4	NA	NA	NA	NA	1.27	NA	NA	NA	NA	5.81	6.42	4.42	1.82	3.1	2.76	NA	NA	NA	NA	NA	NA
1925	NA	NA	NA	NA	NA	NA	NA	NA	1.64	2.88	NA	NA	0.89	0.82	1.01	NA	NA	NA	NA	2.76	3.65	2.14	1.36	1.61	1.5	NA	NA	NA	NA	NA	NA
1926	NA	NA	NA	NA	4.16	NA	NA	NA	0.97	3.28	NA	NA	2.01	2.1	0.65	2.16	NA	NA	NA	3.29	3.4	1.53	1.06	1.85	1.6	NA	NA	NA	NA	NA	NA
1927	NA	NA	NA	NA	5.84	NA	NA	NA	3.36	4.3	NA	3.36	3.84	3.76	0.99	1.21	NA	NA	NA	2.54	3.04	2.72	2.47	1.32	1.33	NA	NA	NA	NA	NA	NA
1928	NA	NA	NA	NA	5.59	3.18	NA	4.95	4.04	3.59	NA	2.85	4.99	4.94	1.69	2.52	NA	NA	NA	0.67	2.45	2.45	2.82	1.6	1.83	NA	NA	NA	NA	NA	NA
1929	NA	NA	NA	NA	5.38	3.07	NA	5.11	2.67	2.85	4.41	4.91	3.4	2.2	2.15	3.01	3.05	3.09	NA	3.21	3.34	2.83	4.42	2.88	3.05	NA	NA	NA	NA	NA	NA
1930	NA	NA	NA	NA	5.33	5.02	4.89	5.93	2.39	2.7	2.74	4.79	3.21	0.98	2.39	4.21	3.86	4.13	NA	3.85	2.8	3.55	5.82	3.15	2.63	9	NA	NA	NA	NA	NA
1931	NA	NA	NA	NA	3.87	4.66	6.02	2.64	1.87	1.82	2.97	3.72	2.84	3.12	3.83	4.95	4.09	3.79	NA	3.95	3.3	3.75	4.74	3.99	3.29	8.5	NA	NA	NA	NA	NA
1932	NA	NA	NA	NA	5.55	3.89	5.4	5.59	1.99	2.75	2.02	3.04	3.27	3.21	3.4	5.93	6.04	5.52	NA	3.18	2.99	2.49	3.07	3.3	3.17	5.3	NA	NA	NA	NA	NA
1933	NA	NA	NA	NA	0.96	1.16	7.25	3.33	1.63	1.54	3.6	4.39	1.6	3.17	2.74	3.49	4.35	3.93	NA	2.79	2.29	1.09	0.76	2.79	2.4	3.04	NA	NA	NA	NA	NA
1934	NA	NA	NA	NA	1.95	1.13	5.24	2.47	1.24	1.35	2.15	2.82	1.04	1.74	1.69	2.83	2.96	2.71	NA	1.09	0.94	0.59	0.76	0.96	0.81	5.11	NA	NA	NA	NA	NA
1935	NA	NA	NA	NA	1.73	0.66	5.23	3.06	1.33	1.16	1.62	1.68	0.9	1.12	2.87	0.8	5.54	4.38	0.83	0.29	0.64	0.57	1.65	1.01	0.46	3.44	NA	NA	NA	NA	NA
1936	NA	NA	NA	NA	1.84	0.86	1.4	3.8	1.79	1.35	1.51	1.64	1.8	1.33	1.28	0.7	7.99	6.17	2.55	0.19	0	0.8	1.42	0.57	0	1.47	NA	NA	NA	NA	NA
1937	NA	3.35	NA	NA	1.09	0.7	1.55	2.99	0.46	1.28	2.72	2.01	1.42	2.36	0.42	0.53	5.94	5.87	3.65	0.45	0.22	0.84	0.97	0.61	0.42	2.05	NA	NA	NA	NA	NA
1938	NA	4.19	NA	3.2	1.77	0.67	1.79	1.88	0.29	0.93	2.34	2.75	1.04	1.6	0.76	0.9	4.48	4.47	2.96	0.62	0.26	1.84	1.87	0.79	0.66	4.62	NA	NA	NA	NA	NA
1939	NA	4.46	NA	8.01	1.41	0.99	1.63	2.03	0.29	0.96	1.97	2.55	0.99	1.36	1.75	0.99	4.76	4.36	3	1.05	0.72	1.53	2.04	1.58	1.83	3.46	6.34	5.97	NA	NA	5.81
1940	NA	4.14	NA	8.02	1.47	0.69	2.48	1.95	0.33	1.1	2.11	2.16	0.95	1.38	1.55	1.39	4.14	3.87	3.89	0.87	0.71	1.8	2.58	1.36	1.53	2.72	6.21	5.77	NA	NA	6.01
1941	NA	9.25	12.29	12.98	2.07	0.57	1.64	2.2	0.61	1.24	1.47	1.48	1.04	1.05	1	1.24	3.18	2.78	2.73	1.13	0.83	1.4	2.16	2.17	1.63	3.02	5.43	5.36	NA	NA	4.82
1942	NA	7.51	9.68	9.55	1.47	0.88	1.48	1.58	0.53	0.94	1.75	1.56	0.42	0.97	1.23	0.74	2.56	1.99	2.66	1.06	0.67	2.13	2.56	1.61	1.15	3.54	5.21	5.5	NA	NA	4.5
1943	NA	5.48	6.01	6.75	1.17	0.5	1.65	0.91	0.16	0.94	1.14	0.91	0.2	0.4	0.84	0.78	0.98	0.35	1.79	1.27	0.67	2.1	2.8	1.5	1.17	4.35	5.97	6.95	NA	NA	6.26
1944	3.18	4.82	4.21	6.41	0.79	0.35	1.26	0.61	0.12	0.66	0.57	0.46	0.3	0.13	1.28	0.92	0.89	0.33	4.56	1.66	1.17	1.03	1.46	1.62	1.44	2.99	4.99	4.91	NA	NA	4.89
1945	2.79	3.82	3.13	4.94	0.22	0.51	1.49	0.35	0.11	0.38	0.21	0.15	0.19	0.46	0.69	0.55	0.35	0.35	3.05	0.91	0.63	0.45	0.74	0.79	0.74	1.42	2.98	3.17	NA	NA	3.23
1946	5.85	3.79	1.04	2.67	0.58	0.27	0.9	0.13	0.14	0.49	0.19	0.22	0.49	0.36	0.38	0.34	0.26	0.46	3.34	0.53	0.18	0.29	0.52	0.47	0.26	1.12	1.01	1.16	NA	NA	1.1
1947	7.07	7.84	6.34	6.62	2.11	0.99	0.31	0.83	0.33	1.13	0.97	0.97	0.78	1.27	0.84	0.31	0.91	1.43	2.18	0.89	0.27	0.69	0.76	0.77	0.45	0.8	0.73	0.71	1.82	2.08	1.09
1948	8.16	7.48	8.73	7.69	4.02	1.91	0.45	2.97	0.76	1.93	1.98	1.8	1.3	2.69	1.88	0.84	2.91	3.82	3.38	1.79	0.91	0.8	1.58	1.39	1.17	1.46	1.75	1.11	3.68	3.56	3.12
1949	6.19	5.04	6.52	5.89	3.44	0.88	0.98	2.04	0.64	1.94	1.07	1.54	0.84	1.84	3.33	1.67	1.73	1.94	2.74	0.93	1.43	0.67	1.37	1.04	1.16	1.56	3.13	3.72	2.86	2.62	4.36
1950	5.7	4.2	4.71	5.38	1.98	0.68	0.9	1.72	0.53	2.25	0.84	1.26	0.29	1.02	1.63	0.86	1.36	1.47	1.5	0.58	0.37	0.69	1.11	0.71	0.8	1.16	1.78	1.83	3.31	3.98	2.65
1951	8.87	3.65	4.43	5.36	2.44	0.9	0.86	1.96	0.77	2.1	0.85	1.05	0.18	0.53	0.81	0.53	1.56	2.25	3.06	0.89	0.36	0.76	1.16	0.97	0.85	0.93	1.55	1.38	3.4	4.58	1.73
1952	5.91	2.45	3.49	4.6	1.93	0.65	0.7	0.37	1.3	1.55	0.56	0.86	0.36	0.45	0.44	0.32	1.16	1.71	2.25	0.54	0.44	0.53	0.83	0.49	0.23	0.99	1.63	1.15	1.62	1.28	1.72
1953	1.69	1.29	0.87	2.69	1.52	0.42	0.19	0.89	0.69	1.52	0.95	1.02	0.57	1.02	0.36	0.63	0.84	0.83	0.64	0.29	0.08	0.6	0.65	0.27	0.24	0.75	1.62	1.1	1.38	1.03	1.61
1954	2.61	0.95	0.9	2.08	1.68	0.61	0.52	1.6	0.65	1.69	1.22	1.25	0.68	1.14	0.68	1.03	0.57	0.33	0.6	0.51	0.35	0.82	0.97	0.55	0.79	1	0.65	0.63	6.07	5.72	0.79
1955	3.22	1.52	1.62	1.86	0.77	0.72	0.42	1.59	0.59	1.32	0.94	0.96	0.4	0.88	0.86	0.79	0.39	0.27	0.81	0.53	0.27	0.29	0.81	0.45	0.72	0.57	0.71	0.74	4.78	3.77	0.83
1956	2.26	1.06	1.41	1.72	1.17	0.79	0.45	1.88	0.59	1.78	1.33	0.98	0.4	0.88	0.23	0.92	0.77	0.87	3.89	0.55	0.31	0.29	0	0.67	0.76	0.61	0.24	0.09	3.59	3.16	0.2
1957	2.96	2.19	1.68	2.01	1.5	0.48	0.43	2.04	0.69	1.51	1.4	0.88	0.29	0.38	0.15	0.58	1.09	1.28	2.44	0.2	0.19	0.31	0.64	0.46	0.85	1.01	1.03	0.45	2.25	2.12	0.62
1958	2.63	2.27	2.04	1.73	1.37	0.7	0.48	1.7	0.64	1.36	1.46	1.24	0.68	0.77	0.71	0.97	1.16	1.3	1.39	0.49	0.54	0.64	0.66	0.87	0.96	1.02	0.52	0.57	2.62	2.4	0.69
