# Richter - Cuenca Buenache - PINI - ITRDB SPAI029
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/4241
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-4241.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/spai029-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; spai029-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/spai029.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/spai029.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-04-26
#--------------------
# File_Last_Modified_Date
#   Date: 2002-04-26
#--------------------
# Title
#   Study_Name: Richter - Cuenca Buenache - PINI - ITRDB SPAI029
#--------------------
# Investigators
#   Investigators: Richter, K.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-19. NOAA Template Raw Measurements file added 2019-02-05.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Cuenca Buenache
#   Location: Spain
#   Northernmost_Latitude: 40.15
#   Southernmost_Latitude: 40.15
#   Easternmost_Longitude: -1.9
#   Westernmost_Longitude: -1.9
#   Elevation_m: 1385
#--------------------
# Data_Collection
#   Collection_Name: SPAI029
#   First_Year: 1711
#   Last_Year: 1983
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Pinus nigra J.F. Arnold
#   Common_Name: Austrian pine
#   Tree_Species_Code: PINI
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## E160201A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: E160201A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## E160201B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: E160201B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## E160202B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: E160202B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## E160202C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: E160202C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## E160203A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: E160203A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## E160203B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: E160203B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## E160204A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: E160204A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## E160204B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: E160204B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## E160204C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: E160204C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## E160205A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: E160205A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## E160205B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: E160205B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## E160205C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: E160205C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	E160201A_raw	E160201B_raw	E160202B_raw	E160202C_raw	E160203A_raw	E160203B_raw	E160204A_raw	E160204B_raw	E160204C_raw	E160205A_raw	E160205B_raw	E160205C_raw
1711	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.95	2.08	2.62
1712	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.99	5.48	2.64
1713	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.17	4.48	1.9
1714	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.68	5.07	3.82
1715	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.56	4.75	3.59
1716	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.58	3.49	1.81
1717	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.33	4.74	2.3
1718	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.14	4.76	4.14
1719	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.81	4.06	2.72
1720	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.9	3.93	2.77
1721	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.23	4.63	3.06
1722	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.91	3.93	2.8
1723	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.37	4.09	3.23
1724	NA	NA	NA	NA	NA	NA	NA	9.78	NA	3.34	3.87	3.3
1725	NA	NA	NA	NA	NA	NA	NA	1.79	NA	1.07	1.87	1.09
1726	NA	NA	NA	NA	NA	NA	NA	2.36	NA	1.34	2.23	1.39
1727	NA	NA	NA	NA	NA	NA	NA	4.58	NA	1.94	2.84	1.89
1728	NA	NA	NA	NA	NA	NA	NA	4.41	NA	1.99	2.94	2.12
1729	NA	NA	NA	NA	NA	NA	NA	2.76	NA	1.85	2.04	1.52
1730	NA	NA	NA	NA	NA	NA	NA	4	NA	2.17	2.39	1.77
1731	NA	NA	NA	NA	NA	NA	NA	3.72	NA	1.64	2.48	1.71
1732	NA	NA	NA	NA	NA	NA	NA	1.88	NA	1.59	2.2	1.7
1733	NA	NA	NA	NA	NA	NA	NA	3.85	NA	1.69	1.8	1.44
1734	NA	NA	NA	NA	NA	NA	NA	4.07	NA	2.46	2.9	2.41
1735	NA	NA	NA	NA	NA	NA	NA	3.98	NA	2.43	1.47	2.55
1736	NA	NA	NA	NA	NA	NA	NA	5.13	NA	1.82	2.71	1.96
1737	NA	NA	NA	NA	NA	NA	NA	2.31	NA	0.59	1.15	0.62
1738	NA	NA	NA	NA	NA	NA	NA	2.34	NA	0.57	1.86	0.57
1739	NA	NA	NA	NA	NA	NA	NA	3.73	NA	1.16	1.95	1.3
1740	NA	NA	NA	NA	NA	NA	NA	3.52	NA	3.83	2.16	3.93
1741	NA	NA	NA	NA	NA	NA	NA	2.68	NA	2.4	1.58	2.44
1742	NA	NA	NA	NA	NA	NA	NA	3.56	NA	2.11	2.4	2.16
1743	NA	NA	NA	NA	NA	NA	NA	3.21	NA	3.01	3.34	2.87
1744	NA	NA	NA	NA	NA	NA	NA	2.46	NA	1.98	3.5	1.78
1745	NA	NA	NA	NA	NA	NA	NA	2.97	NA	2.57	2.64	2.57
1746	NA	NA	NA	NA	NA	NA	NA	2.22	NA	2.18	2.2	2.34
1747	NA	NA	NA	NA	NA	NA	NA	2.44	NA	2.5	2.34	2.37
1748	NA	NA	NA	NA	NA	NA	NA	2.25	NA	2.33	1.82	2.57
1749	NA	NA	NA	NA	NA	NA	NA	2.31	NA	2.03	1.78	1.95
1750	NA	NA	NA	NA	NA	NA	NA	2.6	NA	2.62	2.28	2.5
1751	NA	NA	NA	NA	NA	NA	NA	1.41	NA	1.51	1	1.76
1752	NA	NA	NA	NA	NA	NA	NA	1.3	NA	1.69	1.29	1.53
1753	NA	NA	NA	NA	NA	NA	NA	1.84	NA	1.36	1.27	1.44
1754	NA	NA	NA	NA	NA	NA	NA	1.28	NA	1.31	1.43	1.18
1755	NA	NA	NA	NA	NA	NA	NA	1.3	NA	1.06	1.57	1.02
1756	NA	NA	NA	NA	NA	NA	NA	1.57	NA	1.78	2.28	1.84
1757	NA	NA	NA	NA	NA	NA	NA	1.72	NA	1.92	2.07	1.85
1758	NA	NA	NA	NA	NA	NA	NA	1.69	NA	1.76	2.48	1.67
1759	NA	NA	NA	NA	NA	NA	NA	2.31	NA	1.95	2.3	1.83
1760	NA	NA	NA	NA	NA	NA	NA	2.83	NA	1.21	2.01	1.14
1761	NA	NA	NA	NA	NA	NA	NA	2.57	NA	1.88	2.09	1.55
1762	NA	NA	NA	NA	NA	NA	NA	2.97	NA	2.06	1.82	2.4
1763	NA	NA	NA	NA	NA	NA	NA	2.94	NA	3.33	2.91	2.97
1764	NA	NA	NA	NA	NA	NA	NA	2.14	NA	1.69	1.9	1.88
1765	NA	NA	NA	NA	NA	NA	NA	2	NA	2.59	2.01	2.7
1766	NA	NA	NA	NA	NA	NA	NA	2.44	NA	1.83	1.38	1.61
1767	NA	NA	NA	NA	NA	NA	NA	1.89	NA	1.31	0.87	1.36
1768	NA	NA	NA	NA	NA	NA	NA	1.46	NA	1.13	0.75	1.08
1769	NA	NA	NA	NA	NA	NA	NA	0.98	NA	0.95	0.38	0.99
1770	NA	NA	NA	NA	NA	NA	NA	1.33	NA	1.22	0.68	1.14
1771	NA	NA	NA	NA	NA	NA	NA	1.36	NA	0.8	0.94	0.83
1772	NA	NA	NA	NA	NA	NA	NA	1.74	NA	1.24	1.14	1.18
1773	NA	NA	NA	NA	NA	NA	NA	2.43	NA	1.38	0.92	1.33
1774	NA	NA	NA	NA	3.65	NA	NA	1.56	NA	1.03	0.96	1.09
1775	NA	NA	NA	NA	3.99	NA	NA	2.07	NA	1.13	1.29	1.17
