# Schneider - Berlin Telegrafenberg ddp01 - QUPE - ITRDB DEU302
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/36416
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-36416.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/deu302-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; deu302-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/deu302.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/deu302.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2022-05-11
#--------------------
# File_Last_Modified_Date
#   Date: 2022-05-11
#--------------------
# Title
#   Study_Name: Schneider - Berlin Telegrafenberg ddp01 - QUPE - ITRDB DEU302
#--------------------
# Investigators
#   Investigators: Schneider, C.(https://orcid.org/0000-0002-9914-3217); Neuwirth, B.(https://orcid.org/0000-0001-7473-462X); Schneider, S.(https://orcid.org/0000-0003-3761-2054); Balanzategui, D.(https://orcid.org/0000-0002-1153-8637); Elsholz, S.; Fenner, D.(https://orcid.org/0000-0003-0967-8697); Meier, F.(https://orcid.org/0000-0003-0399-2757); Heinrich, I.(https://orcid.org/0000-0001-5800-6999)
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2022-05-31.
#--------------------
# Publication
#   Authors: Schneider, Christoph, Burkhard Neuwirth, Sebastian Schneider, Daniel Balanzategui, Stefanie Elsholz, Daniel Fenner, Fred Meier, Ingo Heinrich
#   Journal_Name: Urban Ecosystems
#   Published_Title: Using the dendro‑climatological signal of urban trees as a measure of urbanization and urban heat island
#   Published_Date_or_Year: 2022
#   Volume: 25
#   Pages: 849–865
#   Issue: 
#   Report_Number: 
#   DOI: 10.1007/s11252-021-01196-2
#   Full_Citation: None
#   Abstract: Using dendroclimatological techniques this study investigates whether inner city tree-ring width (TRW) chronologies from eight tree species (ash, beech, fir, larch, lime, sessile and pedunculate oak, and pine) are suitable to examine the urban heat island of Berlin, Germany. Climate-growth relationships were analyzed for 18 sites along a gradient of increasing urbanization covering Berlin and surrounding rural areas. As a proxy for defining urban heat island intensities at each site, we applied urbanization parameters such as building fraction, impervious surfaces, and green areas. The response of TRW to monthly and seasonal air temperature, precipitation, aridity, and daily air-temperature ranges were used to identify climate-growth relationships. Trees from urban sites were found to be more sensitive to climate compared to trees in the surrounding hinterland. Ring width of the deciduous species, especially ash, beech, and oak, showed a high sensitivity to summer heat and drought at urban locations (summer signal), whereas conifer species were found suitable for the analysis of the urban heat island in late winter and early spring (winter signal). The summer and winter signals were strongest in tree-ring chronologies when the urban heat island intensities were based on an area of about 200 m to 3000 m centered over the tree locations, and thus reflect the urban climate at the scale of city quarters. For the summer signal, the sensitivity of deciduous tree species to climate increased with urbanity. These results indicate that urban trees can be used for climate response analyses and open new pathways to trace the evolution of urban climate change and more specifically the urban heat island, both in time and space.
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Berlin Telegrafenberg ddp01
#   Location: Germany
#   Northernmost_Latitude: 52.383333
#   Southernmost_Latitude: 52.383333
#   Easternmost_Longitude: 13.060278
#   Westernmost_Longitude: 13.060278
#   Elevation_m: None
#--------------------
# Data_Collection
#   Collection_Name: DEU302
#   First_Year: 1793
#   Last_Year: 2016
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  width
#   Notes: None
#--------------------
# Species
#   Species_Name: Quercus petraea (Matt.) Liebl. = Quercus sessiliflora Salisb.
#   Common_Name: durmast oak
#   Tree_Species_Code: QUPE
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## ddp0101m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ddp0101m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ddp0102m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ddp0102m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ddp0103m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ddp0103m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ddp0104m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ddp0104m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ddp0105m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ddp0105m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ddp0106m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ddp0106m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ddp0107m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ddp0107m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ddp0108m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ddp0108m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ddp0109m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ddp0109m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ddp0110m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ddp0110m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ddp0111m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ddp0111m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ddp0112m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ddp0112m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ddp0113m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ddp0113m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ddp0114m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ddp0114m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	ddp0101m_raw	ddp0102m_raw	ddp0103m_raw	ddp0104m_raw	ddp0105m_raw	ddp0106m_raw	ddp0107m_raw	ddp0108m_raw	ddp0109m_raw	ddp0110m_raw	ddp0111m_raw	ddp0112m_raw	ddp0113m_raw	ddp0114m_raw
1793	NA	3.11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1794	NA	2.71	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1795	NA	3.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1796	NA	2.19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1797	NA	2.29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1798	NA	1.92	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1799	NA	3.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1800	NA	2.48	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1801	NA	1.87	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1802	NA	3.08	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1803	NA	2.96	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1804	NA	1.31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1805	NA	2.21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1806	NA	0.81	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1807	NA	0.94	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1808	NA	0.89	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1809	NA	1.34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1810	NA	1.12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1811	NA	1.48	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1812	NA	1.04	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1813	NA	1.42	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1814	NA	0.72	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1815	NA	0.77	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1816	NA	0.76	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1817	NA	1.28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1818	NA	1.36	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1819	NA	1.12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1820	NA	1.08	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1821	NA	1.35	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1822	NA	0.95	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1823	NA	1.72	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1824	NA	1.52	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1825	NA	2.21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1826	NA	1.24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1827	2.12	1.26	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1828	1.83	1.57	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1829	1.57	1.68	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1830	2.19	2.45	NA	NA	NA	NA	NA	NA	NA	2.12	NA	NA	NA	NA
1831	1.99	1.24	NA	NA	NA	0.68	NA	NA	NA	2.22	NA	NA	NA	NA
1832	1.17	1.02	1.14	NA	NA	0.75	NA	NA	NA	1.62	NA	NA	NA	NA
1833	1.06	1	0.82	NA	NA	0.47	1.49	NA	NA	1.47	NA	NA	NA	NA
1834	1.84	1.04	1.9	NA	NA	0.74	1.84	NA	NA	2.91	NA	NA	NA	NA
1835	2.4	0.9	2.86	NA	NA	0.85	1.92	NA	NA	3.51	NA	NA	NA	NA
1836	2.28	0.84	2.47	NA	NA	0.9	2.36	NA	NA	3.13	NA	NA	NA	4.2
1837	1.83	0.87	1.56	NA	NA	1.02	1.68	NA	NA	2.33	NA	NA	NA	1.91
1838	1.02	0.64	1.82	NA	NA	1.11	1.8	NA	NA	1.92	2.62	NA	NA	2.93
1839	0.9	0.5	0.98	NA	NA	0.53	0.84	NA	NA	1.21	1.4	NA	NA	1.44
1840	1.56	0.88	0.48	NA	NA	0.34	1.32	NA	NA	2.02	0.77	NA	NA	1.52
1841	0.75	0.49	0.5	NA	NA	0.3	1.02	NA	NA	0.86	0.51	NA	NA	0.8
1842	1.48	0.69	0.58	NA	NA	0.46	1.5	NA	NA	2.04	0.47	NA	NA	1.63
1843	2.39	0.8	1.56	NA	NA	0.65	2.85	NA	NA	2.48	1.53	NA	NA	3.31
1844	2.21	0.64	1.29	NA	NA	0.32	2.5	NA	NA	2.96	1.98	NA	NA	2.47
1845	2.33	0.82	1.64	NA	NA	1.18	1.91	NA	NA	2.34	1.76	NA	NA	1.41
1846	2.61	0.88	2.47	NA	NA	1.22	2.66	NA	NA	2.56	2.5	NA	NA	2.24
1847	2.48	0.68	1.56	NA	NA	1.18	2.32	NA	NA	2.28	2.72	NA	NA	1.75
1848	2.63	0.68	1.66	NA	NA	1.52	2.17	NA	NA	2.65	2.42	NA	NA	1.4
1849	2.01	0.58	1.08	NA	NA	0.94	1.59	NA	NA	1.52	2.11	NA	NA	0.92
1850	2.35	0.7	1.22	NA	NA	1.14	2.11	NA	NA	1.99	2.3	NA	NA	1.22
1851	2.45	0.68	1	NA	0.71	0.96	2.21	1.61	NA	2.12	1.98	NA	NA	1.46
1852	2.27	0.82	0.62	NA	0.59	0.9	1.99	1.62	NA	1.88	2.16	NA	NA	1.74
1853	1.03	0.44	0.74	NA	0.31	0.7	1.47	1.24	NA	1.2	1.22	NA	NA	1.22
1854	2.06	0.54	0.72	NA	0.23	0.64	1.53	1.73	NA	1.95	1.78	NA	NA	1.52
1855	2.07	0.71	1.55	NA	0.46	0.92	2.06	2.29	NA	2.3	2.44	NA	NA	1.95
1856	1.78	0.78	1.84	NA	0.32	1.08	2.09	2.5	NA	1.9	3.54	NA	NA	1.23
1857	1.16	0.44	1.22	NA	0.56	0.64	1.15	0.78	NA	0.94	2.26	NA	NA	0.6
1858	1.42	0.52	3.26	NA	0.45	0.6	1.1	1.06	NA	0.72	1.59	NA	NA	0.93
1859	1.32	0.54	2.22	NA	0.68	0.66	1.14	1.04	NA	1.13	1.71	NA	NA	0.8
1860	2.07	0.62	2.74	NA	0.93	0.96	1.58	1.5	NA	1.29	2.74	NA	NA	1.23
1861	2.29	0.64	2.61	NA	1.57	0.7	1.58	1.39	NA	1.04	2.62	NA	NA	1.77
1862	2.07	0.72	2.64	NA	1.38	0.72	1.85	1.66	NA	1.34	3.08	NA	1.31	1.38
1863	1.47	0.82	3.56	NA	1.55	0.78	1.64	2.3	NA	1.14	2.76	NA	1.61	1.05
1864	1.31	0.82	1.17	NA	1.1	0.74	1.13	1.99	NA	0.62	2.6	NA	0.57	0.83
1865	0.73	0.46	0.73	NA	0.64	0.38	0.74	0.94	NA	0.44	1.65	NA	0.1	0.6
1866	0.81	0.71	0.89	NA	1.08	1.06	1.03	0.96	NA	0.55	2.32	NA	0.22	0.61
1867	0.97	0.66	1.72	NA	0.97	0.78	1.24	1.17	NA	0.9	2.01	NA	0.12	0.95
1868	0.71	0.46	1.1	NA	0.64	0.58	1	0.98	0.87	0.66	1.48	NA	0.12	0.8
1869	0.89	0.47	1.56	NA	1.42	0.66	1.12	0.88	0.92	0.54	1.93	NA	0.13	3.19
1870	1.22	0.38	1.46	NA	1.74	0.59	0.92	1.23	1.06	0.61	2.37	NA	0.12	1.33
1871	1.15	0.61	1.03	NA	1.82	0.4	0.93	1.01	1.41	0.8	1.91	NA	0.1	1.06
