# Kairaitis - Plateliai - QURO - ITRDB LITH040
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/22303
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-22303.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/lith040-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; lith040-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/lith040.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/lith040.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2017-02-17
#--------------------
# File_Last_Modified_Date
#   Date: 2017-02-17
#--------------------
# Title
#   Study_Name: Kairaitis - Plateliai - QURO - ITRDB LITH040
#--------------------
# Investigators
#   Investigators: Kairaitis, J.; Sohar, K.; Vitas, A.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-02-05.
#--------------------
# Publication
#   Authors: Kristina Sohar, Adomas Vitas, Alar Läänelaid
#   Journal_Name: Dendrochronologia
#   Published_Title: Sapwood estimates of pedunculate oak (Quercus robur L.) in eastern Baltic
#   Published_Date_or_Year: 2012
#   Volume: 30
#   Pages: 49-56
#   Issue: 1
#   Report_Number: 
#   DOI: 10.1016/j.dendro.2011.08.001
#   Full_Citation: None
#   Abstract: Pedunculate oak (Quercus robur L.) is one of the widely used and dendrochronologically investigated species in Europe. Still, it is a problematical dating object if its outermost section is missing partly or totally. Thus, we need sapwood estimation of living trees. As sapwood amount varies geographically, numbers of sapwood rings have been published for different regions in Europe but no such estimation has been done for the Baltic States yet. Therefore, this paper deals with the estimation of pedunculate oak sapwood growing in the eastern Baltic region, i.e. in Finland, Estonia, Latvia, and Lithuania.# # In total, 668 oak core samples of living trees from 43 stands were investigated. Ring widths were measured and the number of sapwood rings was determined according to two criteria: difference of colour and absence of tyloses in earlywood vessels. The samples were divided into two sets, according to the tH-values between site chronologies and the major geobotanical sub-provinces. Thus, the nine Finnish and western Estonian sites were attributed to the western region and the 34 eastern Estonian, Latvian and Lithuanian sites to the eastern region.# # As the result of a statistical analysis, we explain that the number of oak sapwood rings ranges from 4.09 to 20.85 and 6.45 to 18.02 within 95% confidence limits in the western and eastern regions, respectively. For the three Baltic countries and southern Finland in general, we recommend to consider a sapwood estimate of 6.18-18.71 rings. Regarding earlier studies, the general European trend of decreasing sapwood ring number towards the east was confirmed. A geographical pattern of eastward decrease of the median sapwood ring number was noticed in the Baltics as well. The chronology based upon 668 samples of living oak trees from all sites covered the period of 1631-2008.
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Plateliai
#   Location: Lithuania
#   Northernmost_Latitude: 56.08
#   Southernmost_Latitude: 56.08
#   Easternmost_Longitude: 21.835
#   Westernmost_Longitude: 21.835
#   Elevation_m: 160
#--------------------
# Data_Collection
#   Collection_Name: LITH040
#   First_Year: 1851
#   Last_Year: 1972
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Quercus robur L. = Quercus pendunculata Ehrl.
#   Common_Name: English oak
#   Tree_Species_Code: QURO
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## PLATEL01_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PLATEL01; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PLATEL02_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PLATEL02; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PLATEL03_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PLATEL03; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PLATEL05_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PLATEL05; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PLATEL06_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PLATEL06; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PLATEL08_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PLATEL08; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PLATEL09_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PLATEL09; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PLATEL10_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PLATEL10; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PLATEL13_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PLATEL13; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PLATEL14_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PLATEL14; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PLATEL15_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PLATEL15; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PLATEL16_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PLATEL16; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PLATEL17_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PLATEL17; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PLATEL18_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PLATEL18; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PLATEL19_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PLATEL19; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	PLATEL01_raw	PLATEL02_raw	PLATEL03_raw	PLATEL05_raw	PLATEL06_raw	PLATEL08_raw	PLATEL09_raw	PLATEL10_raw	PLATEL13_raw	PLATEL14_raw	PLATEL15_raw	PLATEL16_raw	PLATEL17_raw	PLATEL18_raw	PLATEL19_raw
1851	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.05	NA	NA
1852	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.71	NA	NA
1853	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.92	NA	NA
1854	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.38	NA	NA
1855	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.66	NA	NA
1856	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.89	NA	NA
1857	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.83	NA	NA
1858	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.25	NA	NA
1859	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.74	NA	NA
1860	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.91	NA	NA
1861	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.38	NA	NA
1862	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.32	NA	NA
1863	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.34	NA	NA
1864	NA	NA	NA	NA	NA	NA	1.73	NA	NA	NA	NA	NA	1.5	NA	NA
1865	NA	NA	NA	NA	NA	NA	1.28	NA	NA	NA	NA	NA	0.75	NA	NA
1866	NA	NA	NA	NA	NA	NA	1.3	NA	NA	NA	NA	NA	0.99	NA	NA
1867	NA	NA	NA	NA	NA	1.58	1.38	NA	NA	NA	NA	NA	0.86	NA	NA
1868	NA	NA	NA	NA	NA	0.57	1.3	NA	NA	NA	NA	NA	0.98	NA	NA
1869	NA	NA	NA	NA	NA	0.53	1.24	NA	NA	NA	NA	NA	1.43	NA	NA
1870	NA	NA	NA	NA	NA	0.51	1.29	NA	NA	NA	NA	NA	1.8	NA	NA
1871	NA	NA	NA	NA	NA	0.76	1.46	NA	NA	NA	NA	NA	1.12	NA	NA
1872	NA	NA	NA	NA	NA	0.61	0.87	NA	NA	NA	NA	NA	0.74	NA	NA
1873	NA	NA	NA	NA	NA	1.32	1.94	NA	NA	NA	NA	NA	2.31	NA	NA
1874	NA	NA	NA	NA	NA	0.46	1.92	NA	NA	NA	NA	NA	2.61	NA	3.05
1875	NA	NA	NA	NA	NA	0.4	2.13	NA	NA	NA	NA	NA	2.93	NA	2.96
1876	NA	NA	NA	NA	NA	0.94	2.5	NA	NA	NA	NA	NA	2.95	NA	3.76
1877	NA	NA	NA	NA	NA	1.2	2.77	NA	NA	NA	NA	NA	2.61	NA	3.1
1878	NA	NA	NA	NA	NA	0.75	2.05	NA	NA	NA	NA	NA	1.83	NA	2.02
1879	NA	2.45	NA	NA	NA	0.48	2.02	NA	NA	NA	NA	NA	1.69	NA	1.84
1880	NA	2.77	NA	NA	NA	1.09	1.97	NA	NA	NA	NA	NA	1.76	NA	1.84
1881	NA	2.41	NA	NA	NA	1.04	1.56	NA	NA	NA	NA	NA	1.16	NA	1.24
1882	NA	2.31	NA	NA	NA	1.47	1.76	NA	NA	NA	NA	NA	1.14	NA	1.22
1883	NA	2.58	NA	NA	NA	1.49	1.37	NA	NA	NA	NA	NA	1.23	NA	1.01
1884	NA	1.93	NA	NA	NA	0.79	1.81	NA	NA	NA	NA	NA	1.4	NA	1.46
1885	NA	2.05	NA	NA	NA	1.24	1.66	NA	NA	NA	NA	NA	1.13	NA	1.97
1886	NA	1.96	NA	NA	NA	1.44	1.87	NA	NA	NA	NA	NA	1.32	NA	2.32
1887	2.06	1.79	NA	NA	NA	2.04	1.99	NA	NA	NA	NA	NA	1.56	NA	2.62
1888	2.39	1.87	NA	NA	NA	2.09	1.94	NA	NA	NA	NA	NA	1.64	NA	2.16
1889	1.77	2.17	NA	2.18	NA	1.96	2.15	NA	NA	NA	NA	2.71	2.07	NA	3.1
1890	1.54	1.66	NA	1.65	NA	1.86	1.83	NA	NA	NA	NA	1.83	2.27	NA	3.89
1891	1.73	2.57	NA	1.95	NA	2.63	1.76	NA	NA	NA	NA	2.13	2.62	NA	3.28
1892	1.39	2.43	5.53	1.03	NA	2.66	1.51	NA	NA	NA	NA	2.25	2.23	NA	2.13
1893	1.57	1.87	3.83	1.93	NA	2.32	1.45	NA	NA	NA	NA	2.15	1.58	NA	1.32
1894	2.18	1.75	3.38	1.76	NA	1.91	1.21	NA	NA	NA	NA	1.73	2.13	NA	1.53
1895	2.98	1.66	3.87	2	NA	1.91	1.86	NA	NA	NA	4.61	2.31	1.85	NA	1.35
1896	3.17	2.29	4.15	1.8	3.43	2.22	1.61	NA	NA	NA	3.38	2.2	2.6	NA	2.39
1897	3.27	2	4.84	1.08	4.89	3.81	1.59	NA	3.68	NA	5.17	2.4	2.67	NA	2.39
1898	3.41	1.71	3.24	1.06	4.97	2.5	1.07	NA	2.2	1.42	3.48	1.17	2.21	3.98	1.4
1899	1.63	1.58	2.45	1.27	4.72	1.52	1.1	NA	1.85	1.75	2.08	1.29	1.45	2.3	1.39
1900	4.15	1.72	3.14	1.91	6.12	2.08	1.71	6.02	3.16	2.12	2.53	3.62	1.73	3.66	1.46
1901	2.34	2.38	4.85	1.61	5.68	3.26	1.6	4.18	2.23	2.66	3.92	2.04	2.23	3.4	2.53
1902	1.68	1.76	2.65	1.19	3.13	2.18	1.43	4.25	1.2	2.02	2.27	1.43	1.4	1.86	1.53
1903	2.26	1.82	3.67	1.39	2.61	2.55	1.59	5.34	2.15	2.02	2.88	1.5	1.5	2.37	1.64
1904	2.05	2.6	2.88	0.86	2.17	2.66	1.39	2.71	1.67	1.88	2.6	1.23	1.36	2.02	1.9
1905	1.9	1.96	2.69	0.67	1.4	1.75	1.54	1.72	1.29	1.86	2.87	0.81	1.44	1.64	1.72
1906	1.99	1.91	3.39	0.82	1.67	2.52	1.15	2.16	1.61	1.45	2.95	1.16	1.52	2.35	1.34
1907	1.56	1.4	2.74	0.74	1.77	2.1	1	1.83	1.37	1.33	1.72	1.07	0.93	1.87	1.2
1908	2.5	1.59	3.15	1.04	2.11	2.2	1.19	2.33	1.49	1.3	2.08	1.43	0.98	1.66	1.32
1909	2.67	1.74	2.34	1.08	2.03	2.06	1.13	1.94	2.04	1.5	1.98	1.16	1.19	1.81	1.46
1910	3.89	2.65	3.79	1.55	3.38	3.23	1.49	4.68	3.12	2.9	3.5	1.96	1.87	3.08	1.99
1911	4.24	2.65	3.25	1.95	3.24	2.96	1.67	3.87	3.13	2.99	3.14	2.11	2.03	2.35	2.08
1912	3.16	2.66	2.82	1.66	2.63	3.23	1.58	4.44	3.06	3.31	3.63	2.7	1.72	2.75	1.97
1913	2.57	1.98	2.25	1.45	1.7	2.7	1.02	1.8	2.57	3.83	2.43	1.99	1.3	2.04	1.49
1914	1.98	2.07	1.84	1.25	2.27	1.76	1.1	1.8	2.01	3	1.89	2.01	0.96	2.8	1.33
1915	2.76	1.85	1.46	1.04	1.25	1.66	1.01	1.81	1.69	1.95	1.63	1.73	0.91	2.4	1.23
1916	2.3	1.52	1.17	0.67	0.93	1.34	0.97	1.47	1.64	2.02	1.13	1.63	0.74	1.37	1.12
1917	1.87	2.21	2.1	1.13	1.67	1.58	1.05	1.67	2.3	2.48	1.6	1.97	0.96	2.27	1.55
1918	1.78	1.66	1.34	0.92	1.32	1.6	0.84	1.35	1.8	2.38	1.15	1.87	0.98	2.41	1.54
1919	1.55	1.99	1.75	1.32	2.06	1.62	1.27	1.77	2.21	2.5	1.55	1.93	1.04	2.57	1.8
