# Kairaitis - Babtai - QURO - ITRDB LITH026
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/22280
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-22280.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/lith026-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; lith026-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/lith026.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/lith026.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2017-02-13
#--------------------
# File_Last_Modified_Date
#   Date: 2017-02-13
#--------------------
# Title
#   Study_Name: Kairaitis - Babtai - QURO - ITRDB LITH026
#--------------------
# Investigators
#   Investigators: Kairaitis, J.; Sohar, K.; Vitas, A.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-02-05.
#--------------------
# Publication
#   Authors: Kristina Sohar, Adomas Vitas, Alar Läänelaid
#   Journal_Name: Dendrochronologia
#   Published_Title: Sapwood estimates of pedunculate oak (Quercus robur L.) in eastern Baltic
#   Published_Date_or_Year: 2012
#   Volume: 30
#   Pages: 49-56
#   Issue: 1
#   Report_Number: 
#   DOI: 10.1016/j.dendro.2011.08.001
#   Full_Citation: None
#   Abstract: Pedunculate oak (Quercus robur L.) is one of the widely used and dendrochronologically investigated species in Europe. Still, it is a problematical dating object if its outermost section is missing partly or totally. Thus, we need sapwood estimation of living trees. As sapwood amount varies geographically, numbers of sapwood rings have been published for different regions in Europe but no such estimation has been done for the Baltic States yet. Therefore, this paper deals with the estimation of pedunculate oak sapwood growing in the eastern Baltic region, i.e. in Finland, Estonia, Latvia, and Lithuania.# # In total, 668 oak core samples of living trees from 43 stands were investigated. Ring widths were measured and the number of sapwood rings was determined according to two criteria: difference of colour and absence of tyloses in earlywood vessels. The samples were divided into two sets, according to the tH-values between site chronologies and the major geobotanical sub-provinces. Thus, the nine Finnish and western Estonian sites were attributed to the western region and the 34 eastern Estonian, Latvian and Lithuanian sites to the eastern region.# # As the result of a statistical analysis, we explain that the number of oak sapwood rings ranges from 4.09 to 20.85 and 6.45 to 18.02 within 95% confidence limits in the western and eastern regions, respectively. For the three Baltic countries and southern Finland in general, we recommend to consider a sapwood estimate of 6.18-18.71 rings. Regarding earlier studies, the general European trend of decreasing sapwood ring number towards the east was confirmed. A geographical pattern of eastward decrease of the median sapwood ring number was noticed in the Baltics as well. The chronology based upon 668 samples of living oak trees from all sites covered the period of 1631-2008.
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Babtai
#   Location: Lithuania
#   Northernmost_Latitude: 55.105
#   Southernmost_Latitude: 55.105
#   Easternmost_Longitude: 23.795
#   Westernmost_Longitude: 23.795
#   Elevation_m: 50
#--------------------
# Data_Collection
#   Collection_Name: LITH026
#   First_Year: 1803
#   Last_Year: 1971
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Quercus robur L. = Quercus pendunculata Ehrl.
#   Common_Name: English oak
#   Tree_Species_Code: QURO
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## BABTAI01_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BABTAI01; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BABTAI02_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BABTAI02; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BABTAI03_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BABTAI03; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BABTAI04_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BABTAI04; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BABTAI05_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BABTAI05; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BABTAI06_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BABTAI06; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BABTAI07_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BABTAI07; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BABTAI08_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BABTAI08; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BABTAI09_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BABTAI09; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BABTAI10_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BABTAI10; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BABTAI11_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BABTAI11; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BABTAI12_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BABTAI12; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BABTAI13_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BABTAI13; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BABTAI14_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BABTAI14; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BABTAI15_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BABTAI15; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	BABTAI01_raw	BABTAI02_raw	BABTAI03_raw	BABTAI04_raw	BABTAI05_raw	BABTAI06_raw	BABTAI07_raw	BABTAI08_raw	BABTAI09_raw	BABTAI10_raw	BABTAI11_raw	BABTAI12_raw	BABTAI13_raw	BABTAI14_raw	BABTAI15_raw
1803	NA	NA	NA	NA	NA	0.89	NA	NA	NA	NA	NA	NA	NA	NA	NA
1804	NA	NA	NA	NA	NA	1.08	NA	NA	NA	NA	NA	NA	NA	NA	NA
1805	NA	NA	NA	NA	NA	1.08	NA	NA	NA	NA	NA	NA	NA	NA	NA
1806	NA	NA	NA	NA	NA	1.11	NA	NA	NA	NA	NA	NA	NA	NA	NA
1807	NA	NA	NA	NA	NA	0.84	NA	NA	NA	NA	NA	NA	NA	NA	NA
1808	NA	NA	NA	NA	NA	0.68	NA	NA	NA	NA	NA	NA	NA	NA	NA
1809	NA	NA	NA	NA	NA	1.26	NA	NA	NA	NA	NA	NA	NA	NA	NA
1810	NA	NA	NA	NA	NA	0.55	NA	NA	NA	NA	NA	NA	NA	NA	NA
1811	NA	NA	NA	NA	NA	0.44	NA	NA	NA	NA	NA	NA	NA	NA	NA
1812	NA	NA	NA	NA	NA	0.92	NA	NA	NA	NA	NA	NA	NA	NA	NA
1813	NA	NA	NA	NA	NA	0.61	NA	NA	NA	NA	NA	NA	NA	NA	NA
1814	NA	NA	NA	NA	NA	1.24	NA	NA	NA	NA	NA	NA	NA	NA	NA
1815	NA	NA	NA	NA	NA	1.1	NA	NA	NA	NA	3.72	NA	NA	NA	NA
1816	NA	NA	NA	NA	NA	0.98	NA	NA	NA	NA	2.69	NA	NA	NA	NA
1817	NA	NA	NA	NA	NA	0.81	NA	NA	NA	NA	2.46	NA	NA	NA	NA
1818	NA	NA	NA	NA	NA	1.17	NA	NA	NA	NA	2.35	NA	NA	NA	NA
1819	NA	NA	NA	NA	NA	1.4	NA	NA	NA	NA	2.35	NA	NA	NA	NA
1820	NA	NA	NA	NA	NA	2.7	NA	NA	NA	NA	3.57	NA	NA	NA	NA
1821	NA	NA	NA	NA	NA	1.89	NA	NA	NA	NA	2.84	NA	NA	NA	NA
1822	NA	NA	NA	NA	NA	1.51	NA	NA	NA	NA	2.25	NA	NA	NA	NA
1823	NA	NA	NA	NA	NA	1.87	NA	NA	NA	NA	3.88	NA	NA	NA	NA
1824	NA	NA	NA	NA	NA	2.51	NA	NA	NA	NA	3.88	NA	NA	NA	NA
1825	NA	NA	3.4	NA	NA	2.29	NA	NA	NA	NA	3.58	NA	NA	NA	NA
1826	NA	NA	2.77	NA	NA	2	NA	NA	NA	NA	3.58	NA	NA	NA	NA
1827	NA	NA	2.01	NA	NA	1.85	NA	NA	NA	NA	2.28	NA	NA	NA	NA
1828	NA	NA	4.04	NA	NA	3.52	NA	NA	NA	NA	3.57	NA	NA	NA	NA
1829	NA	NA	3.02	NA	NA	2.34	NA	NA	NA	NA	2.75	NA	NA	NA	NA
1830	NA	NA	3.35	4.65	NA	1.88	NA	NA	NA	NA	3.49	NA	NA	NA	NA
1831	NA	NA	2.95	3.18	NA	1.9	NA	NA	NA	NA	3.53	NA	NA	NA	NA
1832	NA	NA	2.82	3.39	NA	1.82	NA	NA	NA	NA	3.42	NA	NA	NA	NA
1833	NA	NA	2.66	2.28	NA	2.2	NA	NA	NA	NA	3.01	NA	NA	NA	NA
1834	NA	NA	2.14	2.34	NA	1.82	NA	NA	NA	NA	3.14	NA	NA	NA	NA
1835	NA	NA	1.6	1.81	NA	1.24	NA	0.77	NA	NA	2.25	NA	NA	NA	NA
1836	NA	NA	1.91	1.95	NA	1.67	NA	1.08	NA	NA	2.13	NA	NA	NA	NA
1837	NA	NA	2.29	1.65	NA	1.57	NA	1.17	NA	NA	2.68	NA	NA	3.31	NA
1838	NA	NA	2.04	1.22	0.73	1.2	NA	0.89	NA	NA	2.21	NA	NA	2.89	NA
1839	NA	NA	2.92	1.87	1.6	2.22	NA	1.04	NA	NA	3.75	2.88	NA	5.06	NA
1840	NA	NA	2.92	2.5	2.02	2.18	NA	1.04	NA	NA	2.3	2.4	NA	3.69	NA
1841	NA	NA	1.86	1.59	1.53	1.67	NA	0.9	NA	NA	1.98	2.15	NA	3.68	NA
1842	NA	NA	2.63	2.12	2.05	1.84	NA	1.36	3.2	NA	2.63	3.16	NA	3.68	NA
1843	NA	NA	2.32	1.81	1.45	1.64	NA	1.14	2.23	NA	1.7	2.23	1.88	3.41	NA
1844	NA	NA	2.26	2.62	2.26	1.64	NA	1.42	2.79	5.11	2.1	2.33	2.22	3.61	NA
1845	NA	NA	1.56	1.65	1.51	1.26	NA	1.02	1.81	3.46	1.87	1.55	1.66	3.26	NA
1846	3.62	NA	1.97	1.72	1.67	1.58	NA	1.65	0.93	3.9	2.49	1.63	1.72	3.27	NA
1847	3.44	NA	1.18	2.02	1.48	1.79	NA	1.52	0.73	3.02	1.59	0.7	1.42	1.76	NA
1848	2.88	NA	1.86	1.54	1.69	1.41	NA	1.07	2.1	2.75	1.63	0.98	1.4	2.48	NA
1849	3.02	NA	1.79	2.08	2.02	1.47	NA	1.47	3.42	5.12	2.54	2.28	2.15	2.74	2.36
1850	2.66	NA	2.57	2.38	2.54	0.99	NA	0.93	3	4.28	1.82	1.55	1.97	2.91	2.41
1851	3.46	1.39	3.44	2.86	2.01	1.4	NA	1.11	2.81	4.02	2.2	2.95	1.84	3.03	2.55
1852	3.42	1.32	3.82	2.42	2.44	1.83	NA	1.34	2.78	3.65	2.46	2.53	2.18	3.28	2.31
1853	3.86	1.64	3.59	2.37	1.7	1.97	NA	1.49	2.75	2.62	2.63	2.94	2.09	2.46	1.76
1854	3.74	1.42	3.5	2.37	1.56	1.63	NA	1.44	2.12	2.91	1.94	3.28	2.19	2.65	1.97
1855	3.42	1.54	2.42	1.98	1.7	1.66	NA	1.4	1.68	3.15	2.31	2.94	2.05	2.75	1.65
1856	2.83	1.21	1.4	1.95	1.6	1.39	NA	1.93	1.56	2.11	1.06	1.76	1.78	2.08	1.69
1857	2.45	1.55	1	1.94	0.84	1.28	NA	2.04	0.92	1.94	1.65	1.55	1.07	1.86	1.36
1858	0.89	1.28	0.79	0.95	0.64	0.83	NA	1.02	0.54	0.75	0.98	0.88	0.45	1.45	0.75
1859	0.7	1.4	0.72	0.9	0.63	0.89	NA	1.25	0.81	1.23	1.31	0.63	0.4	1.63	0.78
1860	0.8	1.58	0.92	1.09	0.9	0.8	NA	1.38	0.89	0.88	1.38	0.38	0.48	1.91	0.84
1861	1.12	1.58	1.16	1.34	1.22	1.07	NA	1.87	1.16	1.52	1.69	0.71	0.8	2.04	1.49
1862	1	1.4	1.19	0.82	1.02	1.21	NA	1.49	1.1	1.02	1.47	0.52	0.87	1.68	1.05
1863	2.8	1.35	1.52	1.4	1.6	1.35	NA	1.79	1.44	1.59	1.56	0.79	1.3	2.82	1.06
1864	2.19	1.67	1.56	1.65	1.72	1.33	NA	1.68	2.08	2.15	1.56	0.89	1.78	2.41	0.9
1865	1.31	1.49	1.15	1.54	1.61	1.18	NA	1.3	1.73	2.15	1.19	1.07	1.43	2.31	1.04
1866	1.44	1.37	1.53	1.59	1.69	1.34	NA	1.27	1.77	2.04	1.46	1.02	1.1	2.01	0.71
1867	1.77	1.68	2.04	2.01	1.82	1.49	NA	1.77	1.85	2.61	1.63	1.23	1.37	2.36	0.72
1868	1.4	1.25	1.71	1.38	1.41	1.31	NA	1.54	1.74	3.27	1.33	1.03	0.99	2.8	1.97
1869	1.9	1.56	2.17	1.58	1.56	1.64	NA	2.28	1.93	3.14	1.57	1	1.56	2.44	2.49
1870	1.46	1.52	2.4	1.69	1.72	1.52	NA	2.18	1.64	2.56	1.66	0.93	1.42	2.46	3.03
1871	0.82	1.33	1.75	1.3	1.67	1.17	NA	2.24	1.14	1.94	1.56	0.81	1.41	1.49	1.56
