# Schweingruber - Col D'Allos - PCAB - ITRDB FRAN016
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/4388
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-4388.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/fran016l-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; fran016l-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/fran016l.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/fran016l.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 1996-05-31
#--------------------
# File_Last_Modified_Date
#   Date: 1996-05-31
#--------------------
# Title
#   Study_Name: Schweingruber - Col D'Allos - PCAB - ITRDB FRAN016
#--------------------
# Investigators
#   Investigators: Schweingruber, F.H.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2019-01-08. NOAA Template Raw Measurements file added 2019-02-05.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Col D'Allos
#   Location: France
#   Northernmost_Latitude: 44.27
#   Southernmost_Latitude: 44.27
#   Easternmost_Longitude: 6.57
#   Westernmost_Longitude: 6.57
#   Elevation_m: 1900
#--------------------
# Data_Collection
#   Collection_Name: FRAN016
#   First_Year: 1792
#   Last_Year: 1975
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  latewood width
#   Notes: None
#--------------------
# Species
#   Species_Name: Picea abies (L.) H. Karst.
#   Common_Name: Norway spruce
#   Tree_Species_Code: PCAB
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## 257030_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 257030; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 257070_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 257070; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 257090_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 257090; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 257120_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 257120; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 257150_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 257150; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 257160_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 257160; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 257220_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 257220; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 257230_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 257230; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 257260_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 257260; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	257030_raw	257070_raw	257090_raw	257120_raw	257150_raw	257160_raw	257220_raw	257230_raw	257260_raw
1792	NA	NA	NA	NA	0.22	NA	NA	NA	NA
1793	NA	NA	NA	NA	0.19	NA	NA	NA	NA
1794	NA	NA	NA	NA	0.14	NA	NA	NA	NA
1795	NA	NA	NA	NA	0.2	NA	NA	NA	NA
1796	NA	NA	NA	NA	0.17	NA	NA	NA	NA
1797	NA	NA	NA	NA	0.25	NA	NA	NA	NA
1798	NA	NA	NA	NA	0.26	NA	NA	NA	NA
1799	NA	NA	NA	NA	0.24	NA	NA	NA	NA
1800	NA	NA	NA	NA	0.33	NA	NA	NA	NA
1801	NA	NA	NA	NA	0.31	NA	NA	NA	NA
1802	NA	NA	NA	NA	0.24	NA	NA	NA	NA
1803	NA	NA	NA	NA	0.21	0.37	NA	NA	NA
1804	NA	NA	NA	NA	0.31	0.38	NA	NA	NA
1805	NA	NA	NA	NA	0.34	0.13	NA	NA	NA
1806	NA	NA	NA	NA	0.31	0.15	NA	NA	NA
1807	NA	NA	NA	NA	0.21	0.15	NA	NA	NA
1808	NA	NA	NA	NA	0.46	0.31	NA	NA	NA
1809	NA	NA	NA	NA	0.41	0.21	NA	NA	NA
1810	NA	NA	NA	NA	0.33	0.33	NA	NA	NA
1811	NA	NA	NA	NA	0.39	0.31	NA	NA	NA
1812	NA	NA	NA	NA	0.4	0.31	NA	NA	NA
1813	NA	NA	NA	NA	0.36	0.5	NA	NA	NA
1814	NA	NA	NA	NA	0.41	0.2	NA	NA	NA
1815	NA	NA	NA	NA	0.3	0.18	NA	NA	NA
1816	NA	NA	NA	NA	0.38	0.14	NA	NA	NA
1817	NA	NA	NA	NA	0.32	0.15	NA	NA	NA
1818	NA	NA	NA	NA	0.33	0.18	NA	NA	NA
1819	NA	NA	NA	NA	0.27	0.19	NA	NA	NA
1820	NA	NA	NA	NA	0.31	0.21	NA	NA	NA
1821	NA	NA	NA	NA	0.38	0.25	NA	NA	NA
1822	NA	NA	NA	NA	0.35	0.27	NA	NA	NA
1823	NA	0.16	NA	NA	0.32	0.14	NA	NA	NA
1824	NA	0.16	NA	NA	0.27	0.21	NA	NA	NA
1825	NA	0.21	NA	NA	0.38	0.28	NA	NA	NA
1826	NA	0.26	NA	NA	0.25	0.24	NA	0.4	NA
1827	NA	0.25	NA	NA	0.27	0.31	NA	0.36	NA
1828	NA	0.2	NA	NA	0.24	0.34	NA	0.35	NA
1829	NA	0.35	NA	NA	0.3	0.35	NA	0.38	NA
1830	NA	0.27	NA	NA	0.38	0.42	NA	0.43	NA
1831	NA	0.28	NA	NA	0.31	0.19	NA	0.34	NA
1832	NA	0.22	NA	NA	0.21	0.19	NA	0.32	NA
1833	NA	0.17	NA	NA	0.26	0.18	NA	0.25	NA
1834	NA	0.19	NA	NA	0.26	0.19	NA	0.29	NA
1835	NA	0.21	0.24	NA	0.19	0.18	NA	0.27	NA
1836	NA	0.15	0.24	NA	0.19	0.16	NA	0.27	NA
1837	NA	0.17	0.26	NA	0.2	0.11	NA	0.28	NA
1838	NA	0.16	0.21	NA	0.22	0.19	NA	0.25	NA
1839	NA	0.21	0.28	NA	0.26	0.22	NA	0.3	NA
1840	NA	0.14	0.2	NA	0.24	0.21	NA	0.31	NA
1841	NA	0.17	0.23	NA	0.29	0.21	NA	0.37	NA
1842	NA	0.25	0.31	NA	0.27	0.22	NA	0.39	NA
1843	NA	0.23	0.19	NA	0.2	0.16	NA	0.24	NA
1844	NA	0.26	0.2	NA	0.25	0.23	NA	0.38	NA
1845	NA	0.23	0.21	NA	0.21	0.19	NA	0.24	NA
1846	NA	0.2	0.23	NA	0.23	0.23	NA	0.35	NA
1847	0.45	0.19	0.25	NA	0.25	0.22	0.39	0.35	NA
1848	0.49	0.27	0.24	NA	0.27	0.25	0.46	0.37	NA
1849	0.97	0.13	0.2	NA	0.24	0.18	0.22	0.31	NA
1850	1.52	0.16	0.26	NA	0.25	0.21	0.4	0.31	0.33
1851	0.4	0.2	0.31	NA	0.33	0.26	0.6	0.28	0.4
1852	0.64	0.25	0.26	NA	0.28	0.17	0.5	0.24	0.31
1853	0.4	0.24	0.26	NA	0.26	0.19	0.37	0.25	0.38
1854	0.48	0.32	0.33	NA	0.25	0.2	0.48	0.34	0.45
1855	0.47	0.21	0.23	NA	0.23	0.16	0.44	0.3	0.39
1856	0.37	0.2	0.23	NA	0.22	0.19	0.31	0.41	0.39
1857	0.44	0.18	0.17	NA	0.32	0.19	0.41	0.43	0.41
1858	0.46	0.13	0.26	NA	0.27	0.22	0.56	0.29	0.34
1859	0.27	0.15	0.19	NA	0.29	0.16	0.37	0.32	0.38
1860	0.15	0.11	0.14	NA	0.14	0.15	0.36	0.28	0.18
1861	0.23	0.17	0.22	NA	0.2	0.15	0.43	0.3	0.3
1862	0.32	0.14	0.16	NA	0.21	0.17	0.31	0.26	0.27
1863	0.39	0.15	0.21	NA	0.19	0.21	0.35	0.31	0.29
1864	0.38	0.15	0.18	NA	0.23	0.17	0.22	0.32	0.27
