# Hartl - Schliersee, Hausberg-Alm oben - FASY - ITRDB DEU410
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/37609
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-37609.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords:
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/deu410-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/deu410.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/deu410.txt
#   Supplemental_Description: Text File; Correlation Stats
#--------------------
# Contribution_Date
#   Date: 2023-02-17
#--------------------
# File_Last_Modified_Date
#   Date: 2023-02-17
#--------------------
# Title
#   Study_Name: Hartl - Schliersee, Hausberg-Alm oben - FASY - ITRDB DEU410
#--------------------
# Investigators
#   Investigators: Hartl, Claudia; Rothe, Andreas
#--------------------
# Description_Notes_and_Keywords
#   Description: nan
#--------------------
# Publication
#   Authors: Zang, Christian; Claudia Hartl-Meier; Christoph Dittmar; Andreas Rothe; Annette Menzel
#   Published_Date_or_Year: 2014
#   Published_Title: Patterns of drought tolerance in major European temperate forest trees: climatic drivers and levels of variability
#   Journal_Name: Glob Change Biol
#   Volume: 
#   Edition:
#   Issue:
#   Pages: 
#   DOI: 10.1111/gcb.12637
#   Full_Citation:
#   Abstract:
#   Authors:
#   Published_Date_or_Year:
#   Published_Title:
#   Journal_Name:
#   Volume:
#   Edition:
#   Issue:
#   Pages:
#   DOI:
#   Full_Citation: Hartl-Meier C, Rothe A (2014) Zuwachsreaktionen des Bergwaldes auf Klimaänderungen. LWF aktuell 99, 42–44. 
#   Abstract:
#--------------------
# Funding_Agency
#   Funding_Agency_Name: Bavarian State Ministry for Food, Agriculture and Forestry
#   Grant:
#--------------------
# Funding_Agency
#   Funding_Agency_Name:  EU program INTERREG 
#   Grant:   J00183
#--------------------
# Site_Information
#   Site_Name: Schliersee, Hausberg-Alm oben
#   Location: Germany
#   Northernmost_Latitude: 47.631
#   Southernmost_Latitude: 47.631
#   Easternmost_Longitude: 11.991
#   Westernmost_Longitude: 11.991
#   Elevation_m: 1110
#--------------------
# Data_Collection
#   Collection_Name: DEU410
#   First_Year: 1814
#   Last_Year: 2009
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords: width
#   Notes:
#--------------------
# Species
#   Species_Name: Fagus sylvatica L.
#   Common_Name: European beech
#   Tree_Species_Code: FASY
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## SSHO501C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SSHO501C_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SSHO501O_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SSHO501O_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SSHO503C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SSHO503C_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SSHO503O_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SSHO503O_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SSHO507C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SSHO507C_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SSHO507O_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SSHO507O_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SSHO508C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SSHO508C_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SSHO508O_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SSHO508O_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SSHO509C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SSHO509C_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SSHO509O_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SSHO509O_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SSHO510C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SSHO510C_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SSHO510O_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SSHO510O_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SSHO511C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SSHO511C_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SSHO511O_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SSHO511O_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SSHO512C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SSHO512C_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SSHO512O_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SSHO512O_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SSHO514C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SSHO514C_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SSHO514O_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SSHO514O_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SSHO515C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SSHO515C_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SSHO515O_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SSHO515O_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	SSHO501C_raw	SSHO501O_raw	SSHO503C_raw	SSHO503O_raw	SSHO507C_raw	SSHO507O_raw	SSHO508C_raw	SSHO508O_raw	SSHO509C_raw	SSHO509O_raw	SSHO510C_raw	SSHO510O_raw	SSHO511C_raw	SSHO511O_raw	SSHO512C_raw	SSHO512O_raw	SSHO514C_raw	SSHO514O_raw	SSHO515C_raw	SSHO515O_raw
1814	NA	NA	NA	NA	NA	2.01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1815	NA	NA	NA	NA	NA	1.19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1816	NA	NA	NA	NA	NA	0.96	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1817	NA	NA	NA	NA	NA	1.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1818	NA	NA	NA	NA	NA	1.27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1819	NA	NA	NA	NA	NA	1.17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1820	NA	NA	NA	NA	NA	0.86	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1821	NA	NA	NA	NA	NA	0.74	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1822	NA	NA	NA	NA	NA	0.54	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1823	NA	NA	NA	NA	NA	0.72	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1824	NA	NA	NA	NA	NA	0.74	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1825	NA	NA	NA	NA	NA	0.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1826	NA	NA	NA	2.14	NA	0.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1827	NA	NA	NA	1.64	0.82	0.76	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1828	NA	NA	NA	1	0.75	0.52	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1829	NA	NA	NA	1.2	0.82	0.64	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1830	NA	NA	NA	1.21	0.67	0.45	NA	NA	NA	NA	1.46	NA	NA	NA	NA	NA	NA	NA	NA	NA
1831	NA	NA	NA	1.48	0.86	0.42	NA	NA	NA	NA	1.48	NA	NA	NA	NA	NA	NA	NA	NA	NA
1832	NA	NA	NA	1.17	0.62	0.35	NA	NA	NA	NA	1.61	NA	NA	NA	NA	NA	NA	NA	NA	NA
1833	NA	NA	NA	0.98	0.51	0.26	NA	NA	NA	NA	0.92	NA	NA	NA	NA	NA	NA	NA	NA	NA
1834	NA	NA	NA	1	0.44	0.11	NA	NA	NA	NA	1.04	NA	NA	NA	NA	NA	NA	NA	NA	NA
1835	NA	NA	NA	1.17	0.48	0.33	NA	NA	NA	NA	0.9	NA	NA	NA	NA	NA	NA	NA	NA	NA
1836	NA	NA	NA	0.92	0.41	0.24	NA	NA	NA	NA	0.68	NA	NA	NA	NA	NA	NA	NA	NA	NA
1837	NA	NA	NA	1.36	0.44	0.28	NA	NA	NA	NA	1.03	NA	NA	NA	NA	NA	NA	NA	NA	NA
1838	NA	0.96	NA	1.03	0.41	0.24	NA	NA	NA	NA	0.94	NA	NA	NA	NA	NA	NA	NA	NA	NA
1839	NA	0.98	NA	1.15	0.3	0.19	NA	NA	NA	NA	0.93	0.88	NA	NA	NA	NA	NA	NA	NA	NA
1840	NA	0.86	NA	1.14	0.39	0.34	NA	NA	NA	NA	0.94	0.76	NA	NA	NA	NA	NA	NA	NA	NA
1841	NA	0.71	NA	0.91	0.21	0.16	NA	NA	NA	NA	1.19	0.97	NA	NA	NA	NA	NA	NA	NA	NA
1842	NA	1.27	NA	1.42	0.34	0.37	NA	NA	NA	NA	1.02	0.75	NA	NA	NA	NA	NA	NA	NA	NA
1843	NA	0.81	1.55	1.28	0.32	0.34	NA	NA	NA	0.62	0.72	0.65	NA	NA	NA	NA	NA	NA	NA	NA
1844	NA	0.72	1.32	1.24	0.22	0.15	NA	NA	NA	0.12	0.71	0.71	NA	NA	NA	NA	NA	NA	NA	NA
1845	NA	0.7	1.37	1.45	0.27	0.26	NA	NA	NA	0.34	1.03	0.84	NA	NA	NA	NA	NA	NA	NA	NA
1846	NA	0.75	1.51	1.52	0.37	0.32	NA	NA	NA	0.44	1.06	0.89	NA	NA	NA	NA	NA	NA	NA	NA
1847	NA	0.66	1.58	1.63	0.44	0.33	NA	NA	NA	0.36	0.84	0.67	NA	NA	0.86	NA	NA	NA	NA	NA
1848	NA	0.58	1.18	1.21	0.38	0.22	NA	1.11	0.36	0.34	0.64	0.74	NA	NA	0.65	NA	NA	NA	NA	NA
1849	NA	0.76	1.17	1.12	0.43	0.37	NA	0.97	0.38	0.47	0.52	0.54	NA	NA	0.58	NA	NA	NA	NA	NA
1850	NA	0.75	1.28	1.32	0.55	0.27	NA	1.07	0.47	0.53	0.6	0.65	NA	NA	0.69	NA	0.89	NA	NA	NA
1851	NA	0.71	1.64	1.45	0.49	0.26	NA	0.75	0.61	0.51	0.5	0.55	NA	NA	0.65	NA	0.79	NA	NA	NA
1852	NA	0.5	1.62	1.21	0.33	0.16	NA	0.88	0.76	0.77	0.74	0.68	NA	NA	0.61	NA	0.88	NA	NA	NA
1853	NA	0.38	1.6	1.23	0.56	0.31	NA	0.91	0.58	0.72	0.67	0.54	0.72	NA	0.63	NA	1	NA	NA	NA
1854	NA	0.3	1.46	1.15	0.54	0.37	NA	0.93	0.46	0.58	0.5	0.47	0.49	0.53	0.57	NA	0.87	NA	NA	0.92
1855	NA	0.44	1.16	0.86	0.44	0.31	NA	0.72	0.61	0.62	0.53	0.44	0.42	0.44	0.59	NA	0.82	NA	NA	0.73
1856	NA	0.46	1.21	1	0.33	0.27	NA	0.58	0.4	0.43	0.48	0.38	0.38	0.36	0.51	NA	0.68	NA	NA	0.62
1857	NA	0.62	0.99	0.81	0.35	0.27	NA	1.02	0.68	0.65	0.47	0.4	0.35	0.44	0.71	NA	0.67	NA	NA	0.68
1858	NA	0.65	1.02	0.77	0.4	0.25	NA	0.83	0.39	0.49	0.49	0.34	0.41	0.45	0.69	NA	0.52	NA	NA	0.66
1859	NA	0.96	0.84	0.79	0.43	0.41	NA	0.83	0.79	0.84	0.61	0.43	0.44	0.44	0.87	NA	0.69	NA	NA	0.83
1860	NA	0.81	0.75	0.59	0.44	0.44	NA	1	0.64	0.7	0.64	0.43	0.54	0.58	0.82	NA	0.48	NA	NA	0.62
1861	NA	1.17	0.82	0.78	0.41	0.58	NA	0.9	1.12	1.03	0.78	0.46	0.9	0.61	1.03	NA	0.6	NA	NA	0.9
1862	NA	1.06	0.58	0.51	0.33	0.57	NA	0.8	0.85	0.83	0.62	0.41	0.91	0.6	1	NA	0.3	0.31	NA	0.76
1863	NA	1.04	0.86	0.8	0.53	0.69	NA	0.9	0.74	0.82	0.67	0.56	0.92	0.63	1.15	NA	0.56	0.74	NA	0.96
1864	NA	0.79	0.99	0.58	0.55	0.61	NA	0.72	0.72	0.82	0.58	0.47	1.12	0.8	1.13	NA	0.75	0.95	NA	0.79
1865	NA	0.51	0.66	0.35	0.28	0.19	NA	0.47	0.33	0.42	0.42	0.32	0.6	0.42	0.75	NA	0.32	0.7	NA	0.45
1866	NA	0.65	1.31	0.6	0.54	0.26	NA	0.66	0.68	0.85	0.58	0.49	0.93	0.86	1.07	NA	0.68	0.82	NA	0.76
1867	NA	0.66	1.35	0.57	0.51	0.17	NA	0.59	0.71	0.95	0.38	0.34	0.83	0.68	1.12	NA	0.61	0.76	NA	0.45
1868	0.71	0.58	1.28	0.54	0.51	0.18	NA	0.42	0.5	0.84	0.36	0.3	0.99	0.72	1.34	NA	0.67	0.72	NA	0.57
1869	0.76	0.76	1.36	0.96	0.44	0.33	NA	0.72	0.62	0.96	0.37	0.41	1.39	0.87	1.4	NA	0.67	0.72	NA	0.72
1870	0.86	0.73	1.24	0.96	0.25	0.3	NA	0.58	0.56	0.69	0.22	0.48	1.05	0.73	1.13	NA	0.41	0.59	NA	0.58
1871	0.68	0.51	1.23	1.04	0.34	0.33	NA	0.56	0.5	0.62	0.34	0.47	0.83	0.66	0.87	NA	0.56	0.59	NA	0.53
1872	0.64	0.32	1.29	0.78	0.1	0.1	NA	0.4	0.31	0.3	0.3	0.46	0.79	0.62	0.54	NA	0.68	0.7	NA	0.24
1873	0.26	0.19	1.09	0.79	0.08	0.09	NA	0.33	0.12	0.13	0.24	0.4	0.4	0.38	0.3	NA	0.61	0.62	NA	0.18
1874	0.51	0.31	1.14	0.87	0.3	0.26	NA	0.41	0.26	0.28	0.35	0.43	0.84	0.77	0.66	NA	0.75	0.81	NA	0.44
1875	0.68	0.49	1.14	1.04	0.3	0.27	NA	0.47	0.51	0.74	0.35	0.49	1.11	0.92	0.92	NA	0.7	0.68	NA	0.4
1876	0.71	0.47	1.71	1.28	0.44	0.32	NA	0.45	0.78	0.84	0.45	0.64	1.24	0.95	1.02	NA	0.98	0.98	NA	0.47
1877	0.75	0.42	1.38	0.92	0.28	0.28	NA	0.36	0.75	0.62	0.45	0.54	0.76	0.76	0.8	NA	0.78	0.79	NA	0.31
1878	0.65	0.35	1.58	1.03	0.34	0.4	NA	0.51	0.82	0.66	0.4	0.44	0.82	0.7	0.99	NA	0.5	0.46	NA	0.46
1879	0.49	0.39	1.74	1.06	0.23	0.44	NA	0.44	0.71	0.59	0.41	0.47	0.9	0.75	1.12	NA	0.36	0.34	NA	0.45
1880	0.64	0.41	1.7	1.19	0.41	0.44	NA	0.4	0.99	0.59	0.48	0.53	0.72	0.73	1.03	NA	0.52	0.54	NA	0.6
1881	0.77	0.44	1.8	1.46	0.43	0.41	NA	0.49	1.24	0.69	0.58	0.55	0.88	0.8	1.14	NA	0.62	0.56	NA	0.67
1882	0.42	0.21	1.47	1.14	0.32	0.3	NA	0.33	0.74	0.39	0.45	0.42	0.71	0.74	0.93	NA	0.44	0.36	NA	0.67
1883	0.4	0.28	1.31	0.9	0.33	0.29	NA	0.39	0.49	0.27	0.43	0.42	0.83	0.72	0.89	NA	0.42	0.42	NA	0.74
1884	0.45	0.3	1.52	1.27	0.46	0.27	NA	0.45	0.82	0.43	0.58	0.45	1.07	0.93	1.04	NA	0.49	0.43	NA	0.69
1885	0.4	0.27	1.41	1.26	0.41	0.16	NA	0.22	1.1	0.49	0.53	0.4	0.58	0.66	0.92	NA	0.3	0.27	NA	0.38
1886	0.33	0.24	1.1	1.18	0.4	0.24	NA	0.24	1.22	0.46	0.55	0.48	0.98	0.99	0.83	NA	0.45	0.36	NA	0.54
1887	0.5	0.35	1.18	1.29	0.52	0.3	NA	0.45	1.17	0.48	0.6	0.48	0.9	0.78	0.89	NA	0.47	0.36	NA	0.69
1888	0.44	0.31	0.96	0.89	0.34	0.2	NA	0.33	0.81	0.43	0.53	0.4	0.78	0.68	0.79	NA	0.29	0.24	NA	0.5
1889	0.56	0.4	1.14	1.14	0.37	0.3	NA	0.31	1.12	0.61	0.54	0.47	0.96	0.66	0.95	NA	0.47	0.31	NA	0.71
1890	0.39	0.31	1.18	0.98	0.3	0.28	NA	0.33	1.03	0.55	0.45	0.42	1.05	0.76	0.89	NA	0.38	0.26	NA	0.65
1891	0.19	0.1	1.08	0.67	0.07	0.05	NA	0.12	0.57	0.41	0.22	0.18	0.57	0.45	0.72	NA	0.12	0.08	NA	0.2
1892	0.24	0.2	1.58	1.06	0.26	0.17	NA	0.14	0.93	0.56	0.5	0.45	0.93	0.77	0.95	NA	0.36	0.23	NA	0.51
1893	0.34	0.28	1.62	1.12	0.21	0.32	NA	0.28	0.93	0.54	0.51	0.47	0.9	0.68	0.94	NA	0.39	0.29	NA	0.51
1894	0.42	0.32	1.84	1.28	0.23	0.28	NA	0.32	0.73	0.67	0.58	0.53	0.9	0.91	1.19	NA	0.46	0.32	NA	0.72
1895	0.41	0.39	1.76	1.66	0.26	0.28	NA	0.27	0.7	0.54	0.6	0.48	0.82	0.81	1.13	NA	0.44	0.34	NA	0.65
1896	0.44	0.54	1.8	1.9	0.26	0.36	NA	0.3	0.61	0.54	0.6	0.56	0.87	0.83	0.94	NA	0.51	0.33	NA	0.68
1897	0.46	0.64	2.05	2.01	0.37	0.38	NA	0.37	0.74	0.63	0.65	0.61	0.82	0.82	0.96	NA	0.54	0.35	NA	0.74
1898	0.44	0.59	2.25	1.92	0.37	0.37	NA	0.42	0.78	0.68	0.73	0.65	0.82	0.86	1.11	NA	0.59	0.32	NA	0.79
1899	0.5	0.69	2.52	1.8	0.46	0.55	NA	0.51	0.89	0.76	0.85	0.61	0.92	0.91	1.07	NA	0.72	0.44	NA	0.87
1900	0.48	0.62	1.94	1.39	0.45	0.5	NA	0.38	1.03	0.61	0.7	0.63	0.82	0.77	0.97	NA	0.65	0.33	NA	0.78
1901	0.71	0.69	1.72	1.68	0.48	0.61	NA	0.52	1.14	0.68	0.89	0.63	0.92	1.08	1.12	NA	0.56	0.37	NA	1
1902	0.82	0.75	1.63	1.28	0.5	0.61	NA	0.56	0.97	0.7	0.69	0.52	0.96	0.96	0.96	NA	0.5	0.36	NA	0.86
1903	0.86	0.71	1.38	1.38	0.44	0.52	NA	0.62	0.86	0.71	0.69	0.54	1.01	0.89	0.98	NA	0.41	0.32	NA	0.79
1904	1.03	0.54	1.21	1.49	0.46	0.5	NA	0.59	0.94	0.86	0.75	0.58	0.95	0.93	0.86	0.86	0.49	0.42	NA	0.7
1905	1.24	0.52	1.21	1.65	0.5	0.62	NA	0.47	1.18	0.99	0.64	0.54	0.77	1.02	0.92	0.75	0.44	0.31	NA	0.61
1906	1.35	0.4	1.43	1.74	0.41	0.47	NA	0.36	1.35	1.17	0.61	0.58	0.52	0.89	0.72	0.71	0.62	0.77	0.65	0.53
1907	0.98	0.53	0.83	0.96	0.35	0.5	NA	0.44	0.92	0.74	0.41	0.45	0.58	0.81	0.81	0.65	0.48	0.56	0.63	0.45
1908	1.29	0.86	1.21	1.73	0.63	0.84	NA	0.63	1.1	0.93	0.48	0.48	0.63	0.98	0.8	0.86	0.56	0.58	0.98	0.65
1909	1.38	0.97	1.28	1.4	0.73	1.06	NA	0.71	1.31	1.12	0.62	0.64	0.94	1.13	0.86	0.92	0.66	0.55	1.04	0.77
1910	1.11	0.92	1.28	1.29	0.9	1	NA	0.71	1.02	0.93	0.66	0.65	0.83	1.08	0.85	0.82	0.68	0.45	0.99	0.61
1911	0.71	0.59	1.31	1.12	0.78	0.7	NA	0.61	1.02	0.93	0.48	0.62	0.73	0.85	0.82	0.73	0.87	0.5	1.18	0.66
1912	0.74	0.8	1.11	0.91	0.79	0.69	1.22	0.76	1.11	0.96	0.7	0.91	0.83	1	0.98	0.86	0.7	0.52	1.18	0.86
1913	0.75	0.54	0.93	0.56	0.72	0.54	0.68	0.37	0.83	0.74	0.44	0.61	0.58	0.72	0.67	0.73	0.3	0.19	0.81	0.54
1914	1.28	1	1.51	0.84	0.78	0.73	1.1	0.7	1.28	1.26	0.83	1.29	0.96	1.07	0.92	1.1	0.72	0.39	1.28	1.03
1915	1.34	0.86	1.45	0.79	0.61	0.76	0.76	0.4	0.95	1.14	0.73	0.91	0.74	0.86	0.7	0.79	0.55	0.27	1.15	0.9
1916	1.39	0.81	1.49	0.84	0.63	0.85	0.97	0.51	0.99	1.16	0.9	1.11	0.73	0.91	0.77	0.8	0.59	0.33	1.24	0.9
1917	1.24	0.81	1.84	1.04	0.7	1.1	0.76	0.32	0.94	1.03	0.65	0.95	0.87	0.9	0.68	0.73	0.48	0.31	0.9	0.9
