# Schweingruber - Riederalp Vs Aletschwald - LADE - ITRDB SWIT140
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/4608
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-4608.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/swit140w-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; swit140w-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/swit140w.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/swit140w.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-05-28
#--------------------
# File_Last_Modified_Date
#   Date: 2002-05-28
#--------------------
# Title
#   Study_Name: Schweingruber - Riederalp Vs Aletschwald - LADE - ITRDB SWIT140
#--------------------
# Investigators
#   Investigators: Schweingruber, F.H.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2019-01-09. NOAA Template Raw Measurements file added 2019-02-05.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Riederalp Vs Aletschwald
#   Location: Switzerland
#   Northernmost_Latitude: 46.4
#   Southernmost_Latitude: 46.4
#   Easternmost_Longitude: 8.02
#   Westernmost_Longitude: 8.02
#   Elevation_m: 2000
#--------------------
# Data_Collection
#   Collection_Name: SWIT140
#   First_Year: 1792
#   Last_Year: 1974
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Larix decidua Mill.
#   Common_Name: European larch
#   Tree_Species_Code: LADE
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## 226015_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 226015; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 226016_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 226016; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 226017_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 226017; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 226020_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 226020; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 226039_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 226039; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 226041_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 226041; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 226043_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 226043; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 226045_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 226045; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	226015_raw	226016_raw	226017_raw	226020_raw	226039_raw	226041_raw	226043_raw	226045_raw
1792	NA	NA	1.08	NA	NA	NA	NA	NA
1793	NA	NA	0.7	NA	NA	NA	NA	NA
1794	NA	NA	0.85	NA	NA	NA	NA	NA
1795	NA	NA	1.15	NA	NA	NA	NA	NA
1796	NA	NA	1.02	NA	NA	NA	NA	NA
1797	NA	NA	1.27	NA	NA	NA	NA	NA
1798	NA	NA	2.05	NA	NA	NA	NA	NA
1799	NA	NA	1.84	NA	NA	NA	NA	NA
1800	NA	NA	1.77	NA	NA	NA	NA	NA
1801	NA	NA	0.73	NA	NA	NA	NA	NA
1802	NA	NA	1.24	NA	NA	NA	NA	NA
1803	NA	NA	1.43	NA	NA	NA	NA	NA
1804	NA	NA	1.79	NA	NA	NA	NA	NA
1805	NA	NA	1.71	NA	NA	NA	NA	NA
1806	NA	NA	2.43	NA	NA	NA	NA	NA
1807	NA	NA	2.41	NA	NA	NA	NA	NA
1808	NA	NA	1.76	NA	NA	NA	NA	NA
1809	NA	NA	0.81	NA	NA	NA	NA	NA
1810	NA	NA	0.57	NA	NA	NA	NA	NA
1811	NA	NA	0.71	NA	NA	NA	NA	NA
1812	NA	NA	1.08	NA	NA	NA	NA	NA
1813	1	NA	0.53	NA	NA	NA	NA	NA
1814	0.41	NA	0.53	NA	NA	NA	NA	NA
1815	0.63	NA	0.67	NA	NA	NA	NA	NA
1816	0.66	NA	0.47	NA	NA	NA	NA	NA
1817	0.44	NA	0.57	NA	NA	NA	NA	NA
1818	0.71	NA	1.1	NA	NA	NA	NA	NA
1819	0.77	NA	0.76	NA	NA	NA	NA	NA
1820	0.77	NA	0.97	NA	NA	NA	NA	NA
1821	0.75	NA	0.32	NA	NA	NA	NA	NA
1822	0.89	NA	1.19	NA	NA	NA	NA	NA
1823	1.1	NA	1.08	NA	NA	NA	NA	NA
1824	0.8	NA	0.92	NA	NA	NA	NA	NA
1825	0.97	NA	1.04	NA	NA	NA	NA	NA
1826	0.82	NA	0.92	NA	NA	NA	NA	NA
1827	0.67	NA	0.82	NA	NA	NA	NA	NA
1828	0.71	NA	0.74	NA	NA	NA	NA	NA
1829	0.85	NA	0.64	NA	NA	NA	NA	NA
1830	0.42	NA	0.37	NA	NA	NA	NA	NA
1831	0.59	NA	0.69	NA	NA	NA	NA	NA
1832	0.6	NA	0.64	NA	NA	NA	NA	1.48
1833	1.03	NA	1.23	NA	NA	NA	NA	2.7
1834	1.18	NA	1.63	NA	NA	NA	NA	2.69
1835	0.61	NA	0.67	NA	NA	NA	NA	2.3
1836	0.76	NA	0.89	NA	NA	NA	NA	1.73
1837	0.65	NA	0.54	NA	NA	NA	NA	1.58
1838	0.69	NA	0.65	NA	NA	NA	NA	1.5
1839	0.71	NA	0.55	NA	NA	NA	NA	1.22
1840	0.68	NA	0.55	NA	NA	NA	NA	1.62
1841	0.71	NA	0.73	NA	NA	NA	NA	1.6
1842	1.04	NA	0.96	NA	NA	NA	NA	2.16
1843	0.59	NA	0.57	NA	NA	NA	NA	0.95
1844	0.93	NA	0.72	NA	NA	NA	NA	1.69
1845	0.85	NA	0.63	NA	NA	NA	NA	1.09
1846	0.95	1.54	1.09	NA	NA	NA	NA	1.72
1847	0.81	1.87	1.21	NA	NA	NA	NA	1.97
1848	0.57	1.42	0.96	NA	NA	NA	NA	1.68
1849	0.83	1.97	0.65	NA	NA	1.05	1.97	1.45
1850	0.51	1.62	0.69	NA	NA	1.18	1.65	1.33
1851	0.6	1.73	0.92	NA	NA	1.35	1.99	1.59
1852	0.29	1.47	0.66	NA	NA	0.98	1.82	1.53
1853	0.43	1.56	0.87	NA	NA	1.23	2.48	1.82
1854	0.34	1.25	0.92	NA	NA	1.06	2.14	1.31
1855	0.46	1.36	1.42	NA	NA	1.34	2.45	1.58
1856	0.61	1.35	1.58	NA	NA	1.31	1.93	1.55
1857	0.45	1.05	1.2	NA	NA	1.36	1.37	1.03
1858	0.68	1.2	1.67	NA	NA	1.75	1.62	1.24
1859	0.61	1.19	1.77	NA	2.07	1.65	1.42	1.13
1860	0.81	1.43	1.44	NA	1.47	1.57	1.82	1.34
1861	0.57	1.46	1.46	NA	1.95	1.09	2.22	1.36
1862	0.41	1.31	0.99	NA	1.15	0.95	2.36	1.39
1863	0.48	1.55	1.43	NA	1.26	1.32	3.04	1.36
1864	0.75	1.74	1.53	NA	1.49	1.02	1.87	1.24
1865	0.75	1.95	1.13	NA	1.77	0.98	2.07	1.13
1866	0.42	1.53	1.04	1.15	1.11	0.87	1.77	0.97
1867	0.62	1.21	1.25	1.15	1.28	0.6	1.87	1.19
1868	0.9	1.72	1.52	0.98	1.7	0.79	2.51	0.92
1869	0.76	1.73	1.05	1.05	0.96	0.85	2.47	1.05
1870	0.83	1.34	0.75	1.49	1.48	0.79	2.03	1.28
