# Alla - Pico del Águila - QUFG - ITRDB SPAI064
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/10472
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-10472.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/spai064-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; spai064-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/spai064.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/spai064.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2010-03-01
#--------------------
# File_Last_Modified_Date
#   Date: 2010-03-01
#--------------------
# Title
#   Study_Name: Alla - Pico del Águila - QUFG - ITRDB SPAI064
#--------------------
# Investigators
#   Investigators: Alla, A.; Camarero, J.J.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-02-05.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Pico del Águila
#   Location: Spain
#   Northernmost_Latitude: 42.3167
#   Southernmost_Latitude: 42.3167
#   Easternmost_Longitude: -0.4
#   Westernmost_Longitude: -0.4
#   Elevation_m: 1470
#--------------------
# Data_Collection
#   Collection_Name: SPAI064
#   First_Year: 1972
#   Last_Year: 2007
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Quercus faginea Lam.
#   Common_Name: Portuguese oak
#   Tree_Species_Code: QUFG
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## PF01NWXX_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PF01NWXX; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PF01SEXX_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PF01SEXX; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PF09EEXX_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PF09EEXX; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PF09WWXX_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PF09WWXX; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PF11EEXX_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PF11EEXX; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PF11WWXX_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PF11WWXX; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PF12NEXX_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PF12NEXX; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PF12SWXX_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PF12SWXX; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PF13EEXX_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PF13EEXX; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PF13WWXX_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PF13WWXX; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PF14EEXX_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PF14EEXX; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PF14WWXX_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PF14WWXX; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PF15EEXX_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PF15EEXX; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PF15WWXX_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PF15WWXX; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PF17NWXX_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PF17NWXX; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PF17SEXX_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PF17SEXX; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PF19NWXX_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PF19NWXX; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PF19SEXX_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PF19SEXX; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PF20NWXX_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PF20NWXX; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PF20SEXX_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PF20SEXX; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	PF01NWXX_raw	PF01SEXX_raw	PF09EEXX_raw	PF09WWXX_raw	PF11EEXX_raw	PF11WWXX_raw	PF12NEXX_raw	PF12SWXX_raw	PF13EEXX_raw	PF13WWXX_raw	PF14EEXX_raw	PF14WWXX_raw	PF15EEXX_raw	PF15WWXX_raw	PF17NWXX_raw	PF17SEXX_raw	PF19NWXX_raw	PF19SEXX_raw	PF20NWXX_raw	PF20SEXX_raw
1972	NA	NA	NA	NA	1.48	1.65	NA	NA	NA	NA	NA	NA	1.47	1.39	NA	NA	NA	NA	NA	NA
1973	NA	NA	NA	NA	2.13	2.23	NA	NA	1.37	2.07	NA	NA	1.83	1.91	NA	NA	NA	NA	NA	NA
1974	NA	NA	2.31	2.12	3.05	2.68	NA	NA	2.41	2.54	NA	NA	1.87	2.16	NA	NA	NA	NA	NA	NA
1975	NA	NA	1.68	1.75	1.62	1.1	0.78	0.87	0.8	1.46	NA	NA	1.67	1.57	NA	NA	NA	NA	NA	NA
1976	NA	NA	3.25	3.29	3.07	1.97	1.3	1.3	1.91	2.12	NA	NA	2.6	2.01	2.54	2.69	NA	NA	1.82	2.35
1977	NA	NA	2.84	2.82	1.96	0.97	1.5	1.8	2.05	2.11	NA	NA	3.03	1.93	2.46	2.84	2.65	2.64	2	2.48
1978	1.22	1.24	1.42	1.48	3.19	0.97	0.95	1.66	1.75	1.54	0.87	0.94	1.71	1.31	1.95	2.05	1.93	1.47	1.83	1.97
1979	1.36	1.33	0.7	0.61	1.91	1.25	0.59	1.19	1.51	1.15	0.77	0.6	1.77	1.55	1.63	1.8	1.64	1.19	1.64	2.12
1980	1.17	1.28	0.49	0.66	1.93	0.93	0.91	1.27	2	1.63	0.73	0.42	1.24	1.17	1.59	1.77	1.58	1.04	1.37	1.62
1981	0.59	1.07	0.67	0.63	1.27	0.66	0.67	0.96	1.96	1.77	1.62	0.86	1.23	1.32	1.69	1.67	1.31	0.96	1.48	1.8
1982	1.19	1.38	0.99	1.02	2.24	1.11	1.19	1.22	2.33	2.3	2.51	2.5	1.53	1.96	1.96	2.14	2.32	2.31	1.69	3.09
1983	1.45	1.72	1.12	1.06	2.49	1.36	1.3	1.25	2.44	2.18	2.25	1.73	1.13	1.21	1.48	2.17	1.71	1.91	2.1	4.14
1984	1.43	1.99	1.04	1.03	2.7	1.49	1.07	1.03	2.32	2.06	1.18	0.85	0.96	1.03	1.42	1.68	1.71	1.5	1.95	3.6
1985	1.82	2.12	1.33	1.32	3.38	2.21	1.68	1.32	2.88	2.51	1.94	0.82	1.32	1.36	1.53	2.15	2.38	2.37	2.47	3.55
1986	1.54	1.76	0.87	0.87	2.5	1.62	1.26	1.22	2.22	2.07	1.83	1.06	0.96	1.1	1.27	2.11	2.1	2.09	1.79	3.07
1987	1.46	2.01	0.78	0.79	3.55	1.79	1.44	1.08	2.56	2.71	1.62	1.31	1.08	1.17	1.8	1.78	2.49	2.58	1.77	2.55
1988	1.43	2.06	1.25	1.25	4.49	2.11	2.17	1.76	3.03	3.08	2.24	2.67	1.26	1.37	1.92	2.24	3.33	3.37	1.78	2.99
1989	0.84	1.43	0.97	0.93	1.94	1.12	1.38	1.31	2.21	2.32	1.96	2.44	0.78	1.05	1.9	2.01	2.65	2.82	1.63	2.39
1990	1.73	1.97	1.89	1.88	3.63	1.79	2.08	1.76	2.72	3.24	1.9	3.12	1.37	1.65	2.09	2.43	3.3	3.45	2.51	3.06
1991	1.5	1.45	1	1	2.3	1.82	1.4	1.31	1.92	2.19	1.68	2.67	1.11	1.08	1.07	1.47	1.75	1.89	1.71	2.1
1992	2.03	2.78	2.33	2.41	3.44	1.69	1.88	1.92	3.23	3.73	2.45	4.09	1.86	2.32	1.72	3.16	4.62	5.57	3.24	4.53
1993	1.7	2.18	1.59	1.65	3.04	2.32	1.85	1.78	2.71	2.91	1.78	2.62	1.14	1.43	1.27	1.73	2.59	2.86	2.39	2.59
1994	1.49	1.78	1.26	1.21	2.45	1.15	1.77	1.3	2.3	2.81	1.33	2.68	1.26	1.46	1.25	1.7	2.51	2.67	2.32	2.75
1995	1.21	1.5	1.01	1.1	1.12	0.69	1.02	0.77	1.36	1.85	1.16	2.16	0.87	0.93	0.59	0.7	1.77	1.74	1.22	1.55
1996	1.41	1.67	1.9	1.79	1.91	1.02	1.55	1.73	2.6	3.21	1.8	2.86	1.15	1.32	1.21	1.43	2.28	2.63	1.87	2.37
1997	1.02	1.41	2.38	2.32	3.72	1.28	2.12	2.03	2.53	3.04	1.61	3.25	1.4	1.52	1.62	2.2	2.25	2.08	1.65	1.65
1998	0.86	1.48	1.78	1.83	2.68	1.56	1.77	1.33	2.25	2.53	2.19	3.26	0.91	1.14	1.33	1.91	1.85	1.98	1.99	2.29
1999	0.93	1.47	2.39	2.45	2.22	1.89	2.23	1.31	2.73	2.7	2.63	4.08	1.98	2.08	1.37	2.04	3.21	3.08	1.88	2.36
2000	1.12	1.84	2.07	2.05	3.97	3.39	2.04	1.46	2.58	2.86	2.52	3.45	1.55	1.66	1.52	1.88	2.49	2.69	1.9	2.26
2001	0.92	1.46	1.3	1.32	1.82	1.62	1.77	1.25	1.93	2.55	1.8	2.84	1.12	1.17	1.02	1.21	1.82	1.77	1.29	1.33
2002	0.69	1.69	1.43	1.45	1.51	1.77	1.72	1.08	1.92	2.59	2	2.58	1.72	1.47	1.29	1.19	2.19	2.12	1.4	1.69
2003	0.94	1.87	1.72	1.7	3.43	3.28	2.72	1.86	2.82	3.08	2.87	3.09	1.37	1.5	1.81	1.5	2.37	1.96	1.82	2
2004	1.06	1.53	1.69	1.56	3.23	2.86	2.25	1.82	2.45	2.37	2.25	2.8	1.15	1.43	1.66	1.61	2.11	1.79	1.38	1.18
2005	0.44	0.74	0.7	0.65	1.01	1.08	0.81	0.79	1.16	1.23	1.09	1.11	0.91	1.72	1.01	0.89	1.8	1.47	0.78	0.68
2006	0.8	1.19	1.15	1.09	1.03	0.82	1.24	1.12	1.7	1.69	1.7	1.76	0.78	2.24	0.87	0.88	1.66	1.62	0.99	1.05
2007	1.38	1.56	1.7	1.7	1.26	3.25	4.22	2.94	3.49	3.49	2.26	1.95	1.66	2.78	1.28	1.41	2.61	2.64	2.3	2.18
